factset_entity_id,total_aum
0KD2QH-E,NULL
0KD3GR-E,NULL
0KD3KL-E,NULL
0KD3KV-E,NULL
0KD3TT-E,NULL
0KD41Z-E,NULL
0D10XL-E,NULL
06LLR8-E,NULL
068VT3-E,11085
0D4H5Q-E,115
09T09X-E,NULL
05L23X-E,NULL
05GNK7-E,312
0FB56B-E,NULL
0FGTJX-E,NULL
06LPCY-E,NULL
09YNF4-E,NULL
0FTZQ6-E,NULL
0B56P2-E,NULL
0BR844-E,NULL
0H2L33-E,182
0HB37S-E,NULL
0D8WFJ-E,274
05G1Y4-E,1156
06S4M3-E,NULL
061YHR-E,NULL
0HGNC9-E,NULL
07WT4Z-E,NULL
09HG95-E,NULL
0FJQW5-E,NULL
05GNTC-E,2289
05GPWC-E,NULL
05GSFD-E,59684
0D8MB9-E,NULL
05L8J6-E,19800
0BGJS9-E,NULL
0D4MQW-E,NULL
0D4NMB-E,NULL
0D4XBB-E,NULL
0D6KVK-E,NULL
0D783F-E,NULL
0BBQV4-E,NULL
05GSK4-E,NULL
05NY1C-E,5826
05GSNX-E,NULL
05GW2Y-E,NULL
05GYYV-E,NULL
0KJYGN-E,NULL
0KJYGQ-E,NULL
0KJYGR-E,NULL
05GZ5L-E,69193
0KJYGS-E,NULL
0KJYGT-E,NULL
0KJYGV-E,NULL
0KJYGW-E,NULL
05H00X-E,12793
0KJYGX-E,NULL
0KJYGY-E,NULL
0KJYGZ-E,NULL
0KJYH0-E,NULL
0KJYH1-E,NULL
0KJYH2-E,NULL
0KJYT7-E,NULL
0KK04K-E,NULL
0KK1TD-E,NULL
0KK1WM-E,NULL
0KK1Y8-E,NULL
0KK1YF-E,NULL
0KK202-E,NULL
0KK21Y-E,NULL
05H23G-E,20958
05H4CW-E,NULL
05H55R-E,7160
05H61V-E,NULL
05H6BB-E,NULL
0D7L9V-E,NULL
0D7MW4-E,NULL
0DJP21-E,NULL
0J493V-E,NULL
05H7CB-E,NULL
05ZT40-E,NULL
05H77Q-E,NULL
002DFS-E,13494
05HDH0-E,8640
05H8W9-E,1924
05H9FJ-E,59
08498R-E,NULL
06MFXC-E,2789
05H7H1-E,NULL
07HF0W-E,1000
0B5W6Z-E,NULL
085CJ6-E,728
00107D-E,1122
0CV6K7-E,NULL
0KD87R-E,NULL
05H8RW-E,6934
0G4WDM-E,235
086T3B-E,NULL
05HF0J-E,28193
0J1KWZ-E,54
0JVB65-E,NULL
0KD5NK-E,NULL
0KD6TQ-E,NULL
0KD789-E,NULL
05HBCC-E,NULL
05HBCY-E,NULL
0KD7SK-E,NULL
0KD7VC-E,NULL
0KD83S-E,NULL
09CBK8-E,NULL
0KD85H-E,NULL
0C9R3H-E,995
05HBQ0-E,NULL
0DJN56-E,10802
0CW5JG-E,46
0JMQ16-E,NULL
087G1Q-E,NULL
0DKH08-E,NULL
05HD1S-E,1654
05HDD9-E,NULL
05HDJV-E,NULL
05HDM8-E,34431
0CFZR8-E,NULL
08845M-E,NULL
05HF4Q-E,1531
05HFDB-E,NULL
000CN3-E,2640
0DCS8F-E,NULL
000CM9-E,71938
05HGH5-E,NULL
0DD0DX-E,NULL
000HJ9-E,569309
05HGJK-E,NULL
000JTR-E,27233
0BMPYQ-E,NULL
05HGML-E,NULL
0011M0-E,285931
000CND-E,30747
0KK23Y-E,NULL
05HHCK-E,1029
0DLBHP-E,64
05HHM8-E,NULL
0F1YTS-E,4064
05HHWP-E,NULL
0KK29T-E,NULL
05HHYP-E,NULL
0KK2DH-E,NULL
000KN8-E,NULL
0BHJKC-E,NULL
05HHZS-E,1088
0KK2LW-E,NULL
087L1W-E,851
0KK2PM-E,NULL
000LH7-E,118112
000ZBK-E,15037
060P4P-E,NULL
000ZCN-E,26951
00189R-E,NULL
001DGK-E,NULL
0KK2R3-E,NULL
001M86-E,8570
0KK2RC-E,NULL
001TJR-E,NULL
0KD871-E,NULL
0KK2ST-E,NULL
0KK2W2-E,NULL
05HJJZ-E,NULL
0KK2X1-E,NULL
0KK2YN-E,NULL
05HJQ6-E,NULL
0KD6YC-E,NULL
05HKM8-E,NULL
05HL21-E,NULL
05HL40-E,292
05HLDM-E,6836
0DJVNF-E,NULL
002HGP-E,2218
0GFL7C-E,NULL
05T2JJ-E,NULL
0JK2FY-E,NULL
006THN-E,13550
07HVRT-E,NULL
07L8S2-E,NULL
006W17-E,NULL
09CQ7V-E,NULL
006ZH9-E,NULL
0074HR-E,14704
005HHK-E,113
09YS1R-E,NULL
0079W2-E,1810
002HGW-E,1374
002HJB-E,595011
0DPMW4-E,NULL
0DQ0B4-E,2588
0DR92Y-E,1462
008KTT-E,22043
005HCN-E,2253
008M6C-E,547
00C17P-E,NULL
006KWB-E,4653
002HGF-E,105844
002J1R-E,20456
002KYX-E,80823
0C6WKQ-E,NULL
0CY69J-E,NULL
008K3J-E,NULL
0DL0TV-E,NULL
0DQMTW-E,NULL
0DR0Q0-E,NULL
0DVTG4-E,NULL
0G2KTG-E,NULL
0GBR33-E,NULL
002J4C-E,NULL
0GH4YR-E,NULL
0GSWYC-E,NULL
0HSVJ7-E,NULL
0HXCG7-E,NULL
0JJ5JC-E,NULL
0K6B9G-E,NULL
0KK10H-E,NULL
0KK4JT-E,NULL
0KK4KX-E,NULL
0KK4QP-E,NULL
00BCGS-E,1354
00B667-E,476
00BQTC-E,5561
002MDL-E,4500
005GJD-E,21019
009T5B-E,NULL
009ND6-E,NULL
00563M-E,2197
002J7H-E,NULL
0080MR-E,18434
002LY6-E,NULL
00FC62-E,NULL
006VRV-E,NULL
002M1L-E,41270
002NC8-E,2081
002RKM-E,NULL
002SBB-E,490
002JDD-E,1939
00303Y-E,7173
003LBB-E,203000
003MVJ-E,7441
003PK2-E,4256
00FTM7-E,NULL
004GLH-E,22776
05DYPD-E,37000
05HLKV-E,NULL
005GT1-E,NULL
05HLLV-E,54113
05HM07-E,NULL
05HM4D-E,7293
05HM4S-E,5277
05HM7D-E,9571
05HMH7-E,NULL
05HMN2-E,1223
05HMWX-E,NULL
0KK4X9-E,NULL
0KK4XZ-E,NULL
0KK4YX-E,NULL
0KK4ZR-E,NULL
0KK548-E,NULL
0KK55M-E,NULL
0KK57F-E,NULL
05HW0K-E,NULL
0KK5CB-E,NULL
0KK5R3-E,NULL
0KK5YX-E,NULL
0KK5Z0-E,NULL
05J69C-E,NULL
05JJC2-E,34931
05G24X-E,NULL
0KK63N-E,NULL
0DX2M6-E,500
0KK64T-E,NULL
0KK6VF-E,NULL
0028LW-E,NULL
0DW5BV-E,7
0KJY7G-E,501
05ZTVT-E,NULL
06KLP3-E,NULL
05G2G6-E,NULL
09PKHJ-E,NULL
0DRBV1-E,NULL
0DY1WK-E,NULL
0DZ803-E,141
0DRJZ0-E,14560
05HN0M-E,NULL
0DZ9RY-E,2534
0DX5N8-E,2470
0B6RGT-E,NULL
0BKF4X-E,NULL
05HPH0-E,NULL
0BVNL7-E,NULL
0DRK8T-E,NULL
0F1XC4-E,NULL
0C8ZYZ-E,NULL
0CV60G-E,NULL
0DLF1P-E,NULL
0FKV9R-E,NULL
0G508H-E,NULL
0GLG68-E,NULL
0GP79N-E,NULL
0DY1J5-E,3719
0JLGGD-E,NULL
0K9CZF-E,NULL
0K9HPY-E,NULL
0KK2RP-E,NULL
0KK75S-E,NULL
0KK7WG-E,NULL
0KK7YY-E,NULL
0KK82V-E,NULL
0KK8CD-E,NULL
0KK8GF-E,NULL
0KK8HG-E,NULL
0F0JMC-E,NULL
0DZ83J-E,1233
0F1YWP-E,634
0DZ853-E,20877
0DZN7S-E,NULL
0FF8S9-E,NULL
0F0K51-E,159
0F0QKL-E,NULL
05H69L-E,NULL
0F0W0Z-E,36855
0FQYQC-E,26
05FW7Z-E,285474
05G2Z0-E,53769
0F1G3R-E,304
05G53H-E,95749
0DZZ17-E,73
05G65Y-E,NULL
05G8VP-E,NULL
05GDRC-E,3545
05H5ZH-E,41839
05H6QG-E,2953
05HCR0-E,NULL
05HN0S-E,571
0F1K2H-E,NULL
00DCDW-E,NULL
0C7CNL-E,211
0FTRCJ-E,NULL
0FW8W5-E,94
0G2ZLK-E,452
0FDTRT-E,NULL
0G8X28-E,304
00DTFH-E,319
05HN15-E,1598
05HN2D-E,1879
05KQS8-E,36700
0G4H1R-E,NULL
05HNGJ-E,NULL
05NB1L-E,NULL
0G1C9N-E,NULL
0FXSMF-E,NULL
0G620V-E,84
0FTWT7-E,NULL
05N9SV-E,NULL
05HP6D-E,NULL
05HRS1-E,NULL
05HNL1-E,NULL
0FXT31-E,NULL
0G6MHL-E,NULL
0FY5Z8-E,NULL
0FXT3F-E,218
0FY175-E,2262
0FY672-E,450
05HNQQ-E,790
05HPFF-E,293424
0FYMYJ-E,NULL
05MWZ6-E,NULL
05HQ7S-E,17783
0G5ZT2-E,467
05HQBH-E,NULL
0G25NT-E,1009
05HQK2-E,NULL
05HQR0-E,NULL
05HR7J-E,1547
05HRSK-E,NULL
05HS58-E,NULL
0G7PB2-E,NULL
0G27VT-E,NULL
05NHXQ-E,NULL
05HS5N-E,NULL
05HS5S-E,NULL
0G3SC1-E,NULL
0G4N35-E,299
0G5695-E,202
0FXSMH-E,11801
0G5CM6-E,444
0G5SX4-E,1280
05HS5T-E,NULL
05JX4W-E,NULL
0G6GV5-E,971
0G7L9L-E,487
0G85P7-E,494
0G8JZC-E,NULL
05HX1N-E,5513
05J1N6-E,6453
0G9HMD-E,NULL
05J8H4-E,NULL
05J8HL-E,NULL
05J952-E,NULL
05P2QW-E,NULL
05J95Q-E,NULL
05JDNF-E,5622
05JDYF-E,NULL
05JGJD-E,NULL
05JJ8C-E,NULL
05JK9N-E,NULL
05K5ZF-E,NULL
0GMB2T-E,NULL
069ZPJ-E,273979
06FC9W-E,906
05K28L-E,322920
0G9TWH-E,NULL
0GDY8Q-E,NULL
0GSLY1-E,NULL
0GMRP9-E,NULL
09HB0V-E,NULL
0GBKWB-E,14
0KK94K-E,46
0GMS3Y-E,NULL
0DJF5B-E,NULL
05W4GV-E,NULL
0GMYRB-E,549
0GN5WX-E,1228
0B0SZF-E,NULL
06J9NH-E,NULL
06JZJ9-E,82765
0GNHJ3-E,5373
0GLQLY-E,186
06C5QC-E,17403
0GHYTL-E,NULL
0G9KF7-E,24499
0GNKRM-E,289
0GJGRB-E,NULL
05W6K4-E,12650
05ZHZV-E,NULL
0GKBSK-E,NULL
06KZ8B-E,NULL
0GN6R7-E,2323
0G9QKX-E,NULL
0GBSX5-E,NULL
06LG12-E,NULL
06LHZ7-E,278
0GBGKW-E,445
0GBVFX-E,NULL
0GNQ9C-E,NULL
0KK9QY-E,6800
0GSR87-E,NULL
0GQ2RL-E,256
05Z9G0-E,10804
0GLG6J-E,146
0GLMBR-E,NULL
0GCKQL-E,NULL
0GQ5WG-E,NULL
0GCT2P-E,NULL
0GJ7JN-E,NULL
05K36L-E,NULL
0KK8MK-E,NULL
0GTL2Q-E,259
0KK8TY-E,NULL
0KK8V3-E,NULL
0KK8YJ-E,NULL
0KK96X-E,NULL
0KK98R-E,NULL
0KK99J-E,NULL
0KK9BB-E,NULL
0KK9Q6-E,NULL
0KKB2V-E,NULL
0KKB3F-E,NULL
001FK9-E,NULL
0GCW52-E,6
0GGRQL-E,NULL
0GT0FT-E,NULL
0GF13V-E,307
06QCXX-E,57327
0GF6VN-E,NULL
05JNBN-E,908
0GG54W-E,1410
05JNWB-E,1584
061284-E,NULL
0GTV1S-E,NULL
0GW9SF-E,286
0GC3LY-E,NULL
05JRH8-E,NULL
05JRYW-E,NULL
0GG7JN-E,420
0GSTL8-E,NULL
05JX06-E,NULL
05JYL1-E,NULL
05K2QT-E,NULL
05K46W-E,NULL
05K5TW-E,NULL
05K7S6-E,NULL
0GHKHY-E,NULL
0GKBZB-E,135
0GXP7N-E,762
0DFR8W-E,NULL
0GYGWH-E,584
06NCYP-E,1340
0GX4G3-E,337
05H6PT-E,NULL
0651CS-E,3719
05T0CT-E,38700
076Z88-E,33602
06QGFG-E,NULL
0CSVSW-E,245
0CT3J5-E,151
077F2Q-E,18371
05HYPZ-E,188
007VNJ-E,2376
005KWQ-E,NULL
077MY7-E,NULL
008GFH-E,NULL
008S94-E,NULL
00D2QQ-E,NULL
05K83B-E,74292
07JF8F-E,NULL
0GJS5Q-E,NULL
077QV4-E,NULL
0F1W4R-E,NULL
06TG15-E,NULL
0HHTF9-E,775
078F8P-E,NULL
05WSRW-E,NULL
06910J-E,NULL
0735Y5-E,14299
06F5Z0-E,NULL
06P3QY-E,NULL
05K919-E,12457
0GJ760-E,153
078KKS-E,NULL
0GJMXM-E,NULL
0GX28T-E,1832
05K91R-E,NULL
05K91T-E,4450
078MT6-E,17581
079D5K-E,312
090403-E,NULL
05K9BD-E,16000
06MGF8-E,NULL
09R34G-E,NULL
0GXPBG-E,316
07C58T-E,NULL
06NRRV-E,5212
0GYXZN-E,113
06PKXP-E,18290
06MV32-E,NULL
0GYXRY-E,492
0B0WGR-E,NULL
0GZ3GS-E,NULL
0GZDH9-E,7216
0H00TZ-E,NULL
0B66NY-E,NULL
06R90G-E,NULL
05K9CX-E,16128
0CTMDC-E,NULL
07D0VZ-E,NULL
05K9Q7-E,NULL
07D9DJ-E,NULL
0DTMHP-E,NULL
0DVFSJ-E,NULL
0F1YVD-E,NULL
0FCM4D-E,NULL
0FPYHF-E,NULL
0FWRWQ-E,NULL
0G07BT-E,NULL
0GP9B2-E,NULL
0GSNCN-E,NULL
05KBDS-E,57850
0HFH37-E,NULL
0HLLV0-E,NULL
0J1435-E,NULL
05KBYP-E,71
07DJ3L-E,NULL
05KCG6-E,4889
05KCPY-E,1170
05KDT2-E,NULL
05KHGG-E,NULL
05KJ4D-E,NULL
07F4Q8-E,2083
07FWGK-E,NULL
05LLLQ-E,711
094MHN-E,NULL
0H29C1-E,NULL
09Q6NJ-E,NULL
05KQ5P-E,NULL
09R0C9-E,NULL
001BSD-E,10388
07KKXZ-E,NULL
0HCPQW-E,NULL
0B1CN4-E,NULL
07LG62-E,1182
09X55R-E,27761
0KKCDC-E,3900
07MPWG-E,457
05KJKZ-E,17140
0H04B9-E,NULL
0G9529-E,NULL
0BC8Y9-E,NULL
08BV7Z-E,NULL
0BF73P-E,NULL
05KJTQ-E,313
0H0NNT-E,NULL
002GTC-E,NULL
05KN5W-E,NULL
0H104F-E,NULL
05KP9Z-E,NULL
0BTV2H-E,NULL
05KPSY-E,1129
086TRK-E,53549
0BM53X-E,5014
0BTNKS-E,NULL
05KQKF-E,NULL
07QM1L-E,NULL
0HDTRM-E,NULL
0H24BF-E,1880
07QRN6-E,20738
0B0HM9-E,NULL
05KQW8-E,NULL
08BP8M-E,NULL
0H4550-E,NULL
0H4PN8-E,1443
05KR6B-E,NULL
05KZSB-E,NULL
0JGRSB-E,NULL
0JTZCB-E,NULL
0JX6TS-E,NULL
0JXJ5W-E,NULL
0JXPKQ-E,NULL
0K8LNH-E,NULL
0K8MXG-E,NULL
0KKB8G-E,NULL
0KKB8H-E,NULL
0KKB92-E,NULL
0KKB9C-E,NULL
0KKBBC-E,NULL
0KKBCN-E,NULL
0KKBL0-E,NULL
0KKBMS-E,NULL
0KKBN2-E,NULL
0H4PS5-E,NULL
0KKBN3-E,NULL
0KKBNN-E,NULL
0KKBNP-E,NULL
0KKBNT-E,NULL
0KKBPH-E,NULL
0HCN1T-E,2590
0KKBPY-E,NULL
0KKBTW-E,NULL
0KKBWX-E,NULL
0KKC02-E,NULL
0KKC0Y-E,NULL
0KKC1L-E,NULL
05L1K1-E,NULL
0KKCCZ-E,NULL
05L2P7-E,NULL
05LGC7-E,8645
05LLZG-E,NULL
05LMXJ-E,47501
05LQG8-E,NULL
05LQW5-E,2393
05LSQ9-E,342
05LSSK-E,NULL
0HGBFZ-E,999
0KKCJQ-E,NULL
0HGQGB-E,214
0KKCW3-E,NULL
0KKD2J-E,NULL
0KKD3F-E,NULL
0KKD5H-E,NULL
0KKDJC-E,NULL
0KKDNN-E,NULL
0KKDSR-E,NULL
0KKDV7-E,NULL
0KKDW1-E,NULL
0KKDW7-E,NULL
0KKDWL-E,NULL
0KKDX6-E,NULL
0KKDYN-E,NULL
0KKDYW-E,NULL
0DMYHZ-E,385
0C8MLZ-E,312
0C2S2W-E,468
0CZC2T-E,NULL
05LT4N-E,133
0DQ0H7-E,710
0C2ZCS-E,754
0HFK4M-E,2972
0C2K7K-E,1206
0HS1FW-E,NULL
0C32NR-E,371
0C8D96-E,584
05M1VJ-E,254
0HJ18Q-E,173
0C6CG5-E,13307
0C8WM3-E,587
0CYFP7-E,180
0CQ9FD-E,1125
05LT39-E,1942
0HXT3D-E,NULL
0C3HBP-E,224
0HVK1F-E,204
0HRQ8D-E,NULL
0KKF02-E,NULL
0KKF3J-E,NULL
0KKF3Q-E,NULL
0KKF5G-E,NULL
0KKF5N-E,NULL
0KKF7N-E,NULL
0KKF7S-E,NULL
0KKF84-E,NULL
0KKF86-E,NULL
0KKF89-E,NULL
0HNYY8-E,NULL
0C7CKD-E,1972
0CQCV4-E,NULL
0C82F4-E,127
0D7YRS-E,NULL
0J0N1M-E,1265
0DP9GL-E,NULL
0JSW0P-E,NULL
0JZ680-E,NULL
0L3H29-E,NULL
0C8883-E,2510
0C8S5J-E,2226
0L3HTC-E,NULL
0L3HTH-E,NULL
0CVN39-E,NULL
0HQDZ1-E,762
0J0MVH-E,NULL
05LV86-E,13092
0C39C1-E,3454
0C7CGL-E,36529
0DDSWG-E,856
0CZR1K-E,845
0D1NP4-E,4865
0D3J68-E,433196
0D72K5-E,20132
0L3J2B-E,NULL
0L3JDX-E,NULL
0HWFTZ-E,82204
0D8JPV-E,NULL
0L3JGK-E,NULL
0DF26R-E,777
0KKF7G-E,NULL
0L3K5D-E,NULL
0J04L5-E,181
0C8HZD-E,NULL
0HZ0BL-E,52
05LTFD-E,283
05LVY7-E,3316
05LX7C-E,827
0J8KTN-E,NULL
05LYWX-E,NULL
05LZ0L-E,861
05LZ1J-E,10601
05LZ44-E,NULL
05M024-E,NULL
05M11P-E,1897
0DL9TZ-E,4685
05M3Z6-E,2
05M743-E,NULL
061H8Z-E,NULL
0C46FJ-E,7515
0CB2MN-E,1027
05MGXK-E,NULL
0C8Q64-E,469
09N6JG-E,NULL
0DNZVJ-E,164
0GMWYQ-E,15358
09QWRD-E,NULL
0C2BVC-E,2445
0DZJBJ-E,NULL
0DY7G5-E,3845
0H2YG2-E,1535
0H86VP-E,10238
0JD1LN-E,NULL
0FL6WR-E,577442
0CG2NS-E,NULL
0DV6NR-E,NULL
0DW0YG-E,NULL
0DWDNC-E,NULL
0CXM07-E,210
05M8N3-E,NULL
0JXQHL-E,NULL
0FQ1NV-E,82093
0FJYPK-E,1410
0K94J5-E,NULL
0DX2TG-E,219
05MBF8-E,11464
05MCD4-E,605
0KDB34-E,NULL
0C89XM-E,195
0KD9C2-E,NULL
0KD9K0-E,NULL
0KD9LH-E,NULL
0KD9NS-E,NULL
0KD9PW-E,NULL
0DWKTN-E,22915
0KKH01-E,255
0G1KQH-E,NULL
0DX1DB-E,213
05MCD6-E,NULL
0FJWX5-E,NULL
0BG0V2-E,NULL
0DX2L5-E,391
0K6M25-E,207
05MCL9-E,305
0C274Z-E,NULL
05MD6N-E,4612
05MDCD-E,316
05MDFB-E,631
05MDK8-E,38
05MG3N-E,369
05MKJ0-E,631
05MKT9-E,NULL
05MKVR-E,212
05ML4H-E,143
05MLCR-E,NULL
05MMG1-E,685
0DP153-E,NULL
05MMKX-E,NULL
0G29S5-E,NULL
0DX2M2-E,1468
0KKG9W-E,NULL
0KKGM4-E,NULL
0KKGVP-E,NULL
0KKGZP-E,NULL
0KKH1C-E,NULL
0KKHD8-E,NULL
0KKHPP-E,NULL
0KKHX8-E,NULL
0KKJ4N-E,NULL
0KKJ68-E,NULL
0KKJ70-E,NULL
0D19D9-E,NULL
0DVBL7-E,NULL
0FNDYZ-E,NULL
0G9W95-E,NULL
0KTNXX-E,NULL
0013XN-E,NULL
05MNWG-E,1333
05MRJ9-E,294
0JX98X-E,NULL
001BMP-E,NULL
0K6YM6-E,NULL
05MVMB-E,NULL
001LRL-E,1752
05P5HT-E,NULL
001V32-E,NULL
05MYBF-E,282
001TFZ-E,2632
05MYDK-E,352
05MZ1Y-E,NULL
05MZ6G-E,NULL
05MZH1-E,713
05N5MM-E,121
002SQ3-E,1991
05N5TQ-E,NULL
05NCLR-E,13718
05NDHC-E,NULL
05NDLZ-E,47609
05NF7J-E,NULL
05NFMF-E,494104
0013BS-E,23826
00140T-E,28579
0017DP-E,712
0017GJ-E,50
002J93-E,1535
05NHGB-E,NULL
05NLNX-E,108986
0KKJQK-E,NULL
001LNL-E,NULL
001LWQ-E,3125
0020QN-E,1480
001TLD-E,3854
05NMCK-E,NULL
05NRRD-E,240
001W3Q-E,NULL
05NSJY-E,NULL
001M0W-E,NULL
05NTJT-E,17000
05NVJ7-E,NULL
05NVNC-E,NULL
002GTZ-E,10421
00933L-E,NULL
05NVP2-E,NULL
05NW64-E,8
00245B-E,744
05P2KM-E,6800
05P5CR-E,216750
05P5KC-E,NULL
0KKJVV-E,NULL
05P7T5-E,1977
05P8Y7-E,NULL
05PB63-E,53482
0024Q4-E,21353
05PCPC-E,282
05PF86-E,NULL
002GTQ-E,83005
0KKJW7-E,NULL
05PF8S-E,NULL
05PFSF-E,NULL
0KKJWL-E,NULL
0KKJXH-E,NULL
0KKJXQ-E,NULL
05PG7S-E,24736
05PGY3-E,NULL
05K7XR-E,NULL
0KKJXZ-E,NULL
0KKJYQ-E,NULL
0024VM-E,NULL
0KKK3Z-E,NULL
0KKLQ1-E,NULL
0KKLQX-E,NULL
0KKLXM-E,NULL
0KKLXS-E,NULL
0KKM49-E,NULL
0KKM9R-E,NULL
0KKMCF-E,NULL
0KKMT9-E,NULL
0KKN0N-E,NULL
0KKN3D-E,NULL
0KKN56-E,NULL
05PGZX-E,NULL
002656-E,15990
05PH74-E,NULL
0028JC-E,NULL
05PH88-E,NULL
05PHWT-E,35799
05PJ87-E,NULL
05PKND-E,7270
05PLDK-E,338
05PN3Q-E,NULL
05PP01-E,401
05PP2T-E,1245
05PPTN-E,271
05PQRZ-E,NULL
05PQX3-E,798
002H9K-E,NULL
05PRB3-E,168
0BSPHC-E,NULL
003JJ7-E,NULL
07F3P1-E,2653
0DDVG8-E,NULL
05PY9Q-E,2295
00628M-E,16201
006BRQ-E,NULL
062GLF-E,NULL
003QFJ-E,NULL
003LC7-E,NULL
006X6W-E,994
007209-E,1042
003JLJ-E,350
0037CW-E,19836
007KRC-E,1347
005C23-E,1293
007RXL-E,NULL
00382L-E,53
0038VG-E,NULL
05PT8J-E,NULL
004189-E,92720
005GJT-E,293
05PTV9-E,370
003BTC-E,569
0643HM-E,NULL
005NBK-E,93
003H25-E,NULL
003KDW-E,NULL
072VD5-E,NULL
05PW3S-E,357
003BLT-E,NULL
05PW4T-E,1215
05PX25-E,235
07FGLT-E,NULL
003J50-E,NULL
003C3L-E,135000
05PXQS-E,35
003K1L-E,NULL
05PXRQ-E,209
003LHX-E,NULL
004L7S-E,NULL
060M63-E,15179
003K57-E,440
003JSW-E,5564
0075J8-E,196
007HMR-E,NULL
05PXW6-E,496
007T3V-E,NULL
003BXJ-E,739
05PY4X-E,26093
05M7JL-E,NULL
0036JX-E,290
0049M3-E,516
05PZ29-E,667
06177X-E,34636
006J8H-E,NULL
05PZ5N-E,61
003845-E,965
05PZV5-E,10006
05Q0J3-E,26720
05Q0M6-E,1561
05Q22M-E,NULL
003LJ0-E,1580
05Q3VB-E,NULL
05Q47Z-E,NULL
05Q74S-E,NULL
003LR8-E,10886
05Q8VT-E,11462
003MGV-E,1283
05Q90T-E,NULL
003RSS-E,944
003S0G-E,266
05GDSF-E,NULL
05NHJ1-E,NULL
09W611-E,NULL
003XG5-E,512
0DFQ6M-E,NULL
0DMGTZ-E,10299
0DNSC0-E,NULL
00767Y-E,125
0GFMDQ-E,NULL
0KKQG2-E,NULL
00418Q-E,1532
07F420-E,144
0C8BJK-E,1078
0058K3-E,9252
005GTL-E,7209
005HWP-E,544
05Q931-E,NULL
05QDQ7-E,NULL
05QKYW-E,NULL
05QR9Z-E,3706
05QRZB-E,NULL
05R32B-E,NULL
008Z3D-E,NULL
0083B6-E,281
05R3FC-E,NULL
05R7MM-E,2119
05R3GK-E,NULL
05R9NT-E,NULL
05SG78-E,NULL
05RC7C-E,370
05SW7X-E,NULL
05RW8N-E,35717
05RZLY-E,NULL
05S0LY-E,NULL
05S67S-E,8
05S8DR-E,NULL
05S9ZW-E,NULL
009ZMC-E,NULL
00D0R5-E,571
05T3TT-E,9556
00978H-E,206
009JPW-E,313
05SJRH-E,31652
05SK3J-E,NULL
05SL5H-E,NULL
05SRJF-E,14211
05SRMM-E,4353
008YVX-E,143
05SX5Y-E,NULL
05TNJM-E,700
05SYQZ-E,NULL
05SYRM-E,NULL
05SZ8C-E,NULL
009YNZ-E,NULL
05SZ8Q-E,NULL
05SGXD-E,NULL
05TN61-E,NULL
0J1R86-E,931
007TG6-E,2014
08D8YX-E,NULL
05T6TV-E,400
05T73S-E,NULL
05TB2F-E,NULL
05TDZL-E,NULL
05TGK5-E,34141
05TM8R-E,NULL
009Z9H-E,NULL
05TN3Y-E,NULL
0090CP-E,1012
007WTC-E,NULL
007Z70-E,2300
05TP21-E,174123
00802T-E,209
0080QY-E,37005
0080TH-E,174
05TP43-E,NULL
00849H-E,9400
05TPD2-E,159
008225-E,323
05TPTC-E,NULL
0085C3-E,726
05TPY0-E,2916
05TVRV-E,NULL
008K1S-E,2007
05TW39-E,NULL
05TW41-E,NULL
007XP6-E,2376
008ZQV-E,NULL
05TWK1-E,5400
0090LS-E,1005
0GLPCD-E,NULL
0HSW46-E,NULL
0J287J-E,NULL
0JVWLJ-E,NULL
0KKNHP-E,NULL
0KKNJK-E,NULL
0KKNLS-E,NULL
0KKNZ5-E,NULL
0KKNZG-E,NULL
0KKPBC-E,NULL
0KKQ0S-E,NULL
05TYNX-E,NULL
05TYQ9-E,NULL
05TYX3-E,NULL
05TZ2D-E,NULL
05V1B0-E,NULL
05V3KS-E,NULL
05V3PN-E,NULL
05V6VD-E,NULL
05V7F4-E,15344
05V7KJ-E,NULL
05V7S1-E,NULL
05V7SP-E,NULL
05V7VR-E,NULL
05V7Z4-E,NULL
05V7ZM-E,NULL
05V80D-E,NULL
05V80J-E,10762
0K9WJ5-E,NULL
05V80N-E,NULL
05V81D-E,NULL
0685R7-E,NULL
00FLT3-E,NULL
0C8B6F-E,NULL
06C715-E,1079
0C9B99-E,NULL
05F9FV-E,19700
05W8C9-E,NULL
05VDK5-E,NULL
05VGJR-E,405
06HB1W-E,NULL
06875L-E,NULL
05FW6J-E,82307
05V81J-E,NULL
05FW6N-E,NULL
05V82D-E,NULL
05FW6P-E,85633
05V8F6-E,NULL
05VB79-E,11045
05VF2H-E,NULL
05VGSC-E,1027
05FW5G-E,NULL
05VGXQ-E,NULL
05VKG8-E,NULL
05VL3C-E,882
05FN3G-E,NULL
05VRNL-E,86644
05VSVF-E,NULL
05F805-E,124271
05VT16-E,NULL
05VYNJ-E,NULL
06F9HC-E,101
05VZ12-E,NULL
05H68V-E,68038
05VZ2Z-E,NULL
05FW7K-E,251493
05FW8D-E,NULL
05W0TX-E,9
00FYJ1-E,400
00FKVY-E,256
00FTFP-E,378
05W1KW-E,363
05W42R-E,NULL
00FZ3Q-E,540
05W43F-E,NULL
05W4KQ-E,NULL
05W562-E,NULL
05W5C2-E,636
05W7F8-E,NULL
05W7FV-E,NULL
05WBRP-E,NULL
00G6JZ-E,NULL
05WCPQ-E,294
05WDNY-E,330
00GB5D-E,531
00GF8H-E,649
05WFL1-E,1326
05WMCZ-E,NULL
