factset_entity_id,total_aum,equity_aum
05MNYW-E,,
05MNZV-E,,
05MP0M-E,,
05MP0R-E,,
05MP12-E,,
05MP1R-E,,
05MP1W-E,,
05MP5R-E,105,
05MP64-E,17265,0
05MP6P-E,,
05MP7H-E,,
05MP8G-E,,
05MPBN-E,,
05MPCR-E,1243,
05MPD5-E,,
05MPD7-E,,
05MPH8-E,,
05MPJ4-E,,
05MPKR-E,,
05MPLC-E,,
05MPLQ-E,,
05MPLV-E,,
05MPNF-E,138,
05MPP8-E,71,
05MPPK-E,2,9
05MPS0-E,1896,80
05MPT5-E,,29
05MPTC-E,,
05MPWZ-E,,
05MPX4-E,,
05MPXZ-E,,
05MPYQ-E,,
05MPYW-E,,
05MPZS-E,,
05MQ28-E,,
05MQ37-E,,
05MQ39-E,,
05MQ42-E,,
05MQ4G-E,,
05MQ7M-E,,
05MQ7T-E,,
05MQC5-E,,
05MQCD-E,,
05MP3P-E,99,
05MQGK-E,,978
05MQGN-E,,
05MQK4-E,,
05MQP7-E,,
05MQQT-E,,18
05MQRD-E,187,
05MQRT-E,,
05MQS2-E,,
05MQZB-E,,
05MQZQ-E,,
05MR0J-E,,0
05MR1B-E,,
05MR1Z-E,4,
05MR25-E,,
05MR33-E,,
05MR6W-E,,
05MR7C-E,,
05MR7D-E,17,
05MR7K-E,,
05MR89-E,92,
05MRBN-E,,
05MRF5-E,,
05MRGH-E,,
05MRGX-E,832,
05MRH5-E,,
05MRJC-E,,
05MRJX-E,,
05MRLQ-E,,
05MRMX-E,,
05MRP6-E,,
05MRPB-E,,
05MMM8-E,2593,
002187-E,22619,20222
05MQKJ-E,1600,159
05KBGK-E,,0
0029XN-E,3500,3910
05MRPX-E,,
05MRQC-E,,
05MRQN-E,63,
05MS4Z-E,,
05MRRV-E,,
05MRRZ-E,140,
05MRSJ-E,3,19
05MRSQ-E,,
05MRSR-E,1434,
05MRVQ-E,,
05MRVT-E,,
05MRW1-E,,
05MRW3-E,,
05MRW6-E,,
05MRWZ-E,,
05MRX8-E,27,
05MRXQ-E,,
05MRXR-E,,
05MRXW-E,,
05MRY9-E,,
05MRZS-E,51,
05MSLV-E,,289
05MS1Z-E,,
05MS25-E,,
05MS37-E,,
05MS55-E,,
05MS5B-E,3900,
05MS73-E,,
05MS74-E,38,25
05MSJD-E,8,7
05MS8Y-E,907,
05MSDR-E,,112
05MSG2-E,,
05MSJT-E,,
05MSKF-E,,
05MSL6-E,72,
05MSM4-E,12,
05MSQ8-E,63,
05MSS7-E,300,
05MSST-E,,
05MSTL-E,,
05MSVZ-E,,
05MTVK-E,72,
05MT09-E,,
05MT12-E,,
05MT1Z-E,,
05MT52-E,,
05MT5L-E,,
05MT5P-E,,
05MT7F-E,,
05MV6M-E,15,
05MT8W-E,,
05MT98-E,,
05MT9M-E,,
05MTBJ-E,,
05MTBM-E,,
05MTCV-E,,
05MTD0-E,,
05MTD6-E,850,9
05MTGQ-E,,
05MTH6-E,,
05MTJY-E,,
05MTLJ-E,,
05MTMJ-E,,
05MTTF-E,35,
05MTWY-E,,
05MV7Z-E,,
05MV8M-E,,
05MV9V-E,,
05MVC5-E,,
05MVFB-E,,
05MVH1-E,,
00CDZP-E,229,193
05MVN0-E,9,
05MVNK-E,,
05MVP5-E,,
05MVQC-E,,4024
05MVTP-E,,
05MW84-E,,225
05MWC2-E,,
05MWD4-E,,
05MWFM-E,,
05MWGL-E,,
05MWH1-E,,
05MWHD-E,,
05MWJR-E,,
05MWLH-E,,
05MWMQ-E,,
05MWS9-E,,
05MWSH-E,,
05MWSM-E,,
05MWXF-E,,
00CLSQ-E,488,302
05MWZT-E,,
05MX0W-E,,
05MX0X-E,,
05MRRK-E,1126,
05MX2F-E,,
05MX4S-E,,
05MX8B-E,,
05MXBC-E,,
05MXQ1-E,478,
05MRZQ-E,4000,81
05MSMF-E,2323,
05MS5G-E,942,
05MSJY-E,19,
05MTBX-E,39,
00C287-E,,1
05MXRJ-E,,
05MY3C-E,,
05MY73-E,8,
05MY92-E,,
05MYDV-E,335,
05MYJG-E,,25325
05MYJS-E,160,
05MYMC-E,33438,
05MYV6-E,,
05MYVL-E,,
05MYYS-E,,
05MYZV-E,,
05MYZX-E,,
0CZGT6-E,,1480
05MZ2C-E,,
05MZ2G-E,,
05MY56-E,100,
05MZ8J-E,,
05MZBD-E,,
05MZDV-E,,
05MZFK-E,,
05MZG2-E,,
05MZR6-E,,
05MZTH-E,,
05MZWF-E,120,
05MZYK-E,,
05MZYT-E,47,
05MZZN-E,,
05N00Q-E,,
05N01J-E,,
05N059-E,,
05N09C-E,,
05N0B4-E,,
05N0BF-E,,
05N0CZ-E,,
05N0D2-E,,
05N0FJ-E,49,
05N0NX-E,,
05N0Y3-E,,
05N0Z8-E,1572,469
05N12R-E,,
05N145-E,,
05N14Q-E,,
05N161-E,,
05N198-E,,
05N1B9-E,,
05N1FC-E,,
05N1HS-E,,
05N1K1-E,,
05N1LD-E,,
05N1MG-E,,
05N1TX-E,,
05KFM2-E,,0
05N1X4-E,,
05N1XM-E,33,
0CZ80J-E,1036,27
05N1ZN-E,,
05N271-E,,
05N2HB-E,,
05N2Q8-E,,
05N2RN-E,,
05N2V7-E,,
05N2W8-E,,
05N2ZZ-E,,
05N30G-E,,
05N31C-E,,
05N31Z-E,,
05N322-E,,
05N327-E,,
05N32S-E,,
05N33T-E,,
05N34C-E,,
05N34T-E,,
05N37V-E,,
05N3G2-E,,
05N3KB-E,,
05N3X4-E,,
05N458-E,,
05N466-E,,
05N46P-E,500,
05N46T-E,,
05N47P-E,,
05N49D-E,,
05N49P-E,,
05N49T-E,,
05N4B0-E,,
05N4BT-E,,
05N4CM-E,3074,126
05N4DW-E,,
05N4F1-E,,
05N4F9-E,,
05N4FT-E,398,
05N4GN-E,,
05N4HB-E,,
05N4J7-E,,
05N4JJ-E,,
05N4L7-E,,
05N4NM-E,,
0CZ8KT-E,245,124
05N4PN-E,,
05N4PT-E,,
05N4PZ-E,,136
05N4QC-E,,
05N4QF-E,,
05N4SM-E,,
05N4VR-E,,
05N4WF-E,,
05N4Z6-E,,
0CZ7KJ-E,1668,753
05N5SF-E,,
05KGGX-E,,139
05N5TY-E,,
05N5V4-E,,
05N5X4-E,,
05N5Y0-E,,
05N5Y2-E,,
05N00P-E,71,
05MYQV-E,1006,
05VCVM-E,25713,4843
0CZ7Z1-E,277,134
0CZGC5-E,188,
05N5Z3-E,,
05N5Z8-E,,9
05N5ZJ-E,,
05N5ZL-E,,
05N618-E,,
05N61J-E,,
05N61N-E,,
05N62F-E,,
05N62L-E,,44
05N62N-E,,
05N62R-E,527,
05N62T-E,,
05N631-E,,
05N632-E,,
05N633-E,137,
05N639-E,,
05N641-E,108,
05N659-E,,
05N65C-E,,
05N65J-E,,
05N675-E,2146,
05N67H-E,,
05N687-E,,
05N68M-E,,
05N68P-E,79,
05N68T-E,,
05N6BH-E,,0
05N6F7-E,,
05N6FY-E,,142
05N6FZ-E,,
05N6KV-E,92,
05N6KX-E,,
05N6PZ-E,,1195
05N6SV-E,,
05N6SX-E,,
05N6XF-E,,
05N6YW-E,,
05N70R-E,,
05N713-E,,
05N76R-E,,
05N792-E,,
05N7J5-E,,
05N7LY-E,,
05N7N5-E,,
05N7P1-E,,
05N7P9-E,,
05N7PB-E,,
05N7RP-E,,
05N7RS-E,,
05N7TR-E,,
05N7WK-E,,
05N7WR-E,,
05N7ZL-E,,
05N820-E,,
05N82P-E,,
05N82T-E,,
05N82V-E,,
05N85X-E,,
05N863-E,,
05N869-E,,
05N6P3-E,3425,769
05N8B9-E,,
05N8BJ-E,,
05N8CC-E,,
05N8H2-E,,0
05N8KY-E,,
05N8L0-E,54,
05N8L4-E,125,
05N8L7-E,,
05N8MG-E,,
05N8PH-E,,
05N8QJ-E,600,
05N8QN-E,,
05N9BH-E,,
05N9BJ-E,,
05N9BY-E,,
05N9CB-E,,
05N9G5-E,,
05N9K2-E,,
05N9L7-E,,
05N9N4-E,,
05NB19-E,,
05KJTB-E,,
05NB2M-E,,
05NB2Y-E,,
05NB60-E,,
05NBF8-E,,
05NBGN-E,,
05NBJQ-E,,
05NBKG-E,,
05NBL3-E,,
05NBLJ-E,,
05NBMJ-E,,
05NC1X-E,,53
05NC36-E,,
05NC5P-E,,
05NCBP-E,555,
05NCKR-E,,
05NCLG-E,,
05NCR5-E,,
05NCRP-E,,
05NCVB-E,,
05NCXJ-E,158,
05NCXZ-E,,
05NCYF-E,1235,
05NCYH-E,,
05NCZ4-E,,
05ND13-E,,
05ND1P-E,,
05ND21-E,,
05ND2W-E,,
05ND43-E,,
05ND45-E,,
05ND46-E,,
05ND6J-E,,
05NP9D-E,,
05H63X-E,5269,3679
05N899-E,146,
05KJ7N-E,,242
05KJTR-E,,1
05ND11-E,,
05N667-E,297,
05N78B-E,20,
05KKJB-E,,3406
05N8S5-E,,
05NDCZ-E,68,
05NDG6-E,,
05NDGW-E,,
05NDH0-E,,
05KMZY-E,19626,130
05NDHD-E,,
05NM7S-E,,504
05NDQP-E,,
05NDTF-E,268,
05NDTS-E,,
05NDV3-E,,
09Q6FZ-E,,205
05NDWZ-E,,
05NDXF-E,,
05NDXK-E,200,
05NF1X-E,,
05NF7R-E,,
05NF7V-E,,
05NF8G-E,,
05NF97-E,,
05NFB0-E,,
05NFB8-E,,2509
05NFCS-E,368,
05NFCX-E,,
05NFDY-E,,
05NFGP-E,,
05NFHP-E,,
05NFJJ-E,,
05NFLP-E,,
05NFMS-E,,
05NFPJ-E,,
05NG1J-E,,
05NG9G-E,,220
05NG9Q-E,1000,
05NG9Y-E,,
05NGBF-E,,7
05NGC6-E,,
05NGDD-E,,
05NGH7-E,,
05NGL3-E,,
05NGL6-E,,
05NH3J-E,,
05NH3P-E,,
05NH40-E,,
05NH87-E,1600,121
05NH8X-E,,
05NH9W-E,100,
05NHCJ-E,,
05NHD5-E,,
05NHFR-E,,34
05NHGY-E,,
05NHHX-E,,
05NHJD-E,,
05NHKX-E,,
05NHLX-E,,
05NHX6-E,,
05M67P-E,294,135
05NHY0-E,,
05NHYV-E,,
05NP41-E,,5220
05NJ60-E,,
05NJ6Z-E,,
05NJFP-E,,
05NJNS-E,,656
05NJP1-E,327,
05NJRR-E,,
05NJT1-E,,
05NJTL-E,,
05NHGV-E,202,146
05NK8M-E,,
05NKC0-E,,
05NKCY-E,,
05NKD2-E,,
05NKJ0-E,,2
05NKJ8-E,,298
05NKJN-E,,
05NKKX-E,,
05NKLT-E,,
05NKMJ-E,575,
05NKNY-E,1021,0
05P4TS-E,,1078
05NKQB-E,,
05VXSR-E,19946,35
05NKRD-E,,
05NKRJ-E,,
05NKT4-E,,
05NKT9-E,,
05NKWQ-E,,
05NKWS-E,,
05NKXC-E,,
05NL2J-E,,
05MSMB-E,,5
05NM5H-E,,45
05NM6H-E,,
05NMDS-E,,
05NMJP-E,,
05NMR7-E,,
05NN4M-E,,
05NN52-E,,
05NNZ5-E,,
05NP13-E,,
05NP3J-E,,
05NP50-E,,
05NP5L-E,,
05NP6S-E,,
05NP7C-E,,
05NKWG-E,1500,
05KN20-E,76,
05NDVD-E,700,88
05NG09-E,,145
05NNRP-E,,12
05NM1V-E,1855,28
05K8HP-E,3992,1385
05NNSF-E,,
05KDP0-E,,97
05NPJH-E,,
05NPPL-E,,
05NPRQ-E,265,
05NPWT-E,,
05NPY7-E,,
05NQ6D-E,,
05NQG2-E,2700,321
05NR97-E,,
05NW0F-E,1500,
05HHKR-E,31634,414
05NRVK-E,,
05NRZ7-E,,
05NS78-E,,
05NSJG-E,,
0CPX42-E,1273,66
002HX4-E,4606,
05NSLN-E,,
05NSLR-E,,27
05NSLW-E,,
05NSMJ-E,,
05NSMN-E,695,
05NSN6-E,,
05NSP1-E,,
05NSQ0-E,,
05NSW3-E,,
05NSW5-E,,
05NSX0-E,220,47
05NSYV-E,,
05NSZP-E,,
05NT11-E,,
05NT3N-E,,
05NT50-E,260,13
05NT57-E,813,27
05NT68-E,275,
05NT78-E,,
05NT7P-E,,
05NT9D-E,,5
05NTC8-E,,
05NTHB-E,,
05NTHV-E,,
05NTSM-E,,9
05NTVL-E,,
05NTYT-E,135,
05NV0M-E,,
05NV23-E,,
05NV66-E,,
05NV6F-E,,
05NV6K-E,,
05NV6L-E,1418,
05NV6Y-E,,
05NV85-E,,
05NVB3-E,,
05NVBM-E,,
05NVFS-E,,
05NVKB-E,,
05NVMQ-E,,
05NVN3-E,,
05NVNB-E,,
05NVNF-E,,
05NVNJ-E,,
05NVQ9-E,,
05NW03-E,,
05NW0K-E,44,
05NW12-E,,
05NW1L-E,,
05NW1W-E,1800,129
05NW2L-E,,
05NWLG-E,278,
05NWQK-E,,
05NWQZ-E,,
05NWR2-E,700,142
05NWT6-E,,
05NWTH-E,,
05NWTW-E,,78
05NWV2-E,3500,
05NWV9-E,,
05NWXC-E,,
05NWY8-E,,
05NWYC-E,,
05NX01-E,404,0
05NX1L-E,,
05NX1P-E,,
05NX24-E,,
05NX26-E,,0
05NX3J-E,,
05NXHK-E,,334
05NXLH-E,,
05NXM3-E,,
05NXMK-E,,
05NXP2-E,,
05NXPR-E,,
05NXPW-E,,
05NXPX-E,,
05NXR8-E,,
05NXXN-E,,
05NXXZ-E,,
05NXZ7-E,,
05NY06-E,,
05NY0L-E,,
05NY1B-E,957,15
05NY2B-E,,
05NY2L-E,,
05NY3V-E,,
05NY4R-E,,
05NY5P-E,,
05NY5V-E,,
05KVHP-E,,0
0DJN56-E,10802,5028
05NX8J-E,68,
05L7ZM-E,,1
05NTCN-E,76,
05NYB6-E,89,
002G5X-E,42442,18306
05NQW8-E,,116
05NVZ7-E,,
0CVCK1-E,,4220
05NYFD-E,,
05NYJ3-E,105,
05NYK1-E,,
05NYPF-E,800,104
05NYPG-E,,
05NYPL-E,169,
05NYQL-E,,
05NYRV-E,,
05NYXP-E,406,
05NYYD-E,,
05NYYW-E,134,
05NYYY-E,,
05NYZ8-E,,
05NZ0J-E,83,3
05NZ2J-E,461,
05NZ3M-E,12,
05LLK7-E,4866,2022
05NZ6S-E,,
05NZ6T-E,,
05NZ6W-E,,0
05NZ94-E,,
05NZD4-E,,
05NZQ7-E,,
05NZVB-E,,
05NZWJ-E,,
05NZWK-E,,
05NZYX-E,,
05NZZT-E,,
05P005-E,84,
05P00B-E,,74
05P00F-E,,
05P01L-E,3,
05P04D-E,45,
05P04F-E,27,
05P07R-E,,
05P09N-E,,
05P09W-E,,
05P0BL-E,,
05P0BZ-E,338,
05P0GC-E,163,
05P0GR-E,,
05P0GZ-E,,
05P0H1-E,,
05P0H2-E,111,
05P0H3-E,,
05P0H9-E,,
05P0HN-E,,
05P1BN-E,,
05P1G0-E,200,
05P1HP-E,,
05P1J1-E,,
05P1K3-E,107,
0BG133-E,394,6
05P1N6-E,740,17
05P1P3-E,,
05P1XD-E,,
0D2V3P-E,,1
05P202-E,487,
05P20B-E,,
05P20L-E,104,
05P216-E,,
05P28W-E,,
05P2CK-E,,
05P2CL-E,,
05P2CY-E,,
05P2LW-E,901,5
05P2VX-E,,
05P2W6-E,,
05P3G8-E,,
05P3GG-E,,
05P3RY-E,,
05P48C-E,,
05P4KZ-E,,
002THL-E,238,120
05P4YR-E,,
05LLL1-E,,3
002NRG-E,9527,239
0DXT33-E,1567,1111
05P5KS-E,,
05P5R7-E,,
05P5Y5-E,,
05P5ZZ-E,,
05P6FS-E,,
05P6P8-E,,
05P1LV-E,,27
05P75F-E,,
05P7M3-E,76,
05P801-E,,
05P8BJ-E,127,
05P8MH-E,,
05P8SB-E,,
05P9B1-E,,
05P9DC-E,,1103
05PB4T-E,,1
05PC67-E,,
05PCC2-E,,
0G0TYV-E,1160,490
05PCML-E,,
05PCTK-E,,
05PCXX-E,,
05PD1C-E,,
05PD36-E,,
05PDB6-E,,
05PDH2-E,,
05P1YQ-E,3750,
0G6PDJ-E,169,94
05LM8Y-E,,2864
05P1L8-E,185,
05LMFH-E,,95
0FTHM1-E,837,253
05NZ7C-E,286,3
05PDYB-E,,
05PDZF-E,,
05PF17-E,,
05PQ7W-E,24,
05PF73-E,,
05PF7D-E,,
05PJCP-E,2184,1610
05LGJN-E,13252,890
05PF8T-E,,
05PQHF-E,,191
05PFKP-E,,
05PFQH-E,,
05PFTR-E,,
05PFW4-E,42,
0D200Z-E,,1343
05PGPQ-E,,
05PGVP-E,,
05PNKG-E,727,
05PH0B-E,2,
05PH2Z-E,,
05PH4G-E,20,
05PH70-E,,
05PQMJ-E,566,331
0D0MQ7-E,,5
05PHD0-E,,
05PHFG-E,,
05PHRW-E,,
05PHVC-E,439,
05PHX5-E,,
05PJ52-E,462,
05PJ5T-E,,
05PJ71-E,,
05PJ74-E,,
05PJ75-E,,
05PJ79-E,,
05PJJ6-E,,
05PJJM-E,,
05PJMZ-E,,
05PJNJ-E,,
05PJVP-E,132,
05PJWW-E,,
05PJZ7-E,,
05PK04-E,,
05PK0P-E,,
05PKKS-E,,
05PK4G-E,1600,
05PKS5-E,32,
05PKTD-E,,
05PKTZ-E,,
05PKWF-E,,
05PKYD-E,17,
05PLDV-E,,
05PLGR-E,100,585
05PLH6-E,,
05PLL3-E,,
05PLMP-E,39,
05PM3M-E,,
05PM70-E,1,
05PMK0-E,,
05PMNB-E,,
05PMNZ-E,,
05PMRR-E,4700,501
05PN0S-E,,
05LVBC-E,2324,1464
05PN8R-E,,
05PNBM-E,,
05PNCY-E,,65
05PNG5-E,36,
0CZZJ4-E,322,27
05PP54-E,53,
05LQH6-E,229,5
05PP9N-E,,
05PPCP-E,,
05PPGM-E,,
05PPM6-E,,
05PPP3-E,,
05PPQS-E,,
05PGYF-E,433,
05PPYG-E,,
05PQ0Q-E,500,
05PQ4G-E,,
05PQ58-E,,
05PQ5S-E,,
05PQDL-E,37735,687
05PQFD-E,,
05PQHB-E,,532
05PQPM-E,,
05PQQB-E,6,
05LSZM-E,1,
05PQXH-E,,
05PRDD-E,,
05PMST-E,1020,
05PJQN-E,32,
05PKZS-E,213,
05PHJT-E,3,
05PNVL-E,207,
05PGG6-E,,
05PJMQ-E,59,
05PHVB-E,87,
05PNTQ-E,29,
05PFWD-E,2,
05PM8C-E,26,
0D1N99-E,,
05PF7H-E,,
0D2C6F-E,,
0CZVS3-E,,17
05PRJH-E,25,
05PRN1-E,,
05PRQ0-E,,
05PRSD-E,364,
05PRV0-E,700,
05PRWT-E,,
05PRXJ-E,47,
05PS6X-E,,
05PSVH-E,,
05PSY4-E,,
05PSZ9-E,,
05PTLV-E,1231,
05PTP9-E,24,
05PTR0-E,,
05PTTX-E,,
05PX7M-E,100,
05PTYB-E,18,
05PV4S-E,,
05PVFK-E,228,
05M67X-E,282,202
05PVLY-E,,
05PVVR-E,,
05PW0W-E,,
05M0Y8-E,149,36
05PW2G-E,,
05PW3F-E,,
05M299-E,1417,10
05PW7Q-E,297,
05PW7S-E,55,
05PW7T-E,,
05PWRC-E,,
05M06V-E,,0
05LWBP-E,14314,256
05PXM2-E,,
05PRVV-E,172,110
05PY7P-E,379,224
05PY3P-E,,
05PTL1-E,68,
05PYL7-E,23,
05PYXB-E,,
05PYXC-E,,
05PZ2W-E,,
05PZC5-E,,
05PZLK-E,,
05PZSC-E,80,
05Q012-E,284,28
05Q0XH-E,,2310
05Q21B-E,,
05Q2XS-E,,25
05Q32G-E,,
05Q35V-E,,
05Q41V-E,,
05Q434-E,7000,
05Q4BL-E,,
05Q4K7-E,,
05Q588-E,,
05Q6F7-E,,
05Q7Y5-E,,
05Q8QS-E,2195,1
05Q8QW-E,,
05Q8ZJ-E,,
05Q99W-E,,
05Q9T3-E,,
05QB1M-E,,
05QBS9-E,,
05QBT4-E,,
05QC16-E,,
05QCB1-E,,
05QDF7-E,,
05QDN0-E,,
05QDWJ-E,,
05QFK9-E,,
05HZKQ-E,,505
05PRWG-E,62,
05Q2ZV-E,,21
05M5TD-E,,219
0G8X05-E,,445
05LWWG-E,,48
05M4MW-E,83,2
0GF3J4-E,,16
05PVLP-E,13740,100
0G7J3F-E,,210
05PWHS-E,,
05M45X-E,,
05M5NM-E,,1
05PT5C-E,258,101
05QFPT-E,,
05QGN5-E,,
05QGVV-E,,
05QHLF-E,,
05QHP7-E,,
05QHP9-E,,
05QHSJ-E,,
05QJDS-E,,
05QJVP-E,,
05QJYK-E,,
05QKTW-E,,
05QRMX-E,143,
05MFWB-E,,6139
05QKYX-E,,
05QL0H-E,,
0D2DDX-E,,
0D2FTN-E,2727,132
0D2KP4-E,397,
05QNCB-E,,
05QNR2-E,,
05QNRP-E,,
05QNYD-E,,
05QPTY-E,,
05QPV8-E,,
003QSG-E,7726,0
05QQ2T-E,,
05QQW1-E,,
05QR6B-E,,
05QKJC-E,719,334
05QRVC-E,,
0D3JSC-E,143,19
05QS1J-E,,
05QT11-E,,
05QT8Z-E,,
05QTGY-E,,
05QTWM-E,,
0040RV-E,,439
05QV7P-E,,
05QVMC-E,,
05QVZQ-E,,
05QW0M-E,4534,
05QWVS-E,,
05QX99-E,,
05QY02-E,,
05QY6K-E,,
05QYGX-E,60000,
05QYH3-E,,
05QYS4-E,,
05QZ4F-E,,
05QZD6-E,,
05R07X-E,,
05R0B7-E,,
05R0FL-E,,10
0D2PZR-E,224,
05R189-E,420,33
05R1FB-E,,
05R24T-E,,
05R276-E,,
05R28S-E,,
05R29K-E,,
05M8BV-E,3423,23
05QL3J-E,548,335
05R3QC-E,,
05R4LB-E,,
05R4PN-E,,
05R4T9-E,,
05R5BP-E,,
05R5K7-E,,
05R5KD-E,,
05R5QK-E,,8
05QRZ0-E,,77
05R62M-E,,
05R6CR-E,,
05R6ST-E,73,
05R70T-E,,
05R734-E,,12
05R75D-E,,
05R7BJ-E,,725
05R7J4-E,,
0D2L88-E,,2134
05R813-E,,
05R83Q-E,,
05R87Z-E,,
05R8ZR-E,,39
05R9N6-E,,270
05R9N8-E,,
0D3C0H-E,,203
05RB2N-E,,
05RB3Q-E,,
05RBN2-E,,
05RC6Z-E,,
05RC73-E,,
0D3P98-E,,133
05RCNM-E,,
0D331F-E,,0
0D2SHH-E,,
05RDSY-E,,68
05RDZY-E,,111
05RDZZ-E,850,1
05MBXF-E,,
05RGB9-E,92,
05QVPD-E,36600,
0D31LS-E,,833
05QP28-E,,0
05MHV5-E,,1426
05QJ58-E,,
05R3D3-E,210,
05QK3P-E,,0
0D3B71-E,,
05QMZC-E,,23
05QQ0J-E,447,
0D3J0T-E,224,
05R6GG-E,112,
05RH97-E,2500,
05RJ3P-E,,
05MS7R-E,1002,444
05RJG9-E,26,
05RL08-E,,
05RL6T-E,,
05RL8X-E,,
05RLCS-E,,
05RLZF-E,,
05RM8L-E,,
05RMNB-E,,
05RMVX-E,,
05RMW7-E,,
05RN29-E,,
05S369-E,7528,273
05RND9-E,,
05RNS5-E,,
05RPSC-E,,
05RQFD-E,,
05RQFN-E,,2660
05JTFW-E,,21
05RW9F-E,,1368
05SB2K-E,19,
05RZY3-E,,
05RW97-E,,
05RW98-E,,
05RWZV-E,,
05RY4G-E,,
05RY9H-E,,
05RYB1-E,,
05RZ46-E,,
05RZN2-E,33,
05RZNG-E,26,
05S0FZ-E,,
05MC7Z-E,150,
05S0ST-E,,
05S1DY-E,,
05S32X-E,9500,579
05S3XW-E,,
05S448-E,,
05S4W7-E,,
05S53P-E,1311,144
05S5DJ-E,,
05S5RG-E,,
05S67B-E,11,
05S6QX-E,,
05SDKQ-E,,
05S6SD-E,,
05S6WR-E,,
05S6X3-E,,
05S749-E,,
05S7H6-E,,
05RQXG-E,,3718
05S98J-E,,
05S9B3-E,,
05S9D0-E,,
05S9G7-E,,
05S9ZQ-E,,
05RQYS-E,,31
05SB0D-E,,
05SB3F-E,58,
05SB3M-E,,
05SB56-E,,
05SB5X-E,,
05SBMW-E,,
05SBNK-E,,
05SBXC-E,,
05SBXK-E,,
05SBZD-E,,
05SC1D-E,,
05SC5L-E,,
05SB4Q-E,182,84
05SCDQ-E,,
05SCFK-E,,
05SCVZ-E,,
05SD60-E,,
05SD7L-E,,
05SD7M-E,,
05SD7R-E,,
05SDCT-E,,86
05SDF0-E,,
05SDMF-E,,
05SDPT-E,,1
05SDY0-E,,
05SF32-E,,10
05SF3Y-E,,50
05SF72-E,,
05SFFX-E,,
05SFHN-E,,
05SFHW-E,,
05SFLQ-E,,
05SFWZ-E,,
0088SN-E,5309,
05S6ZS-E,902,
05RPN9-E,,0
05RK9D-E,,5189
05RY9C-E,,1
05MRDW-E,,0
05RSBX-E,,
05SFYB-E,,
05SG0P-E,,
05SG4Y-E,,
05FQY9-E,,931
05HTL6-E,,160
00937X-E,981,273
05SGF5-E,,
05SGJ5-E,,
05SGK0-E,,
05SGP0-E,3923,
05SGP3-E,,
05SGP9-E,,
05SG0L-E,,4903
05SGS7-E,,
05SGT5-E,2091,
05SGVS-E,,
05SGZ5-E,1000,
05SH0S-E,163,
05SH5N-E,,
05SH8K-E,,
05SHBH-E,,
05SHD9-E,,
05SHJ9-E,,
05SHKW-E,,
05SHL7-E,,
05SHLK-E,,
05SHMR-E,,1376
009JSM-E,76004,
05SHNQ-E,,
05SHW0-E,,
05SHW5-E,977,
05SHWJ-E,,26
05SHYV-E,593,
05SHZR-E,643,
05SHZS-E,,53
05SJ28-E,,
05SJ6F-E,,
05SJ8C-E,,
05SJ9R-E,,
05SJBY-E,,
05SJC5-E,2600,
05SJFL-E,2856,236
05SJGN-E,2282,
05SJJS-E,19700,
05MSYZ-E,35438,39
05SLHK-E,10800,
05SJMZ-E,,
05MT87-E,342,35
05SJS7-E,,
05SJSL-E,,
05SJV4-E,,
05SJVR-E,,
05SJVZ-E,,
05SPDF-E,,246
05SJYK-E,,
05SJZ8-E,,63
05SJZB-E,,
05SRYS-E,,27
05SK35-E,,
05SK4L-E,,
05SK63-E,,
05SK79-E,,
05SK8P-E,481,
05SK8S-E,1241,
05SKFJ-E,,
05SKH2-E,,
05SKJH-E,,
05SKJR-E,3084,0
05SKK1-E,,
05SKNY-E,,
05SKQB-E,,
05SKR5-E,,
05SKSN-E,1582,
05SKVR-E,2636,
05SKY9-E,,
05SL32-E,,
05N1W4-E,7436,569
05SLM8-E,,
05SLP3-E,,
05SLPG-E,,
05SLQC-E,1128,
05SLQD-E,,
05SLS5-E,620,
05SLSP-E,200,118
05SLV2-E,,
05SLXH-E,,
05SM75-E,,
05SMJ3-E,38806,
05SMMH-E,,
05SMNC-E,,
05SNHZ-E,,
05JSKG-E,,4
0J661M-E,,3
05SQDP-E,,
05NYY7-E,7261,
05SR4S-E,,
05SRK0-E,,
05SRS6-E,,11
05SRXJ-E,,
05SRXR-E,,
05SS1J-E,,
05SS55-E,,
06MPHB-E,,2
05N0RG-E,274,213
05SFXN-E,198,
0DLH41-E,,127
05SSJZ-E,3,
05SSWD-E,,
05STCB-E,,
0D4LP6-E,,
0D4LPX-E,,
05STRZ-E,,
05STSB-E,,
05STV7-E,,
05STXL-E,,
05SV25-E,,
05N473-E,,2
05N1ZB-E,29849,291
05SV6W-E,,
05SV87-E,,
05SVLX-E,,
05T91G-E,430,
05SVQL-E,40,
05SVTM-E,,
05SVW8-E,,
05SVXZ-E,,
05SW22-E,,
05T7SY-E,37000,
05SW7Y-E,,
05G6QF-E,19605,189
05SW91-E,,
05SWJ4-E,4630,0
05SWQG-E,110,
05SWW7-E,,
05SX5P-E,,
05N9CM-E,,0
05SX8P-E,,
05SXMV-E,,
05SXR9-E,,
05SY4R-E,,
05SYD7-E,,
05SYDM-E,,
05SVSP-E,920,315
05SYFD-E,,
05SYFT-E,,
05T63P-E,,464
05KR8J-E,,29
0D5PXL-E,18375,2301
05SYV4-E,,
0D4S8F-E,1225,40
05SZ7V-E,,
05SW8G-E,215,
05SZC9-E,,
