factset_entity_id,total_aum,entity_sub_type,fds_13f_flag
06PLQ1-E,NULL,VC,0
06PLR2-E,NULL,VC,0
06PM0M-E,NULL,VC,0
06PM4W-E,NULL,VC,0
06PM5Z-E,NULL,VC,0
06PM61-E,NULL,VC,0
06PMF6-E,NULL,BR,0
06PMFG-E,NULL,BR,0
06PMFW-E,NULL,BR,0
06PMGJ-E,NULL,VC,0
06PMJ3-E,NULL,HF,0
06PMLF-E,NULL,BR,0
06PMMN-E,NULL,HF,0
06PMNR-E,NULL,BR,0
06PMQB-E,NULL,IA,0
06PN52-E,NULL,VC,0
06PNF5-E,NULL,RE,0
06PNK0-E,NULL,VC,0
06PNKP-E,NULL,IN,0
06PNPV-E,NULL,VC,0
06PNRG-E,400,VC,0
06PNS0-E,NULL,IA,0
06PNXK-E,NULL,BR,0
06PNYM-E,NULL,MF,0
06PNZ0-E,NULL,VC,0
06PP1V-E,NULL,BR,0
06PP21-E,NULL,BR,0
06PP3K-E,117,IA,0
06PPJC-E,NULL,VC,0
06PPNT-E,NULL,VC,0
06PPZ3-E,NULL,VC,0
06PQ1J-E,NULL,VC,0
06PQD6-E,NULL,HF,0
06PQG1-E,NULL,VC,0
06PQHX-E,3164,VC,0
06PQK2-E,NULL,IA,0
06PQKY-E,NULL,IA,0
06PRMV-E,NULL,IA,0
06PRTX-E,NULL,VC,0
06PRWL-E,NULL,HF,0
06PRYR-E,NULL,VC,0
06PRZC-E,NULL,HF,1
06PS2Q-E,893,IA,0
06PS5R-E,NULL,BR,0
06PSKD-E,NULL,VC,0
06PSQH-E,NULL,VC,0
06PSS2-E,NULL,VC,0
06PT9S-E,NULL,BR,0
06PT9T-E,NULL,VC,0
06PTCL-E,NULL,VC,0
06MPHB-E,NULL,IA,0
06PTPX-E,NULL,VC,0
06PTYF-E,347,VC,0
06PKXP-E,18290,IA,0
06PVLG-E,10064,VC,0
06PVLS-E,NULL,VC,0
06PVN5-E,230,PB,0
06PVNN-E,NULL,VC,0
06PVR5-E,NULL,VC,0
06PVST-E,477,VC,0
06PVTG-E,NULL,VC,0
06PVVJ-E,NULL,HF,0
06MZFL-E,NULL,BR,0
06PW1F-E,NULL,BR,0
06PW2S-E,NULL,HF,0
06PW30-E,NULL,VC,0
06PW3V-E,NULL,BR,0
06PW5X-E,3761,IA,0
072XN7-E,NULL,VC,0
072XND-E,NULL,VC,0
06PKTY-E,NULL,IA,0
06PTC6-E,6295,IA,0
06PN49-E,NULL,PB,1
06MWTN-E,NULL,IA,0
06MXD8-E,NULL,IA,0
06MYRW-E,8466,HF,0
06PS5G-E,NULL,IA,0
06NSGW-E,NULL,IA,0
06PKY7-E,105263,PF,1
072XV2-E,NULL,HF,0
072XVP-E,NULL,HF,0
072XWT-E,NULL,HF,0
072XX8-E,NULL,VC,0
072XYJ-E,NULL,IA,0
072Y04-E,NULL,HF,0
072Z01-E,NULL,VC,0
072Z0X-E,NULL,RE,0
072Z4L-E,NULL,VC,0
072Z68-E,NULL,BR,0
072ZCQ-E,NULL,VC,0
072ZD5-E,NULL,PB,0
072ZGG-E,NULL,HF,0
072ZJJ-E,NULL,IA,0
072ZK0-E,350,VC,0
072ZL7-E,NULL,VC,0
072ZLD-E,NULL,PB,0
072ZLY-E,NULL,VC,0
072ZM2-E,NULL,VC,0
072ZNC-E,NULL,VC,0
072ZPN-E,NULL,HF,0
072ZQQ-E,NULL,RE,0
072ZVW-E,NULL,VC,0
072ZXM-E,NULL,HF,0
072ZZ8-E,26,IA,0
07300K-E,NULL,HF,0
07300N-E,NULL,VC,0
0730T1-E,NULL,VC,0
073164-E,215,VC,0
07316N-E,NULL,VC,0
07317C-E,138,HF,0
07317P-E,NULL,VC,0
07318J-E,NULL,HF,0
0731KS-E,NULL,VC,0
0731LQ-E,NULL,VC,0
0731M8-E,NULL,CP,0
0731SC-E,NULL,VC,0
06SYK3-E,NULL,HF,0
06SYK7-E,NULL,VC,0
06SYL8-E,NULL,BR,0
06SYNF-E,NULL,HF,0
06SZ65-E,NULL,VC,0
06SZ67-E,NULL,VC,0
06SZHK-E,NULL,VC,0
06SZJG-E,NULL,VC,0
06SZLX-E,NULL,VC,0
06SZMW-E,NULL,VC,0
06SZS1-E,NULL,VC,0
06SZTP-E,NULL,VC,0
06SZXY-E,NULL,VC,0
06SZYR-E,NULL,VC,0
06T01P-E,NULL,VC,0
06T05Y-E,NULL,HF,0
06T07Q-E,NULL,VC,0
06T084-E,NULL,HF,1
06T09T-E,NULL,HF,0
06T0DH-E,NULL,IA,0
06T0DM-E,NULL,MF,0
06T0FX-E,NULL,VC,0
06T0LT-E,NULL,VC,0
06T0MQ-E,NULL,VC,0
06T0SV-E,NULL,VC,0
06T0V8-E,103,PB,0
06T0VC-E,NULL,PF,0
06T0VS-E,325,VC,0
06T0VY-E,NULL,VC,0
06T11B-E,NULL,VC,0
06T12C-E,NULL,VC,0
06T13J-E,NULL,PF,0
06T187-E,420,VC,0
06T1B1-E,NULL,IA,0
06T1BS-E,NULL,VC,0
06T1FQ-E,14,HF,0
06T1J9-E,NULL,BR,0
06T1JZ-E,NULL,VC,0
06T1N2-E,NULL,IN,0
06T1TT-E,NULL,VC,0
06T1V8-E,NULL,VC,0
06T1VN-E,NULL,IA,0
06T17L-E,NULL,HF,0
06T1Y6-E,NULL,VC,0
06T1YP-E,NULL,IA,0
06T21B-E,NULL,BR,0
06T234-E,NULL,VC,0
06T23F-E,NULL,RE,0
06T244-E,NULL,IA,0
06T260-E,NULL,HF,1
06T268-E,NULL,HF,0
06T1P9-E,NULL,PF,0
06T27R-E,650,VC,0
06T2BG-E,NULL,VC,0
06T2XC-E,NULL,IA,0
06T30Z-E,NULL,VC,0
06T339-E,NULL,VC,0
06T35W-E,NULL,VC,0
06T3C8-E,NULL,VC,0
06T3GZ-E,1462,VC,0
06T3LB-E,127,VC,0
06T3PJ-E,NULL,RE,0
06T3PM-E,NULL,VC,0
06T3SC-E,NULL,HF,0
06T3ZT-E,NULL,VC,0
06T40L-E,NULL,VC,0
06T41K-E,NULL,VC,0
06T4B3-E,NULL,VC,0
06T4QS-E,NULL,VC,0
06T4QV-E,NULL,VC,0
06T4WB-E,NULL,BR,0
06T4WN-E,NULL,BR,0
06T4XP-E,NULL,BR,0
06T4ZZ-E,NULL,VC,0
06T52C-E,NULL,BR,0
06T52X-E,NULL,VC,0
06T56R-E,NULL,HF,0
06T577-E,NULL,IA,0
06T1NS-E,NULL,IA,0
06T5D0-E,NULL,BR,0
06T5D4-E,NULL,IA,0
06T5KN-E,NULL,VC,0
06T5NQ-E,NULL,VC,0
06T5T6-E,NULL,VC,0
06NV08-E,NULL,IA,0
06PG2X-E,NULL,PB,0
06QXLL-E,365000,VC,0
07312G-E,NULL,IA,1
06QYS9-E,NULL,IA,0
06T086-E,NULL,MF,0
06PVZW-E,NULL,HF,0
072Z3C-E,14286,IA,0
06T5V5-E,NULL,VC,0
06T5WC-E,NULL,VC,0
06H95X-E,NULL,HF,0
06T60D-E,NULL,BR,0
06T63H-E,1076,VC,0
06T67R-E,NULL,VC,0
06T6BZ-E,NULL,VC,0
06T6FC-E,NULL,HF,0
06T6FP-E,NULL,VC,0
06T6GG-E,NULL,IA,0
06T6GW-E,NULL,VC,0
06T6J6-E,NULL,BR,0
06T6QM-E,NULL,HF,0
06T6SN-E,NULL,VC,0
06T6WS-E,NULL,VC,0
06T6Z4-E,NULL,VC,0
06T6ZM-E,NULL,VC,0
06T700-E,NULL,VC,0
06T77M-E,NULL,VC,0
06T7DZ-E,NULL,VC,0
06T7NF-E,NULL,VC,0
06T7R5-E,NULL,IA,0
06T7S8-E,NULL,VC,0
06T7VZ-E,NULL,VC,0
06T80S-E,NULL,VC,0
06T85P-E,400,VC,0
06T87W-E,NULL,VC,0
06T8BN-E,NULL,VC,0
06T8C6-E,NULL,VC,0
06T8KD-E,NULL,VC,0
06T8KK-E,NULL,VC,0
06T8KR-E,NULL,VC,0
06T8LZ-E,NULL,VC,0
06T8N8-E,NULL,VC,0
06T8TH-E,NULL,VC,0
06T8TR-E,NULL,IA,0
06T8VZ-E,NULL,VC,0
06T942-E,NULL,RE,0
06T943-E,NULL,VC,0
06T9B8-E,NULL,VC,0
06T9C3-E,NULL,BR,0
06T9FZ-E,NULL,IA,0
06HFJ0-E,NULL,IA,0
06T9JX-E,NULL,BR,0
06T9LZ-E,NULL,BR,0
06T9M4-E,NULL,VC,0
06H8NC-E,NULL,VC,0
06H96Q-E,NULL,BR,0
06H97Z-E,NULL,BR,0
06H9D0-E,NULL,BR,0
06H9FV-E,NULL,VC,0
06H9L2-E,NULL,VC,0
06H9SC-E,NULL,VC,0
06H9TW-E,NULL,VC,0
06H9VG-E,NULL,VC,0
06H9ZJ-E,NULL,PB,0
06HB2P-E,NULL,BR,0
06HB2Q-E,NULL,BR,0
06HB5K-E,NULL,VC,0
06HB5L-E,NULL,VC,0
06HBRK-E,NULL,PB,0
06HBTJ-E,NULL,BR,0
06HBWM-E,NULL,BR,0
06HC3J-E,NULL,VC,0
06HCLK-E,NULL,VC,0
06HD12-E,335,VC,0
06HD3D-E,NULL,VC,0
06HB1W-E,NULL,BR,0
06HDQ8-E,NULL,HF,0
06HDSC-E,346,VC,0
06HF76-E,NULL,VC,0
06HFGZ-E,NULL,VC,0
06HFJD-E,NULL,HF,0
06HFQ7-E,NULL,HF,0
06HJYR-E,NULL,FO,0
06HFR7-E,600,VC,0
06HFX3-E,1800,VC,0
06HG29-E,700,VC,0
06HG2P-E,NULL,BR,0
06HGBR-E,1100,VC,0
06HGCR-E,NULL,BR,0
06HGD0-E,NULL,BR,0
06HGFX-E,NULL,BR,0
06HGG1-E,604,VC,0
06HGHK-E,NULL,BR,0
06HGHX-E,NULL,BR,0
06HGJG-E,NULL,VC,0
06HGVQ-E,NULL,VC,0
06HGWK-E,NULL,VC,0
06HGZ2-E,NULL,VC,0
06HH6D-E,NULL,VC,0
06HH6Z-E,NULL,BR,0
06HH83-E,NULL,BR,0
06HHBP-E,NULL,PB,0
06HHWQ-E,NULL,VC,0
06HJ0H-E,NULL,IA,0
06HJ0X-E,NULL,HF,0
06HJ1M-E,NULL,IA,0
06HJ6G-E,NULL,IA,0
06HJ8W-E,NULL,VC,0
06HJ8Y-E,NULL,CP,0
06HJC8-E,398,IA,0
06HJCT-E,NULL,IA,0
06HJLF-E,NULL,VC,0
06HK54-E,NULL,VC,0
06HKMX-E,NULL,VC,0
06HKPW-E,NULL,VC,0
06HKQN-E,NULL,VC,0
06HKSN-E,NULL,RE,0
06HKSW-E,NULL,RE,0
06HKWC-E,NULL,HF,0
06HL0B-E,NULL,RE,0
06HL0X-E,NULL,BR,0
06HL70-E,NULL,BR,0
06HL7L-E,NULL,IA,1
06HL9R-E,NULL,VC,0
06HLBR-E,NULL,BR,0
06HLCL-E,NULL,IA,0
06HLM7-E,NULL,BR,0
06HLP8-E,NULL,BR,0
06HLYP-E,NULL,BR,0
06T1RZ-E,NULL,IA,0
06X6RN-E,NULL,IA,0
06X757-E,NULL,PB,0
06T8DN-E,400,VC,0
06H9S9-E,NULL,VC,0
06X8RV-E,NULL,FF,0
06HCFW-E,NULL,PB,1
06HFBF-E,10084,PF,0
06HMCM-E,NULL,IA,0
06XLJ0-E,NULL,BR,0
06HMDR-E,NULL,BR,0
06HMKZ-E,NULL,VC,0
06HMNC-E,NULL,BR,0
06HMVH-E,NULL,VC,0
06HMYD-E,NULL,VC,0
06HN56-E,NULL,MF,0
06HN57-E,NULL,IA,0
06HNBG-E,NULL,VC,0
06HNDS-E,NULL,VC,0
06HNDW-E,NULL,BR,0
06HNPJ-E,NULL,VC,0
06HNRT-E,221,VC,0
06HNZ4-E,NULL,IN,0
06HNZZ-E,NULL,IN,0
06HP3S-E,NULL,IA,0
06HP40-E,NULL,IA,0
06HP4H-E,NULL,IA,0
06HP58-E,NULL,IA,0
06HP5G-E,NULL,IA,0
06HP6T-E,NULL,HF,0
06HP6W-E,NULL,HF,0
06HPTJ-E,NULL,MF,0
06HPSL-E,NULL,IA,0
06HQ0X-E,NULL,VC,0
06HQ1L-E,NULL,IA,0
06HQVX-E,NULL,VC,0
06HQWP-E,NULL,IA,0
06HQX6-E,NULL,IA,0
06HQZ1-E,NULL,VC,0
06HR5F-E,NULL,VC,0
06HRTF-E,1000,VC,0
06HRW3-E,NULL,VC,0
06HSD8-E,1000,VC,0
06HSF0-E,1700,VC,0
06HSQ2-E,NULL,VC,0
06HSWT-E,NULL,HF,0
06HT53-E,2650,VC,0
06HT82-E,NULL,VC,0
06XKYF-E,NULL,IA,0
06HTBX-E,NULL,VC,0
06HTGM-E,NULL,VC,0
06HTHZ-E,1000,VC,0
06HTK1-E,NULL,BR,0
06HTKD-E,NULL,RE,0
06HTKP-E,NULL,RE,0
06HPTR-E,NULL,IA,0
06HTKT-E,NULL,BR,0
06HTKZ-E,NULL,RE,0
06HTL0-E,NULL,HF,0
06XJLC-E,NULL,VC,0
06XJLP-E,457,VC,0
06XJLQ-E,29,VC,0
06XJLR-E,NULL,VC,0
06XJLS-E,NULL,VC,0
06XJLT-E,NULL,VC,0
06XJLV-E,1032,VC,0
06XJLZ-E,NULL,PB,0
06XJML-E,NULL,VC,1
06XJQ4-E,NULL,VC,0
06XKHM-E,NULL,BR,0
06XKHN-E,NULL,VC,0
06XKKM-E,NULL,VC,0
06XKS4-E,NULL,HF,1
06XL2J-E,NULL,VC,0
06XL69-E,NULL,VC,0
06XL94-E,NULL,VC,0
06XLH5-E,2057,VC,0
06HR2W-E,NULL,HF,0
06XLX6-E,NULL,CP,0
06XLYP-E,NULL,HF,0
06XLZC-E,NULL,IA,0
06XM20-E,NULL,PB,0
06XM2Q-E,NULL,HF,0
06XM2T-E,NULL,VC,0
06XM4W-E,NULL,IA,0
06XM91-E,610,VC,0
06XMMG-E,NULL,VC,0
06XN5P-E,287,VC,0
06XNBX-E,NULL,RE,0
06XNDV-E,NULL,HF,0
06XNGP-E,NULL,HF,0
06XNKK-E,NULL,HF,0
06XNMH-E,7,IA,0
06XP29-E,NULL,VC,0
06XPC0-E,NULL,VC,0
06XPD9-E,NULL,VC,0
06XPJ4-E,NULL,BR,0
06XPN9-E,NULL,VC,0
06XPPC-E,486,VC,0
06XPQM-E,NULL,HF,0
06XPWR-E,NULL,VC,0
06XPX7-E,NULL,BR,0
06XPZV-E,NULL,IA,0
06XQFY-E,NULL,VC,0
06XR10-E,NULL,VC,0
06XR63-E,NULL,VC,0
06XR8S-E,NULL,HF,1
06XR94-E,NULL,HF,1
06XRTS-E,NULL,VC,0
06XGYG-E,NULL,HF,0
06XS9R-E,NULL,VC,0
06XSTR-E,NULL,VC,0
06XT2R-E,NULL,VC,0
06XT3N-E,NULL,VC,0
06XT4G-E,NULL,VC,0
06XT7L-E,NULL,VC,0
06XT82-E,NULL,VC,0
06XT9Q-E,NULL,VC,0
06XTBR-E,NULL,RE,0
06XTDR-E,15287,VC,0
06XTNG-E,NULL,BR,0
06XTQ5-E,NULL,VC,0
06XTRW-E,NULL,BR,0
06XTSH-E,NULL,IA,0
06XTWR-E,NULL,VC,0
06XTY7-E,NULL,VC,0
06XTZ2-E,NULL,VC,0
06XV1B-E,NULL,HF,0
06XPF0-E,16600,VC,0
06XSY7-E,158,HF,0
06YHZZ-E,11124,PB,0
06XV68-E,43260,IA,0
06XV75-E,NULL,IA,0
06XVDW-E,NULL,HF,0
06XVGW-E,NULL,VC,0
06XVSM-E,54,VC,0
06XVTV-E,NULL,VC,0
06XVYZ-E,NULL,RE,0
06XVZZ-E,NULL,IA,0
06XWBK-E,NULL,VC,0
06XWFT-E,NULL,BR,0
06XWH0-E,NULL,BR,0
06XWJC-E,NULL,BR,0
06XWQT-E,NULL,BR,0
06XWRZ-E,NULL,PB,0
06XWVJ-E,NULL,VC,0
06XWWL-E,NULL,VC,0
06XWX0-E,100,VC,0
06XWYC-E,NULL,VC,0
06XX1H-E,NULL,VC,0
06XX32-E,6000,VC,0
06XX71-E,NULL,VC,0
06XX7S-E,NULL,VC,0
06XXG2-E,NULL,IA,0
06XXHJ-E,3100,VC,0
06XXKV-E,NULL,VC,0
06XXVW-E,NULL,VC,0
06XXXM-E,NULL,BR,0
06XWQB-E,13,HF,0
06XYBV-E,NULL,VC,0
06XYCS-E,NULL,RE,0
06XYCZ-E,NULL,HF,0
06XYHS-E,1378,VC,0
06XYKJ-E,NULL,VC,0
06XYP5-E,NULL,HF,0
06XYWS-E,NULL,VC,0
06XYXF-E,NULL,IA,0
06XYXN-E,NULL,VC,0
06XYZP-E,NULL,VC,0
06XZ8Y-E,NULL,BR,0
06XZB6-E,NULL,VC,0
06XZJX-E,NULL,VC,0
06XZKQ-E,NULL,VC,0
06XZR7-E,NULL,VC,0
06XZV2-E,NULL,BR,0
06XZVC-E,NULL,VC,0
06XZZC-E,2000,VC,0
06Y012-E,NULL,HF,0
06Y02T-E,NULL,HF,0
06Y09D-E,NULL,VC,0
06Y0CX-E,NULL,VC,0
06Y0FY-E,NULL,VC,0
06Y0GH-E,3200,VC,0
06Y0HR-E,NULL,VC,0
06Y0L8-E,NULL,VC,1
06Y0Y4-E,NULL,IA,0
06Y1H8-E,1000,VC,0
06Y1JJ-E,445,VC,0
06Y1JW-E,NULL,VC,0
06Y1JZ-E,NULL,VC,0
06Y1TN-E,4,PB,0
06Y20R-E,NULL,VC,0
06Y24Q-E,6488,VC,0
070S8R-E,NULL,VC,0
070SBK-E,110,VC,0
070SCL-E,NULL,VC,0
070SDZ-E,NULL,VC,0
070SJ6-E,NULL,VC,0
070SKR-E,NULL,VC,0
070SLN-E,NULL,BR,0
070SLY-E,NULL,VC,0
070SN3-E,120,FF,0
070SSX-E,21,VC,0
070ST2-E,NULL,BR,0
070STP-E,NULL,VC,0
070SV7-E,NULL,VC,0
070SW9-E,NULL,VC,0
070T0L-E,NULL,BR,0
070T18-E,NULL,VC,0
070T1G-E,NULL,VC,0
070T1V-E,NULL,VC,0
070T3P-E,15,VC,0
070T4Q-E,NULL,VC,0
070T5K-E,NULL,VC,0
070T6W-E,NULL,RE,0
070TFL-E,NULL,VC,0
070TN0-E,NULL,MF,0
070VJZ-E,NULL,VC,0
070VW7-E,NULL,VC,0
070VZL-E,NULL,IA,0
070W28-E,NULL,BR,0
070W2F-E,NULL,IA,0
070W80-E,NULL,VC,0
070W87-E,NULL,VC,0
070W8G-E,NULL,HF,0
070WKR-E,30,VC,0
070WNY-E,NULL,VC,0
070WP4-E,NULL,IA,0
070WQZ-E,NULL,BR,0
070WR4-E,NULL,BR,0
070WR7-E,NULL,PB,0
070WRL-E,NULL,HF,0
070WS8-E,NULL,HF,0
070WX2-E,NULL,IA,0
070WXS-E,NULL,BR,0
070X14-E,343,VC,0
070X1X-E,NULL,HF,0
070X2P-E,NULL,HF,0
070X2Y-E,NULL,IA,1
070XV2-E,1315,VC,0
070Y28-E,NULL,VC,0
070Y87-E,NULL,BR,0
070Y8F-E,NULL,VC,0
070YC8-E,96,VC,0
070YF9-E,NULL,BR,0
070YYK-E,20,VC,0
070Z03-E,NULL,VC,0
070Z4B-E,NULL,VC,0
070Z5C-E,NULL,BR,0
070Z69-E,NULL,IA,0
070Z6Q-E,NULL,RE,0
070Z9S-E,NULL,VC,0
070ZDZ-E,NULL,HF,0
070ZP3-E,NULL,VC,0
070ZVT-E,5196,VC,0
07104T-E,NULL,VC,0
070WW3-E,3073,HF,1
06YPBP-E,NULL,PF,0
06XZGC-E,112,IA,0
0710BF-E,NULL,VC,0
0710BV-E,NULL,VC,0
0710GL-E,NULL,VC,0
0710TZ-E,NULL,VC,0
0710XK-E,NULL,VC,0
0711BD-E,NULL,IA,0
0711FP-E,NULL,VC,0
0711G2-E,11,VC,0
0711G3-E,109,VC,0
0711GZ-E,NULL,VC,0
0711KC-E,242,VC,0
0711KH-E,37,HF,0
0711KL-E,2010,VC,0
0711S8-E,NULL,BR,0
07125W-E,NULL,BR,0
0712H0-E,NULL,VC,0
0712KJ-E,152,VC,0
0712WD-E,NULL,IA,0
06HXR4-E,NULL,BR,0
07131H-E,42,VC,0
071320-E,NULL,VC,0
07132V-E,NULL,VC,0
07134D-E,1760,IA,0
07136V-E,NULL,VC,0
0713CD-E,NULL,VC,0
0713DL-E,NULL,VC,0
0713GS-E,NULL,VC,0
0713KV-E,5800,VC,0
0713PF-E,NULL,BR,0
0713PV-E,NULL,VC,0
0713S0-E,NULL,VC,0
0713SD-E,NULL,VC,0
0713SG-E,NULL,HF,0
07140D-E,NULL,VC,0
071411-E,3,VC,0
07144H-E,152,VC,0
07149L-E,NULL,HF,0
0714C2-E,NULL,IA,0
0714CY-E,NULL,HF,0
0714FM-E,NULL,BR,0
0714FS-E,NULL,HF,0
0714GP-E,NULL,IA,0
0714HD-E,NULL,VC,0
0714HV-E,NULL,IA,0
0714TF-E,NULL,VC,0
0715HG-E,NULL,VC,0
0715JJ-E,NULL,VC,0
0715VB-E,469,VC,0
0715Z0-E,5683,VC,0
0716C3-E,NULL,BR,0
0716GJ-E,NULL,VC,0
0716GN-E,NULL,VC,0
0716HQ-E,NULL,IA,0
0716JC-E,NULL,PP,0
0716KJ-E,NULL,VC,0
0716M2-E,NULL,VC,0
0716M5-E,NULL,VC,0
0716M9-E,NULL,VC,0
0716MJ-E,NULL,PB,0
0716MN-E,NULL,VC,0
0716QS-E,NULL,VC,0
0716TL-E,NULL,IA,0
0716VD-E,NULL,VC,0
0716Y7-E,NULL,PF,0
07172P-E,NULL,FF,0
0717BS-E,NULL,BR,0
0717H8-E,NULL,VC,0
0717L2-E,NULL,VC,0
0717M0-E,NULL,VC,0
0717NX-E,NULL,VC,0
0717RB-E,NULL,VC,0
0717SQ-E,NULL,VC,0
06HTYC-E,NULL,VC,0
06HTZ9-E,NULL,VC,0
06HTZQ-E,NULL,VC,0
06HV56-E,876,VC,0
06HV5C-E,NULL,VC,0
06HV7B-E,1015,VC,0
06HVCQ-E,NULL,BR,0
06HVD3-E,NULL,VC,0
06HVJB-E,NULL,IA,1
06HVQQ-E,NULL,VC,0
06HVZV-E,NULL,VC,0
06HW7N-E,NULL,VC,0
06HW8T-E,NULL,VC,0
06HWCP-E,NULL,PF,0
06HWSD-E,NULL,BR,0
06HWSV-E,NULL,BR,0
06HWYW-E,NULL,VC,0
06HX0J-E,NULL,VC,0
06HX1J-E,NULL,VC,0
06HX8K-E,NULL,VC,0
06HXN7-E,NULL,BR,0
06HXQ1-E,NULL,BR,0
06HXT2-E,NULL,VC,0
06HXVL-E,NULL,HF,1
06HXVM-E,NULL,BR,0
06HXWM-E,NULL,VC,0
06HY91-E,NULL,BR,0
06HYDT-E,NULL,RE,0
06HYQR-E,NULL,IA,0
06HYRC-E,995,VC,0
06HYSC-E,NULL,VC,0
06HYT3-E,453,VC,0
06HZ2T-E,NULL,VC,0
06HZ5B-E,NULL,BR,0
06HZ6P-E,NULL,HF,0
06HZ73-E,NULL,HF,0
06HZCR-E,NULL,VC,0
06HZGZ-E,NULL,HF,1
06HZMY-E,NULL,VC,0
06HZMZ-E,NULL,VC,0
06HZQV-E,NULL,VC,0
06HZRM-E,NULL,HF,0
06HZWP-E,NULL,VC,0
06HZWT-E,NULL,VC,0
06HZY0-E,NULL,HF,0
06HZZF-E,NULL,IA,0
06J01L-E,NULL,HF,0
06J038-E,NULL,BR,0
06J04W-E,NULL,BR,0
0716PW-E,NULL,IA,0
0716LY-E,4026,IA,0
0717BB-E,2919,PB,1
06HZHB-E,NULL,HF,1
06HYHD-E,1221,HF,1
06J0F1-E,368,VC,0
06J0RR-E,NULL,BR,0
06J0VK-E,NULL,BR,0
06J0Z3-E,NULL,VC,0
06J0Z6-E,NULL,BR,0
06J10V-E,NULL,IA,1
06J15G-E,NULL,IA,0
06J1CB-E,NULL,VC,0
06J1FD-E,NULL,VC,0
06J1JC-E,NULL,BR,0
06J1LJ-E,NULL,HF,0
06J1XF-E,NULL,VC,0
06J1XX-E,NULL,BR,0
06J231-E,NULL,VC,0
06J23V-E,NULL,HF,0
06J29L-E,231,PB,0
06J29S-E,NULL,BR,0
06J2G2-E,55,HF,0
06J2K1-E,34,VC,0
06J2TD-E,NULL,HF,0
06J2TM-E,NULL,BR,0
06J2WN-E,NULL,HF,0
06J2X7-E,300,VC,0
06J2X8-E,330,VC,0
06J2XM-E,NULL,HF,0
06J2YL-E,NULL,HF,0
06J31S-E,NULL,HF,0
06J340-E,NULL,HF,0
06J34T-E,NULL,HF,0
06J355-E,NULL,VC,0
06J38J-E,NULL,IA,0
06J3FB-E,11900,VC,0
06J3FS-E,NULL,VC,0
06J3J2-E,NULL,BR,0
06J3MG-E,484,HF,0
06J3QL-E,412,VC,0
06J3W8-E,NULL,HF,0
06J3ZL-E,28,VC,0
06J3ZX-E,87,VC,0
06J4JR-E,NULL,IA,0
06TC1L-E,4803,IA,0
06J4PM-E,NULL,RE,0
06J4RD-E,NULL,RE,0
06J4RG-E,NULL,BR,0
06J4VP-E,NULL,IA,0
06J4VY-E,NULL,MF,0
06J4Y6-E,NULL,HF,0
06J52Z-E,NULL,VC,0
06J59G-E,NULL,VC,0
06J5DR-E,NULL,VC,0
06J5JT-E,NULL,VC,0
06J5K2-E,NULL,VC,0
06J5NL-E,870,HF,0
06J5SY-E,NULL,HF,0
06J5TM-E,NULL,HF,0
06J5V5-E,NULL,HF,1
06J5X3-E,NULL,PB,0
0756PR-E,NULL,IA,0
06J5YX-E,NULL,HF,0
06J5YZ-E,NULL,HF,0
06J605-E,NULL,HF,0
06J63N-E,NULL,HF,0
06J6BH-E,NULL,VC,0
06J6MN-E,NULL,CP,0
06J6P5-E,NULL,VC,0
06J6XZ-E,NULL,HF,0
06J6YL-E,NULL,VC,0
06J71W-E,NULL,HF,0
06J74L-E,617,VC,0
06J7B2-E,NULL,BR,0
06J7QF-E,NULL,RE,0
06J7SQ-E,NULL,VC,0
06J7TY-E,NULL,VC,0
06J8HF-E,NULL,VC,0
06J8M8-E,1800,VC,0
06J8MV-E,NULL,VC,0
06J8NS-E,NULL,BR,0
06J8PG-E,NULL,BR,0
06J8PY-E,NULL,VC,0
06J8WH-E,NULL,HF,0
06J8YK-E,NULL,HF,0
0756Q2-E,66,VC,0
06T9SD-E,NULL,VC,0
06T9YT-E,NULL,VC,0
06T9ZG-E,NULL,VC,0
06TB15-E,NULL,VC,0
06TB7H-E,NULL,VC,0
06TB7N-E,NULL,VC,0
06TB9S-E,NULL,VC,0
06TBJ6-E,NULL,VC,0
06TBQM-E,NULL,PB,0
06TBYP-E,35,VC,0
06TBZX-E,NULL,BR,0
06TC09-E,NULL,RE,0
06TC3L-E,NULL,VC,0
06TCHS-E,1091,VC,0
06TCJC-E,NULL,VC,0
06TD5W-E,NULL,MF,0
06TDHK-E,NULL,VC,0
06TDNB-E,3914,VC,0
06TDVP-E,NULL,VC,0
06TF24-E,NULL,VC,0
06TF5P-E,NULL,MF,0
06TF2K-E,NULL,IA,0
06TFND-E,NULL,VC,0
06TFNJ-E,NULL,IA,0
06TFZW-E,NULL,VC,0
06TG0V-E,NULL,BR,0
06YZJK-E,87,HF,0
06TG44-E,NULL,VC,0
06TG69-E,NULL,VC,0
06TG7M-E,NULL,VC,0
06TG7N-E,NULL,VC,0
06TG8T-E,NULL,IA,0
06TG9J-E,NULL,VC,0
06TGF6-E,NULL,IA,0
06TGHB-E,828,VC,0
06TGHT-E,NULL,BR,0
06TGNB-E,NULL,MF,0
06J5X0-E,NULL,PB,0
06J4ND-E,NULL,MF,1
06ZZGK-E,NULL,HF,0
06TGLF-E,4863,IA,0
06TGLH-E,NULL,HF,0
06ZZXD-E,NULL,HF,0
06J387-E,7702,IA,0
06TGPC-E,NULL,IA,0
06TGS2-E,NULL,VC,0
