factset_entity_id,total_aum,entity_sub_type,fds_13f_flag
0032WN-E,26394,PF,1
002G8H-E,1343,PB,1
002G7V-E,339,IA,1
002GBT-E,NULL,IA,1
002G84-E,1421,PB,1
00303Y-E,7173,IA,1
002GCJ-E,725,IA,1
0032S1-E,106,IA,1
00309R-E,1125,IA,1
002GB5-E,206398,IA,1
002G95-E,NULL,IA,1
002ZWQ-E,150,PB,1
0030PY-E,NULL,FO,1
0032R9-E,2924,IA,1
002GDT-E,NULL,IA,1
002YD0-E,4296,PB,1
0031Z8-E,NULL,HF,1
0032ZP-E,2551,IA,1
002Y4P-E,718,PB,1
002Y8N-E,991,PB,1
002YBS-E,1437,PB,1
002ZGD-E,NULL,PB,1
003261-E,1078,HF,1
002G98-E,12590,IA,0
05JKGG-E,NULL,MF,0
002G8N-E,10074,IA,0
05J6LR-E,NULL,MF,0
002GFQ-E,NULL,IA,1
002GFW-E,NULL,CP,0
002GFX-E,NULL,IA,1
002GFZ-E,NULL,HF,1
002GJ2-E,62224,IA,1
002GHR-E,NULL,IA,1
002GHS-E,NULL,IA,1
002GHY-E,NULL,IA,1
002GJM-E,NULL,IA,1
002GJZ-E,NULL,IA,1
002GK8-E,NULL,HF,1
002GK9-E,NULL,IA,1
002GKC-E,NULL,IA,0
002GKP-E,NULL,IA,1
002GKY-E,NULL,IA,1
002GKZ-E,NULL,IA,1
002GL6-E,NULL,IA,1
002GL7-E,12600,PF,1
002GLC-E,NULL,IA,1
002GLJ-E,NULL,IA,0
002GLL-E,NULL,IA,0
002GVK-E,4994,PB,1
002GM2-E,NULL,IA,1
002GMB-E,606,IA,1
002GWD-E,934,PB,1
002GMD-E,NULL,IA,1
002GMM-E,NULL,IA,1
002GMV-E,81,PB,0
05K17K-E,28667,IA,1
002GNN-E,NULL,VC,0
002GNQ-E,NULL,IA,1
002GQP-E,NULL,IA,1
002GQZ-E,NULL,HF,1
002GR1-E,NULL,IA,0
002GRQ-E,NULL,IA,0
002GRW-E,NULL,IA,1
002GTC-E,NULL,IA,0
002GTL-E,NULL,HF,1
002GTP-E,12559,IA,1
002GTW-E,NULL,IA,0
002GV3-E,NULL,PB,0
05K2QT-E,NULL,IN,1
002GVG-E,NULL,CP,0
002GVP-E,NULL,IA,0
002GVW-E,NULL,IA,0
002GW8-E,NULL,IA,0
05K4S4-E,NULL,PF,0
002GWM-E,2961,IA,1
002GWQ-E,NULL,IA,0
002GWR-E,NULL,IA,1
002GWT-E,1157,IA,0
002GX4-E,NULL,IA,1
002GX5-E,NULL,IA,1
002GX6-E,NULL,IA,1
05JW6J-E,12581,PB,0
002GXG-E,NULL,PB,1
002GXL-E,NULL,IA,0
002GXP-E,NULL,IA,1
002GXQ-E,2000,VC,1
002GY1-E,NULL,IA,1
002HM2-E,NULL,MF,0
002HM3-E,NULL,CP,1
002HM7-E,2,IA,0
002GG4-E,1613,IA,1
002HMH-E,NULL,HF,1
002HMK-E,NULL,IA,0
002HMM-E,4422,IA,1
002HMP-E,NULL,IA,1
002HMW-E,NULL,IA,0
002HMX-E,2700,CP,0
002HN4-E,NULL,IA,0
002HN5-E,NULL,IA,0
002HN8-E,NULL,IA,0
002HMY-E,3272,IA,1
002GFH-E,2938,IA,1
002GQ5-E,682,PB,1
002GQX-E,830,IA,1
002GSP-E,NULL,PB,1
002GTR-E,5202,IA,1
002GKD-E,10673,IA,1
002GL5-E,1416,IA,1
002GGK-E,1693,IA,1
002GG9-E,NULL,IA,1
002GGR-E,12910,IN,1
002GQJ-E,512,IA,1
002GVN-E,NULL,IA,1
002GW3-E,1144,PB,1
002GT6-E,47656,IA,1
05K267-E,NULL,IA,0
002GLF-E,5469,IA,1
002GLK-E,1001,PB,1
002GHH-E,846,IA,1
05K197-E,NULL,PB,0
002GX7-E,298,PB,1
002GTZ-E,10421,IA,1
002HNF-E,NULL,BR,1
002GJQ-E,135,IA,1
002GVY-E,NULL,MF,1
002HMD-E,NULL,IA,1
002HN1-E,8677,IA,1
002GTQ-E,83005,IA,1
002GRZ-E,NULL,FO,1
05K5TW-E,NULL,IA,0
002HNM-E,NULL,HF,0
002HNQ-E,NULL,IA,1
002HNV-E,NULL,IA,0
002HP1-E,NULL,HF,1
002HP3-E,NULL,IA,1
002HP7-E,NULL,HF,1
002HP8-E,NULL,IA,0
002HPB-E,NULL,CP,0
002HPD-E,NULL,IA,1
002HPJ-E,NULL,IA,0
002HPR-E,NULL,HF,1
002HPZ-E,NULL,HF,0
002HQ0-E,NULL,IA,1
002HQ5-E,NULL,IN,0
002HQG-E,NULL,IN,0
002HQK-E,NULL,IA,1
002HQP-E,NULL,CP,0
002HQT-E,NULL,IA,1
002HQV-E,NULL,HF,1
002HQX-E,NULL,BR,0
002HR1-E,NULL,HF,1
002HR6-E,NULL,HF,1
002HP9-E,355,IA,1
002HRJ-E,NULL,IN,0
002HRP-E,NULL,IA,1
002HRR-E,878,IA,1
002HRV-E,NULL,CP,0
002HRW-E,NULL,CP,0
002HRX-E,NULL,CP,0
002HRY-E,NULL,HF,1
002HS0-E,NULL,CP,1
002HS4-E,NULL,IA,1
002HS5-E,91,IA,0
002HS7-E,NULL,BR,0
002HS9-E,NULL,IA,1
002HSB-E,NULL,HF,1
002HSC-E,2,PB,0
002HSF-E,NULL,PB,0
002HSL-E,4966,PB,1
002HSM-E,3000,IA,1
002HSP-E,NULL,CP,1
002HSW-E,NULL,IA,1
002HSY-E,107,IA,0
002HSZ-E,NULL,IA,1
002HT0-E,182,PB,1
002HT8-E,NULL,HF,0
002HTF-E,NULL,IA,1
002HR9-E,NULL,IA,1
002HTT-E,NULL,CP,0
002HV1-E,NULL,IA,0
002HVC-E,NULL,IA,1
002HVD-E,NULL,HF,1
002HVF-E,NULL,CP,1
002HVG-E,NULL,IA,1
002HVM-E,NULL,IA,1
002HTZ-E,23879,IA,1
002HVS-E,NULL,CP,1
002HP5-E,295853,IA,1
002HW1-E,NULL,HF,0
05K919-E,12457,IA,0
002HW8-E,NULL,IA,1
002HWB-E,NULL,CP,0
002HWG-E,NULL,CP,0
002HWH-E,NULL,IA,0
002HWL-E,NULL,HF,1
002HWN-E,NULL,HF,1
002HWQ-E,NULL,IA,1
05KBX6-E,NULL,IA,0
003L0B-E,NULL,IA,1
003L0P-E,NULL,CP,0
003L2K-E,425,PB,1
003L2T-E,NULL,IA,0
002HR5-E,2405,HF,1
002HNS-E,331,PB,1
002HPS-E,3820,IA,1
002HS6-E,420,IA,1
002HNL-E,491,IA,1
002HPC-E,207601,IA,1
002HRC-E,5129,IA,1
002HS2-E,513,IA,1
05K7GZ-E,103487,IA,0
002HPX-E,1307,IA,1
002HTR-E,588,PB,1
002HTL-E,247,PB,1
002HPL-E,807,PB,1
002HQY-E,27726,IA,1
002HQQ-E,902,PB,1
002HRN-E,NULL,IA,1
002HSJ-E,77118,IA,0
003L03-E,NULL,HF,0
003KZY-E,2596,IA,1
002HSV-E,1343,PB,1
002HWR-E,954,PB,1
002HRL-E,31340,IA,1
002HSX-E,1275,PB,1
002HWY-E,1450,IA,1
002HNZ-E,854,IA,1
002HNP-E,4616,IA,1
002HP4-E,20570,IA,1
002HVP-E,715,HF,1
002HQM-E,34946,IA,1
002HRQ-E,2768,PB,1
002HRF-E,16311,HF,1
002HWT-E,29151,IA,0
002HNJ-E,1030,IA,1
002HTG-E,39549,IA,0
003L61-E,NULL,IA,1
003L64-E,NULL,HF,1
003L68-E,NULL,HF,0
003L6W-E,NULL,HF,1
003L6X-E,NULL,MF,1
003L6Z-E,1761,PB,1
003L78-E,NULL,HF,1
003L9S-E,NULL,HF,0
003LB8-E,NULL,IA,1
003LBC-E,NULL,PF,0
003LD1-E,244,PB,0
003LFF-E,NULL,HF,1
003NJ3-E,32503,MF,1
003LG6-E,NULL,HF,1
003LGP-E,NULL,HF,1
003LHT-E,156849,FF,0
003LHX-E,NULL,HF,1
003LJ9-E,NULL,HF,1
003LJB-E,NULL,IA,1
003LJH-E,NULL,HF,1
003LK8-E,NULL,MF,0
003LL8-E,NULL,MF,0
003LMZ-E,NULL,BR,0
003LNP-E,NULL,IA,1
003LP7-E,NULL,BR,0
003LPF-E,NULL,IA,1
003LFW-E,5476,HF,1
003LXV-E,NULL,IA,1
003LYD-E,NULL,VC,0
003LZD-E,655,PB,0
003MD6-E,NULL,VC,0
003MGV-E,1283,PB,1
003MJ7-E,NULL,HF,1
003MWW-E,NULL,MF,0
003N8G-E,NULL,VC,0
003NB6-E,NULL,HF,0
003NCV-E,NULL,BR,0
003NF3-E,NULL,IA,0
003NFC-E,NULL,BR,0
003NG7-E,NULL,BR,0
003NHM-E,NULL,BR,0
003NL8-E,NULL,IA,1
003NM7-E,NULL,VC,0
003NMS-E,NULL,BR,0
003NMY-E,NULL,BR,0
003NMZ-E,NULL,BR,0
003NN7-E,NULL,BR,0
003NN9-E,NULL,IA,0
003NP4-E,NULL,IA,0
003NP7-E,NULL,IA,0
003NQZ-E,NULL,BR,0
003NS1-E,NULL,VC,0
003NS4-E,1143,VC,0
003NTM-E,NULL,IA,0
003NVX-E,NULL,BR,0
003NYS-E,NULL,IA,0
003NZ2-E,1206,IA,0
003P2Y-E,NULL,IA,0
003P3J-E,NULL,IA,0
003P94-E,NULL,VC,0
003PBV-E,NULL,IA,0
003PK2-E,4256,IA,1
003PXW-E,NULL,IA,0
003PXY-E,NULL,IA,0
003Q39-E,NULL,PB,0
003Q7M-E,NULL,BR,0
003Q7S-E,NULL,BR,0
003Q80-E,NULL,MF,0
003QG0-E,NULL,BR,0
003QG8-E,NULL,FH,0
003QGH-E,NULL,BR,0
003QJY-E,55000,VC,0
003QKJ-E,NULL,BR,0
003QKN-E,NULL,VC,0
003QLZ-E,NULL,BR,0
003QMN-E,NULL,BR,0
003QMY-E,118,PB,0
003QN6-E,NULL,BR,0
003QRT-E,NULL,HF,0
003QW7-E,NULL,BR,0
003QXW-E,NULL,VC,0
003QYP-E,NULL,BR,0
003QYT-E,3510,VC,0
003QZY-E,NULL,BR,0
003R0F-E,NULL,BR,0
003R0N-E,NULL,BR,0
003R12-E,NULL,IA,1
003R37-E,NULL,BR,0
003R39-E,NULL,BR,0
003R3L-E,NULL,IA,0
003R3M-E,1003,IA,0
003R3T-E,NULL,BR,0
003R3W-E,NULL,BR,0
003R3Y-E,NULL,BR,0
003R4D-E,NULL,BR,0
003R69-E,NULL,BR,0
003R6H-E,522,VC,0
003L6S-E,2265,HF,1
003LKD-E,218173,IA,0
003LJ0-E,1580,PB,1
003Q8H-E,NULL,HF,0
05KP86-E,NULL,PF,0
003P0N-E,84,PB,0
003LGJ-E,2315,HF,1
05KK0Q-E,NULL,IA,0
003QFJ-E,NULL,IA,0
003L7H-E,1328,PB,1
003LHZ-E,NULL,PF,1
003L7B-E,NULL,IA,1
003LBB-E,203000,HF,1
003LBD-E,6287,IA,1
003LC7-E,NULL,HF,1
003LH5-E,36331,HF,1
003QSJ-E,19647,IA,0
003R70-E,359,IA,1
003R71-E,NULL,IA,0
003R74-E,NULL,BR,0
003R7C-E,NULL,BR,0
002L5T-E,NULL,IA,1
002L6V-E,NULL,IA,1
002L82-E,NULL,HF,0
002L9Y-E,5037,IA,1
002LB3-E,NULL,IA,1
002LC2-E,NULL,IA,0
002LF9-E,NULL,IA,1
002LFR-E,NULL,IA,1
002LGH-E,NULL,CP,0
002LH2-E,NULL,IA,1
002LJG-E,NULL,CP,0
002LJH-E,NULL,CP,0
002LK5-E,NULL,CP,0
002L4X-E,383,IA,1
002N25-E,26406,IA,0
002LMF-E,NULL,VC,0
002LNF-E,150,IA,0
002LNV-E,NULL,IA,1
002LNW-E,NULL,IA,1
002LPF-E,NULL,VC,0
002LPS-E,NULL,IA,1
002MDL-E,4500,IA,1
002LQ0-E,NULL,IA,1
002LQM-E,NULL,MF,0
002LQV-E,NULL,IA,1
002LQZ-E,NULL,IA,1
002LRJ-E,129,HF,0
002LRN-E,106,PB,0
002LS1-E,NULL,IA,0
002LSL-E,NULL,CP,0
002LSP-E,NULL,IA,1
002LSQ-E,3671,IA,0
002LT8-E,NULL,BM,0
002LTL-E,NULL,HF,0
002LVT-E,NULL,IA,1
002NWN-E,202,PB,1
002LVX-E,NULL,IA,0
002LW4-E,NULL,IA,1
002LWB-E,NULL,IA,0
002LWP-E,NULL,BR,0
002LX8-E,NULL,IA,0
002LY0-E,NULL,HF,0
002LZF-E,NULL,PB,1
002M1L-E,41270,IA,1
002M1Z-E,NULL,IA,1
002M40-E,NULL,IA,1
002M5R-E,NULL,IA,1
002M7P-E,NULL,IA,1
002M8L-E,NULL,IA,1
002M9V-E,NULL,IA,1
002MDV-E,NULL,IA,0
002MKF-E,NULL,PF,1
002MLK-E,NULL,IA,1
002MN8-E,NULL,IA,1
002MQ6-E,NULL,IA,1
002MQB-E,NULL,IA,1
002MRC-E,NULL,IA,0
002MZW-E,NULL,IA,1
002N0Q-E,NULL,VC,0
002N1R-E,NULL,IA,1
002N2S-E,NULL,BR,0
002N4S-E,NULL,IA,1
002N8C-E,5500,IA,1
002N9W-E,NULL,CP,0
002ND6-E,150,VC,0
002NGP-E,NULL,HF,1
002NLR-E,NULL,CP,1
002NLS-E,NULL,SB,1
002NLW-E,NULL,BR,0
002NP1-E,NULL,VC,0
002NQG-E,NULL,VC,0
002NS3-E,NULL,HF,1
002NVS-E,NULL,HF,1
002NXN-E,NULL,IA,1
002LL2-E,938,PB,1
002LLQ-E,96765,IA,1
002LQK-E,2280,PB,1
05MPW8-E,NULL,IA,0
002LH1-E,1408,PB,1
002M4R-E,NULL,IA,1
002L86-E,9868,IA,1
002M0F-E,1463,PB,1
002L8Z-E,147,IA,1
002L8H-E,NULL,IA,1
002LK1-E,4792,IA,1
05M32S-E,NULL,PB,0
002LPL-E,1249,PB,1
002LY6-E,NULL,PF,1
002M15-E,2623,IA,1
002NZ9-E,1119,IA,1
002LHN-E,1183,HF,1
002LR7-E,8103,IA,0
002LP3-E,6000,IA,1
002M3D-E,1276,FY,1
002LGB-E,3030,PB,1
002LS5-E,2267,PB,1
002MYG-E,6497,IA,1
05LGC7-E,8645,FY,0
05MN13-E,4000,PB,0
002LJZ-E,1173,IA,1
002LSM-E,NULL,MF,1
002NBS-E,27,IA,0
002LG5-E,NULL,IA,1
002LXV-E,25300,FO,1
002P06-E,NULL,PB,1
002P2B-E,NULL,IA,1
002P1V-E,11141,IA,1
002P3C-E,NULL,HF,0
001ZV4-E,NULL,IA,0
002P65-E,NULL,VC,0
002082-E,433,PB,1
002P7M-E,NULL,VC,0
002P85-E,NULL,BR,0
002P8N-E,NULL,HF,0
001YSC-E,NULL,VC,1
001YV7-E,NULL,IA,1
001YX3-E,41520,IA,1
001YX7-E,NULL,IA,1
001Z0M-E,NULL,IA,1
001Z1N-E,NULL,HF,1
001Z2B-E,NULL,BR,0
001Z2Y-E,41047,VC,1
001Z3R-E,NULL,MF,1
001Z5Y-E,NULL,VC,0
001Z7D-E,1598,VC,0
001Z7X-E,59,PB,0
001Z8N-E,NULL,IA,1
001Z8Q-E,405,VC,0
001ZDN-E,NULL,IA,0
001ZFZ-E,NULL,IA,0
001ZK0-E,1381,VC,0
05NZ3P-E,NULL,IA,0
001ZNB-E,NULL,IA,1
001ZNY-E,39,PB,0
001ZQN-E,NULL,MF,0
002P4K-E,1625,IA,1
001ZVG-E,NULL,HF,0
001ZWF-E,NULL,IA,1
001ZWH-E,NULL,IA,1
001ZYS-E,NULL,CP,0
001ZYX-E,NULL,HF,1
00200W-E,NULL,HF,1
002013-E,NULL,HF,0
002014-E,NULL,VC,1
00203S-E,95,IA,0
00205N-E,245,VC,0
002074-E,NULL,HF,0
00207Y-E,NULL,IA,0
00208T-E,NULL,IA,1
0020DX-E,NULL,IA,1
0020F9-E,NULL,IA,1
0020GT-E,NULL,VC,0
0020J6-E,NULL,BR,0
0020SY-E,NULL,IA,1
0020T2-E,NULL,IA,0
0020T3-E,NULL,IA,0
0020T6-E,544,IA,1
0020WJ-E,4817,IA,1
0020ZM-E,NULL,VC,0
0020ZT-E,NULL,HF,1
002108-E,NULL,IA,1
00213N-E,NULL,PB,0
002154-E,3356,IA,0
0021F4-E,NULL,CP,1
0021HG-E,8292,IA,1
0021KL-E,311,PB,1
0021QB-E,NULL,HF,1
0021VQ-E,NULL,BR,0
0021VT-E,NULL,VC,0
0021ZD-E,NULL,BR,0
002249-E,NULL,IA,1
002255-E,NULL,VC,0
0022GP-E,NULL,CP,0
0022HH-E,232,VC,0
0022K8-E,NULL,IA,1
0022L1-E,NULL,IA,0
0022S3-E,NULL,VC,0
0022TV-E,NULL,IN,1
0022YS-E,NULL,VC,0
0022Z8-E,NULL,HF,1
00233N-E,NULL,BR,0
002384-E,827,IA,0
0023GR-E,1418,IA,1
0023W3-E,NULL,HF,0
0023WY-E,NULL,IA,1
0023ZP-E,NULL,IA,1
0022J9-E,147,PB,1
001YWB-E,NULL,PF,1
001YQZ-E,341,PB,1
001ZHV-E,NULL,IA,1
001YT0-E,99600,PF,1
001ZY1-E,NULL,IA,1
001Z1L-E,597,IA,1
001Z6B-E,441,PB,1
001ZNW-E,985,IA,1
0020GL-E,NULL,IA,1
001ZRD-E,NULL,HF,0
001ZP6-E,NULL,FO,1
0021HZ-E,NULL,HF,0
05NWYY-E,NULL,IA,0
001ZF3-E,163328,IA,1
001Z79-E,108,HF,1
0020QN-E,1480,IA,1
001ZQ5-E,252,IA,1
05PCNK-E,NULL,IA,0
002P7T-E,7186,PB,1
0022CW-E,15439,MF,1
0022H4-E,32100,HF,1
002340-E,3321,HF,1
002187-E,20563,IA,1
05PPCC-E,NULL,IN,0
0024FZ-E,NULL,HF,0
0024G2-E,NULL,HF,0
0024J8-E,3765,VC,0
0024Q6-E,5000,VC,0
0024QD-E,NULL,IA,0
0024X9-E,NULL,IA,1
00253Y-E,NULL,HF,0
002544-E,NULL,HF,1
0025GD-E,NULL,IA,1
0025H0-E,1965,VC,0
0033CR-E,NULL,HF,0
0035L5-E,767,IA,1
0033T7-E,NULL,VC,0
0033TD-E,NULL,HF,0
0033W4-E,NULL,CP,0
0033X0-E,NULL,CP,0
0033YG-E,NULL,HF,0
0033YT-E,NULL,CP,0
003441-E,NULL,IA,1
00345M-E,NULL,VC,0
003460-E,NULL,VC,0
00346G-E,NULL,IA,1
0034CP-E,NULL,IA,1
0034CV-E,NULL,BR,0
0034CY-E,NULL,VC,0
0034D9-E,NULL,IA,1
0034FN-E,NULL,IA,0
0034FT-E,NULL,HF,1
0034FX-E,NULL,IA,1
0034JC-E,NULL,IA,1
0034JJ-E,NULL,HF,1
0034JT-E,NULL,IA,1
0034KK-E,NULL,PB,1
0034L6-E,NULL,CP,0
0034P8-E,NULL,VC,1
0034PR-E,NULL,IA,1
0034QB-E,NULL,IA,1
0034V2-E,NULL,CP,1
0034VF-E,NULL,VC,1
05RQWJ-E,NULL,IA,0
0034XZ-E,NULL,HF,1
0034Z2-E,NULL,HF,1
0034ZP-E,NULL,HF,1
00351Q-E,NULL,HF,1
00352N-E,NULL,IA,1
003536-E,NULL,HF,1
003538-E,NULL,HF,1
00353F-E,NULL,HF,1
00353S-E,NULL,HF,0
00353Z-E,NULL,IA,1
003546-E,1397,HF,0
00354H-E,700,VC,0
05RT5H-E,NULL,IA,0
00357X-E,NULL,HF,1
00357Z-E,NULL,BR,0
00358K-E,NULL,IA,1
0035BD-E,66,PB,0
0035C1-E,NULL,HF,0
0035CN-E,NULL,HF,1
0035DR-E,NULL,AR,1
0035FP-E,NULL,VC,1
05SJMM-E,NULL,IN,1
0035G6-E,NULL,HF,1
0035GQ-E,750,VC,0
0035GR-E,NULL,HF,1
0035H3-E,NULL,HF,1
0035HD-E,380,VC,0
0035HP-E,NULL,IA,0
0035J6-E,NULL,HF,0
0035JF-E,NULL,VC,0
0035JY-E,NULL,VC,0
0035K6-E,NULL,BR,0
0035K7-E,NULL,HF,1
0035KC-E,NULL,HF,0
0035KL-E,NULL,VC,0
0035LK-E,464,HF,1
0034W4-E,763,IA,1
0035DT-E,5928,PB,1
0035G5-E,2671,HF,1
003581-E,344,PB,1
0033CJ-E,NULL,FO,1
0034S2-E,429,PB,1
05QHGG-E,NULL,HF,0
0035GM-E,738,IA,1
0024VM-E,NULL,BR,1
0024MZ-E,45758,IA,1
05SVVK-E,16294,IA,0
0035HR-E,726,IA,1
0034TX-E,220,IA,1
0024VP-E,36550,IA,1
0024GN-E,295,HF,1
0034J4-E,NULL,IA,1
0034Y0-E,1671,IA,1
00250F-E,31400,MF,1
00355B-E,342,IA,1
0035J2-E,NULL,IA,1
0024Q4-E,21353,HF,1
0024Q5-E,10281,IA,1
0024SV-E,NULL,IA,1
0033N2-E,16478,HF,1
0034MV-E,23050,MF,1
00353R-E,1654,HF,1
0025H4-E,10378,IA,1
0024XL-E,301,IA,1
0034Q0-E,191,PB,0
0024N0-E,1944042,IA,0
0035LP-E,NULL,IA,1
0035NG-E,NULL,VC,0
0035PV-E,NULL,HF,0
0035Q7-E,NULL,HF,1
0012PN-E,8218,IA,0
0035RP-E,NULL,HF,1
05SZC5-E,NULL,IN,0
0035S2-E,NULL,BR,0
0035T9-E,NULL,IA,1
0035TP-E,NULL,VC,0
05TR4S-E,7067,IA,0
0035VW-E,1300,VC,0
0035W9-E,NULL,HF,1
0035WR-E,NULL,IA,1
0035WV-E,NULL,IA,1
0035X6-E,NULL,IA,1
0035YP-E,NULL,HF,1
0035Z1-E,NULL,IA,1
00361Z-E,NULL,IA,1
003654-E,198,HF,0
0035TW-E,503,IA,1
00365Q-E,NULL,HF,1
00367D-E,NULL,IA,0
0012L0-E,NULL,MF,0
0012NF-E,NULL,IA,1
0012Q8-E,NULL,IA,0
0012RH-E,NULL,IA,1
0012WM-E,NULL,IA,1
0012YB-E,NULL,CP,0
00134V-E,NULL,BR,0
00134W-E,NULL,IA,0
001357-E,NULL,IA,0
0013MY-E,NULL,VC,0
00141F-E,NULL,MF,1
00146Q-E,NULL,IA,0
0014MW-E,NULL,CP,0
0014VV-E,NULL,HF,0
0015NZ-E,NULL,CP,0
00161G-E,NULL,CP,0
001685-E,NULL,IA,0
0016C1-E,NULL,CP,1
0016HY-E,NULL,HF,1
0016JR-E,NULL,BR,0
0016L3-E,NULL,VC,0
0016VC-E,NULL,VC,0
0016XJ-E,NULL,IA,1
05TLFV-E,NULL,IA,0
001702-E,NULL,VC,0
0017G2-E,NULL,CP,0
05TW3B-E,11221,MF,0
0017HB-E,NULL,HF,1
0017ZB-E,NULL,HF,1
0017ZL-E,NULL,VC,0
001850-E,NULL,IA,1
05TW41-E,NULL,MF,0
0018BF-E,NULL,HF,1
0018FV-E,NULL,CP,0
0018FW-E,NULL,HF,1
0018NJ-E,NULL,VC,0
0018PD-E,NULL,CP,1
001980-E,NULL,VC,0
0019H9-E,NULL,VC,0
001BK5-E,NULL,BR,0
001BL6-E,NULL,VC,0
001BNZ-E,NULL,VC,0
001BP9-E,NULL,IA,1
05TW73-E,NULL,MF,0
001BR5-E,NULL,IA,1
001BRN-E,NULL,VC,0
001BRP-E,NULL,HF,1
001BS2-E,NULL,IA,1
001BSD-E,10388,IA,0
001BXX-E,NULL,IA,0
001C3W-E,NULL,VC,0
001C59-E,NULL,IA,1
001C6G-E,NULL,IA,1
001CMV-E,NULL,HF,1
0035SP-E,1314,IA,1
0035ZH-E,3462,IA,1
0013X9-E,25066,HF,1
0035LR-E,279,PB,1
0035QZ-E,4886,HF,1
0013XN-E,NULL,HF,0
00365R-E,440,IA,1
00143D-E,NULL,IA,1
0012MS-E,NULL,FO,1
0013BS-E,23826,IA,1
001BMP-E,NULL,HF,0
0019KF-E,98186,IA,1
0012LW-E,77513,IA,1
0035TM-E,8342,HF,1
0017DP-E,712,MF,1
00180K-E,57824,IA,1
0035V5-E,1083,PB,1
00132N-E,2482,HF,1
001BC5-E,496035,PB,1
00134N-E,2193,HF,1
00361Y-E,NULL,PB,1
0012MH-E,1703,HF,1
0012ZV-E,29099,HF,1
05SZ0S-E,NULL,PF,0
001358-E,741,HF,1
0013ZM-E,182,HF,1
0012DH-E,1279,IN,1
05TJ83-E,NULL,IN,0
05TW66-E,NULL,IA,0
001D0F-E,NULL,VC,0
001DBD-E,NULL,VC,0
001DCC-E,3400,VC,0
001DDN-E,NULL,HF,0
001DKD-E,NULL,CP,0
001DPF-E,NULL,VC,0
001DR8-E,NULL,BR,0
001DTQ-E,NULL,HF,1
001DTT-E,NULL,VC,0
001DYS-E,2987,IA,0
001F6V-E,NULL,PF,0
001FCW-E,NULL,VC,0
001FCX-E,NULL,HF,0
001FCY-E,NULL,VC,0
001FFM-E,NULL,IA,0
001FK9-E,NULL,VC,0
001G54-E,NULL,VC,0
001G5D-E,NULL,HF,1
001GJD-E,NULL,VC,0
001GPR-E,NULL,IA,1
001GVT-E,NULL,IA,0
001GZ3-E,NULL,BR,0
001H1F-E,NULL,CP,0
001H56-E,NULL,IA,0
001D77-E,NULL,SV,1
001H9G-E,NULL,HF,1
001H9W-E,NULL,VC,0
001HBR-E,20279,PB,1
002GYM-E,NULL,IA,1
002GYP-E,NULL,IA,1
002GYT-E,NULL,IA,1
002GZP-E,NULL,IA,1
002GZV-E,NULL,IA,0
002GZZ-E,NULL,HF,1
002H05-E,NULL,IA,0
002H17-E,46194,MF,1
002H0Q-E,NULL,BR,1
002H10-E,NULL,IA,1
002H3T-E,1665,IA,0
002H1S-E,8,PB,0
002H1V-E,NULL,IA,1
002H1W-E,NULL,IA,1
002H1X-E,NULL,IA,1
002H22-E,NULL,HF,1
002H27-E,NULL,PB,1
002H2B-E,NULL,IA,1
002H2D-E,NULL,IA,0
002H2M-E,NULL,IA,1
002H57-E,122,IA,1
002H2Q-E,NULL,IA,1
002H30-E,NULL,IA,1
002H33-E,NULL,BR,0
002H3N-E,NULL,IA,1
002H3V-E,NULL,CP,1
002H3X-E,NULL,CP,1
002H3Y-E,NULL,CP,1
002H48-E,NULL,IA,1
002H49-E,NULL,CP,1
002H4D-E,NULL,IA,1
002H4P-E,NULL,IA,1
002H4Y-E,123,IA,0
002H51-E,1969,PB,1
002H54-E,NULL,IA,1
002H59-E,NULL,IA,0
002H5B-E,NULL,IA,1
002H5G-E,NULL,IA,0
002S11-E,NULL,IA,1
001DN5-E,552,HF,0
002H2Z-E,101912,IA,1
05TZP0-E,80858,IA,0
001FKZ-E,160906,MF,1
05V822-E,NULL,BR,0
002H2F-E,196,IA,1
002GYH-E,265,PB,1
001GH1-E,NULL,FO,1
002H1T-E,527,PB,1
001H7S-E,172,IA,1
002GYB-E,638,PB,1
05V82H-E,NULL,MM,0
001H78-E,5590,IA,1
002GZM-E,2403,IA,1
002GZN-E,NULL,IA,1
002GZ0-E,600,IA,1
002H3P-E,NULL,IA,1
05V8D1-E,NULL,MF,0
001GY5-E,NULL,IA,0
001D27-E,NULL,IA,1
001DGK-E,NULL,HF,1
002H1F-E,26523,IA,1
002H3Q-E,16574,IA,1
001F5Z-E,NULL,HF,1
002GYZ-E,NULL,IA,1
002GZG-E,27964,IA,1
05VB2P-E,NULL,HF,0
001FQ5-E,774,IA,1
001GCK-E,NULL,FY,1
001GM8-E,4888,PB,1
002H12-E,NULL,IA,1
002H3C-E,6126,IA,1
001DP2-E,94952,IA,1
001CVY-E,53882,IA,1
002H3G-E,1040,PB,1
001GB0-E,1345,IA,1
05V7VR-E,NULL,MM,0
05V81J-E,NULL,BR,0
002H5P-E,NULL,IA,1
002H60-E,NULL,CP,0
002H61-E,NULL,CP,0
002H65-E,NULL,IA,1
002H67-E,NULL,IA,0
002H6H-E,NULL,IA,1
002H5S-E,35807,IA,1
002H7J-E,NULL,IA,1
002H62-E,225,IA,0
002H7S-E,3730,IA,1
002H83-E,NULL,CP,0
002HYS-E,2063,IA,1
