factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM,Difference AUM,Difference Equity AUM
06NX72-E ,,393,,393,0,0
05S32X-E ,9500,579,9500,579,0,0
05S369-E ,7528,350,7528,350,0,0
05S53P-E ,1311,98,1311,98,0,0
05S5L2-E ,401,200,401,200,0,0
06P1QJ-E ,,355,,355,0,0
06P6QV-E ,7996,206,7996,206,0,0
05S8KZ-E ,191,83,191,83,0,0
05S9ZW-E ,,1043,,1043,0,0
05SB4Q-E ,204,79,204,79,0,0
05RW9F-E ,,1963,,1963,0,0
05SB6K-E ,979,614,979,614,0,0
05SC7T-E ,609,280,609,280,0,0
05SC8M-E ,574,351,574,351,0,0
05SC8Y-E ,4418,790,4418,790,0,0
05SDCT-E ,,264,,264,0,0
06PFV9-E ,,53,,53,0,0
05SDPT-E ,,1,,1,0,0
05SF32-E ,,10,,10,0,0
05SF3V-E ,,0,,0,0,0
05SF3Y-E ,,35,,35,0,0
06PG2B-E ,,211,,211,0,0
05SFRR-E ,945,1094,945,1094,0,0
05SG0L-E ,,5427,,5427,0,0
05SG6R-E ,154947,94974,154947,94974,0,0
06PG2X-E ,,8,,8,0,0
06PH8R-E ,,22,,22,0,0
06PV8R-E ,1300,14,1300,14,0,0
05SHMR-E ,,1376,,1376,0,0
06PVXR-E ,24197,980,24197,980,0,0
05SHWJ-E ,,26,,26,0,0
05SHZS-E ,,80,,80,0,0
05SJFL-E ,2856,172,2856,172,0,0
05SJRH-E ,31652,2581,31652,2581,0,0
06PZZV-E ,,1,,1,0,0
05SJYC-E ,52813,6648,52813,6648,0,0
05SJZ8-E ,,67,,67,0,0
06Q2SS-E ,,2,,2,0,0
05SK3J-E ,,33,,33,0,0
05SKJR-E ,3084,0,3084,0,0,0
06Q5QG-E ,,11,,11,0,0
06QFVZ-E ,,0,,0,0,0
05SL5H-E ,,1164,,1164,0,0
06QHLT-E ,,8,,8,0,0
06PVZW-E ,,42,,42,0,0
05STRL-E ,25403,24563,25403,24563,0,0
05SLSP-E ,200,25,200,25,0,0
05SW8P-E ,,652,,652,0,0
06QX32-E ,,6,,6,0,0
05SPDF-E ,,375,,375,0,0
05SQDG-E ,15448,801,15448,801,0,0
06QYS9-E ,,3,,3,0,0
06R1ZP-E ,,191,,191,0,0
06R80P-E ,123,68,211,68,-88,0
05SRMM-E ,4353,446,4353,446,0,0
05SRS6-E ,,6,,6,0,0
05SRYS-E ,,32,,32,0,0
06RK8Z-E ,,0,,0,0,0
06RKVR-E ,9000,7,9000,7,0,0
06S2X9-E ,,46,,46,0,0
05SV3G-E ,6145,340,6145,340,0,0
06S4M3-E ,,52,,52,0,0
05SV43-E ,,194,,194,0,0
05SVSP-E ,920,314,920,314,0,0
06STRD-E ,,5,,5,0,0
06T1RZ-E ,,0,,0,0,0
05SWJ4-E ,4630,0,4630,0,0,0
05SYFD-E ,,18,,18,0,0
05SYKJ-E ,,9129,,9129,0,0
05SYQZ-E ,,3,,3,0,0
05SYT2-E ,,34,,34,0,0
05SZ8C-E ,,10,,10,0,0
05SZQP-E ,16647,1427,16647,1427,0,0
05T05J-E ,544,139,544,139,0,0
05T09G-E ,,149,,149,0,0
05T09L-E ,,2380,,2380,0,0
05T09M-E ,,648,,648,0,0
06V36P-E ,,4,,4,0,0
05T0CT-E ,38700,11756,38700,11756,0,0
05T162-E ,,9,,9,0,0
05T16Y-E ,362,271,362,271,0,0
05T31P-E ,,215,,215,0,0
05T33W-E ,,282,,282,0,0
05T3GL-E ,,10402,,10402,0,0
05T28R-E ,,134,,134,0,0
06SBGW-E ,,52,,52,0,0
06V6VB-E ,45616,92,45616,92,0,0
06VF8M-E ,78,0,78,0,0,0
05T63P-E ,,443,,443,0,0
05T6TV-E ,400,306,400,306,0,0
06VSNX-E ,,3,,3,0,0
05T76G-E ,560,469,560,469,0,0
06VWQJ-E ,,1,,1,0,0
06WHTJ-E ,,1,,1,0,0
05TB2F-E ,,331,,331,0,0
05TB73-E ,2362,1036,2362,1036,0,0
05TBBK-E ,,265,,265,0,0
05TBQH-E ,5740,1067,5740,1067,0,0
06WVRZ-E ,,88,,88,0,0
05TGK5-E ,34141,116,34141,116,0,0
05TGZ9-E ,736,292,736,292,0,0
06X6RN-E ,,10,,10,0,0
05TJZB-E ,,2163,,2163,0,0
05TK1Z-E ,46734,204,46734,204,0,0
05TKDS-E ,60,3,60,3,0,0
06X814-E ,143146,1030,143146,1030,0,0
05TM8R-E ,,435,,435,0,0
05TMB5-E ,,90,,90,0,0
06X8RV-E ,,239,,239,0,0
05TN5C-E ,,2244,,2244,0,0
05TNJM-E ,700,565,700,565,0,0
05TP0T-E ,,2,,2,0,0
06XC90-E ,,6,,6,0,0
05TP21-E ,174123,155826,174123,155826,0,0
06XDDY-E ,,1,,1,0,0
05TPD2-E ,159,135,159,135,0,0
05TPY0-E ,2916,2165,2916,2165,0,0
05TQHG-E ,,2,,2,0,0
06XGYG-E ,,4,,4,0,0
06XLJ0-E ,,0,,0,0,0
05TN3Y-E ,,0,,0,0,0
05TTFQ-E ,446,268,446,268,0,0
05TV1P-E ,,1,,1,0,0
05TW2W-E ,,1041,,1041,0,0
05TZMN-E ,,217,,217,0,0
06XS0G-E ,,2589,,2589,0,0
05TX4B-E ,214,121,214,121,0,0
05TY5P-E ,,53,,53,0,0
05TY95-E ,427,209,427,209,0,0
05TYNX-E ,,0,,0,0,0
05TYQ9-E ,,261,,261,0,0
06XSY7-E ,158,7,158,7,0,0
05TYX3-E ,,31,,31,0,0
05TYXH-E ,134,6,134,6,0,0
05TZ2D-E ,,4178,,4178,0,0
05TZGC-E ,148,56,148,56,0,0
05TZH2-E ,91,73,92,73,-1,0
06XWQB-E ,13,2,13,2,0,0
06XY1G-E ,4539,1911,4539,1911,0,0
05V0Q5-E ,47447,2083,47447,2083,0,0
05V1B0-E ,,55,,55,0,0
05V1DH-E ,4700,1252,4700,1252,0,0
05V3GD-E ,,50,,50,0,0
05V3KS-E ,,0,,0,0,0
05V3PN-E ,,475,,475,0,0
06Y548-E ,,55,,55,0,0
05V6VV-E ,,6,,6,0,0
06Y9ZW-E ,,73,,73,0,0
05V73M-E ,90,160,90,160,0,0
06YPBP-E ,,232,,232,0,0
05V7KJ-E ,,1573,,1573,0,0
06YQ8V-E ,107,5,107,5,0,0
05TW41-E ,,21,,21,0,0
06YZJK-E ,87,6,87,6,0,0
05TW73-E ,,9388,,9388,0,0
05V3BQ-E ,94,124,94,124,0,0
05V7RW-E ,,60,,60,0,0
05V7SP-E ,,60592,,60592,0,0
05V7SW-E ,,0,,0,0,0
05V7S1-E ,,83,,83,0,0
05V7V1-E ,,134,,134,0,0
05V9J2-E ,,145,,145,0,0
06Z8CJ-E ,,792,,792,0,0
06ZF1N-E ,,1,,1,0,0
06ZPQ6-E ,,354,,354,0,0
05V7ZH-E ,,0,,0,0,0
05V7ZM-E ,,1473,,1473,0,0
06ZXFH-E ,,93,,93,0,0
06ZZXD-E ,,0,,0,0,0
070484-E ,,7,,7,0,0
05V80J-E ,10762,3127,10762,3127,0,0
07065H-E ,,18,,18,0,0
0707ND-E ,,6,,6,0,0
05V81C-E ,65733,11165,65733,11165,0,0
0716PW-E ,,41,,41,0,0
07184X-E ,22680,1936,22680,1936,0,0
05V81Q-E ,,3165,,3165,0,0
0718VK-E ,,1,,1,0,0
05V82D-E ,,141,,141,0,0
0718ZT-E ,9146,505,9146,505,0,0
071CC7-E ,,28,,28,0,0
05V954-E ,788,11,788,11,0,0
05V9HD-E ,1900,21,1900,21,0,0
05V9XT-E ,7400,184,7400,184,0,0
071GFS-E ,,2,,2,0,0
05VB6X-E ,472,1,472,1,0,0
05VB79-E ,11045,212,11045,212,0,0
05VBJD-E ,2461,16,2461,16,0,0
05VC1F-E ,,2,,2,0,0
05VCBL-E ,,1190,,1190,0,0
071JJS-E ,,63,,63,0,0
05VCVM-E ,25713,5382,25713,5382,0,0
071LC6-E ,,172,,172,0,0
05VDK5-E ,,17,,17,0,0
06ZJ7S-E ,,21,,21,0,0
05VFH6-E ,9145,1971,9145,1971,0,0
05VFK1-E ,1370,1031,1370,1031,0,0
05VFKM-E ,,214,,214,0,0
05VFKV-E ,3062,126,3062,126,0,0
05VF2H-E ,,16,,16,0,0
05VG9R-E ,600,11,600,11,0,0
05VGBB-E ,172,100,172,100,0,0
05VGC6-E ,44203,27533,44203,27533,0,0
05VGJR-E ,405,293,405,293,0,0
05VGW6-E ,3000,33,3000,33,0,0
05VGSC-E ,1027,1113,1027,1113,0,0
05VH8N-E ,,8,,8,0,0
05VHVJ-E ,163935,106880,163935,106880,0,0
05VHWZ-E ,32867,349,32867,349,0,0
05VJD2-E ,1260,189,1260,189,0,0
05VK0L-E ,4230,501,4230,501,0,0
071TD1-E ,2243,3,2243,3,0,0
05VKX3-E ,863,670,863,670,0,0
05VL3C-E ,882,140,882,140,0,0
05VL59-E ,,80,,80,0,0
05VLD9-E ,,22,,22,0,0
071WPF-E ,264120,3052,264120,3052,0,0
071Z77-E ,,0,,0,0,0
0728B2-E ,,80,,80,0,0
072BX6-E ,,0,,0,0,0
072D3X-E ,,30,,30,0,0
072GB4-E ,,14,,14,0,0
05VMQ4-E ,,938,,938,0,0
05VMW4-E ,40000,288,40000,288,0,0
072GMR-E ,,20,,20,0,0
05VRNL-E ,86644,1235,86644,1235,0,0
072LCH-E ,,2,,2,0,0
05VRRL-E ,5357,1558,5357,1558,0,0
05VRSP-E ,,70,,70,0,0
05VL93-E ,,19,,19,0,0
072LSN-E ,,0,,0,0,0
05VT16-E ,,854,,854,0,0
05VVRL-E ,30461,12525,30461,12525,0,0
05VWDJ-E ,,123,,123,0,0
05VWF0-E ,,0,,0,0,0
05VXGJ-E ,,73,,73,0,0
072LVC-E ,,46,,46,0,0
05VXVB-E ,9979,3601,9979,3601,0,0
072PYS-E ,184836,890,184836,890,0,0
072S15-E ,,171,,171,0,0
0733X1-E ,,0,,0,0,0
05VYZJ-E ,,316,,316,0,0
05VZ2Z-E ,,29,,29,0,0
05W130-E ,,930,,930,0,0
05W1KW-E ,363,129,363,129,0,0
05W2KR-E ,173,127,173,127,0,0
073BKH-E ,,5,,5,0,0
073C51-E ,,717,,717,0,0
073FGX-E ,,2,,2,0,0
05W42R-E ,,2,,2,0,0
05W43F-E ,,46,,46,0,0
073K0X-E ,,15,,15,0,0
05W4GV-E ,,6,,6,0,0
05W4KQ-E ,,47,,47,0,0
05W500-E ,,66,,66,0,0
073PS2-E ,293,14,293,14,0,0
05W562-E ,,237,,237,0,0
073TMR-E ,,250,,250,0,0
05W5D8-E ,527,8,527,8,0,0
05W5GS-E ,9426,395,9426,395,0,0
05W64D-E ,903,127,903,127,0,0
05W6K4-E ,12650,84,12650,84,0,0
05W6RG-E ,1461,45,1461,45,0,0
05W6SG-E ,23427,649,23427,649,0,0
05W6TW-E ,,2,,2,0,0
05W71H-E ,2153,846,2153,846,0,0
05W7F8-E ,,196,,196,0,0
05W7FV-E ,,2544,,2544,0,0
0740YJ-E ,,544,,544,0,0
05W7GM-E ,,46,,46,0,0
05W7Z4-E ,650,0,650,0,0,0
07418G-E ,,9,,9,0,0
05W891-E ,,306,,306,0,0
05W8B2-E ,383,25,383,25,0,0
05W91W-E ,,384,,384,0,0
05W9CN-E ,,1310,,1310,0,0
05W9HD-E ,28000,1397,28000,1397,0,0
05W9HM-E ,,3,,3,0,0
05W9JR-E ,,3,,3,0,0
05W9NM-E ,,108,,108,0,0
05WBRP-E ,,0,,0,0,0
05WCPQ-E ,294,73,294,73,0,0
05WD6P-E ,,0,,0,0,0
05WDNY-E ,347,142,330,142,17,0
05WFG4-E ,,38,,38,0,0
05WFHQ-E ,450,454,576,454,-126,0
05WFL1-E ,1326,71,1326,71,0,0
07497C-E ,,13,,13,0,0
074CX8-E ,446415,8398,446415,8398,0,0
05WH2R-E ,4809,2586,4809,2586,0,0
05WHGC-E ,243,111,243,111,0,0
074J58-E ,,52,,52,0,0
074K8N-E ,,637,,637,0,0
05WLBB-E ,,103,,103,0,0
05WM9Q-E ,829,36,829,36,0,0
05WMCZ-E ,,224,,224,0,0
05WNM1-E ,,15664,,15664,0,0
05WP4Q-E ,201,104,201,104,0,0
074314-E ,,45,,45,0,0
074M7J-E ,,2100,,2100,0,0
05WFV9-E ,,2093,,2093,0,0
074SZ3-E ,,5,,5,0,0
074TDF-E ,,1,,1,0,0
05WPHX-E ,,117,,117,0,0
05WPRX-E ,,104,,104,0,0
05WPSP-E ,,6127,,6127,0,0
05WQH4-E ,10624,2032,10624,2032,0,0
074VKT-E ,,84,,84,0,0
05WQMH-E ,469,347,469,347,0,0
05WQQN-E ,232,0,232,0,0,0
05WR1G-E ,,283,,283,0,0
05WRFR-E ,3200,67,3200,67,0,0
05WRKV-E ,,100,,100,0,0
05WRKZ-E ,28428,495,28428,495,0,0
05WRZC-E ,,228,,228,0,0
05WS09-E ,768,250,768,250,0,0
05WS3T-E ,1703,1356,1703,1356,0,0
074W5J-E ,,1,,1,0,0
05WS8R-E ,,728,,728,0,0
05WSJ6-E ,3000,146,3000,146,0,0
05WSYW-E ,21735,2694,21735,2694,0,0
05WT7N-E ,1727,298,1727,298,0,0
05WT7Q-E ,,286,,286,0,0
05WT83-E ,,1677,,1677,0,0
05WTHV-E ,841,604,841,604,0,0
05WTPN-E ,1028,410,1028,410,0,0
05WV4N-E ,,95,,95,0,0
05WVBF-E ,,68,,68,0,0
05WVC0-E ,,22,,22,0,0
05WVCD-E ,,89,,89,0,0
074XLK-E ,,2,,2,0,0
05WVTC-E ,4196,111,4196,111,0,0
05X3CL-E ,4679,4429,4679,4429,0,0
07556C-E ,70,5,70,5,0,0
05WXLN-E ,11338,8536,11338,8536,0,0
05WXLP-E ,,430,,430,0,0
05WY6P-E ,435,128,435,128,0,0
05WYW2-E ,,138,,138,0,0
05X00W-E ,,132,,132,0,0
05X15Z-E ,1173,56,1173,56,0,0
05X26R-E ,,3533,,3533,0,0
05X2D5-E ,,42,,42,0,0
05X2RV-E ,27,4,27,4,0,0
05X2Y3-E ,,82,,82,0,0
0756NV-E ,,20,,20,0,0
0759ST-E ,140109,23,140109,23,0,0
05X32D-E ,384,18,384,18,0,0
05X34R-E ,9145,22,9145,22,0,0
075JTG-E ,,25,,25,0,0
05X3NH-E ,,646,,646,0,0
05X3XY-E ,1383,14,1383,14,0,0
05X48K-E ,850,195,850,195,0,0
05X4GZ-E ,,5,,5,0,0
05X563-E ,,30,,30,0,0
05X577-E ,289,30,289,30,0,0
05X5JN-E ,8920,902,8920,902,0,0
05X5K8-E ,,3,,3,0,0
05X623-E ,,29,,29,0,0
05X6GR-E ,,54,,54,0,0
05X8MQ-E ,6304,210,6304,210,0,0
075PYW-E ,,883,,883,0,0
075Q4W-E ,,18,,18,0,0
05XB0H-E ,854,723,854,723,0,0
05XB3Q-E ,,106,,106,0,0
05XD9N-E ,,1,,1,0,0
05XF17-E ,,62,,62,0,0
05XF2C-E ,,165,,165,0,0
05XF2G-E ,41153,22789,41153,22789,0,0
075QSK-E ,65,11,65,11,0,0
075RKK-E ,,266,,266,0,0
05YGV3-E ,,23,,23,0,0
05YHGX-E ,,1,,1,0,0
05YHNL-E ,2390,354,2390,354,0,0
075TTV-E ,,0,,0,0,0
05YJ8M-E ,728,44,776,44,-48,0
05YLHT-E ,,89,,89,0,0
0760XX-E ,,12,,12,0,0
05YM6Q-E ,5700,155,5700,155,0,0
05YM7D-E ,,78,,78,0,0
05YM9M-E ,13141,1013,13141,1013,0,0
05X8MP-E ,1425,115,1425,115,0,0
075L31-E ,,413,,413,0,0
05YMD3-E ,566,10,566,10,0,0
05YMJM-E ,,183,,183,0,0
0761M3-E ,42476,18,42476,18,0,0
05YN66-E ,616,273,616,273,0,0
05YP5B-E ,,49,,49,0,0
05YQH7-E ,781,101,781,101,0,0
05YQZJ-E ,49482,30401,49482,30401,0,0
05YRX2-E ,41,6,41,6,0,0
05YTGT-E ,342,270,342,270,0,0
05YTTZ-E ,800,20,800,20,0,0
076200-E ,1800,1,1800,1,0,0
0762JJ-E ,,33,,33,0,0
05YVVX-E ,50,3,50,3,0,0
05YW46-E ,,42,,42,0,0
05YW84-E ,,665,,665,0,0
05YWS1-E ,,8,,8,0,0
076438-E ,,0,,0,0,0
05YXVC-E ,,33,,33,0,0
05YY4Y-E ,,5,,5,0,0
05YY86-E ,,7,,7,0,0
05YZB7-E ,,12,,12,0,0
05YZTN-E ,1500,0,1500,0,0,0
05Z0PX-E ,37000,7868,37000,7868,0,0
05Z0QS-E ,2375,0,2375,0,0,0
05Z0ZM-E ,2332,1727,2332,1727,0,0
05Z26P-E ,,463,,463,0,0
05Z3B4-E ,,501,,501,0,0
05Z3RN-E ,,3,,3,0,0
05Z51R-E ,75,1,75,1,0,0
05Z588-E ,,272,,272,0,0
05Z5C4-E ,,167,,167,0,0
05Z655-E ,800,1,800,1,0,0
05Z6M9-E ,,576,,576,0,0
05Z6RQ-E ,,11,,11,0,0
05ZBYB-E ,658,569,658,569,0,0
05Z8MP-E ,134,125,134,125,0,0
05Z8PM-E ,,23,NO DATA,NO DATA,---,---
05Z8RB-E ,1249,30,1249,30,0,0
05Z9G0-E ,10804,10198,10804,10198,0,0
05Z9N2-E ,3934,0,3934,0,0,0
05Z9W7-E ,,2840,,2840,0,0
05ZBBN-E ,118347,17309,118347,17309,0,0
0766MW-E ,,21,,21,0,0
0767SN-E ,,123,,123,0,0
05ZBV7-E ,91196,11150,91196,11150,0,0
05ZBWW-E ,1000,85,1000,85,0,0
05ZC6C-E ,30500,1372,30500,1372,0,0
05ZCFY-E ,439,70,439,70,0,0
05ZCTV-E ,,303,,303,0,0
05ZCXQ-E ,9000,6,9000,6,0,0
05ZCYB-E ,,8,,8,0,0
05ZDG7-E ,12829,2792,12829,2792,0,0
05ZDH0-E ,,3,,3,0,0
05ZDHR-E ,,321,,321,0,0
05ZDM7-E ,244,190,238,190,6,0
05ZDY2-E ,10395,2293,10395,2293,0,0
05ZDYC-E ,17444,4208,17444,4208,0,0
05ZFJ5-E ,2517,1774,2517,1774,0,0
05ZFMP-E ,714,86,714,86,0,0
05ZK70-E ,19275,219,19275,219,0,0
05ZH4B-E ,,3,,3,0,0
05ZH6L-E ,30456,4822,30456,4822,0,0
05ZHM9-E ,65741,20247,65741,20247,0,0
05ZHZV-E ,,40,,40,0,0
05ZJ0C-E ,,2,,2,0,0
05ZJ4W-E ,10,3,10,3,0,0
05ZJLG-E ,4513,3747,4513,3747,0,0
076H9T-E ,,1,,1,0,0
05ZKD2-E ,4405,467,4405,467,0,0
05ZKWV-E ,644,279,612,279,32,0
05ZLW9-E ,1252,514,1252,514,0,0
05ZLYF-E ,250,57,250,57,0,0
05ZM1G-E ,1587,4,1587,4,0,0
05ZM3Q-E ,856,45,856,45,0,0
05ZMDS-E ,2469,1708,2469,1708,0,0
05ZN2K-E ,706,283,706,283,0,0
05ZN8F-E ,913,308,913,308,0,0
05ZNDB-E ,67303,1047,67303,1047,0,0
05ZNNT-E ,4339,105,4339,105,0,0
05ZNP9-E ,,137,,137,0,0
05ZNRW-E ,981,136,981,136,0,0
076P9W-E ,,242,,242,0,0
05ZL5H-E ,700,0,700,0,0,0
076MJJ-E ,,966,,966,0,0
05ZJ4P-E ,,480,,480,0,0
05ZT40-E ,,1497,,1497,0,0
05ZP03-E ,245387,13241,245387,13241,0,0
076PH5-E ,,0,,0,0,0
05ZQ3Z-E ,,4,,4,0,0
05ZQQG-E ,1977,344,1977,344,0,0
05ZR65-E ,,37,,37,0,0
0774TT-E ,125152,856,125152,856,0,0
05ZRDR-E ,43435,9395,43435,9395,0,0
05ZSKM-E ,,2421,,2421,0,0
05ZSRP-E ,84652,7,84652,7,0,0
0777C6-E ,3153057,5841,3153057,5841,0,0
05ZVF3-E ,3000,786,3000,786,0,0
05ZWC4-E ,320,301,320,301,0,0
0779BK-E ,,14,,14,0,0
05ZWN5-E ,,6,,6,0,0
05ZX6R-E ,,162,,162,0,0
077CNQ-E ,,3,,3,0,0
05ZXV7-E ,,458,,458,0,0
05ZXWR-E ,,503,,503,0,0
05ZY1R-E ,2031,0,2031,0,0,0
077HT1-E ,,7,,7,0,0
05ZY64-E ,,17,,17,0,0
077QC0-E ,,311,,311,0,0
05ZYBJ-E ,,6813,,6813,0,0
05ZYCT-E ,,65,,65,0,0
05ZYFF-E ,,2104,,2104,0,0
05ZYV1-E ,,1112,,1112,0,0
077QYF-E ,,321,,321,0,0
05ZZZW-E ,115,77,115,77,0,0
0600W9-E ,,3,,3,0,0
0600Y2-E ,611,267,611,267,0,0
06010D-E ,444,0,444,0,0,0
077WLM-E ,38234,918,38234,918,0,0
0781R3-E ,,1187,,1187,0,0
06019X-E ,,41,,41,0,0
0601L5-E ,,15,,15,0,0
07700K-E ,,278,,278,0,0
0603LG-E ,964,213,964,213,0,0
06075T-E ,,25,,25,0,0
0602PF-E ,132,45,110,45,22,0
06030S-E ,1271,234,1271,234,0,0
060382-E ,1160,6,1160,6,0,0
06038C-E ,29,1,29,1,0,0
06039K-E ,527,0,527,0,0,0
0603C7-E ,4830,1283,4830,1283,0,0
0604C7-E ,,2,,2,0,0
060524-E ,307,33,350,33,-43,0
0605CZ-E ,3918,164,3918,164,0,0
0605XC-E ,55000,11761,55000,11761,0,0
06069X-E ,15793,9481,15793,9481,0,0
0606CR-E ,104700,44699,104700,44699,0,0
0606NV-E ,4568,3303,4568,3303,0,0
06071Q-E ,,9,,9,0,0
06075W-E ,,72,,72,0,0
06078Q-E ,,225,,225,0,0
0607MP-E ,,219,,219,0,0
0788P7-E ,,110,,110,0,0
060868-E ,,418,,418,0,0
0608ST-E ,388,0,388,0,0,0
0608ZD-E ,,140,,140,0,0
078V99-E ,,2,,2,0,0
0609WS-E ,5000,0,5000,0,0,0
060B3Q-E ,,52,,52,0,0
060BRL-E ,,167,,167,0,0
0607RV-E ,6202,2154,6202,2154,0,0
078F8P-E ,,13046,,13046,0,0
060C9G-E ,,13,,13,0,0
078VR8-E ,,0,,0,0,0
060CKS-E ,22946,2587,10989,2587,11957,0
060CW2-E ,2769,1915,2769,1915,0,0
060D34-E ,10805,2550,10805,2550,0,0
0798PS-E ,,255,,255,0,0
060D3K-E ,922,140,922,140,0,0
060DLZ-E ,104869,12935,104869,12935,0,0
0798X5-E ,,807,,807,0,0
079S6Y-E ,,734,,734,0,0
060DTF-E ,93607,21688,93607,21688,0,0
060DW3-E ,,3,,3,0,0
07B6H2-E ,,8,,8,0,0
060FQ3-E ,861,425,861,425,0,0
07BD3D-E ,,544,,544,0,0
060G2H-E ,4015,253,4015,253,0,0
060G9T-E ,,78,,78,0,0
07BK7K-E ,,3018,,3018,0,0
060J74-E ,,21,,21,0,0
060JQD-E ,,4,,4,0,0
07C8RT-E ,,512,,512,0,0
060K8R-E ,20166,12141,20744,12141,-578,0
060L7R-E ,,24,,24,0,0
060LBX-E ,,7022,,7022,0,0
060LC4-E ,9300,1,9300,1,0,0
07CHYZ-E ,,40,,40,0,0
060LRN-E ,11717,68,11717,68,0,0
060LWY-E ,88,43,88,43,0,0
060M16-E ,4883,969,4883,969,0,0
060M5Y-E ,,324,,324,0,0
07CY3X-E ,,63,,63,0,0
060MCB-E ,,240,,240,0,0
060N9Y-E ,15392,4009,15392,4009,0,0
060NCW-E ,,32,,32,0,0
060NNW-E ,857363,170,857363,170,0,0
060P4P-E ,,52,,52,0,0
060QLQ-E ,,1,,1,0,0
060Q5F-E ,,138,,138,0,0
07CYS2-E ,537,26,520,26,17,0
07D0VZ-E ,,122,,122,0,0
060R2T-E ,7822,55,7822,55,0,0
07D2CW-E ,,48,,48,0,0
060R5G-E ,,498,,498,0,0
060R5H-E ,,1648,,1648,0,0
060S25-E ,,201741,,201741,0,0
060SGP-E ,,3,,3,0,0
060SGZ-E ,12369,11379,12369,11379,0,0
060SNS-E ,9753,903,9753,903,0,0
060SWT-E ,11000,1253,11000,1253,0,0
07D2WQ-E ,,39,,39,0,0
060TM1-E ,,14,,14,0,0
07DC7R-E ,,202,,202,0,0
060V49-E ,,92,,92,0,0
07DFQD-E ,46238,585,46238,585,0,0
07DLM1-E ,,6,,6,0,0
07DS8P-E ,,14,,14,0,0
07F00K-E ,184275,4254,184275,4254,0,0
060W0W-E ,,96,,96,0,0
07F3QQ-E ,,11,,11,0,0
060WG9-E ,11034,0,11034,0,0,0
060WKT-E ,2516,725,2516,725,0,0
060WLM-E ,,29085,,29085,0,0
060R9V-E ,19235,7751,19235,7751,0,0
060X04-E ,29130,2994,29130,2994,0,0
060XN4-E ,,13,,13,0,0
0610MF-E ,113286,56,113286,56,0,0
060XWW-E ,,371,,371,0,0
060Y60-E ,,12,,12,0,0
07FRJK-E ,55713,271,55713,271,0,0
060YMK-E ,224568,58936,224568,58936,0,0
060YRJ-E ,,2069,,2069,0,0
060Z0S-E ,,669,,669,0,0
060Z62-E ,711,146,711,146,0,0
060ZTP-E ,1324,406,1324,406,0,0
06106L-E ,4500,298,4500,298,0,0
061098-E ,6000,1768,6000,1768,0,0
06114M-E ,190,129,190,129,0,0
0611FT-E ,2000,35,2000,35,0,0
07FTBZ-E ,659,5,659,5,0,0
0611J3-E ,,45,,45,0,0
07FWKW-E ,,30,,30,0,0
07FYH4-E ,,22,,22,0,0
07G276-E ,,91,,91,0,0
07G3RQ-E ,,23,,23,0,0
06126X-E ,1856,677,1856,677,0,0
06127Z-E ,,149,,149,0,0
061284-E ,,342,,342,0,0
061299-E ,2136,123,2136,123,0,0
0612GZ-E ,118751,10180,118751,10180,0,0
0612T5-E ,200,110,200,110,0,0
0612YR-E ,692,622,692,622,0,0
06132L-E ,292,237,292,237,0,0
07G3SP-E ,,0,,0,0,0
07G4BP-E ,,289,,289,0,0
0613TK-E ,419,309,419,309,0,0
07G6QH-E ,,1,,1,0,0
06128S-E ,,111,,111,0,0
06149J-E ,14849,4887,14849,4887,0,0
0614TN-E ,1794,172,1794,172,0,0
0614WY-E ,6300,926,6300,926,0,0
0615BB-E ,1500,88,1500,88,0,0
0615JS-E ,,829,,829,0,0
0615V5-E ,,50,,50,0,0
0615V7-E ,,17,,17,0,0
0614J6-E ,,10,,10,0,0
07GCJ2-E ,,33,,33,0,0
0616QL-E ,,62,,62,0,0
07GF2S-E ,,12,,12,0,0
07GFDZ-E ,,9,,9,0,0
07GHW2-E ,,15,,15,0,0
061733-E ,1458031,4995,1458031,4995,0,0
07GK9K-E ,,35,,35,0,0
07GQ1F-E ,,1,,1,0,0
0617CB-E ,425,0,425,0,0,0
0617QK-E ,400,216,400,216,0,0
061863-E ,,8379,,8379,0,0
0618D7-E ,27892,6396,27892,6396,0,0
0618F5-E ,6326,2389,6326,2389,0,0
0618KM-E ,,6904,,6904,0,0
0618X0-E ,90,22,90,22,0,0
0618XT-E ,,179,,179,0,0
0618YQ-E ,,2,,2,0,0
0619CS-E ,,20,,20,0,0
0619HW-E ,,18,,18,0,0
0619W3-E ,,0,,0,0,0
07GRT3-E ,,34,,34,0,0
061BCB-E ,,0,,0,0,0
07GTGN-E ,,3360,,3360,0,0
07GVT4-E ,,74,,74,0,0
061BR0-E ,10,1,10,1,0,0
061BWQ-E ,,6600,,6600,0,0
061BX4-E ,,3163,,3163,0,0
0616MY-E ,,406,,406,0,0
07GXN5-E ,30,0,30,0,0,0
061B56-E ,1301,895,1301,895,0,0
061CJS-E ,21,2147,21,2147,0,0
07H0QC-E ,,35,,35,0,0
061DXL-E ,,6150,,6150,0,0
061DYG-E ,,113,,113,0,0
061F8P-E ,450,30,450,30,0,0
07HCVN-E ,,0,,0,0,0
061GQF-E ,,204,,204,0,0
061GYV-E ,51,25,51,25,0,0
061H74-E ,,257,,257,0,0
061H9P-E ,,1872,,1872,0,0
