factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM
05MGXL-E ,6843.0,407,N/A,N/A
06FMJP-E ,,356,N/A,N/A
05MHV5-E ,,1431,N/A,N/A
06FTHJ-E ,,0,N/A,N/A
05MKDZ-E ,3800.0,150,N/A,N/A
05MKJ0-E ,631.0,473,N/A,N/A
05MKJL-E ,195.0,7,N/A,N/A
05MKKF-E ,8.0,0,N/A,N/A
05MKKQ-E ,,27,N/A,N/A
05MKVR-E ,212.0,121,N/A,N/A
05ML4H-E ,143.0,97,N/A,N/A
05MLCR-E ,,272,N/A,N/A
06FV15-E ,,8,N/A,N/A
05MLW5-E ,140000.0,1708,N/A,N/A
05MLZL-E ,,24,N/A,N/A
05MLZQ-E ,,32,N/A,N/A
05MM26-E ,,107,N/A,N/A
05MM4Q-E ,461.0,12,N/A,N/A
05MM82-E ,,533,N/A,N/A
05MMG1-E ,685.0,327,N/A,N/A
05MMKX-E ,,152,N/A,N/A
05MMPK-E ,32397.0,8680,N/A,N/A
05MMYQ-E ,,23,N/A,N/A
06G23X-E ,,23,N/A,N/A
05MNH2-E ,622.0,355,N/A,N/A
05MNW5-E ,643.0,36,N/A,N/A
05MNWG-E ,1333.0,670,N/A,N/A
05MP64-E ,17265.0,875,N/A,N/A
05MPPK-E ,2.0,7,N/A,N/A
05MPS0-E ,1896.0,80,N/A,N/A
05MPT5-E ,,29,N/A,N/A
06G8BQ-E ,859.0,0,N/A,N/A
06G8DB-E ,,253,N/A,N/A
05MQFW-E ,,49,N/A,N/A
05MQGK-E ,,978,N/A,N/A
05MQQT-E ,,18,N/A,N/A
05MR0J-E ,,0,N/A,N/A
06G8JH-E ,,0,N/A,N/A
05MRJ9-E ,294.0,166,N/A,N/A
06GBDJ-E ,,6,N/A,N/A
06GF5Q-E ,,3,N/A,N/A
05MRSJ-E ,3.0,20,N/A,N/A
05MRZQ-E ,4000.0,66,N/A,N/A
05MS0W-E ,2685.0,1398,N/A,N/A
06GJ11-E ,,232,N/A,N/A
05MS74-E ,38.0,24,N/A,N/A
05MS7R-E ,709.0,314,N/A,N/A
05MSDR-E ,,63,N/A,N/A
05MSJD-E ,9.0,8,N/A,N/A
05MSMB-E ,,14,N/A,N/A
05MSWB-E ,940.0,826,N/A,N/A
06GMG4-E ,,4,N/A,N/A
06GTW4-E ,,46,N/A,N/A
05MT4L-E ,561.0,320,N/A,N/A
05MT87-E ,410.0,286,N/A,N/A
05MTD6-E ,850.0,16,N/A,N/A
06GYL8-E ,1498.0,374,N/A,N/A
06GZKP-E ,75817.0,1246,N/A,N/A
05MW84-E ,,225,N/A,N/A
05MWZ6-E ,,565,N/A,N/A
05MX1B-E ,,725,N/A,N/A
05MY6R-E ,,275,N/A,N/A
05MYDK-E ,352.0,208,N/A,N/A
05MYJG-E ,,16482,N/A,N/A
05MYM5-E ,6250.0,0,N/A,N/A
05MZ1Y-E ,,2153,N/A,N/A
05N0RG-E ,274.0,229,N/A,N/A
05N0Z8-E ,1572.0,413,N/A,N/A
05N1W4-E ,6478.0,546,N/A,N/A
05N1ZB-E ,29849.0,314,N/A,N/A
05N4CM-E ,3074.0,126,N/A,N/A
06H1JG-E ,,2568,N/A,N/A
06H025-E ,,26615,N/A,N/A
05N4PC-E ,4610.0,3117,N/A,N/A
05N4PZ-E ,,57,N/A,N/A
05N5MM-E ,121.0,0,N/A,N/A
05N5Z8-E ,,4,N/A,N/A
05N62L-E ,,49,N/A,N/A
05N6BH-E ,,0,N/A,N/A
05N6P3-E ,3425.0,774,N/A,N/A
05N6PZ-E ,,8,N/A,N/A
06H2GX-E ,19328.0,102,N/A,N/A
05N8B0-E ,,475,N/A,N/A
06H5HY-E ,,1,N/A,N/A
06HB1W-E ,,13,N/A,N/A
05NC1X-E ,,53,N/A,N/A
05NCHY-E ,440.0,303,N/A,N/A
05NCLR-E ,13718.0,1950,N/A,N/A
06HPTR-E ,,10,N/A,N/A
05NDLZ-E ,47609.0,699,N/A,N/A
05NDVD-E ,625.0,88,N/A,N/A
05NDVW-E ,18600.0,7360,N/A,N/A
06HTKR-E ,,0,N/A,N/A
06J4M6-E ,,236,N/A,N/A
05NFB8-E ,,3351,N/A,N/A
06JCFR-E ,,0,N/A,N/A
06JRHY-E ,64291.0,891,N/A,N/A
05NG09-E ,,239,N/A,N/A
05NG9G-E ,,138,N/A,N/A
05NGBF-E ,,7,N/A,N/A
06JSF2-E ,,10,N/A,N/A
05NH87-E ,1600.0,121,N/A,N/A
05NHFR-E ,,34,N/A,N/A
06JTVF-E ,,5,N/A,N/A
06JX2N-E ,,282,N/A,N/A
05NHZ4-E ,7074.0,2921,N/A,N/A
05NJNS-E ,,674,N/A,N/A
06K3N1-E ,,1,N/A,N/A
05NKJ0-E ,,2,N/A,N/A
05NKJ8-E ,,298,N/A,N/A
05NKNY-E ,1021.0,0,N/A,N/A
06KCH5-E ,,106,N/A,N/A
06KCZY-E ,,72,N/A,N/A
06KG6T-E ,,130,N/A,N/A
06HR2W-E ,,3,N/A,N/A
05NM1V-E ,1855.0,50,N/A,N/A
05NM5H-E ,,39,N/A,N/A
05NM7S-E ,,442,N/A,N/A
05NMCK-E ,,54,N/A,N/A
05NNRP-E ,,12,N/A,N/A
06KQ3M-E ,23.0,1,N/A,N/A
05NP41-E ,,4420,N/A,N/A
05NQG2-E ,2700.0,284,N/A,N/A
05NQH0-E ,,187,N/A,N/A
05NQW8-E ,,116,N/A,N/A
06KTQV-E ,,45,N/A,N/A
05NRRD-E ,240.0,176,N/A,N/A
05NRSG-E ,324.0,153,N/A,N/A
06KX99-E ,,20,N/A,N/A
05NSLR-E ,,27,N/A,N/A
05NSMN-E ,695.0,0,N/A,N/A
05NSRR-E ,445.0,347,N/A,N/A
05NSX0-E ,220.0,47,N/A,N/A
05NT50-E ,260.0,6,N/A,N/A
05NT57-E ,813.0,27,N/A,N/A
05NT9D-E ,,5,N/A,N/A
05NTSM-E ,,9,N/A,N/A
06KZ88-E ,,3,N/A,N/A
05NVLS-E ,2524.0,14,N/A,N/A
05NW1W-E ,1800.0,139,N/A,N/A
05NWR2-E ,700.0,142,N/A,N/A
05NWTW-E ,,78,N/A,N/A
06L1TD-E ,,870,N/A,N/A
05NSK8-E ,52687.0,4681,N/A,N/A
05NX01-E ,404.0,0,N/A,N/A
05NX26-E ,,0,N/A,N/A
05NXHK-E ,,334,N/A,N/A
05NY1B-E ,957.0,22,N/A,N/A
05NY1C-E ,5826.0,1071,N/A,N/A
05NYPF-E ,800.0,116,N/A,N/A
05NZ0J-E ,83.0,3,N/A,N/A
05NZ3P-E ,,1261,N/A,N/A
05NZ6W-E ,,0,N/A,N/A
05NZ7C-E ,286.0,3,N/A,N/A
05P00B-E ,,67,N/A,N/A
05P1LV-E ,,28,N/A,N/A
05P1N6-E ,740.0,16,N/A,N/A
05P1ZR-E ,4000.0,2,N/A,N/A
05P2KM-E ,6800.0,3077,N/A,N/A
05P2LW-E ,901.0,5,N/A,N/A
06L6V8-E ,,13,N/A,N/A
05P5CR-E ,216750.0,6095,N/A,N/A
05P5HT-E ,,451,N/A,N/A
06LDJF-E ,,28,N/A,N/A
05P6X6-E ,,8,N/A,N/A
05PCMH-E ,11684.0,10264,N/A,N/A
05P7T5-E ,1977.0,257,N/A,N/A
06LDLY-E ,,89,N/A,N/A
05P8JC-E ,,889,N/A,N/A
06LDV1-E ,,6,N/A,N/A
05P9DC-E ,,1103,N/A,N/A
05PB4T-E ,,1,N/A,N/A
05PCPC-E ,282.0,154,N/A,N/A
05PDRZ-E ,,2721,N/A,N/A
06LL3J-E ,,31,N/A,N/A
05PFFZ-E ,1285.0,621,N/A,N/A
05PG7S-E ,24736.0,23373,N/A,N/A
05PGY3-E ,,151,N/A,N/A
05PGZX-E ,,2,N/A,N/A
06LLR3-E ,,16,N/A,N/A
05PHWT-E ,35799.0,1732,N/A,N/A
06LKTD-E ,,642,N/A,N/A
05PJ87-E ,,115,N/A,N/A
05PJCP-E ,,1540,N/A,N/A
05PKND-E ,7270.0,4138,N/A,N/A
05PLDK-E ,338.0,144,N/A,N/A
05PLGR-E ,100.0,430,N/A,N/A
05PMRR-E ,4700.0,502,N/A,N/A
05PN3Q-E ,,535,N/A,N/A
05PNCY-E ,,72,N/A,N/A
06LKVF-E ,6590.0,28,N/A,N/A
05PN7C-E ,2665.0,2146,N/A,N/A
05PP01-E ,401.0,168,N/A,N/A
05PP2T-E ,1245.0,480,N/A,N/A
06LT3B-E ,,36,N/A,N/A
06M5NQ-E ,,3,N/A,N/A
05PQDL-E ,37735.0,695,N/A,N/A
05PQHB-E ,,826,N/A,N/A
05PQHF-E ,,203,N/A,N/A
05PQMJ-E ,501.0,331,N/A,N/A
05PQRZ-E ,171.0,122,N/A,N/A
05PQX3-E ,798.0,278,N/A,N/A
05PRB3-E ,168.0,106,N/A,N/A
05PRVV-E ,195.0,108,N/A,N/A
05PT5C-E ,258.0,99,N/A,N/A
05PT8J-E ,,12,N/A,N/A
05PTV9-E ,370.0,172,N/A,N/A
06M7GN-E ,909.0,174,N/A,N/A
05PVLP-E ,,100,N/A,N/A
05PW0Y-E ,563.0,263,N/A,N/A
05PW13-E ,,901,N/A,N/A
06MC4C-E ,,2,N/A,N/A
05PW4T-E ,1215.0,963,N/A,N/A
05PX25-E ,235.0,149,N/A,N/A
05PX95-E ,,57,N/A,N/A
05PXQS-E ,37.0,21,N/A,N/A
05PXRQ-E ,209.0,149,N/A,N/A
05PXW6-E ,496.0,180,N/A,N/A
05PY4X-E ,26093.0,14806,N/A,N/A
05PY7P-E ,400.0,219,N/A,N/A
05PY9Q-E ,2391.0,222,N/A,N/A
05PYF3-E ,210.0,116,N/A,N/A
06MCRB-E ,,10,N/A,N/A
05PZ29-E ,667.0,289,N/A,N/A
05PZ5N-E ,61.0,24,N/A,N/A
06MFRG-E ,,673,N/A,N/A
05PZV5-E ,10006.0,9087,N/A,N/A
05Q012-E ,284.0,41,N/A,N/A
05Q0J3-E ,26720.0,2079,N/A,N/A
05Q0M6-E ,1561.0,1000,N/A,N/A
05Q0XH-E ,,2856,N/A,N/A
05Q21W-E ,,808,N/A,N/A
05Q22M-E ,,5,N/A,N/A
05Q2XS-E ,,29,N/A,N/A
05Q2ZV-E ,,35,N/A,N/A
05Q31V-E ,,5,N/A,N/A
05Q3VB-E ,,252,N/A,N/A
05Q434-E ,7000.0,0,N/A,N/A
06MGF8-E ,,392,N/A,N/A
05QW89-E ,,356,N/A,N/A
05Q47Z-E ,,1154,N/A,N/A
05Q5JJ-E ,,0,N/A,N/A
05Q6FJ-E ,68322.0,1439,N/A,N/A
06ML2W-E ,,145,N/A,N/A
05Q8QS-E ,2195.0,0,N/A,N/A
05Q90T-E ,,29,N/A,N/A
05Q92M-E ,70727.0,3502,N/A,N/A
05Q931-E ,,278,N/A,N/A
05QBT3-E ,201816.0,186466,N/A,N/A
05QDQ7-E ,,4332,N/A,N/A
06MP5D-E ,,17,N/A,N/A
05QKJC-E ,719.0,339,N/A,N/A
06MPHB-E ,,4,N/A,N/A
06MWTN-E ,,0,N/A,N/A
05QL3J-E ,890.0,314,N/A,N/A
05QMVD-E ,20035.0,16764,N/A,N/A
05QMZC-E ,,314,N/A,N/A
05QP28-E ,,0,N/A,N/A
06N14N-E ,,189,N/A,N/A
05QR9Z-E ,3706.0,2805,N/A,N/A
05QRZ0-E ,,84,N/A,N/A
05QTY5-E ,582.0,261,N/A,N/A
06N2FX-E ,,85,N/A,N/A
05R0FL-E ,,10,N/A,N/A
05R189-E ,420.0,33,N/A,N/A
06N2JJ-E ,,4505,N/A,N/A
05R32B-E ,,123,N/A,N/A
06N2RP-E ,,908,N/A,N/A
05R3FC-E ,,161,N/A,N/A
05R3GK-E ,,52,N/A,N/A
05R5DR-E ,,0,N/A,N/A
05R5QK-E ,,7,N/A,N/A
05R5VY-E ,4154.0,753,N/A,N/A
06ML2D-E ,,1322,N/A,N/A
06N98V-E ,,0,N/A,N/A
06MZFL-E ,,1,N/A,N/A
06NCF4-E ,2965.0,25,N/A,N/A
05RC7C-E ,370.0,352,N/A,N/A
05R734-E ,,19,N/A,N/A
05R7BJ-E ,,33,N/A,N/A
05R7MM-E ,2119.0,621,N/A,N/A
05R8ZR-E ,,13,N/A,N/A
05R9N6-E ,,298,N/A,N/A
05R9NT-E ,,359,N/A,N/A
06NSGW-E ,,83,N/A,N/A
06NV08-E ,,2,N/A,N/A
05RDPK-E ,,387,N/A,N/A
05RDSY-E ,,68,N/A,N/A
05RDZY-E ,,136,N/A,N/A
05RDZZ-E ,850.0,1,N/A,N/A
05RFQN-E ,,13308,N/A,N/A
05RHDT-E ,828.0,3,N/A,N/A
05RJCH-E ,1549.0,277,N/A,N/A
05RK9D-E ,,5039,N/A,N/A
05RLC5-E ,,334,N/A,N/A
05RN7X-E ,,7,N/A,N/A
05RPN9-E ,,0,N/A,N/A
05RQFN-E ,,2990,N/A,N/A
05RQFT-E ,,29,N/A,N/A
06NV3P-E ,2414.0,280,N/A,N/A
05RQXG-E ,,3981,N/A,N/A
05RQYS-E ,,329,N/A,N/A
05RRMW-E ,774.0,689,N/A,N/A
05RSLQ-E ,,8272,N/A,N/A
06NWR9-E ,1942.0,299,N/A,N/A
05RW8N-E ,37746.0,482,N/A,N/A
05RZLY-E ,,88,N/A,N/A
05S0LY-E ,,1,N/A,N/A
06NX72-E ,,393,N/A,N/A
05S32X-E ,9500.0,579,N/A,N/A
05S369-E ,7528.0,350,N/A,N/A
05S53P-E ,1311.0,98,N/A,N/A
05S5L2-E ,401.0,200,N/A,N/A
06P1QJ-E ,,355,N/A,N/A
06P6QV-E ,7996.0,206,N/A,N/A
05S8KZ-E ,191.0,83,N/A,N/A
05S9ZW-E ,,1043,N/A,N/A
05SB4Q-E ,204.0,79,N/A,N/A
05RW9F-E ,,1963,N/A,N/A
05SB6K-E ,979.0,614,N/A,N/A
05SC7T-E ,609.0,280,N/A,N/A
05SC8M-E ,574.0,351,N/A,N/A
05SC8Y-E ,4418.0,790,N/A,N/A
05SDCT-E ,,264,N/A,N/A
06PFV9-E ,,53,N/A,N/A
05SDPT-E ,,1,N/A,N/A
05SF32-E ,,10,N/A,N/A
05SF3V-E ,,0,N/A,N/A
05SF3Y-E ,,35,N/A,N/A
06PG2B-E ,,211,N/A,N/A
05SFRR-E ,945.0,1094,N/A,N/A
05SG0L-E ,,5427,N/A,N/A
05SG6R-E ,154947.0,94974,N/A,N/A
06PG2X-E ,,8,N/A,N/A
06PH8R-E ,,22,N/A,N/A
06PV8R-E ,1300.0,14,N/A,N/A
05SHMR-E ,,1376,N/A,N/A
06PVXR-E ,24197.0,980,N/A,N/A
05SHWJ-E ,,26,N/A,N/A
05SHZS-E ,,80,N/A,N/A
05SJFL-E ,2856.0,172,N/A,N/A
05SJRH-E ,31652.0,2581,N/A,N/A
06PZZV-E ,,1,N/A,N/A
05SJYC-E ,52813.0,6648,N/A,N/A
05SJZ8-E ,,67,N/A,N/A
06Q2SS-E ,,2,N/A,N/A
05SK3J-E ,,33,N/A,N/A
05SKJR-E ,3084.0,0,N/A,N/A
06Q5QG-E ,,11,N/A,N/A
06QFVZ-E ,,0,N/A,N/A
05SL5H-E ,,1164,N/A,N/A
06QHLT-E ,,8,N/A,N/A
06PVZW-E ,,42,N/A,N/A
05STRL-E ,25403.0,24563,N/A,N/A
05SLSP-E ,200.0,25,N/A,N/A
05SW8P-E ,,652,N/A,N/A
06QX32-E ,,6,N/A,N/A
05SPDF-E ,,375,N/A,N/A
05SQDG-E ,15448.0,801,N/A,N/A
06QYS9-E ,,3,N/A,N/A
06R1ZP-E ,,191,N/A,N/A
06R80P-E ,123.0,68,N/A,N/A
05SRMM-E ,4353.0,446,N/A,N/A
05SRS6-E ,,6,N/A,N/A
05SRYS-E ,,32,N/A,N/A
06RK8Z-E ,,0,N/A,N/A
06RKVR-E ,9000.0,7,N/A,N/A
06S2X9-E ,,46,N/A,N/A
05SV3G-E ,6145.0,340,N/A,N/A
06S4M3-E ,,52,N/A,N/A
05SV43-E ,,194,N/A,N/A
05SVSP-E ,920.0,314,N/A,N/A
06STRD-E ,,5,N/A,N/A
06T1RZ-E ,,0,N/A,N/A
05SWJ4-E ,4630.0,0,N/A,N/A
05SYFD-E ,,18,N/A,N/A
05SYKJ-E ,,9129,N/A,N/A
05SYQZ-E ,,3,N/A,N/A
05SYT2-E ,,34,N/A,N/A
05SZ8C-E ,,10,N/A,N/A
05SZQP-E ,16647.0,1427,N/A,N/A
05T05J-E ,544.0,139,N/A,N/A
05T09G-E ,,149,N/A,N/A
05T09L-E ,,2380,N/A,N/A
05T09M-E ,,648,N/A,N/A
06V36P-E ,,4,N/A,N/A
05T0CT-E ,38700.0,11756,N/A,N/A
05T162-E ,,9,N/A,N/A
05T16Y-E ,362.0,271,N/A,N/A
05T31P-E ,,215,N/A,N/A
05T33W-E ,,282,N/A,N/A
05T3GL-E ,,10402,N/A,N/A
05T28R-E ,,134,N/A,N/A
06SBGW-E ,,52,N/A,N/A
06V6VB-E ,45616.0,92,N/A,N/A
06VF8M-E ,78.0,0,N/A,N/A
05T63P-E ,,443,N/A,N/A
05T6TV-E ,400.0,306,N/A,N/A
06VSNX-E ,,3,N/A,N/A
05T76G-E ,560.0,469,N/A,N/A
06VWQJ-E ,,1,N/A,N/A
06WHTJ-E ,,1,N/A,N/A
05TB2F-E ,,331,N/A,N/A
05TB73-E ,2362.0,1036,N/A,N/A
05TBBK-E ,,265,N/A,N/A
05TBQH-E ,5740.0,1067,N/A,N/A
06WVRZ-E ,,88,N/A,N/A
05TGK5-E ,34141.0,116,N/A,N/A
05TGZ9-E ,736.0,292,N/A,N/A
06X6RN-E ,,10,N/A,N/A
05TJZB-E ,,2163,N/A,N/A
05TK1Z-E ,46734.0,204,N/A,N/A
05TKDS-E ,60.0,3,N/A,N/A
06X814-E ,143146.0,1030,N/A,N/A
05TM8R-E ,,435,N/A,N/A
05TMB5-E ,,90,N/A,N/A
06X8RV-E ,,239,N/A,N/A
05TN5C-E ,,2244,N/A,N/A
05TNJM-E ,700.0,565,N/A,N/A
05TP0T-E ,,2,N/A,N/A
06XC90-E ,,6,N/A,N/A
05TP21-E ,174123.0,155826,N/A,N/A
06XDDY-E ,,1,N/A,N/A
05TPD2-E ,159.0,135,N/A,N/A
05TPY0-E ,2916.0,2165,N/A,N/A
05TQHG-E ,,2,N/A,N/A
06XGYG-E ,,4,N/A,N/A
06XLJ0-E ,,0,N/A,N/A
05TN3Y-E ,,0,N/A,N/A
05TTFQ-E ,446.0,268,N/A,N/A
05TV1P-E ,,1,N/A,N/A
05TW2W-E ,,1041,N/A,N/A
05TZMN-E ,,217,N/A,N/A
06XS0G-E ,,2589,N/A,N/A
05TX4B-E ,214.0,121,N/A,N/A
05TY5P-E ,,53,N/A,N/A
05TY95-E ,427.0,209,N/A,N/A
05TYNX-E ,,0,N/A,N/A
05TYQ9-E ,,261,N/A,N/A
06XSY7-E ,158.0,7,N/A,N/A
05TYX3-E ,,31,N/A,N/A
05TYXH-E ,134.0,6,N/A,N/A
05TZ2D-E ,,4178,N/A,N/A
05TZGC-E ,148.0,56,N/A,N/A
05TZH2-E ,91.0,73,N/A,N/A
06XWQB-E ,13.0,2,N/A,N/A
06XY1G-E ,4539.0,1911,N/A,N/A
05V0Q5-E ,47447.0,2083,N/A,N/A
05V1B0-E ,,55,N/A,N/A
05V1DH-E ,4700.0,1252,N/A,N/A
05V3GD-E ,,50,N/A,N/A
05V3KS-E ,,0,N/A,N/A
05V3PN-E ,,475,N/A,N/A
06Y548-E ,,55,N/A,N/A
05V6VV-E ,,6,N/A,N/A
06Y9ZW-E ,,73,N/A,N/A
05V73M-E ,90.0,160,N/A,N/A
06YPBP-E ,,232,N/A,N/A
05V7KJ-E ,,1573,N/A,N/A
06YQ8V-E ,107.0,5,N/A,N/A
05TW41-E ,,21,N/A,N/A
06YZJK-E ,87.0,6,N/A,N/A
05TW73-E ,,9388,N/A,N/A
05V3BQ-E ,94.0,124,N/A,N/A
05V7RW-E ,,60,N/A,N/A
05V7SP-E ,,60592,N/A,N/A
05V7SW-E ,,0,N/A,N/A
05V7S1-E ,,83,N/A,N/A
05V7V1-E ,,134,N/A,N/A
05V9J2-E ,,145,N/A,N/A
06Z8CJ-E ,,792,N/A,N/A
06ZF1N-E ,,1,N/A,N/A
06ZPQ6-E ,,354,N/A,N/A
05V7ZH-E ,,0,N/A,N/A
05V7ZM-E ,,1473,N/A,N/A
06ZXFH-E ,,93,N/A,N/A
06ZZXD-E ,,0,N/A,N/A
070484-E ,,7,N/A,N/A
05V80J-E ,10762.0,3127,N/A,N/A
07065H-E ,,18,N/A,N/A
0707ND-E ,,6,N/A,N/A
05V81C-E ,65733.0,11165,N/A,N/A
0716PW-E ,,41,N/A,N/A
07184X-E ,22680.0,1936,N/A,N/A
05V81Q-E ,,3165,N/A,N/A
0718VK-E ,,1,N/A,N/A
05V82D-E ,,141,N/A,N/A
0718ZT-E ,9146.0,505,N/A,N/A
071CC7-E ,,28,N/A,N/A
05V954-E ,788.0,11,N/A,N/A
05V9HD-E ,1900.0,21,N/A,N/A
05V9XT-E ,7400.0,184,N/A,N/A
071GFS-E ,,2,N/A,N/A
05VB6X-E ,472.0,1,N/A,N/A
05VB79-E ,11045.0,212,N/A,N/A
05VBJD-E ,2461.0,16,N/A,N/A
05VC1F-E ,,2,N/A,N/A
05VCBL-E ,,1190,N/A,N/A
071JJS-E ,,63,N/A,N/A
05VCVM-E ,25713.0,5382,N/A,N/A
071LC6-E ,,172,N/A,N/A
05VDK5-E ,,17,N/A,N/A
06ZJ7S-E ,,21,N/A,N/A
05VFH6-E ,9145.0,1971,N/A,N/A
05VFK1-E ,1370.0,1031,N/A,N/A
05VFKM-E ,,214,N/A,N/A
05VFKV-E ,3062.0,126,N/A,N/A
05VF2H-E ,,16,N/A,N/A
05VG9R-E ,600.0,11,N/A,N/A
05VGBB-E ,172.0,100,N/A,N/A
05VGC6-E ,44203.0,27533,N/A,N/A
05VGJR-E ,405.0,293,N/A,N/A
05VGW6-E ,3000.0,33,N/A,N/A
05VGSC-E ,1027.0,1113,N/A,N/A
05VH8N-E ,,8,N/A,N/A
05VHVJ-E ,163935.0,106880,N/A,N/A
05VHWZ-E ,32867.0,349,N/A,N/A
05VJD2-E ,1260.0,189,N/A,N/A
05VK0L-E ,4230.0,501,N/A,N/A
071TD1-E ,2243.0,3,N/A,N/A
05VKX3-E ,863.0,670,N/A,N/A
05VL3C-E ,882.0,140,N/A,N/A
05VL59-E ,,80,N/A,N/A
05VLD9-E ,,22,N/A,N/A
071WPF-E ,264120.0,3052,N/A,N/A
071Z77-E ,,0,N/A,N/A
0728B2-E ,,80,N/A,N/A
072BX6-E ,,0,N/A,N/A
072D3X-E ,,30,N/A,N/A
072GB4-E ,,14,N/A,N/A
05VMQ4-E ,,938,N/A,N/A
05VMW4-E ,40000.0,288,N/A,N/A
072GMR-E ,,20,N/A,N/A
05VRNL-E ,86644.0,1235,N/A,N/A
072LCH-E ,,2,N/A,N/A
05VRRL-E ,5357.0,1558,N/A,N/A
05VRSP-E ,,70,N/A,N/A
05VL93-E ,,19,N/A,N/A
072LSN-E ,,0,N/A,N/A
05VT16-E ,,854,N/A,N/A
05VVRL-E ,30461.0,12525,N/A,N/A
05VWDJ-E ,,123,N/A,N/A
05VWF0-E ,,0,N/A,N/A
05VXGJ-E ,,73,N/A,N/A
072LVC-E ,,46,N/A,N/A
05VXVB-E ,9979.0,3601,N/A,N/A
072PYS-E ,184836.0,890,N/A,N/A
072S15-E ,,171,N/A,N/A
0733X1-E ,,0,N/A,N/A
05VYZJ-E ,,316,N/A,N/A
05VZ2Z-E ,,29,N/A,N/A
05W130-E ,,930,N/A,N/A
05W1KW-E ,363.0,129,N/A,N/A
05W2KR-E ,173.0,127,N/A,N/A
073BKH-E ,,5,N/A,N/A
073C51-E ,,717,N/A,N/A
073FGX-E ,,2,N/A,N/A
05W42R-E ,,2,N/A,N/A
05W43F-E ,,46,N/A,N/A
073K0X-E ,,15,N/A,N/A
05W4GV-E ,,6,N/A,N/A
05W4KQ-E ,,47,N/A,N/A
05W500-E ,,66,N/A,N/A
073PS2-E ,293.0,14,N/A,N/A
05W562-E ,,237,N/A,N/A
073TMR-E ,,250,N/A,N/A
05W5D8-E ,527.0,8,N/A,N/A
05W5GS-E ,9426.0,395,N/A,N/A
05W64D-E ,903.0,127,N/A,N/A
05W6K4-E ,12650.0,84,N/A,N/A
05W6RG-E ,1461.0,45,N/A,N/A
05W6SG-E ,23427.0,649,N/A,N/A
05W6TW-E ,,2,N/A,N/A
05W71H-E ,2153.0,846,N/A,N/A
05W7F8-E ,,196,N/A,N/A
05W7FV-E ,,2544,N/A,N/A
0740YJ-E ,,544,N/A,N/A
05W7GM-E ,,46,N/A,N/A
05W7Z4-E ,650.0,0,N/A,N/A
07418G-E ,,9,N/A,N/A
05W891-E ,,306,N/A,N/A
05W8B2-E ,383.0,25,N/A,N/A
05W91W-E ,,384,N/A,N/A
05W9CN-E ,,1310,N/A,N/A
05W9HD-E ,28000.0,1397,N/A,N/A
05W9HM-E ,,3,N/A,N/A
05W9JR-E ,,3,N/A,N/A
05W9NM-E ,,108,N/A,N/A
05WBRP-E ,,0,N/A,N/A
05WCPQ-E ,294.0,73,N/A,N/A
05WD6P-E ,,0,N/A,N/A
05WDNY-E ,347.0,142,N/A,N/A
05WFG4-E ,,38,N/A,N/A
05WFHQ-E ,450.0,454,N/A,N/A
05WFL1-E ,1326.0,71,N/A,N/A
07497C-E ,,13,N/A,N/A
074CX8-E ,446415.0,8398,N/A,N/A
05WH2R-E ,4809.0,2586,N/A,N/A
05WHGC-E ,243.0,111,N/A,N/A
074J58-E ,,52,N/A,N/A
074K8N-E ,,637,N/A,N/A
05WLBB-E ,,103,N/A,N/A
05WM9Q-E ,829.0,36,N/A,N/A
05WMCZ-E ,,224,N/A,N/A
05WNM1-E ,,15664,N/A,N/A
05WP4Q-E ,201.0,104,N/A,N/A
074314-E ,,45,N/A,N/A
074M7J-E ,,2100,N/A,N/A
05WFV9-E ,,2093,N/A,N/A
074SZ3-E ,,5,N/A,N/A
074TDF-E ,,1,N/A,N/A
05WPHX-E ,,117,N/A,N/A
05WPRX-E ,,104,N/A,N/A
05WPSP-E ,,6127,N/A,N/A
05WQH4-E ,10624.0,2032,N/A,N/A
074VKT-E ,,84,N/A,N/A
05WQMH-E ,469.0,347,N/A,N/A
05WQQN-E ,232.0,0,N/A,N/A
05WR1G-E ,,283,N/A,N/A
05WRFR-E ,3200.0,67,N/A,N/A
05WRKV-E ,,100,N/A,N/A
05WRKZ-E ,28428.0,495,N/A,N/A
05WRZC-E ,,228,N/A,N/A
05WS09-E ,768.0,250,N/A,N/A
05WS3T-E ,1703.0,1356,N/A,N/A
074W5J-E ,,1,N/A,N/A
05WS8R-E ,,728,N/A,N/A
05WSJ6-E ,3000.0,146,N/A,N/A
05WSYW-E ,21735.0,2694,N/A,N/A
05WT7N-E ,1727.0,298,N/A,N/A
05WT7Q-E ,,286,N/A,N/A
05WT83-E ,,1677,N/A,N/A
05WTHV-E ,841.0,604,N/A,N/A
05WTPN-E ,1028.0,410,N/A,N/A
05WV4N-E ,,95,N/A,N/A
05WVBF-E ,,68,N/A,N/A
05WVC0-E ,,22,N/A,N/A
05WVCD-E ,,89,N/A,N/A
074XLK-E ,,2,N/A,N/A
05WVTC-E ,4196.0,111,N/A,N/A
05X3CL-E ,4679.0,4429,N/A,N/A
07556C-E ,70.0,5,N/A,N/A
05WXLN-E ,11338.0,8536,N/A,N/A
05WXLP-E ,,430,N/A,N/A
05WY6P-E ,435.0,128,N/A,N/A
