factset_entity_id,Name,Position,Style,Turnover,EquityAssets,QualityRating,Style Desktop,Turnover Desktop,AUM Desktop,Equity AUM Desktop,Quality Rating Desktop,Targeting_Score Desktop,Position Desktop,STYLE MATCH,TURNOVER MATCH,POSITION MATCH,QR MATCH
07HQ1Z-E,HighTower Advisors LLC,201239,GARP,Very Low,15289.52818,77,GARP,Very Low,48070,14535,77,78,201239,TRUE,TRUE,TRUE,TRUE
07HTQ0-E,Barclays Bank Plc (Investment Management),0,GARP,High,183.349202,32,GARP,High,,322,32,15,0,TRUE,TRUE,TRUE,TRUE
07JF8F-E,Convergence Investment Partners LLC,0,GARP,High,607.098228,49,GARP,High,,458,49,57,0,TRUE,TRUE,TRUE,TRUE
07JJ9W-E,Tradewinds Capital Management LLC,0,GARP,High,291.741228,33,GARP,High,630,257,33,17,0,TRUE,TRUE,TRUE,TRUE
07JVVP-E,Energy Opportunities Capital Management LLC,6455,GARP,Very Low,71.580115,55,GARP,Very Low,147,43,55,38,6455,TRUE,TRUE,TRUE,TRUE
07KHM0-E,Wagner Bowman Management Corp.,1500,Yield,Very Low,428.485855,59,Yield,Very Low,645,418,59,64,1500,TRUE,TRUE,TRUE,TRUE
07L0CH-E,Zeke Capital Advisors LLC,4097,Index,Very Low,1237.327498,64,Index,Very Low,4993,1058,64,,4097,TRUE,TRUE,TRUE,TRUE
07L816-E,"Cornerstone Advisors, Inc. (Washington)",1123,GARP,Very Low,1020.365738,60,GARP,Very Low,3639,1296,60,55,1123,TRUE,TRUE,TRUE,TRUE
07L84Q-E,Brighton Jones LLC,2949,GARP,Very Low,834.059294,66,GARP,Very Low,4961,1,66,70,2949,TRUE,TRUE,TRUE,TRUE
07NCT7-E,Tiger Eye Capital LLC,0,Hedge Fund,High,512.606188,38,Hedge Fund,High,786,391,38,33,0,TRUE,TRUE,TRUE,TRUE
07NLHX-E,Baystate Wealth Management LLC,485,Yield,Very Low,741.087725,59,Yield,Very Low,1110,751,59,22,485,TRUE,TRUE,TRUE,TRUE
07QM1L-E,Tower Research Capital LLC,4637,GARP,Very High,1737.584227,34,GARP,Very High,,1597,34,29,4637,TRUE,TRUE,TRUE,TRUE
07QRSW-E,Deutsche Asset Management SA,1086,GARP,Medium,3480.341096,68,GARP,Medium,,923,68,,1086,TRUE,TRUE,TRUE,TRUE
07T989-E,Brasada Capital Management LP,0,Hedge Fund,Low,382.837297,31,Hedge Fund,Low,463,330,31,,0,TRUE,TRUE,TRUE,TRUE
07TCC6-E,Orbis Investment Management (US) LLC,0,GARP,Medium,112.802983,50,GARP,Medium,,0,50,53,0,TRUE,TRUE,TRUE,TRUE
07VV1D-E,Goodman Financial Corp.,0,GARP,Low,229.88551,58,GARP,Low,386,0,58,72,0,TRUE,TRUE,TRUE,TRUE
07ZM4W-E,"Versant Capital Management, Inc.",702,Growth,Very Low,236.273399,52,Growth,Very Low,909,220,52,,702,TRUE,TRUE,TRUE,TRUE
08066Y-E,"Massey, Quick & Co. LLC",0,GARP,Low,246.653376,47,GARP,Low,2976,0,47,,0,TRUE,TRUE,TRUE,TRUE
080LDM-E,Sigma Planning Corp.,3559,GARP,Low,1824.127563,59,GARP,Low,3599,1615,59,60,3559,TRUE,TRUE,TRUE,TRUE
081W53-E,AlphaOne Investment Services LLC,0,Hedge Fund,Medium,262.479428,26,Hedge Fund,Medium,397,1,26,10,0,TRUE,TRUE,TRUE,TRUE
081WDJ-E,Sensato Investors LLC,0,Hedge Fund,Medium,500.725851,31,Hedge Fund,Medium,4893,357,31,28,0,TRUE,TRUE,TRUE,TRUE
081WGM-E,"BOKF, NA",25232,GARP,Very Low,4269.620967,71,GARP,Very Low,,4093,71,69,25232,TRUE,TRUE,TRUE,TRUE
083PBJ-E,Copeland Capital Management LLC,11560,GARP,Very Low,1543.68719,62,GARP,Very Low,1907,1872,62,79,11560,TRUE,TRUE,TRUE,TRUE
085TCH-E,ArrowMark Colorado Holdings LLC,0,GARP,Low,11373.26324,79,GARP,Low,19495,10721,79,88,0,TRUE,TRUE,TRUE,TRUE
085YB9-E,"Honkamp Krueger Financial Services, Inc.",0,Growth,Medium,1480.903423,49,Growth,Medium,3161,2,49,,0,TRUE,TRUE,TRUE,TRUE
086TRK-E,PNC Capital Advisors LLC,175738,GARP,Low,9863.707179,70,GARP,Low,53549,10935,70,90,175738,TRUE,TRUE,TRUE,TRUE
08756C-E,Fidelity (Canada) Asset Management ULC,29067,GARP,Low,30474.48546,85,GARP,Low,,33432,85,,29067,TRUE,TRUE,TRUE,TRUE
088GN2-E,Evercore Wealth Management LLC,3232,GARP,Very Low,3125.962534,73,GARP,Very Low,7330,3106,73,90,3232,TRUE,TRUE,TRUE,TRUE
089DR7-E,"BlackRock Financial Management, Inc.",561879,Yield,Very Low,89225.34339,90,Yield,Very Low,,89269,90,94,561879,TRUE,TRUE,TRUE,TRUE
08B245-E,Antipodean Advisors LLC,0,Hedge Fund,High,84.346068,21,Hedge Fund,High,208,63,21,12,0,TRUE,TRUE,TRUE,TRUE
08BZBV-E,"BlackRock Japan Co., Ltd.",156505,GARP,Very Low,23200.23967,82,GARP,Very Low,,87916,82,85,156505,TRUE,TRUE,TRUE,TRUE
08CJHD-E,BlackRock Asset Management North Asia Ltd.,2177,Index,Very Low,762.838203,48,Index,Very Low,,15183,48,,2177,TRUE,TRUE,TRUE,TRUE
08CKLS-E,Gilman Hill Asset Management LLC,0,Yield,Very Low,298.78331,53,Yield,Very Low,326,300,53,56,0,TRUE,TRUE,TRUE,TRUE
08D3XB-E,BlackRock Fund Advisors,10155000,Index,Very Low,1595009.222,90,Index,Very Low,,1967797,90,,10155000,TRUE,TRUE,TRUE,TRUE
08DLP8-E,BlackRock Asset Management Canada Ltd.,257704,Index,Very Low,37291.68776,84,Index,Very Low,,38742,84,,257704,TRUE,TRUE,TRUE,TRUE
08GP1D-E,BlackRock Advisors (UK) Ltd.,876883,Index,Very Low,117367.0945,92,Index,Very Low,,243797,92,,876883,TRUE,TRUE,TRUE,TRUE
08GVYS-E,Evermay Wealth Management LLC,1472,Yield,Very Low,358.704514,62,Yield,Very Low,540,319,62,38,1472,TRUE,TRUE,TRUE,TRUE
09516Z-E,"Miles Capital, Inc.",2459,GARP,Low,131.907593,47,GARP,Low,1787,115,47,40,2459,TRUE,TRUE,TRUE,TRUE
09H9M4-E,Point72 Asia (Hong Kong) Ltd.,0,Hedge Fund,Very High,429.997679,9,Hedge Fund,Very High,,246,9,3,0,TRUE,TRUE,TRUE,TRUE
09K27T-E,PineBridge Investments LLC,0,GARP,Medium,5054.541467,60,GARP,Medium,42008,5063,60,85,0,TRUE,TRUE,TRUE,TRUE
09K8DP-E,Stone Run Capital LLC,2950,GARP,Very Low,215.592816,60,GARP,Very Low,232,203,60,63,2950,TRUE,TRUE,TRUE,TRUE
09KLWX-E,Brookfield Public Securities Group LLC,21000,Yield,Medium,11988.19759,73,Yield,Medium,16286,11991,73,75,21000,TRUE,TRUE,TRUE,TRUE
09LCPH-E,"Quest Capital Management, Inc.",4726,GARP,Low,422.833881,57,GARP,Low,,,57,,4726,TRUE,TRUE,TRUE,TRUE
09N7PK-E,Allianz Global Investors U.S. LLC,131075,Growth,Low,59143.12266,84,Growth,Low,126160,50828,84,99,131075,TRUE,TRUE,TRUE,TRUE
09NXFY-E,The TLP Group LLC,0,Hedge Fund,High,296.767774,22,Hedge Fund,High,,287,22,,0,TRUE,TRUE,TRUE,TRUE
09P2M3-E,Crestline Management LP,0,Hedge Fund,Very Low,1153.44598,52,Hedge Fund,Very Low,8989,461,52,,0,TRUE,TRUE,TRUE,TRUE
09P678-E,Element Capital Management LLC,2268,Hedge Fund,Very High,4907.063012,23,Hedge Fund,Very High,54824,2688,23,15,2268,TRUE,TRUE,TRUE,TRUE
09P8C5-E,BNP PARIBAS ASSET MANAGEMENT Netherlands NV,67500,Yield,Low,1430.914521,63,Yield,Low,,1758,63,79,67500,TRUE,TRUE,TRUE,TRUE
09Q5CD-E,Columbia Management Investment Advisers LLC,1401352,GARP,Low,198076.9029,90,GARP,Low,363742,196039,90,98,1401352,TRUE,TRUE,TRUE,TRUE
09Q6NJ-E,JPMorgan Asset Management (Canada) Inc.,9109,GARP,Low,3597.701019,59,GARP,Low,,2059,59,77,9109,TRUE,TRUE,TRUE,TRUE
09QWTV-E,BNP Paribas Asset Management Belgium SA,4693,GARP,Very Low,16808.54318,82,GARP,Very Low,,4379,82,34,4693,TRUE,TRUE,TRUE,TRUE
09RMZK-E,Bright Rock Capital Management LLC,0,GARP,Low,330.82339,61,GARP,Low,328,326,61,74,0,TRUE,TRUE,TRUE,TRUE
09SCX6-E,LMR Partners LLP,12432,Hedge Fund,High,3483.591641,31,Hedge Fund,High,,1545,31,24,12432,TRUE,TRUE,TRUE,TRUE
09SHL3-E,Donald L. Hagan LLC,0,Yield,Medium,154.277098,37,Yield,Medium,254,127,37,26,0,TRUE,TRUE,TRUE,TRUE
09X66N-E,Balentine LLC,0,Yield,Very Low,1467.637225,67,Yield,Very Low,2473,1407,67,44,0,TRUE,TRUE,TRUE,TRUE
09YLKZ-E,QS Investors LLC,7076,Quant,Very Low,9331.208029,58,Quant,Very Low,20181,10567,58,,7076,TRUE,TRUE,TRUE,TRUE
09ZLBL-E,"First Personal Financial Services, Inc.",482,Yield,Very Low,329.792295,53,Yield,Very Low,489,316,53,45,482,TRUE,TRUE,TRUE,TRUE
09ZT5F-E,BNP Paribas Asset Management UK Ltd.,0,GARP,Very Low,1426.221098,76,GARP,Very Low,44828,2610,76,63,0,TRUE,TRUE,TRUE,TRUE
09ZTH9-E,Brown Advisory LLC,64733,GARP,Very Low,34932.7457,86,GARP,Very Low,47593,34363,86,77,64733,TRUE,TRUE,TRUE,TRUE
0B24WB-E,Checchi Capital Advisers LLC,2212,GARP,Low,476.997333,52,GARP,Low,789,448,52,54,2212,TRUE,TRUE,TRUE,TRUE
0B4RZ5-E,KBI Global Investors Ltd.,0,GARP,Medium,5907.465876,68,GARP,Medium,,8879,68,78,0,TRUE,TRUE,TRUE,TRUE
0B5NL9-E,CoBiz Wealth LLC,0,GARP,Very Low,534.52689,63,GARP,Very Low,968,500,63,84,0,TRUE,TRUE,TRUE,TRUE
0B65FP-E,Lombard Odier Asset Management (Europe) Ltd.,2366,Value,Low,1155.071923,62,Value,Low,,2164,62,74,2366,TRUE,TRUE,TRUE,TRUE
0B6B7N-E,Soroban Capital Partners LP,0,Hedge Fund,High,6536.850223,46,Hedge Fund,High,6403,5400,46,65,0,TRUE,TRUE,TRUE,TRUE
0B6K88-E,Cambria Investment Management LP,24832,Index,Very Low,741.747309,62,Index,Very Low,921,242,62,,24832,TRUE,TRUE,TRUE,TRUE
0B6N4L-E,"The Tarbox Family Office, Inc.",109,GARP,Very Low,275.014179,53,GARP,Very Low,609,270,53,49,109,TRUE,TRUE,TRUE,TRUE
0B6Z6F-E,Valeo Financial Advisors LLC,415,GARP,Very Low,830.468129,58,GARP,Very Low,3750,870,58,,415,TRUE,TRUE,TRUE,TRUE
0B7KMX-E,"Mendel Money Management, Inc.",1930,GARP,Medium,103.085542,47,GARP,Medium,156,0,47,,1930,TRUE,TRUE,TRUE,TRUE
0BC4TP-E,Hilton Capital Management LLC,325,Yield,Medium,796.454431,51,Yield,Medium,1557,641,51,47,325,TRUE,TRUE,TRUE,TRUE
0BCNBH-E,Nuveen Asset Management LLC,5612,GARP,Medium,19702.57914,71,GARP,Medium,174382,19801,71,78,5612,TRUE,TRUE,TRUE,TRUE
0BCTNT-E,PointState Capital LP,0,Hedge Fund,High,6046.069337,42,Hedge Fund,High,21865,4150,42,56,0,TRUE,TRUE,TRUE,TRUE
0BG58Q-E,Talara Capital Management LLC,84975,Hedge Fund,Medium,191.763338,36,Hedge Fund,Medium,486,0,36,12,84975,TRUE,TRUE,TRUE,TRUE
0BG6YQ-E,Richard Bernstein Advisors LLC,26180,GARP,High,3884.923656,55,GARP,High,3523,2865,55,67,26180,TRUE,TRUE,TRUE,TRUE
0BJ0LD-E,"RBC Global Asset Management, Inc.",140424,GARP,Low,73390.02009,83,GARP,Low,209000,81583,83,81,140424,TRUE,TRUE,TRUE,TRUE
0BJ5BS-E,"LifePlan Financial Group, Inc.",232,Yield,Low,188.045256,47,Yield,Low,323,183,47,33,232,TRUE,TRUE,TRUE,TRUE
0BM53X-E,Adviser Investments LLC,0,Growth,Low,928.431888,61,Growth,Low,5014,0,61,,0,TRUE,TRUE,TRUE,TRUE
0BQ4FJ-E,Corvex Management LP,0,Hedge Fund,High,2610.722347,42,Hedge Fund,High,2417,1310,42,39,0,TRUE,TRUE,TRUE,TRUE
0BR93Q-E,Barrett Asset Management LLC,100,GARP,Very Low,1492.613813,67,GARP,Very Low,1813,1485,67,56,100,TRUE,TRUE,TRUE,TRUE
0BVK8W-E,Camelot Portfolios LLC,0,Yield,Low,252.778531,50,Yield,Low,435,194,50,37,0,TRUE,TRUE,TRUE,TRUE
0BZXX2-E,Guggenheim Funds Investment Advisors LLC,3966,Index,Very Low,563.281605,58,Index,Very Low,16381,572,58,,3966,TRUE,TRUE,TRUE,TRUE
0C04XM-E,Ziegler Capital Management LLC,1282,Yield,Medium,3942.123824,61,Yield,Medium,10085,3592,61,75,1282,TRUE,TRUE,TRUE,TRUE
0C17NN-E,Quadrature Capital Ltd.,0,Hedge Fund,High,1768.593669,24,Hedge Fund,High,,1158,24,20,0,TRUE,TRUE,TRUE,TRUE
0C22RL-E,Risk Paradigm Group LLC,0,Yield,Very Low,41.920869,50,Yield,Very Low,136,0,50,49,0,TRUE,TRUE,TRUE,TRUE
0C238L-E,Donaldson Capital Management LLC,173504,Yield,Very Low,1142.371125,70,Yield,Very Low,1484,1116,70,85,173504,TRUE,TRUE,TRUE,TRUE
0C23KM-E,Gemmer Asset Management LLC,122,GARP,Very Low,368.439425,54,GARP,Very Low,1053,359,54,37,122,TRUE,TRUE,TRUE,TRUE
0C23TS-E,"JNBA Financial Advisors, Inc.",132,GARP,Very Low,544.404646,56,GARP,Very Low,908,435,56,50,132,TRUE,TRUE,TRUE,TRUE
0C23X0-E,Parallel Advisors LLC,3967,Growth,Very Low,897.833376,58,Growth,Very Low,2387,826,58,,3967,TRUE,TRUE,TRUE,TRUE
0C23YH-E,"Santori & Peters, Inc.",0,GARP,Low,130.843544,51,GARP,Low,224,106,51,,0,TRUE,TRUE,TRUE,TRUE
0C242D-E,Smith Shellnut Wilson LLC,1572,Growth,Very Low,130.279245,53,Growth,Very Low,2608,118,53,,1572,TRUE,TRUE,TRUE,TRUE
0C247T-E,Mark Sheptoff Financial Planning LLC,75,GARP,Very Low,144.007903,51,GARP,Very Low,304,139,51,41,75,TRUE,TRUE,TRUE,TRUE
0C267L-E,"D. Scott Neal, Inc.",0,Yield,Medium,229.440504,51,Yield,Medium,254,188,51,77,0,TRUE,TRUE,TRUE,TRUE
0C271W-E,Jolley Asset Management LLC,0,Yield,Very Low,166.41954,55,Yield,Very Low,251,0,55,62,0,TRUE,TRUE,TRUE,TRUE
0C274Q-E,Hengehold Capital Management LLC,13863,Yield,Low,438.951253,62,Yield,Low,620,424,62,68,13863,TRUE,TRUE,TRUE,TRUE
0C27BS-E,Signet Financial Management LLC,22416,GARP,Low,576.452317,52,GARP,Low,674,484,52,64,22416,TRUE,TRUE,TRUE,TRUE
0C27D7-E,Scholtz & Co. LLC,20895,Growth,Low,191.274082,55,Growth,Low,180,145,55,41,20895,TRUE,TRUE,TRUE,TRUE
0C27GD-E,Mackey Komara & Dankovich LLC,498,Value,Low,98.545665,30,Value,Low,211,,30,,498,TRUE,TRUE,TRUE,TRUE
0C2B3Q-E,V Wealth Advisors LLC,0,GARP,Low,264.306686,50,GARP,Low,998,218,50,,0,TRUE,TRUE,TRUE,TRUE
0C2BG0-E,Shamrock Asset Management LLC,66,Yield,Low,161.191348,48,Yield,Low,177,105,48,35,66,TRUE,TRUE,TRUE,TRUE
0C2BGL-E,Krilogy Financial LLC,0,Growth,Very Low,499.526414,56,Growth,Very Low,919,469,56,,0,TRUE,TRUE,TRUE,TRUE
0C2F5B-E,Paragon Capital Management Ltd.,0,Yield,Very Low,258.374053,55,Yield,Very Low,822,153,55,41,0,TRUE,TRUE,TRUE,TRUE
0C2FXK-E,Peak Asset Management LLC,0,GARP,Very Low,300.390877,61,GARP,Very Low,528,3,61,59,0,TRUE,TRUE,TRUE,TRUE
0C2JMY-E,Northstar Wealth Partners LLC,0,Yield,Very Low,223.182234,57,Yield,Very Low,915,216,57,,0,TRUE,TRUE,TRUE,TRUE
0C2K4M-E,Geneva Partners LLC,0,Growth,Medium,166.190622,45,Growth,Medium,149,114,45,,0,TRUE,TRUE,TRUE,TRUE
0C2KB9-E,Global Financial Private Capital LLC,2857,Yield,Low,2334.990308,63,Yield,Low,3555,1896,63,,2857,TRUE,TRUE,TRUE,TRUE
0C2NPK-E,Vista Investment Management LLC,1447,Growth,Very Low,119.999639,53,Growth,Very Low,120,107,53,,1447,TRUE,TRUE,TRUE,TRUE
0C2S99-E,Paradigm Financial Advisors LLC,0,GARP,Very Low,260.161808,61,GARP,Very Low,474,252,61,75,0,TRUE,TRUE,TRUE,TRUE
0C2SCM-E,Sequoia Financial Advisors LLC,1462,GARP,Very Low,1243.200675,67,GARP,Very Low,3917,1212,67,68,1462,TRUE,TRUE,TRUE,TRUE
0C2SHS-E,Heritage Wealth Advisors LLC,2850,Yield,Low,611.960175,56,Yield,Low,1374,549,56,48,2850,TRUE,TRUE,TRUE,TRUE
0C2SKJ-E,Sheaff Brock Investment Advisors LLC,1431,GARP,Very Low,771.368773,63,GARP,Very Low,846,725,63,,1431,TRUE,TRUE,TRUE,TRUE
0C2VRX-E,"Visionary Asset Management, Inc.",0,Yield,Very High,466.387704,35,Yield,Very High,605,0,35,16,0,TRUE,TRUE,TRUE,TRUE
0C2W36-E,Voloridge Investment Management LLC,0,Hedge Fund,Very High,5390.990721,27,Hedge Fund,Very High,5792,3305,27,22,0,TRUE,TRUE,TRUE,TRUE
0C2W65-E,Symmetry Partners LLC,703,GARP,Low,602.570171,56,GARP,Low,5257,488,56,,703,TRUE,TRUE,TRUE,TRUE
0C2W81-E,Vision2020 Wealth Management Corp.,16079,Growth,Low,3615.355599,57,Growth,Low,4317,3261,57,,16079,TRUE,TRUE,TRUE,TRUE
0C2Z0D-E,Whitnell & Co.,1000,GARP,Very Low,264.625042,55,GARP,Very Low,940,257,55,51,1000,TRUE,TRUE,TRUE,TRUE
0C2Z34-E,Jackson Wealth Management LLC,0,Yield,Low,528.822993,66,Yield,Low,481,445,66,47,0,TRUE,TRUE,TRUE,TRUE
0C2Z4Z-E,Walter & Keenan Financial Consulting Co.,2464,Yield,Very Low,234.861789,57,Yield,Very Low,387,0,57,55,2464,TRUE,TRUE,TRUE,TRUE
0C2ZCS-E,Jacobi Capital Management LLC,1768,GARP,Very Low,395.387116,54,GARP,Very Low,711,377,54,,1768,TRUE,TRUE,TRUE,TRUE
0C2ZFW-E,"MV Capital Management, Inc.",1695,GARP,Low,425.278433,51,GARP,Low,570,285,51,39,1695,TRUE,TRUE,TRUE,TRUE
0C32DB-E,"SSN Advisory, Inc.",394,Yield,Very Low,231.854372,52,Yield,Very Low,2679,219,52,38,394,TRUE,TRUE,TRUE,TRUE
0C32G2-E,Sowell Financial Services LLC,1084,Yield,Low,956.306051,58,Yield,Low,1443,810,58,,1084,TRUE,TRUE,TRUE,TRUE
0C35R3-E,"D'Orazio & Associates, Inc. (Virginia)",13,Yield,Very Low,338.9096,55,Yield,Very Low,862,337,55,30,13,TRUE,TRUE,TRUE,TRUE
0C35RH-E,Quadrant Capital Management LLC,7670,GARP,Very Low,204.780996,60,GARP,Very Low,479,180,60,46,7670,TRUE,TRUE,TRUE,TRUE
0C364R-E,"Woodard & Company Asset Management Group, Inc.",0,Growth,Very Low,50.265882,50,Growth,Very Low,633,13,50,,0,TRUE,TRUE,TRUE,TRUE
0C367F-E,Ascension Asset Management LLC,7725,Growth,Very Low,114.98994,56,Growth,Very Low,150,112,56,,7725,TRUE,TRUE,TRUE,TRUE
0C3681-E,"Watermark Asset Management, Inc.",12,GARP,Very Low,215.719674,53,GARP,Very Low,408,0,53,,12,TRUE,TRUE,TRUE,TRUE
0C3684-E,"Harfst & Associates, Inc.",3645,Value,Very Low,238.400013,60,Value,Very Low,414,234,60,59,3645,TRUE,TRUE,TRUE,TRUE
0C37Y3-E,MPS-LORIA Financial Planners LLC,0,GARP,Very Low,159.20888,57,GARP,Very Low,387,151,57,,0,TRUE,TRUE,TRUE,TRUE
0C38YL-E,"Winfield Associates, Inc.",3075,GARP,Very Low,192.862262,57,GARP,Very Low,213,188,57,55,3075,TRUE,TRUE,TRUE,TRUE
0C3999-E,MCF Advisors LLC,477,Yield,Very Low,580.971341,58,Yield,Very Low,1551,0,58,44,477,TRUE,TRUE,TRUE,TRUE
0C39C1-E,"Hanson McClain, Inc.",197,GARP,Very Low,2309.821102,68,GARP,Very Low,3454,0,68,56,197,TRUE,TRUE,TRUE,TRUE
0C39CW-E,"SRS Capital Advisors, Inc.",21,Growth,Medium,253.374103,41,Growth,Medium,652,0,41,,21,TRUE,TRUE,TRUE,TRUE
0C3D9M-E,Atria Investments LLC,14731,GARP,High,2778.931673,48,GARP,High,3220,2354,48,50,14731,TRUE,TRUE,TRUE,TRUE
0C3DF3-E,EP Wealth Advisors LLC,0,GARP,Low,1458.294819,65,GARP,Low,4390,1034,65,49,0,TRUE,TRUE,TRUE,TRUE
0C3H65-E,"Mitchell, McLeod, Pugh & Williams, Inc.",2649,GARP,Very Low,147.726208,53,GARP,Very Low,1048,146,53,,2649,TRUE,TRUE,TRUE,TRUE
0C3HBP-E,AllSquare Wealth Management LLC,175,Yield,Very Low,134.114358,51,Yield,Very Low,224,0,51,32,175,TRUE,TRUE,TRUE,TRUE
0C3HH8-E,Sage Capital Advisors LLC,0,Yield,Low,206.326931,53,Yield,Low,276,191,53,,0,TRUE,TRUE,TRUE,TRUE
0C3HJT-E,Winch Advisory Services LLC,0,GARP,High,198.399067,32,GARP,High,295,177,32,25,0,TRUE,TRUE,TRUE,TRUE
0C3HMF-E,"Garde Capital, Inc.",0,GARP,Very Low,607.825532,64,GARP,Very Low,993,0,64,49,0,TRUE,TRUE,TRUE,TRUE
0C3HQ2-E,"Focused Wealth Management, Inc.",0,Yield,Very Low,335.895507,41,Yield,Very Low,686,347,41,21,0,TRUE,TRUE,TRUE,TRUE
0C3HRG-E,Glassman Wealth Services LLC,335,GARP,Very Low,231.872585,52,GARP,Very Low,1371,229,52,28,335,TRUE,TRUE,TRUE,TRUE
0C3L4Q-E,"Armbruster Capital Management, Inc.",0,Yield,Very Low,232.923762,60,Yield,Very Low,381,197,60,,0,TRUE,TRUE,TRUE,TRUE
0C3LM4-E,MacroView Investment Management LLC,0,Yield,Very Low,38.894071,45,Yield,Very Low,133,31,45,27,0,TRUE,TRUE,TRUE,TRUE
0C3PFX-E,E&G Advisors LP,0,GARP,Very Low,241.285844,57,GARP,Very Low,300,223,57,37,0,TRUE,TRUE,TRUE,TRUE
0C3PN7-E,Advantage Investment Management LLC,533,Yield,Low,135.1572,46,Yield,Low,881,117,46,,533,TRUE,TRUE,TRUE,TRUE
0C3PPV-E,EagleClaw Capital Management LLC,19816,GARP,Very Low,224.858864,57,GARP,Very Low,238,231,57,62,19816,TRUE,TRUE,TRUE,TRUE
0C3PQJ-E,Advisory Services Network LLC,7568,GARP,Low,1438.827164,54,GARP,Low,2486,1328,54,62,7568,TRUE,TRUE,TRUE,TRUE
0C5X4Z-E,DT Investment Partners LLC,0,Yield,Low,752.728459,73,Yield,Low,988,710,73,70,0,TRUE,TRUE,TRUE,TRUE
0C5ZHW-E,Belpointe Asset Management LLC,6991,GARP,Medium,455.250497,51,GARP,Medium,623,539,51,,6991,TRUE,TRUE,TRUE,TRUE
0C6KP1-E,Graticule Asia Macro Advisors LLC,0,Hedge Fund,Very High,1425.204492,25,Hedge Fund,Very High,10104,564,25,24,0,TRUE,TRUE,TRUE,TRUE
0C71LH-E,Suvretta Capital Management LLC,0,Hedge Fund,Medium,5302.83188,53,Hedge Fund,Medium,4491,2829,53,57,0,TRUE,TRUE,TRUE,TRUE
0C78VP-E,O'Brien Wealth Partners LLC,0,Yield,Very Low,147.693048,47,Yield,Very Low,581,86,47,,0,TRUE,TRUE,TRUE,TRUE
0C78YK-E,Ogorek Wealth Management LLC,32,Deep Value,Very Low,156.117204,49,Deep Value,Very Low,358,115,49,10,32,TRUE,TRUE,TRUE,TRUE
0C79DM-E,"Beaton Management Co., Inc.",1239,Yield,Very Low,118.765248,53,Yield,Very Low,199,116,53,,1239,TRUE,TRUE,TRUE,TRUE
0C79FC-E,"The Family Firm, Inc.",1055,Yield,Very Low,247.272227,57,Yield,Very Low,518,220,57,44,1055,TRUE,TRUE,TRUE,TRUE
0C7CGL-E,"Creative Planning, Inc.",11814,GARP,Very Low,27929.74195,84,GARP,Very Low,36529,27191,84,76,11814,TRUE,TRUE,TRUE,TRUE
0C7CHJ-E,"Carroll Financial Associates, Inc.",517,Yield,Low,1074.400934,60,Yield,Low,2477,981,60,65,517,TRUE,TRUE,TRUE,TRUE
0C7CKD-E,"Investacorp Advisory Services, Inc.",476,Growth,Very Low,685.718535,57,Growth,Very Low,1972,631,57,,476,TRUE,TRUE,TRUE,TRUE
0C7CLC-E,Wambolt & Associates LLC,3085,Growth,Very Low,110.453916,52,Growth,Very Low,191,,52,,3085,TRUE,TRUE,TRUE,TRUE
0C7CZP-E,"Charter Research & Investment Group, Inc.",1384,Yield,Very Low,92.766283,52,Yield,Very Low,203,90,52,45,1384,TRUE,TRUE,TRUE,TRUE
0C7GFP-E,Wealth Enhancement Advisory Services LLC,0,GARP,Low,1889.068724,67,GARP,Low,7397,1633,67,66,0,TRUE,TRUE,TRUE,TRUE
0C7GG6-E,Stratos Wealth Partners Ltd.,21025,Yield,Very Low,2353.967469,62,Yield,Very Low,5849,5,62,74,21025,TRUE,TRUE,TRUE,TRUE
0C7GH2-E,Windsor Capital Management LLC,0,Yield,Very Low,214.010941,57,Yield,Very Low,502,194,57,52,0,TRUE,TRUE,TRUE,TRUE
0C7KQQ-E,"Peregrine Asset Advisers, Inc.",0,GARP,Medium,292.827696,46,GARP,Medium,327,171,46,53,0,TRUE,TRUE,TRUE,TRUE
0C7L0F-E,Perigon Wealth Management LLC,1200,GARP,Very Low,448.189517,59,GARP,Very Low,625,414,59,55,1200,TRUE,TRUE,TRUE,TRUE
0C7L0Q-E,"Youngs Advisory Group, Inc.",81975,Yield,Very Low,132.530592,54,Yield,Very Low,408,118,54,,81975,TRUE,TRUE,TRUE,TRUE
0C7L4Y-E,Karp Capital Management Corp.,0,GARP,Low,322.465138,49,GARP,Low,320,0,49,29,0,TRUE,TRUE,TRUE,TRUE
0C7NF6-E,Tortoise Investment Management LLC,498,Yield,Very Low,405.326671,55,Yield,Very Low,917,0,55,38,498,TRUE,TRUE,TRUE,TRUE
0C7NFG-E,"Bedel Financial Consulting, Inc.",285,Yield,Very Low,159.294894,52,Yield,Very Low,996,153,52,,285,TRUE,TRUE,TRUE,TRUE
0C7SBR-E,Brightworth LLC,41660,Growth,Very Low,486.859753,66,Growth,Very Low,3336,0,66,,41660,TRUE,TRUE,TRUE,TRUE
0C7SF1-E,Boltwood Capital Management,1316,Yield,Very Low,161.919894,57,Yield,Very Low,215,158,57,49,1316,TRUE,TRUE,TRUE,TRUE
0C7SF4-E,"Spectrum Management Group, Inc. (Indiana)",0,GARP,Medium,353.698117,47,GARP,Medium,549,0,47,42,0,TRUE,TRUE,TRUE,TRUE
