FactSetEntityId,Style,TurnoverLabel,TotalAUM
0CFRXF-E,,,NULL
0CFRXL-E,,,NULL
0CFRXX-E,,,NULL
0CFRY0-E,,,NULL
0CFS1W-E,,,NULL
0CFS8F-E,,,NULL
0CFT37-E,,,56
0CFTK6-E,,,NULL
0CFTLV-E,,,NULL
0CFTMF-E,,,NULL
0CFTML-E,,,900
0CFTSW-E,GARP,,NULL
0CFTY6-E,,,1223
0CFV3K-E,,,NULL
0CFV5R-E,,,NULL
0CFVCN-E,,,NULL
0CFVJ3-E,,,NULL
0CFW86-E,,,NULL
0CFWHM-E,,,NULL
0CFWHN-E,,,NULL
0CFWMH-E,,,NULL
0CFWSW-E,,,116
0CFWZ6-E,Growth,Medium,NULL
0CFWZK-E,,,NULL
0CFX12-E,,,NULL
0CFX31-E,,,NULL
0CFX7V-E,,,NULL
0CFXBL-E,,,NULL
0CFXFG-E,,,118
0CFXFR-E,,,NULL
0CFXG4-E,GARP,,NULL
0CFXJL-E,,,NULL
0CFXLK-E,,,NULL
0CFXMP-E,,,NULL
0CFXP5-E,,,NULL
0CFXQ4-E,,,NULL
0CFXSS-E,,,NULL
0CFXT7-E,,,NULL
0CFXVW-E,,,NULL
0CFY43-E,,,NULL
0CFY6X-E,Growth,Low,41775
0CFY7Z-E,,,80
0CFY8L-E,,,11
0CFYYN-E,,,NULL
0CFZPW-E,,,NULL
0CFZR8-E,Aggressive Growth,Low,NULL
0CFZZK-E,,,NULL
0CG01Y-E,,,22
0CG035-E,,,27937
0CG09Z-E,,,NULL
0CG0DN-E,,,NULL
0CG0HG-E,,,119
0CG0MV-E,Value,High,1794
0CG0P6-E,,,NULL
0CG0XM-E,,,NULL
0CG10H-E,,,NULL
0CG10P-E,,,NULL
0CG18J-E,,,15
0CG1QB-E,Aggressive Growth,,NULL
0CG2NS-E,Growth,Very Low,NULL
0CG2W4-E,,,NULL
0CG347-E,,,NULL
0CG34L-E,Value,Low,321
0CG35Y-E,,,NULL
0CG4P8-E,,,NULL
0CG5RK-E,,,NULL
0CG5SB-E,GARP,Low,NULL
0CG5TT-E,,,NULL
0CG6JY-E,,,154
0CG6LD-E,Growth,Very Low,NULL
0CG7G3-E,,,NULL
0CG7H6-E,,,NULL
0CG7M7-E,,,5891
0CG7P1-E,,,NULL
0CG7RK-E,,,NULL
0CG7TB-E,,,NULL
0CG7VX-E,Yield,,NULL
0CG81X-E,,,NULL
0CG9HQ-E,,,NULL
0CG9YD-E,,,NULL
0CG9ZR-E,,,NULL
0CGB15-E,,,NULL
0CGB1B-E,,,NULL
0CGB34-E,,,NULL
0CGBF5-E,,,NULL
0CGBH6-E,,,NULL
0CGBKK-E,,,NULL
0CGBKV-E,,,NULL
0CGC19-E,,,NULL
0CGCZ9-E,,,NULL
0CGDCY-E,,,NULL
0CGF1Z-E,,,NULL
0CGFWY-E,Deep Value,,8300
0CGGL1-E,,,NULL
0CGGNT-E,,,NULL
0CGGYZ-E,,,NULL
0CGH1G-E,,,NULL
0CGHCX-E,,,NULL
0CGJ2Q-E,,,NULL
0CGJ2X-E,,,NULL
0CGJ3D-E,,,2893
0CGJ4Q-E,,,7
0CGJ96-E,,,NULL
0CGJJ1-E,,,NULL
0CGJJJ-E,,,90
0CGKSC-E,,,NULL
0CGKTT-E,,,NULL
0CGKXM-E,,,NULL
0CGKYC-E,,,NULL
0CGL0G-E,,,NULL
0CGL27-E,,,NULL
0CGLFD-E,,,NULL
0CGLPL-E,Yield,,NULL
0CGLPR-E,,,NULL
0CGM01-E,,,NULL
0CGM19-E,,,NULL
0CGM6G-E,,,NULL
0CGMK8-E,,,NULL
0CGNBV-E,,,NULL
0CGNF3-E,,,NULL
0CGNF7-E,,,NULL
0CGNHH-E,GARP,,NULL
0CGNK4-E,,,NULL
0CGNRZ-E,,,NULL
0CGNY4-E,,,NULL
0CGPFQ-E,Growth,High,NULL
0CGPJF-E,,,50
0CGPJN-E,,,NULL
0CGPL6-E,Aggressive Growth,,NULL
0CGPS3-E,,,NULL
0CGPV9-E,,,NULL
0CGPVF-E,,,37
0CGPW9-E,,,NULL
0CGPXF-E,,,NULL
0CGPY0-E,,,NULL
0CGQ9H-E,,,NULL
0CGQ9V-E,,,NULL
0CGQKM-E,,,NULL
0CGQQR-E,,,175
0CGQTT-E,,,NULL
0CGQVN-E,,,NULL
0CGQW6-E,,,NULL
0CGR18-E,,,NULL
0CGRHL-E,,,NULL
0CGRP2-E,,,NULL
0CGRPM-E,,,NULL
0CGRSW-E,,,NULL
0CGRVT-E,,,15
0CGS48-E,,,42
0CGS4H-E,,,NULL
0CGSD2-E,,,NULL
0CGSDL-E,,,NULL
0CGSG4-E,Yield,Very Low,NULL
0CGSJY-E,,,NULL
0CGSKL-E,,,527
0CGSL1-E,,,NULL
0CGSLL-E,,,NULL
0CGSPP-E,,,3485
0CGSVQ-E,GARP,High,549
0CGSVT-E,,,NULL
0CGSWB-E,,,NULL
0CGSWC-E,,,81
0CGTB7-E,,,NULL
0CGTPH-E,,,NULL
0CGVKK-E,,,NULL
0CGVSF-E,,,NULL
0CGW3H-E,,,690
0CGW6M-E,,,NULL
0CGW7M-E,,,NULL
0CGW8Y-E,,,137
0CGWGT-E,,,NULL
0CGWGV-E,,,51507
0CGWJ5-E,,,NULL
0CGWJL-E,,,NULL
0CGWK5-E,,,NULL
0CGWZF-E,,,NULL
0CGX0M-E,,,18
0CGX0X-E,,,NULL
0CGX1R-E,,,NULL
0CGX37-E,,,NULL
0CGXD3-E,Yield,,NULL
0CGXMM-E,,,NULL
0CGY18-E,,,NULL
0CGYKT-E,,Medium,NULL
0CGYPQ-E,,,NULL
0CGYPS-E,,,NULL
0CGYQ0-E,,,NULL
0CGYQ9-E,,,NULL
0CGYZ2-E,Aggressive Growth,Very High,NULL
0CGYZX-E,,,NULL
0CGZ4C-E,Value,Low,2167
0CGZ7X-E,,,NULL
0CGZ7Z-E,,,NULL
0CGZ8Y-E,,,NULL
0CGZ90-E,,,23
0CGZFB-E,,,9
0CH0RG-E,,,NULL
0CH0V1-E,Aggressive Growth,Very Low,NULL
0CH19Z-E,,,667
0CH1DK-E,,,NULL
0CH1V0-E,Growth,Medium,NULL
0CH20R-E,,,NULL
0CH2P4-E,,,NULL
0CH3ML-E,,,NULL
0CH3QG-E,Growth,Low,NULL
0CH3TK-E,,,NULL
0CH3WD-E,Growth,Very Low,NULL
0CH3Y7-E,,,NULL
0CH436-E,Value,Low,NULL
0CH43G-E,,,NULL
0CH4D4-E,,,NULL
0CH4L6-E,,,NULL
0CH4WY-E,,,NULL
0CH4XX-E,,,NULL
0CH4Y0-E,,,NULL
0CH4YB-E,Value,Medium,103
0CH4YT-E,,,507
0CH54Z-E,,,62
0CH5RK-E,,,NULL
0CH5T8-E,,,NULL
0CH65K-E,,,NULL
0CH6H3-E,,,NULL
0CH6MW-E,,,NULL
0CH745-E,,,NULL
0CH778-E,,,NULL
0CH7CF-E,,,58
0CH7DF-E,,,NULL
0CH7DV-E,,,NULL
0CH7F8-E,Aggressive Growth,,15
0CH7GM-E,,,43
0CH7HK-E,,,NULL
0CH7JD-E,,,10900
0CH7K2-E,,,NULL
0CH7K6-E,,,NULL
0CH7WY-E,,,NULL
0CH8BM-E,,,NULL
0CH8QJ-E,,,NULL
0CH8TD-E,,,NULL
0CH8XR-E,,,NULL
0CH90K-E,,,58
0CH94Q-E,GARP,Medium,NULL
0CH958-E,,,NULL
0CH95J-E,,,NULL
0CH95V-E,,,NULL
0CH96M-E,Growth,High,NULL
0CH9RT-E,,,NULL
0CH9TD-E,,,NULL
0CH9TP-E,,,NULL
0CH9Z5-E,,,NULL
0CHB8P-E,,,NULL
0CHBH9-E,,High,1192
0CHBVC-E,,,NULL
0CHD66-E,,,NULL
0CHD6D-E,,,NULL
0CHDG5-E,,,78
0CHDQH-E,,,NULL
0CHF2R-E,,,NULL
0CHF5F-E,,,NULL
0CHF7N-E,Growth,Low,NULL
0CHFFB-E,,,NULL
0CHFHR-E,Yield,,45
0CHFV3-E,,,34
0CHFVF-E,,,85
0CHG00-E,,,NULL
0CHGDV-E,,,NULL
0CHGZX-E,,,27
0CHH88-E,,,NULL
0CHH96-E,,,29
0CHHJ6-E,,,NULL
0CHHPW-E,,,NULL
0CHHYQ-E,,Very Low,NULL
0CHJZD-E,,,NULL
0CHK4F-E,,,NULL
0CHKDM-E,,,NULL
0CHKJB-E,,,NULL
0CHKP4-E,Growth,Low,370
0CHL6L-E,,,19
0CHL7L-E,,,NULL
0CHL7Z-E,,,NULL
0CHLL6-E,,,NULL
0CHLSM-E,,,NULL
0CHLX3-E,,,NULL
0CHLZ4-E,Yield,,1065
0CHM2B-E,,,NULL
0CHM38-E,,,NULL
0CHM9L-E,,,NULL
0CHMFS-E,,,NULL
0CHMKH-E,,,NULL
0CHN5T-E,,,NULL
0CHNCL-E,,,NULL
0CHNDJ-E,,,8
0CHNHD-E,,,NULL
0CHNJX-E,,,NULL
0CHNK2-E,Growth,Low,601
0CHNLY-E,,,NULL
0CHNTF-E,,,NULL
0CHNYL-E,,,NULL
0CHPNJ-E,,,NULL
0CHPWY-E,,,NULL
0CHPX2-E,,,11
0CHPXF-E,,,NULL
0CHRKK-E,,,NULL
0CHRMD-E,,,NULL
0CHRP7-E,,,NULL
0CHRQ3-E,,,NULL
0CHS94-E,,,NULL
0CHSKR-E,,,NULL
0CHTCT-E,,,52
0CHV66-E,,,159
0CHVZK-E,,,NULL
0CHWB5-E,Growth,High,211
0CHWBV-E,,,NULL
0CHWCQ-E,,,NULL
0CHWN3-E,,,NULL
0CHWYQ-E,,,NULL
0CHXTH-E,,,NULL
0CHXV0-E,,,NULL
0CHY4W-E,,,NULL
0CHY7B-E,,,NULL
0CHY9T-E,,,16
0CHYD0-E,,,NULL
0CHYFQ-E,,,NULL
0CHYKX-E,Value,,NULL
0CHYL1-E,,,31
0CHYMF-E,,,NULL
0CHYPX-E,,,NULL
0CHYR3-E,,,NULL
0CHYRP-E,,,NULL
0CHYSR-E,,,NULL
0CHYTN-E,,,NULL
0CHYWJ-E,,,NULL
0CHYYH-E,,,NULL
0CHYYM-E,,,NULL
0CHYZK-E,,,NULL
0CHZMD-E,,,NULL
0CHZW6-E,,,NULL
0CHZWV-E,,,NULL
0CJ054-E,,,NULL
0CJ07X-E,,,91
0CJ0GC-E,,,NULL
0CJ0N0-E,,,NULL
0CJ0S4-E,,,46
0CJ0WB-E,,,NULL
0CJ0YD-E,,,24
0CJ13J-E,,,NULL
0CJ1HD-E,,,NULL
0CJ1KK-E,,,NULL
0CJ1MB-E,,,NULL
0CJ1PM-E,,,NULL
0CJ22P-E,,,718
0CJ2KN-E,,,NULL
0CJ2T1-E,,,471
0CJ34M-E,,,NULL
0CJ364-E,,,16
0CJ37W-E,,,NULL
0CJ385-E,,,NULL
0CJ3C7-E,,,NULL
0CJ3KC-E,,,NULL
0CJ3ZJ-E,,,NULL
0CJ46B-E,,,NULL
0CJ46C-E,Value,Very Low,NULL
0CJ5CQ-E,,,NULL
0CJ5HS-E,,,NULL
0CJ5QD-E,,,NULL
0CJ5RK-E,,,NULL
0CJ619-E,,,NULL
0CJ64W-E,,,NULL
0CJ65G-E,,,NULL
0CJ69Y-E,,,NULL
0CJ6KX-E,,,740
0CJ6LY-E,,,NULL
0CJ70L-E,,,NULL
0CJ72K-E,,,NULL
0CJ74W-E,Value,Medium,2502
0CJ83F-E,,,NULL
0CJ855-E,,,NULL
0CJ88D-E,,,6
0CJ8D3-E,,,NULL
0CJ8GS-E,,,5
0CJ8Z6-E,,,NULL
0CJ8ZF-E,,,NULL
0CJ91D-E,,,NULL
0CJB3B-E,,,NULL
0CJB4F-E,GARP,,NULL
0CJBCZ-E,,,NULL
0CJBT8-E,,,NULL
0CJC07-E,Aggressive Growth,Very Low,11000
0CJC4P-E,,,NULL
0CJCBQ-E,GARP,Very Low,NULL
0CJCCC-E,,,NULL
0CJCDF-E,,,NULL
0CJCDG-E,,,NULL
0CJCDM-E,,,NULL
0CJCFV-E,,,NULL
0CJCK6-E,,,7
0CJCZC-E,,,NULL
0CJDW4-E,,,NULL
0CJF61-E,,,NULL
0CJFGH-E,,,NULL
0CJFTC-E,,,NULL
0CJFWZ-E,,,NULL
0CJH1Q-E,,,NULL
0CJH2F-E,,,NULL
0CJHFK-E,,,NULL
0CJHHD-E,,,NULL
0CJHJF-E,,,7200
0CJHL4-E,,,NULL
0CJHMS-E,,,600
0CJHR7-E,,,NULL
0CJHT3-E,,,NULL
0CJJ24-E,,,NULL
0CJK3R-E,,,NULL
0CJK43-E,,,NULL
0CJK47-E,,,NULL
0CJK53-E,,,NULL
0CJK8G-E,Growth,High,NULL
0CJK9L-E,,,NULL
0CJKM8-E,,,NULL
0CJKZ3-E,,,NULL
0CJL28-E,,,NULL
0CJL50-E,,,NULL
0CJLRF-E,,,NULL
0CJMJJ-E,,,NULL
0CJMJK-E,,High,4076
0CJMJN-E,,,NULL
0CJNDT-E,,,NULL
0CJP06-E,,,NULL
0CJP0D-E,,,NULL
0CJP3M-E,,Very Low,2055
0CJP56-E,,,NULL
0CJPFT-E,,,44
0CJPM7-E,,,NULL
0CJPXJ-E,,,NULL
0CJS2C-E,,,15264
0CJS4D-E,,,NULL
0CJS6P-E,,,NULL
0CJS74-E,,,NULL
0CJS8F-E,,,NULL
0CJTKY-E,Growth,Medium,NULL
0CJTWJ-E,,Low,NULL
0CJTXY-E,,,NULL
0CJTZ5-E,,,NULL
0CJVF4-E,,,NULL
0CJVP1-E,,,NULL
0CJW4S-E,,,NULL
0CJWTT-E,,,NULL
0CJWVK-E,,,NULL
0CJX1H-E,,,NULL
0CJXCJ-E,,,395
0CJXHR-E,,,NULL
0CJXKN-E,,,NULL
0CJXKS-E,,,75
0CJXLP-E,,,NULL
0CJXMP-E,,,327
0CJY1D-E,,,NULL
0CJY3J-E,,,NULL
0CJY9N-E,,,2000
0CJYCG-E,GARP,,NULL
0CJYX0-E,,,NULL
0CJZ86-E,,,NULL
0CJZ8D-E,,,NULL
0CJZDV-E,,,NULL
0CJZQM-E,,,NULL
0CJZVD-E,,Very Low,104538
0CK0P2-E,,,NULL
0CK131-E,,,NULL
0CK140-E,,,NULL
0CK16D-E,,,NULL
0CK1B2-E,,,NULL
0CK1GQ-E,,,NULL
0CK1QN-E,,,237
0CK1T4-E,,,NULL
0CK1XH-E,,,NULL
0CK1YK-E,,,NULL
0CK1ZF-E,Growth,Low,6786
0CK20S-E,,,NULL
0CK23J-E,,,NULL
0CK261-E,,,45
0CK264-E,,,797
0CK2FP-E,,,NULL
0CK2V6-E,,,NULL
0CK32M-E,,,NULL
0CK352-E,,,NULL
0CK356-E,,,234
0CK379-E,,,NULL
0CK3C1-E,,,NULL
0CK3DF-E,,,NULL
0CK3HD-E,,,NULL
0CK3HY-E,,,841
0CK3LC-E,,,NULL
0CK3PN-E,,,NULL
0CK3RL-E,,,153
0CK3S6-E,,,503
0CK3WB-E,,,NULL
0CK40B-E,,,NULL
0CK45H-E,,,NULL
0CK461-E,GARP,,NULL
0CK4ZG-E,,,NULL
0CK54F-E,,,NULL
0CK5B6-E,,,NULL
0CK5MV-E,,,1
0CK5N3-E,,,NULL
0CK610-E,,,NULL
0CK61J-E,,,NULL
0CK62K-E,Growth,Very Low,NULL
0CK654-E,,,NULL
0CK66Z-E,Aggressive Growth,Very Low,NULL
0CK67T-E,,,22
0CK69G-E,,,NULL
0CK6BD-E,,,NULL
0CK6P3-E,,,2000
0CK72Y-E,,,NULL
0CK749-E,,,NULL
0CK7H5-E,,,NULL
0CK7K0-E,,,NULL
0CK7P6-E,,,NULL
0CK7R2-E,,,NULL
0CK7TD-E,Growth,High,661
0CK7TV-E,GARP,Low,NULL
0CK7WL-E,,,NULL
0CK7WP-E,Growth,Very Low,NULL
0CK7WX-E,,,NULL
0CK80Q-E,,,NULL
0CK84K-E,,,18
0CK8KN-E,,,NULL
0CK94Q-E,,,NULL
0CK989-E,,,NULL
0CK98N-E,Growth,,NULL
0CK98X-E,,Very High,NULL
0CK9BM-E,,,NULL
0CK9FZ-E,,,NULL
0CK9HZ-E,,,NULL
0CK9L2-E,,,NULL
0CK9P1-E,,,NULL
0CK9T7-E,,,NULL
0CK9YN-E,,,NULL
0CK9YR-E,,Medium,41636
0CKB63-E,,,NULL
0CKBG1-E,,,NULL
0CKBGQ-E,,,NULL
0CKBJ0-E,,,NULL
0CKBKR-E,,,NULL
0CKBN3-E,,,NULL
0CKBWZ-E,,,NULL
0CKC16-E,,,NULL
0CKC2P-E,Yield,,NULL
0CKCLG-E,,,NULL
0CKCN3-E,,,NULL
0CKCZN-E,,,NULL
0CKD3K-E,,,NULL
0CKD4J-E,,,NULL
0CKDFS-E,,,13
0CKDJK-E,,,NULL
0CKDKS-E,,,NULL
0CKDKV-E,,,NULL
0CKF5Y-E,,,NULL
0CKFGL-E,,,NULL
0CKFKT-E,Growth,Medium,NULL
0CKFW5-E,,,NULL
0CKFWG-E,,,NULL
0CKG2F-E,Value,High,2629
0CKG6D-E,,,NULL
0CKG9F-E,,,NULL
0CKGF5-E,,,NULL
0CKGHZ-E,,,560
0CKGK6-E,,,NULL
0CKGV0-E,,,1263
0CKGZM-E,,,NULL
0CKHGH-E,,,NULL
0CKHGY-E,,,NULL
0CKHKW-E,,,NULL
0CKHL6-E,,,NULL
0CKJ4F-E,Yield,,NULL
0CKJ5Q-E,,,NULL
0CKJ7V-E,Yield,,3844
0CKJ86-E,,,15010
0CKJ9J-E,,,NULL
0CKJ9L-E,,,NULL
0CKJFD-E,Growth,Very Low,3182
0CKJPK-E,,,NULL
0CKJQC-E,,,8774
0CKJR9-E,,,NULL
0CKJSP-E,,,NULL
0CKJZX-E,,,NULL
0CKK22-E,,,NULL
0CKL6B-E,,Medium,94
0CKL70-E,,,NULL
0CKL98-E,,,NULL
0CKL9V-E,,,NULL
0CKLDK-E,,,NULL
0CKLZB-E,,,NULL
0CKMCT-E,,,150
0CKMGF-E,,,NULL
0CKMJH-E,Growth,Medium,NULL
0CKMKN-E,,,NULL
0CKMRN-E,,,NULL
0CKMSN-E,Growth,Very Low,NULL
0CKMWR-E,Growth,Low,40311
0CKNCT-E,,,NULL
0CKNYT-E,,,NULL
0CKP5B-E,,,NULL
0CKP5L-E,,,193
0CKPB5-E,,,NULL
0CKPJT-E,,,NULL
0CKPW1-E,,,NULL
0CKQ25-E,,,NULL
0CKQ68-E,,,NULL
0CKQFV-E,GARP,Very Low,NULL
0CKQKD-E,,,NULL
0CKQKJ-E,,Medium,209
0CKQMC-E,,,NULL
0CKQS6-E,Aggressive Growth,High,NULL
0CKQWQ-E,Growth,Very Low,NULL
0CKR6P-E,,,NULL
0CKRJT-E,,,NULL
0CKRRJ-E,GARP,,19777
0CKSBJ-E,,,NULL
0CKSRQ-E,,,NULL
0CKSXV-E,,,NULL
0CKT8Y-E,Growth,,NULL
0CKTC6-E,,,NULL
0CKTCV-E,,,NULL
0CKTHW-E,,,NULL
0CKTKX-E,,,92
0CKTR7-E,,,NULL
0CKTRL-E,,,NULL
0CKTS8-E,,,NULL
0CKVF8-E,,,NULL
0CKVXF-E,,,NULL
0CKVXN-E,,,NULL
0CKW52-E,,,820
0CKWG2-E,,,NULL
0CKWQQ-E,Aggressive Growth,,NULL
0CKX32-E,,,NULL
0CKX4F-E,,,NULL
0CKX4P-E,,,NULL
0CKYB4-E,,,NULL
0CKYLV-E,,,120
0CKYNL-E,Growth,Very Low,1388
0CKZ9W-E,,,NULL
0CKZC5-E,,,NULL
0CKZDW-E,,,NULL
0CKZFK-E,,,NULL
0CKZPY-E,,,NULL
0CKZRC-E,,,NULL
0CL063-E,,,NULL
0CL09J-E,,,NULL
0CL0V9-E,,,NULL
0CL1S4-E,,,NULL
0CL1SG-E,Growth,Low,NULL
0CL2DL-E,,,NULL
0CL3BM-E,Growth,Very High,NULL
0CL3DK-E,,,NULL
0CL3L1-E,,,NULL
0CL3NZ-E,,,NULL
0CL3Q4-E,,,NULL
0CL3RD-E,,,NULL
0CL47D-E,,,NULL
0CL4NZ-E,Growth,Medium,128
0CL4V3-E,,High,NULL
0CL57M-E,,,NULL
0CL5F1-E,,,NULL
0CL5JJ-E,,,NULL
0CL5NW-E,,,NULL
0CL5SR-E,,Very High,3891
0CL5YV-E,,,NULL
0CL627-E,,,NULL
0CL74N-E,,,NULL
0CL7B1-E,,,NULL
0CL7CS-E,,,NULL
0CL7J6-E,GARP,,NULL
0CL7S2-E,,,NULL
0CL81B-E,,,12915
0CL82X-E,,,1000
0CL846-E,,,860
0CL85G-E,,,NULL
0CL89B-E,,,NULL
0CL91Q-E,,,NULL
0CL986-E,,,NULL
0CL9DY-E,,,NULL
0CL9HT-E,,,NULL
0CL9L5-E,,,NULL
0CL9SW-E,,,NULL
0CL9Y3-E,,,NULL
0CLB11-E,,,NULL
0CLB9Q-E,,,57
0CLBDC-E,,Medium,758
0CLBFD-E,,,NULL
0CLBP2-E,,,NULL
0CLBY0-E,,,NULL
0CLC2Z-E,,,NULL
0CLC51-E,,,NULL
0CLCFT-E,,,NULL
0CLDSL-E,GARP,,NULL
0CLF1V-E,,,NULL
0CLF7V-E,,,NULL
0CLFNR-E,,,NULL
0CLG18-E,,,NULL
0CLGP5-E,Yield,,NULL
0CLGVD-E,Yield,,7199
0CLGVG-E,Aggressive Growth,Low,823
0CLGZ1-E,,,NULL
0CLH01-E,,,NULL
0CLH3P-E,,,NULL
0CLH7K-E,,,NULL
0CLH7Q-E,,,NULL
0CLH7T-E,,,NULL
0CLH8B-E,,,NULL
0CLJJF-E,,,NULL
0CLKHT-E,Growth,,263
0CLKQL-E,,,NULL
0CLKXD-E,,,NULL
0CLKY0-E,,,2000
0CLKY2-E,,,NULL
0CLLG3-E,,,500
0CLLJT-E,,,NULL
0CLLVZ-E,GARP,,NULL
0CLM8D-E,,,NULL
0CLN2F-E,,,NULL
0CLN65-E,Growth,Very Low,99
0CLN6P-E,,,NULL
0CLN9S-E,,,NULL
0CLNZL-E,,,NULL
0CLP2G-E,,,NULL
0CLP2Q-E,,,NULL
0CLPHQ-E,,,NULL
0CLQ1T-E,,,NULL
0CLQ1V-E,,,NULL
0CLQ69-E,,,NULL
0CLQ91-E,Growth,Medium,NULL
0CLQ9X-E,,,NULL
0CLR2B-E,,,NULL
0CLRFV-E,,,500
0CLRR0-E,,,NULL
0CLRV4-E,,,NULL
0CLS16-E,,,NULL
0CLS2Q-E,,,10860
0CLS4K-E,,,NULL
0CLS9D-E,,,NULL
0CLSB4-E,,,NULL
0CLSDS-E,Growth,Low,NULL
0CLSFT-E,,Medium,NULL
0CLSGY-E,,,NULL
0CLSTZ-E,Yield,Very Low,NULL
0CLT08-E,,,NULL
0CLTWY-E,,,NULL
0CLTY3-E,,,NULL
0CLVKT-E,,,NULL
0CLVNT-E,,,150
0CLVRN-E,,,NULL
0CLVRY-E,,,NULL
0CLWPH-E,,,NULL
0CLX05-E,,,NULL
0CLX6K-E,,,180
0CLX91-E,,,NULL
0CLYZQ-E,,,NULL
0CLYZS-E,,,NULL
0CLZ6M-E,,,NULL
0CLZ6Q-E,,,NULL
0CLZX4-E,,,NULL
0CM0HY-E,,,NULL
0CM181-E,,,1455
0CM1MC-E,,,NULL
0CM1Z5-E,,,NULL
0CM208-E,,,NULL
0CM20G-E,,,NULL
0CM2J3-E,,,NULL
0CM2W3-E,,,NULL
0CM332-E,,,NULL
0CM382-E,,,NULL
0CM3N3-E,Growth,Very Low,NULL
0CM3N8-E,,,NULL
0CM3WZ-E,,,NULL
0CM3XL-E,,,NULL
0CM47R-E,,,NULL
0CM51F-E,,,NULL
0CM53H-E,,,NULL
0CM5B7-E,,,NULL
0CM5HC-E,,,NULL
0CM5L9-E,,,5212
0CM5Q3-E,,,NULL
0CM627-E,,,NULL
0CM67D-E,,,NULL
0CM689-E,,,NULL
0CM6F4-E,Growth,Medium,NULL
0CM71Q-E,,,NULL
0CM787-E,,,NULL
0CM7J5-E,,,NULL
0CM7MK-E,,,NULL
0CM7PK-E,,,31
0CM7Y5-E,Yield,Very Low,NULL
0CM7ZM-E,,,NULL
0CM834-E,,,NULL
0CM87G-E,,,NULL
0CM888-E,,,NULL
0CM89B-E,,,NULL
0CM8FP-E,,,NULL
0CM8GW-E,,,NULL
0CM8N3-E,Growth,,NULL
0CM8ND-E,,,NULL
0CM91J-E,,,NULL
0CM9VP-E,,,NULL
0CMB90-E,GARP,,NULL
0CMBQV-E,,,NULL
0CMC1F-E,,Very Low,1500
0CMC56-E,,,NULL
0CMC7Z-E,,,402
0CMCGJ-E,,,NULL
0CMD6Z-E,,,NULL
0CMDHV-E,,,NULL
0CMF8S-E,,,NULL
0CMF9J-E,Aggressive Growth,High,NULL
0CMFFM-E,,,NULL
0CMFNH-E,,,NULL
0CMGS1-E,,,NULL
0CMGVD-E,,,NULL
0CMH0V-E,,,NULL
0CMH51-E,,,20
0CMH92-E,Growth,,NULL
0CMHF8-E,,,NULL
0CMHJ2-E,,,NULL
0CMHWZ-E,,,NULL
0CMHY3-E,,,NULL
0CMJ11-E,,,144
0CMJ14-E,,,NULL
0CMJ15-E,,,26
0CMJ2V-E,,,22
0CMJ30-E,,,NULL
0CMJ37-E,,,NULL
0CMK7Z-E,,,NULL
0CMKTM-E,,,NULL
0CML0N-E,,,NULL
0CMLKM-E,,,NULL
0CMLLC-E,,,NULL
0CMLP3-E,,,224
0CMLSR-E,,,NULL
0CMLVS-E,,,NULL
0CMLW5-E,Aggressive Growth,Medium,5704
0CMLWP-E,,,NULL
0CMNFX-E,,,NULL
0CMNGR-E,,,NULL
0CMNK7-E,,,NULL
0CMNNB-E,,,NULL
0CMP62-E,,,NULL
0CMPJ9-E,,,NULL
0CMPK9-E,,,NULL
0CMPW4-E,,,NULL
0CMPWJ-E,,,NULL
0CMRL7-E,,,NULL
0CMRQV-E,,,4808
0CMSKB-E,,,NULL
0CMT0F-E,,,NULL
0CMT5B-E,,,NULL
0CMT5C-E,,,NULL
0CMT5F-E,,,NULL
0CMT5V-E,Growth,High,1395
0CMTDP-E,,,NULL
0CMVF5-E,,,NULL
0CMVFF-E,,,NULL
0CMW5L-E,,,NULL
0CMW6P-E,,,NULL
0CMWGS-E,,,NULL
0CMWHL-E,,,NULL
0CMWVJ-E,,,NULL
0CMXMY-E,,,NULL
0CMXV9-E,,,NULL
0CMY19-E,,,NULL
0CMYGX-E,,,NULL
0CMYM1-E,,,NULL
0CMYP9-E,Growth,,7482
0CMYRN-E,,,NULL
0CMYT9-E,,,NULL
0CMYTT-E,,,NULL
0CMZ2H-E,,,250
0CMZ5P-E,,,NULL
0CMZZ5-E,,,NULL
0CN02V-E,,,NULL
0CN04W-E,,,NULL
0CN06V-E,,,NULL
0CN0CP-E,,Very High,NULL
0CN0CW-E,,,NULL
0CN100-E,,,NULL
0CN15H-E,,,NULL
0CN1FW-E,,,NULL
0CN1GX-E,,,NULL
0CN1Q8-E,,,NULL
0CN24P-E,Growth,Very Low,35691
0CN27C-E,,,NULL
0CN2JT-E,,,NULL
0CN2KP-E,,,NULL
0CN2Q3-E,,,20602
0CN2V6-E,,,NULL
0CN2ZQ-E,,,NULL
0CN35V-E,,,NULL
0CN36J-E,,,NULL
0CN37Y-E,,,NULL
0CN3R5-E,Growth,High,4292
0CN3YX-E,,,NULL
0CN40M-E,,,NULL
0CN46B-E,,,NULL
0CN48N-E,GARP,,NULL
0CN4DG-E,,,NULL
0CN4FB-E,,,NULL
0CN4KH-E,,,NULL
0CN53G-E,,,NULL
0CN5MG-E,,,NULL
0CN5XF-E,,,NULL
0CN6FK-E,,,NULL
0CN6HF-E,,,NULL
0CN6M2-E,,,NULL
0CN6Q8-E,,,NULL
0CN7V8-E,,,NULL
