Factset Fund ID,Fund Name,Discrepancy Column
04L08V-E,Blackrock Funds I Icav - Advantage World Equity Fund,
04JPJ5-E,Mackenzie Private Global Income Balanced Pool,
04CPHB-E,Ubs (lux) Strategy Xtra Sicav - Yield (eur),
04KRBJ-E,Ishares Tr. - Us Dividend & Buyback Etf,
04HD0T-E,Deka Private Banking Portfolio - Aktien Global,
04KRVC-E,Mackenzie Portfolio Completion Etf,
04J0JF-E,"Alol Capital Sicav, Sa",
04L1JS-E,Invesco Rafi Strategic Us Etf,
04JDXM-E,Proshares S&p 500 (ex-energy) Etf,
04L23G-E,Desjardins Ri Usa Low Co2 Index Etf,
04LBNX-E,Invesco Russell 1000 Low Volatility Factor Etf,
04FVP2-E,Vanguard Russell 1000 Growth Index Fund,
04CF7G-E,"Seisbecisa, Sicav",
04CPHC-E,Ubs (lux) Strategy Xtra Sicav - Yield (usd),
04L0R2-E,Miller/howard Infrastructure Fund,
04J119-E,"Torano Capital, Sicav",
04BV2K-E,Mutual Of America Institutional All America Fund,
04J7FK-E,Lux Im - Esg Morgan Stanley Global Multiasset,
04KXFP-E,Invesco Us Managed Volatility Fund,
04JL66-E,Woodpecker Capital - Pure Equity,
04D6MQ-E,Meitav Corporate Convertible Bonds,
04HMRX-E,Spdr Msci World Strategicfactors Etf,
04BR06-E,Ubs (ch) Strategy Fund - Yield (eur),
04F0WQ-E,Excellence 20/90,
04FCXR-E,Lincoln Vip - Blackrock Scientific Allocation Fund,
04JQBX-E,Panagora Master Collective Invt. Trust-risk Parity Multi Asset,
04BR08-E,Ubs (ch) Strategy Fund - Yield (usd),
04GFTM-E,Zwitserleven Mix Beleggingsfondsen - Horizonfonds 2020-2024,
04LCN5-E,Invesco Mkts. Ii Plc - Msci World Esg Unvl. Screen. Ucits Etf,
04KNZQ-E,Tkb Vermoegensverwaltung - Konservativ,
04JC6L-E,Ubs Iq Msci Usa Ethical Etf,
04DPQB-E,"Dasc Investments, Sicav",
04L7GX-E,Ishares Iv Plc - Msci World Esg Enhanced Ucits Etf,
04BQWM-E,Ubs (ch) Strategy Fund - Balanced (usd),
04BR07-E,Ubs (ch) Strategy Fund - Balanced (eur),
04F11W-E,Dash Shares Yeter,
04J1WL-E,Excellence Mng Lyr 10%,
04KR12-E,Reverse Cap Weighted Us Large Cap Etf,
04F0XQ-E,Excellence Bonds & Strategies,
04G2ZZ-E,Ist - Mixta Optima 25,
04LCQJ-E,Invesco Markets Ii Plc - Msci Usa Esg Universal Screened Etf,
04JJVW-E,Excellence 1b 5/95 Long/short,
04L0LJ-E,Impact Shares Naacp Minority Empowerment Etf,
04L0TK-E,Gkb (ch) - Strategiefonds Ausgewogen,
04D3JM-E,"Citeron Bolsa, Sicav",
04LBRW-E,Invesco Russell 1000 Momentum Factor Etf,
04JDYJ-E,Proshares S&p 500 (ex-technology) Etf,
04KW8Z-E,Ishares Evolved Us Technology Etf,
04L79Q-E,Desjardins Ri Global Multifactor-fossil Fuel Reserves Free Etf,
04JDRJ-E,Invesco Markets Iii Plc - S&p 500 Veqtor Ucits Etf,
04JGL5-E,Fidelity Funds Sicav - Fawf Mega Cap Stock Fund,
04GD82-E,Swisscanto (ch) Inst. Fd. - Target Risk 5 %,
04CM27-E,Hsbc Managed Funds - Stable Growth Fund,
04G4J9-E,Proshares Hedge Replication Etf,
04JL2Q-E,Arabesque Sicav - Prime,
04G301-E,Ist - Mixta Optima 35,
04KPLP-E,Invesco Purebeta Msci Usa Etf,
04GJRY-E,Swisscanto Bvg 3 Dynamic 0-50,
04CCWS-E,"Inversiones Mobiliarias Gquesada, Sicav",
04G9K8-E,Agfiq Us Market Neutral Value Fund,
04KWP7-E,Gkb (ch) - Aktien Dynamisch,
04L020-E,Gotham Index Plus All Cap Fund,
04JXP1-E,First State Investments Icvc - Diversified Growth Fund,
04JDXQ-E,Proshares S&p 500 (ex-financials) Etf,
04KWP8-E,Gkb (ch) - Vorsorgefonds 45,
04L0TJ-E,Gkb (ch) - Strategiefonds Einkommen,
04GQ5S-E,Spdr S&p 1500 Momentum Tilt Etf,
04K21M-E,Morgan Stanley Invt. Fds. - Global Balanced Defensive,
04L06X-E,Wisdomtree Tr. - 90/60 Us Balanced Fund,
04KTCM-E,Own Austria Standortfonds,
04F0XM-E,Excellence Monthly Pay - Out,
04JX83-E,Wisdomtree Tr. - Global Ex-mexico Equity Fund,
04KTBD-E,Insightshares Lgbt Employment Equality Etf,
04H0XL-E,Aa Mmf - Verzekeringen Beleggingsfonds Defensief,
04JDXS-E,Proshares S&p 500 (ex-health Care) Etf,
04GPYH-E,Excellence Managed Eur,
04K3R1-E,Cs Index Fund (lux) - Equities World Factor Mix,
04GPSZ-E,Excellence Variable Interest,
04JPJ1-E,Mackenzie Private Global Conservative Income Balanced Pool,
04J6WJ-E,Pf Equity Long/short Fund,
04KNZP-E,Tkb Vermoegensverwaltung - Ausgewogen,
04KWQ1-E,Swisscanto (ch) Inv. Sol. Fd. - Equity Fund Tac. Glb. (ex-chf),
04K950-E,Gotham Hedged Core Fund,
04KYQR-E,Yelin Lapidot (2c) Following Tik 3 Bank Discount,
04KW0Q-E,Own Germany Standortfonds,
04L5D4-E,Dividend Performers,
04JJVD-E,Excellence 1b 5-95 Hedged Foreign,
04C69Y-E,"Ditrima Inversiones, Sicav",
04L7H9-E,Ishares Iv Plc - Msci Usa Esg Enhanced Ucits Etf,
04BQ4R-E,Massmutual Premier Balanced Fund,
04G2ZY-E,Ist - Mixta Optima 15,
04K94Z-E,Gotham Enhanced Index Plus Fund,
04KB6S-E,Gotham Enhanced S&p 500 Index Fund,
04H0XX-E,Aa Mmf - Profile 4,
04H0XY-E,Aa Mmf - Profile 5,
04B8KR-E,Cavanal Hill Active Core Fund,
04B9HQ-E,Fidelity Advisor Series I -growth Opportunities Fund,
04B9LB-E,Fidelity Stock Selector All Cap Fund,
04BD4Y-E,T Rowe Price Balanced Fund,
04BDZG-E,Usaa Cornerstone Moderately Aggressive Fund,
04BGJ3-E,Mainstay Vp - Mackay Growth Portfolio,
04BGV9-E,Ast T Rowe Price Asset Allocation Portfolio,
04BH1P-E,Columbia Large Cap Growth Fund,
04BHPJ-E,Usaa Cornerstone Moderate Fund,
04BJ1T-E,Delaware Select Growth Fund,
04BNZK-E,Columbia Variable Portfolio-large Cap Growth Fund,
04BTHT-E,Delaware Us Growth Fund,
04BTM1-E,Principal Investors - Large Cap Growth Fund,
04BV81-E,Fidelity Vip Iii - Growth Opportunities Portfolio,
04BWKJ-E,Blackrock Global Funds - Flexible Multi-asset Fund,
04C46M-E,Eaton Vance Tax Managed Multi Cap Growth Portfolio,
04CCKK-E,Eaton Vance Growth Portfolio,
04CD4R-E,"Bbva Bolsa Usa (cubierto), Fi",
04CNBP-E,Candriam Quant - Equities Usa,
04CTSH-E,Valic Company I - Large Cap Core Fund,
04CWFV-E,Gs Funds - Global Equity Partners Portfolio,
04CZKH-E,Xtrackers - Msci Usa Swap Ucits Etf,
04D366-E,"Bbva Bolsa Indice Usa (cubierto), Fi",
04D5QZ-E,Mistral Global Equity Fund,
04D9PP-E,Usaa Global Managed Volatility Fund,
04DLQ0-E,Gs Funds - Global Equity Partners Esg Portfolio,
04FCCQ-E,Wells Fargo Disciplined Us Core Fund,
04FCQR-E,Guggenheim Rbp Large Cap Market Fund,
04FG0X-E,Jackson Square Large Cap Growth Fund,
04G9JB-E,Direxion All Cap Insider Sentiment Shares,
04GMYJ-E,Guggenheim Directional Allocation Fund,
04GN9Q-E,Usaa Cornerstone Aggressive Fund,
04GN9Y-E,Usaa Cornerstone Moderately Conservative Fund,
04GT09-E,Mainstay Mackay Growth Fund,
04GX21-E,Albion Strategic Fund,
04H3KH-E,Ia Us Equity,
04HDG2-E,Parvest - Equity Usa Growth,
04J2GN-E,Spdr Msci Acwi Low Carbon Target Etf,
04J579-E,Gutmann Us Equities Fund,
04JJ9S-E,Blackrock Strategic Fds. - Systematic Global Equity,
04JLDP-E,Thinkcapital Etfs Nv - Think Morningstar North America Equity,
04JTDQ-E,Jackson Square All Cap Growth Fund,
04JVY4-E,Jackson Square Global Growth Fund,
04JW17-E,Global Opportunities Access - Global Equities Ii,
04JW9Q-E,Global Opportunities Access - Global Equities,
04JZH9-E,Jackson Square Select 20 Growth Fund,
04K7V3-E,A 94,
04K7VW-E,Gf 130,
04K9F2-E,Ishares Tr. - Msci Usa Esg Optimized Etf,
04KBMQ-E,Aqr Large Cap Relaxed Constraint Equity Fund,
04KSXW-E,Sunamerica Series Tr. - Sa Legg Mason Tactical Opp. Port.,
04KY20-E,Ia Clarington Us Equity (currency Unhedged) Fund,
04F993-E,Aqr Global Equity Fund,
04L02X-E,Pacer Fds. Tr. - Cfra-stovall Equal Weight Seasonal Rot. Etf,
04K92Q-E,Cb-accent Lux - Bluestar Absolute,
04L5C7-E,Siemens Diversified Growth,
04BWDT-E,Swedbank Robur Globalfond Mega,
04BV8S-E,Swedbank Robur Ip Aktiefond,
04L7R2-E,Ishares Esg Msci Usa Index Etf,
04JYNR-E,Legg Mason Global Funds Plc - Brandywine Global Dynamic Us Eq.,
04J610-E,Aviva Investors Investment Funds Icvc - Multi-strat Target Ret,
04L6YD-E,Multi Units Lu - Lyxor Comm. Thomsonreuters/corecom.,
04KSF0-E,Pacer Fds. Tr. - Wealthshield Etf,
04G8QL-E,S4a Us Long Ui,
04KW89-E,Amundi Index Solutions - Msci Em Latin America,
04KW86-E,Amundi Index Solutions - S&p 500,
04KX22-E,Amundi Index Solutions - Msci Europe Min. Vol. Factor,
04HM49-E,Ast Legg Mason Diversified Growth Portfolio,
