Factset Entity ID,Fund Name,Discrepancy Column
04KWX0-E,Ishares Tr. - Msci Usa Small Cap Esg Optimized Etf,Incorrect: aum eaum 
04KVCW-E,Vanguard Wellington Fund - Us Quality Factor Etf,Incorrect: aum eaum 
04KHB1-E,Ivy Proshares Msci Acwi Index Fund,Incorrect: eaum 
04CV07-E,Interfund Sicav - International Securities New Economy,Incorrect: style eaum 
04GTF2-E,Ubs (irl) Etf Plc - Msci World (usd),Incorrect: aum eaum 
04CHM0-E,Amc Professional Fund - Bcv Enhanced Us Equity,Incorrect: style eaum 
04KW64-E,Fidelity Ucits Ii Icav - Msci World Index Fund,Incorrect: aum eaum 
04JB9V-E,Harvest United States Growth Fund,Incorrect: style eaum 
04BJ0Q-E,Tiff Multi Asset Fund,Incorrect: style eaum 
04L5H9-E,Siemens Global Equities,
04CY8V-E,Invesco S&p Mid Cap Quality Etf,Incorrect: aum eaum 
04KFY6-E,Fidelity Flex Large Cap Growth Fund,Incorrect: style eaum 
04KW0J-E,Multi Units Lu - Lyxor Core Morningstar Us,Incorrect: aum eaum 
04CHBS-E,Danske Invest Denmark - Global Indeks Valutasikret,Incorrect: style aum eaum 
04L1C0-E,Deka Msci World Ucits Etf,Incorrect: aum eaum 
04CKMY-E,Spp Generation 80 Tal,Incorrect: eaum 
04CB7G-E,Pinebridge Global Funds - Asia Dynamic Asset Allocation,Incorrect: style eaum 
04D639-E,Dfa Cstg & E Us Social Core Equity 2 Portfolio,Incorrect: style aum eaum 
04K9VY-E,Lord Abbett Global Equity Research Fund,Incorrect: style eaum 
04BYJ7-E,Cs Investment Funds 12 - (lux) Portfolio Fund Yield (usd),Incorrect: style eaum 
04L36H-E,Ishares Iv Plc - Msci World Esg Screened Ucits Etf,
04BRBS-E,Cs Investment Funds 12 - (lux) Portfolio Fund Balanced (eur),Incorrect: style eaum 
04KGFC-E,Stone Ridge Elements Us Portfolio,Incorrect: style eaum 
04BYJ9-E,Cs Investment Funds 12 - (lux) Portfolio Fund Growth (chf),Incorrect: eaum 
04JH4V-E,T Rowe Price Mid Cap Index Fund,Incorrect: aum eaum 
04JK4Z-E,Comstage Sicav - Cbk Us Treasury Bond Future Double Short Tr,Incorrect: eaum 
04BV20-E,Dnb Usa Indeks,Incorrect: style aum eaum 
04J9W0-E,Wellington Mgmt. Fds. (lu) - Us Equity Long-short Fund,Incorrect: style eaum 
04KHQM-E,Fidelity Flex Opportunistic Insights Fund,Incorrect: eaum 
04HM53-E,Ast T. Rowe Price Diversified Real Growth Portfolio,Incorrect: style aum eaum 
04L1L8-E,American Century Stoxx Us Quality Growth Etf,Incorrect: eaum 
04BYJB-E,Cs Investment Funds 12 - (lux) Portfolio Fund Growth (usd),Incorrect: style eaum 
04KFX4-E,Fidelity Flex Small Cap Fund,Incorrect: style eaum 
04JH7B-E,Ast Wellington Management Real Total Return Port.,Incorrect: aum eaum 
04G946-E,Lyxor Ucits Etf Ftse Epra/nareit Developed Europe,Incorrect: eaum 
04JWTP-E,Vanguard Global Momentum Factor Etf,Incorrect: style eaum 
04JGP9-E,Catalyst Ipox Allocation Fund,Incorrect: eaum 
04J3KW-E,Swisscanto (ch) Vorsorge Fonds - 45 Passiv,Incorrect: eaum 
04JNYM-E,Vontobel Fund (ch) Vescore Global Equity Multi Factor,Incorrect: eaum 
04JLZ0-E,Vanguard Funds Plc - Global Momentum Factor Ucits Etf,Incorrect: style eaum 
04JH32-E,Lazard Managed Equity Volatility Portfolio,Incorrect: style eaum 
04L08V-E,Blackrock Funds I Icav - Advantage World Equity Fund,
04LBNQ-E,Invesco Russell 1000 Size Factor Etf,
04GBFJ-E,Hsbc Etfs Plc - Msci Usa,Incorrect: aum eaum 
04BYJ5-E,Cs Investment Funds 12 - (lux) Portfolio Fund Yield (eur),Incorrect: style eaum 
04L7G7-E,Jpmorgan Betabuilders Us Equity Etf,
04KGCX-E,Manulife Multifactor Us Mid Cap Index Etf,Incorrect: aum eaum 
04G0P5-E,Swisscanto Bvg 3 Index 45,Incorrect: eaum 
04KJ6X-E,Blackrock Acs I - 60:40 Global Equity Tracker Fund,Incorrect: style eaum 
04CMKN-E,Rational Insider Buying Va Fund,Incorrect: style eaum 
04KBH1-E,Lord Abbett Pspt. Port. Plc - Global Equity Research Fund,Incorrect: style eaum 
04JLYY-E,Vanguard Funds Plc - Global Liquidity Factor Ucits Etf,Incorrect: style eaum 
04KW8Z-E,Ishares Evolved Us Technology Etf,Incorrect: aum eaum 
04KVS9-E,Bekb Strategiefonds - Ausgewogen,Incorrect: eaum 
04KV1Q-E,Fidelity Global Asset Allocation Currency Neutral Private,Incorrect: style eaum 
04JCHS-E,Blackrock Institutional Pooled Fds. Plc - Gbl. Enhanced Index,Incorrect: style aum eaum 
04BR1S-E,Ubs (lux) Strategy Fund - Growth (usd),Incorrect: style eaum 
04H0XP-E,Aa Mmf - Verzekeringen Beleggingsfonds Matig Offensief,Incorrect: style eaum 
04L367-E,Ishares Iv Plc - Msci Usa Esg Screened Ucits Etf,
04H3Q0-E,Csif Umbrella - World (ex-ch) Value Weighted Index - Pension,Incorrect: eaum 
04KSZM-E,Sunamerica Series Tr. - Sa Goldman Sachs Multi Asset Insight,Incorrect: style aum eaum 
04JWTH-E,Vanguard Global Liquidity Factor Etf,Incorrect: style eaum 
04FTQF-E,Swiss Index Platform - Sip World Equity Index,Incorrect: eaum 
04JYS1-E,Flexshares Stoxx Us Esg Impact Index Fund,Incorrect: eaum 
04KQJ7-E,Jyske Portefølje Managed Vol Aktier Kl,Incorrect: style eaum 
04JQKR-E,Td U.s. Equity Index Etf,Incorrect: aum eaum 
04L9HG-E,Tidal Etf Tr. - Sofi Select 500 Etf,
04JC6J-E,Ubs Iq Msci World (ex-australia) Ethical Etf,Incorrect: eaum 
04L5ZG-E,Direxion Msci Cyclicals Over Defensives Etf,
04J1YK-E,Lazard Global Balanced Income Fund,Incorrect: aum eaum 
04BS65-E,Hsbc Gif - Economic Scale Global Equity,Incorrect: eaum 
04L9GP-E,Jpmorgan Etfs (ie) Icav - Betabuilders Us Equity Ucits Etf,
04HYH4-E,Finex Funds Plc - Msci Usa Ucits Etf (usd),Incorrect: aum eaum 
04BYJ8-E,Cs Investment Funds 12 - (lux) Portfolio Fund Growth (eur),Incorrect: style eaum 
04BR1B-E,Ubs (lux) Strategy Fund - Equity (chf),Incorrect: eaum 
04H0XR-E,Aa Mmf - Verzekeringen Beleggingsfonds Zeer Offensief,Incorrect: eaum 
04KLJS-E,Swisscanto (ch) Vorsorge Fonds - 75 Passiv,Incorrect: eaum 
04KP1D-E,Robeco Capital Gr. Fds. - Qi Us Enhanced Index Equities,Incorrect: style eaum 
04H0XQ-E,Aa Mmf - Verzekeringen Beleggingsfonds Offensief,Incorrect: style eaum 
04L9H0-E,Tidal Etf Tr. - Sofi Next 500 Etf,
04JB52-E,Spdr Msci Usa Strategicfactors Etf,Incorrect: aum eaum 
04KPLW-E,Invesco Purebeta Msci Usa Small Cap Etf,Incorrect: aum eaum 
04GPMG-E,Swisscanto Ast Avant Aktien Usa Index,Incorrect: eaum 
04CZ5Z-E,Wisdomtree Tr. - Earnings 500 Fund,Incorrect: aum eaum 
04KPT2-E,Robeco Capital Gr. Fds. - Qi Glb. Dev. Enh. Ind. Eq.,Incorrect: style eaum 
04L1LT-E,Vanguard Ethically Conscious International Shares Index Etf,
04G95N-E,Catalyst Insider Buying Fund,Incorrect: style eaum 
04KNZR-E,Tkb Vermoegensverwaltung - Wachstum,Incorrect: eaum 
04BFX5-E,Allianzgi Technology Fund,Incorrect: aum eaum 
04KVSF-E,Bekb Strategiefonds - Wachstum,Incorrect: eaum 
04KVS8-E,Bekb Strategiefonds - Kapitalgewinn,Incorrect: eaum 
04J2GN-E,Spdr Msci Acwi Low Carbon Target Etf,Incorrect: aum eaum 
04KZR1-E,Ubs (irl) Etf Plc - Msci World Select Factor Mix Ucits Etf,Incorrect: aum eaum 
04LBPQ-E,Invesco Global Revenue Etf,
04K3R1-E,Cs Index Fund (lux) - Equities World Factor Mix,Incorrect: eaum 
04KVS4-E,Bekb Strategiefonds - Einkommen,Incorrect: style eaum 
04CZ5Y-E,Wisdomtree Tr. - Total Earnings Fund,Incorrect: aum eaum 
04H1HK-E,Schwab Fundamental Us Broad Market Index Etf,Incorrect: eaum 
04KNZN-E,Tkb Vermoegensverwaltung - Aktien,Incorrect: eaum 
04LBRW-E,Invesco Russell 1000 Momentum Factor Etf,
04H0XM-E,Aa Mmf - Verzekeringen Beleggingsfonds Matig Defensief,Incorrect: style eaum 
04L1KX-E,Invesco Rafi Strategic Us Small Company Etf,Incorrect: aum eaum 
04CY1L-E,First Trust Total Us Market Alphadex Etf,Incorrect: aum eaum 
04JL03-E,Dimensional Funds Plc - Us Core Equity Fund,Incorrect: eaum 
04BV6G-E,Spp Generation 40 Tal,Incorrect: style eaum 
04JS45-E,Xtrackers (ie) Plc - Ftse All-world (ex-uk) Ucits,Incorrect: aum eaum 
04L7R4-E,Blackrock Us Equity Factor Rotation Etf,Incorrect: style 
04L23G-E,Desjardins Ri Usa Low Co2 Index Etf,Incorrect: eaum 
04JXD0-E,Blackrock Invt. Fds. - Global Long Short Equity Fund,Incorrect: style aum eaum 
04CQ40-E,Pictet (ch) - Lpp 25,Incorrect: style eaum 
04JF3L-E,Ssga Spdr Etfs Europe Ii Plc - Msci Usa Value Ucits Etf,Incorrect: aum eaum 
04G2ZZ-E,Ist - Mixta Optima 25,Incorrect: style aum eaum 
04KNZQ-E,Tkb Vermoegensverwaltung - Konservativ,Incorrect: style eaum 
04JC6L-E,Ubs Iq Msci Usa Ethical Etf,Incorrect: eaum 
04L74T-E,Treetop - World Equity Index,
04L06X-E,Wisdomtree Tr. - 90/60 Us Balanced Fund,Incorrect: style aum eaum 
04L7GX-E,Ishares Iv Plc - Msci World Esg Enhanced Ucits Etf,
04KBGB-E,Alambic Mid Cap Growth Plus Fund,Incorrect: style eaum 
04L0TK-E,Gkb (ch) - Strategiefonds Ausgewogen,
04GD82-E,Swisscanto (ch) Inst. Fd. - Target Risk 5 %,Incorrect: eaum 
04LBNS-E,Invesco Russell 1000 Value Factor Etf,
04G301-E,Ist - Mixta Optima 35,Incorrect: style aum eaum 
04KPLP-E,Invesco Purebeta Msci Usa Etf,Incorrect: aum eaum 
04LCN5-E,Invesco Mkts. Ii Plc - Msci World Esg Unvl. Screen. Ucits Etf,
04GJRY-E,Swisscanto Bvg 3 Dynamic 0-50,Incorrect: eaum 
04L020-E,Gotham Index Plus All Cap Fund,Incorrect: style eaum 
04LCQJ-E,Invesco Markets Ii Plc - Msci Usa Esg Universal Screened Etf,
04K94Z-E,Gotham Enhanced Index Plus Fund,Incorrect: eaum 
04KWP7-E,Gkb (ch) - Aktien Dynamisch,Incorrect: style eaum 
04L0TJ-E,Gkb (ch) - Strategiefonds Einkommen,
04KWP8-E,Gkb (ch) - Vorsorgefonds 45,Incorrect: eaum 
04KTBD-E,Insightshares Lgbt Employment Equality Etf,Incorrect: aum eaum 
04KWQ1-E,Swisscanto (ch) Inv. Sol. Fd. - Equity Fund Tac. Glb. (ex-chf),Incorrect: style eaum 
04JMFX-E,Fidelity Conservative Income Fund,Incorrect: style eaum 
04KNZP-E,Tkb Vermoegensverwaltung - Ausgewogen,Incorrect: style eaum 
04CQ41-E,Pictet (ch) - Lpp 40,Incorrect: style eaum 
04HYJK-E,Hsbc Etfs Plc - Economic Scale Worldwide Equity Ucits,Incorrect: aum eaum 
04K953-E,Gotham Defensive Long Fund,Incorrect: style eaum 
04L7H9-E,Ishares Iv Plc - Msci Usa Esg Enhanced Ucits Etf,
04G2ZY-E,Ist - Mixta Optima 15,Incorrect: style aum eaum 
04H0XL-E,Aa Mmf - Verzekeringen Beleggingsfonds Defensief,Incorrect: style eaum 
04J9D1-E,Fidelity Conservative Income Private Pool,Incorrect: style eaum 
