,MI name,MI Pos,MI Market Val,DT Name,DT Pos,DT Market Val,Pos Diff (Percentage),Market Val Diff (Percent),MI Not Matched,DT Not Matched
622,Ameritas Investment Partners Inc.,356039.0,49.31852228,"Ameritas Investment Partners, Inc.",356039,47694984.0,0,3.35,,
623,RNC Capital Management LLC,355052.0,49.18180304,RNC Capital Management LLC,355052,47562766.0,0,3.35,,
624,Oak Ridge Investments LLC,354835.0,49.1517442,Oak Ridge Investments LLC,354835,47533697.0,0,3.35,,
625,Chicago Equity Partners LLC,354667.0,49.12847284,Chicago Equity Partners LLC,354667,47511191.0,0,3.35,,
626,Guyasuta Investment Advisors Inc.,354593.0,49.11822236,"Guyasuta Investment Advisors, Inc.",354593,47501278.0,0,3.35,,
627,Ingalls & Snyder LLC,352833.0,48.87442716,Ingalls & Snyder LLC,352833,47265509.0,0,3.35,,
628,Markston International LLC,352079.0,48.76998308,Markston International LLC,352079,47164503.0,0,3.35,,
629,KCM Investment Advisors LLC,350794.0,48.59198488,KCM Investment Advisors LLC,350794,46992364.0,0,3.35,,
630,WEDGE Capital Management LLP,350093.0,48.49488236,WEDGE Capital Management LLP,350093,46898458.0,0,3.35,,
631,First Long Island Investors LLC,349289.0,48.38351228,First Long Island Investors LLC,349289,46790754.0,0,3.35,,
632,Light Street Capital Management LLC,348850.0,48.322702,Light Street Capital Management LLC,348850,46731946.0,0,3.35,,
633,Gamble Jones Investment Counsel,346613.0,48.01283276,Gamble Jones Investment Counsel,346613,46432277.0,0,3.35,,
634,Osterweis Capital Management Inc.,346264.0,47.96448928,"Osterweis Capital Management, Inc.",346264,46385525.0,0,3.35,,
635,Amy E. Hood,345223.0,47.82028996,Amy E. Hood,433940,59822968.4,-22.77,-22.3,,
636,F.L.Putnam Investment Management Co.,344278.0,47.68938856,F.L. Putnam Investment Management Co.,344278,46119481.0,0,3.35,,
637,Friess Associates LLC,343325.0,47.557379,Friess Associates LLC,343325,45991817.0,0,3.35,,
638,Joel R. Mogy Investment Counsel Inc.,340205.0,47.1251966,"Joel R. Mogy Investment Counsel, Inc.",340205,45573862.0,0,3.35,,
639,Canoe Financial LP,339852.0,47.07629904,Canoe Financial LP,532792,52827961.0,-44.22,-11.51,,
640,Roffman Miller Associates Inc,339804.0,47.06965008,"Roffman Miller Associates, Inc.",339804,45520144.0,0,3.35,,
641,Edgemoor Investment Advisors Inc.,338934.0,46.94913768,"Edgemoor Investment Advisors, Inc.",338934,45403599.0,0,3.35,,
642,Covington Capital Management,338594.0,46.90204088,Covington Capital Management,338594,45358052.0,0,3.35,,
643,Gluskin Sheff + Associates Inc.,338258.0,46.85549816,"Gluskin Sheff + Associates, Inc. (Investment Management)",338258,45313042.0,0,3.35,,
644,Philadelphia Trust Co.,335518.0,46.47595336,The Philadelphia Trust Co.,335518,44945991.0,0,3.35,,
645,Glenview Trust Co.,334742.0,46.36846184,The Glenview Trust Co.,334742,44842038.0,0,3.35,,
646,Ashfield Capital Partners LLC,334154.0,46.28701208,Ashfield Capital Partners LLC,334154,44763270.0,0,3.35,,
647,Payden & Rygel,334000.0,46.265679999999996,Payden & Rygel,334000,44742640.0,0,3.35,,
648,MAI Capital Management LLC,332302.0,46.03047304,MAI Capital Management LLC,332302,44515176.0,0,3.35,,
649,Lockheed Martin Investment Management Co.,332270.0,46.0260404,Lockheed Martin Investment Management Co.,332270,44510889.0,0,3.35,,
650,Partners Capital Investment Group LLP,331683.0,45.94472916,Partners Capital Investment Group LLP,331683,44432255.0,0,3.35,,
651,PGB Trust & Investments,330843.0,45.82837236,Trust Asset Management LLC,2348,314538.0,197.18,197.27,,
652,Horizon Advisers,330516.0,45.78307632,Adviser Investments LLC,98310,13169608.0,108.3,110.64,,
653,KLP Kapitalforvaltning AS,330066.0,45.72074232,KLP Kapitalforvaltning AS,1307999,180320742.0,-119.4,-119.09,,
654,Evergreen Capital Management LLC,329515.0,45.64441779999999,Evergreen Capital Management LLC,329515,44141829.0,0,3.35,,
655,AssetMark Inc.,329454.0,45.63596808,"AssetMark, Inc.",329454,44133658.0,0,3.35,,
656,Investment House LLC,328790.0,45.5439908,The Investment House LLC,328790,44044708.0,0,3.35,,
657,Newbrook Capital Advisors LP,328544.0,45.50991488,Newbrook Capital Advisors LP,328544,44011754.0,0,3.35,,
658,Mercer Global Advisors Inc.,327876.0,45.41738352,Global Asset Advisors & Management SA,4900,577906.0,194.11,194.97,,
659,Cramer Rosenthal McGlynn LLC,327739.0,45.39840628,Cramer Rosenthal McGlynn LLC,327739,43903916.0,0,3.35,,
660,Janney Capital Management LLC,327115.0,45.3119698,Janney Capital Management LLC,327115,43820325.0,0,3.35,,
661,"Highland Capital Management, LLC",325968.0,45.15308736,Highland Capital Management LLC,434237,58170389.0,-28.48,-25.2,,
662,CapFinancial Partners LLC,325525.0,45.091722999999995,CapFinancial Partners LLC,325525,43607329.0,0,3.35,,
663,Silvant Capital Management LLC,324495.0,44.9490474,Silvant Capital Management LLC,324495,43469350.0,0,3.35,,
664,Margaret L. Johnson,324158.0,44.90236616,Margaret L. Johnson,324158,44688421.88,0,0.48,,
665,Capital Growth Management Ltd Partnership,324000.0,44.88048,Investment Partners Ltd.,31491,4218534.0,164.57,165.63,,
666,Ithaka Group LLC,323422.0,44.80041544,The Ithaka Group LLC,323422,43325611.0,0,3.35,,
667,InterOcean Capital LLC,319913.0,44.31434876,InterOcean Capital LLC,319913,42855545.0,0,3.35,,
668,Pzena Investment Management Inc.,318833.0,44.16474716,Pzena Investment Management LLC,318833,42710869.0,0,3.35,,
669,Meeder Asset Management Inc,312935.0,43.347756200000006,"Meeder Asset Management, Inc.",312935,41920773.0,0,3.35,,
670,First Quadrant L.P.,311911.0,43.20591172,First Quadrant LP,311911,41783598.0,0,3.35,,
671,Howard Capital Management Inc.,311325.0,43.124739,"Howard Capital Management, Inc.",4161,557408.0,194.72,194.9,,
672,Alerus Financial Corp.,311191.0,43.10617732,The Capital Management Corp.,0,0.0,200.0,200.0,,
673,Danske Bank A/S,310901.0,43.06600652,Danske Bank A/S (Investment Management),1151898,151205744.0,-114.98,-111.33,,
674,Clarius Group LLC,310820.0,43.0547864,The Clarius Group LLC,310820,41637447.0,0,3.35,,
675,Renaissance Technologies LLC,310584.0,43.02209568,Renaissance Technologies LLC,310584,41605833.0,0,3.35,,
676,Oak Associates ltd.,310485.0,43.00838220000001,Oak Associates Ltd.,310485,41592571.0,0,3.35,,
677,Cypress Funds LLC,310000.0,42.9412,The Cypress Funds LLC,310000,41527600.0,0,3.35,,
678,Seizert Capital Partners LLC,309807.0,42.91446564,Seizert Capital Partners LLC,309807,41501746.0,0,3.35,,
679,Parus Finance (UK) Ltd.,309625.0,42.889255,Parus Finance (UK) Ltd.,309625,41477365.0,0,3.35,,
680,GLG Partners Inc.,308674.0,42.75752248,GLG Partners LP,308674,41349969.0,0,3.35,,
681,M&T Bank Corp.,308544.0,42.73951488,The Capital Management Corp.,0,0.0,200.0,200.0,,
682,ZWJ Investment Counsel Inc,308206.0,42.69269512,"ZWJ Investment Counsel, Inc.",308206,41287276.0,0,3.35,,
683,Brandes Investment Partners LP,307611.0,42.61027572,Brandes Investment Partners LP,307611,41207570.0,0,3.35,,
684,Foyston Gordon & Payne Inc.,307097.0,42.53907644,"Foyston, Gordon & Payne, Inc.",307097,41138714.0,0,3.35,,
685,Ironvine Capital Partners LLC,305921.0,42.37617692,Ironvine Capital Partners LLC,305921,40981177.0,0,3.35,,
686,Athanor Capital LP,305832.0,42.36384864,Athanor Capital LP,305832,40969255.0,0,3.35,,
687,Jupiter Asset Management Ltd.,305228.0,42.28018256,Jupiter Asset Management Ltd.,305228,40888343.0,0,3.35,,
688,EP Wealth Advisors LLC,304757.0,42.21493964,EP Wealth Advisors LLC,304757,40825248.0,0,3.35,,
689,JAG Capital Management LLC,303605.0,42.055364600000004,JAG Capital Management LLC,303605,40670926.0,0,3.35,,
690,Tradewinds Capital Management LLC,303493.0,42.03985036,Tradewinds Capital Management LLC,303493,40655922.0,0,3.35,,
691,First Allied Advisory Services Inc.,302831.0,41.94815012,"First Allied Advisory Services, Inc.",302831,40567241.0,0,3.35,,
692,Moody Lynn & Lieberson LLC,301468.0,41.75934736,"Moody, Lynn & Lieberson LLC",301468,40384653.0,0,3.35,,
693,Miura Global Management LLC,300000.0,41.556000000000004,Miura Global Management LLC,300000,40188000.0,0,3.35,,
694,Hitchwood Capital Management LP,300000.0,41.556000000000004,Hitchwood Capital Management LP,300000,40188000.0,0,3.35,,
695,LMCG Investments LLC,299622.0,41.50363944,LMCG Investments LLC,299622,40137363.0,0,3.35,,
696,Pvt. Wealth Partners LLC,299616.0,41.50280832,Investment Partners Ltd.,31491,4218534.0,161.96,163.09,,
697,LGT Capital Partners AG,298220.0,41.3094344,LGT Capital Partners AG (Investment Management),298220,39949551.0,0,3.35,,
698,Union Investment Management Group,297599.0,41.22341348,Union Investment Privatfonds GmbH,4779147,563613255.0,-176.55,-172.74,,
699,Norris Perne & French LLP,297461.0,41.20429772,"Norris, Perne & French LLP",297461,39847876.0,0,3.35,,
700,Roosevelt Investment Group Inc.,297089.0,41.15276828,"The Roosevelt Investment Group, Inc.",297089,39798042.0,0,3.35,,
701,Busey Trust Co.,296481.0,41.06854812,Busey Trust Co.,296481,39716595.0,0,3.35,,
702,Bollard Group LLC,293960.0,40.71933920000001,The Bollard Group LLC,293960,39378882.0,0,3.35,,
703,Washington Trust Wealth Management,293869.0,40.70673388,The Washington Trust Co. of Westerly (Investment Management),293869,39366691.0,0,3.35,,
704,Schoellerbank Invest AG,293678.0,40.68027656,Schoellerbank Invest AG,80000,9894400.0,114.36,121.74,,
705,R. M. Davis Inc.,293521.0,40.65852892,"R. M. Davis, Inc.",293521,39320073.0,0,3.35,,
706,OakBrook Investments LLC,292647.0,40.53746244,OakBrook Investments LLC,292647,39202992.0,0,3.35,,
707,Compass Capital Management Inc.,291242.0,40.34284184,"Compass Capital Management, Inc.",291242,39014778.0,0,3.35,,
708,"Northwestern Mutual Investment Management Company, LLC",290655.0,40.26153060000001,Western Wealth Management LLC,57562,7711006.0,133.88,135.7,,
709,Lannebo Fonder AB,290000.0,40.1708,Lannebo Fonder AB,290000,38848400.0,0,3.35,,
710,Van Eck Associates Corp.,289450.0,40.094614,Van Eck Associates Corp.,289450,38774722.0,0,3.35,,
711,Coutts & Co.,289385.0,40.0856102,Coutts & Co.,289385,38766015.0,0,3.35,,
712,Kingdon Capital Management LLC,288567.0,39.97230084,Kingdon Capital Management LLC,288567,38656435.0,0,3.35,,
713,Maryland Capital Management LLC,288245.0,39.9276974,Maryland Capital Management LLC,288245,38613300.0,0,3.35,,
714,Central Trust Co,288101.0,39.90775052,Central Trust Co. (Missouri),288101,38594010.0,0,3.35,,
715,Caixabank Asset Management SGIIC S.A,287344.0,39.80289088,Caixabank Asset Management SGIIC SA,303081,40305076.0,-5.33,-1.25,,
716,CAIXAGEST Tecnicas de Gestao de Fundos S.A.,285400.0,39.533608,Caixagest Técnicas de Gestão de Fundos SA,309895,41513534.0,-8.23,-4.89,,
717,Sabal Investment Management Co.,283952.0,39.33303104,Sabal Trust Co.,283952,38038210.0,0,3.35,,
718,Obermeyer Wood Investment Counsel LLLP,283057.0,39.20905564,Obermeyer Wood Investment Counsel LLLP,283057,37918316.0,0,3.35,,
719,NWAM LLC,282586.0,39.14381272,NWAM LLC,282586,37855221.0,0,3.35,,
720,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,282100.0,39.076492,ERSTE-SPARINVEST Kapitalanlagegesellschaft mbH,264900,35486004.0,6.29,9.63,,
721,Huber Capital Management LLC,281573.0,39.00349196,Huber Capital Management LLC,281573,37719519.0,0,3.35,,
722,Kiwi Wealth Investments LP,281412.0,38.98119024,Kiwi Wealth Investments LP,281412,37697952.0,0,3.35,,
723,Madison Investment Holdings Inc.,281224.0,38.95514848,Madison Asset Management LLC,155800,20900536.0,57.4,60.33,,
724,FDx Advisors Inc.,280607.0,38.86968164,"FDx Advisors, Inc.",280607,37590114.0,0,3.35,,
725,Berkshire Asset Management LLC,279873.0,38.76800796,Berkshire Asset Management LLC,279873,37491787.0,0,3.35,,
726,Kemnay Advisory Services Inc,279680.0,38.74127360000001,"Kemnay Advisory Services, Inc.",279680,37465933.0,0,3.35,,
727,Loews Corp.,279600.0,38.730191999999995,Loews Corp. (Investment Portfolio),113100,15150876.0,84.8,87.52,,
728,DJE Kapital AG,279150.0,38.667858,DJE Kapital AG,399320,53664600.0,-35.42,-32.48,,
729,Stock Yards Bank & Trust Co.,278640.0,38.597212799999994,Stock Yards Bank & Trust Co.,278640,37326614.0,0,3.35,,
730,Carnegie Capital Asset Management LLC,277708.0,38.46811216,Carnegie Capital Asset Management LLC,277708,37201764.0,0,3.35,,
731,Community Trust & Investment Co.,277383.0,38.42309316,Community Trust & Investment Co.,277383,37158227.0,0,3.35,,
732,Comgest S.A.,276600.0,38.314632,Comgest SA,1186321,158919561.0,-124.37,-122.3,,
733,Consulting Group Advisory Services LLC,275714.0,38.19190328,Capital Investment Advisory Services LLC,23296,3120732.0,168.84,169.78,,
734,TOMS Capital Investment Management LP,275000.0,38.093,TOMS Capital Investment Management LP,275000,36839000.0,0,3.35,,
735,FineMark Holdings Inc.,274616.0,38.03980832,ARK Investment Management LLC,10172,1362641.0,185.71,186.17,,
736,Randolph Co. Inc,273252.0,37.85086704,"Randolph Co., Inc.",273252,36604838.0,0,3.35,,
737,Meritage Portfolio Management Inc.,273211.0,37.84518772,"Meritage Portfolio Management, Inc.",273211,36599346.0,0,3.35,,
738,Azimut Capital Management Sgr SpA,272800.0,37.788256,Azimut Capital Management SGR SpA,274200,36430605.0,-0.51,3.66,,
739,Voloridge Investment Management LLC,272443.0,37.73880436,Voloridge Investment Management LLC,272443,36496464.0,0,3.35,,
740,Frontier Investment Management Co.,272107.0,37.69226164,Frontier Investment Management Co.,272107,36451454.0,0,3.35,,
741,Chilton Capital Management LLC,271918.0,37.66608136,Chilton Investment Co. LLC,1288895,172660374.0,-130.31,-128.37,,
742,Cidel Asset Management Inc.,271792.0,37.64862784,"Cidel Asset Management, Inc.",271792,36409256.0,0,3.35,,
743,Horan Capital Management LLC,271719.0,37.63851588,Horan Capital Management LLC,271719,36399477.0,0,3.35,,
744,"Nexus Investment Management, Inc.",270368.0,37.45137536,"Nexus Investment Management, Inc.",270368,36218497.0,0,3.35,,
745,Compass Asset Management,267639.0,37.07335428,"Compass Capital Management, Inc.",291242,39014778.0,-8.45,-5.1,,
746,Ossiam,267632.0,37.07238464,Ossiam SA,267632,35851983.0,0,3.35,,
747,Cumberland Partners Ltd.,266938.0,36.97625176,Investment Partners Ltd.,31491,4218534.0,157.79,159.04,,
748,Tower Bridge Advisors Inc.,265891.0,36.83122132,"Tower Bridge Advisors, Inc.",265891,35618758.0,0,3.35,,
749,Kinneret Advisory LLC,265588.0,36.78924976,Kinneret Advisory LLC,265588,35578168.0,0,3.35,,
750,Graham Capital Management L.P.,265000.0,36.7078,Graham Capital Management LP,265000,35499400.0,0,3.35,,
751,Willingdon Wealth Management LLC,264903.0,36.69436356,Willingdon Wealth Management LLC,264903,35486406.0,0,3.35,,
752,Carlson Capital L.P.,264238.0,36.60224776,Carlson Capital LP,264238,35397322.0,0,3.35,,
753,Suncoast Equity Management LLC,264108.0,36.58424016,Suncoast Equity Management LLC,264108,35379908.0,0,3.35,,
754,South State Corp.,263290.0,36.4709308,STA Wealth Management LLC,10934,1464719.0,184.05,184.56,,
755,Livförsäkringsbolaget Skandia ömsesidigt,263042.0,36.43657784,Rings Capital Management LLC,83000,11118680.0,104.06,106.48,,
756,Centre Asset Management LLC,263016.0,36.43297632,Centre Asset Management LLC,263016,35233623.0,0,3.35,,
757,Welch Group LLC,262794.0,36.40222488,The Welch Group LLC,262794,35203884.0,0,3.35,,
758,Eagle Ridge Investment Management LLC,262715.0,36.391281799999994,Eagle Ridge Investment Management LLC,262715,35193301.0,0,3.35,,
759,Cullinan Associates Inc,262526.0,36.36510152,"Cullinan Associates, Inc.",262526,35167983.0,0,3.35,,
760,RMB Capital Management LLC,261306.0,36.19610712,RMB Capital Management LLC,261306,35004552.0,0,3.35,,
761,Decatur Capital Management Inc.,260291.0,36.05550932,"Decatur Capital Management, Inc.",260291,34868582.0,0,3.35,,
762,Wilsey Asset Management Inc.,260132.0,36.03348464,"Wilsey Asset Management, Inc.",260132,34847283.0,0,3.35,,
763,Asset Advisors Investment Management LLC,259705.0,35.9743366,"Advisors Asset Management, Inc.",1009159,135186940.0,-118.13,-115.93,,
764,Northeast Investment Management Inc.,258448.0,35.80021696,"Northeast Investment Management, Inc.",258448,34621694.0,0,3.35,,
765,Logan Capital Management Inc.,258162.0,35.76060024,"Logan Capital Management, Inc.",258162,34583382.0,0,3.35,,
766,RegentAtlantic Capital LLC,258014.0,35.74009928,RegentAtlantic Capital LLC,258014,34563555.0,0,3.35,,
767,Granite Investment Partners LLC,257417.0,35.65740284,Granite Investment Partners LLC,257417,34483581.0,0,3.35,,
768,Ardevora Asset Management LLP,256213.0,35.49062476,Ardevora Asset Management LLP,256213,34322293.0,0,3.35,,
769,Guardian Capital LP,256112.0,35.47663424,Guardian Capital LP,256112,34308764.0,0,3.35,,
770,Falcon Edge Capital LP,256100.0,35.474971999999994,Falcon Edge Capital LP,256100,34307156.0,0,3.35,,
771,Tudor Investment Corp.,255926.0,35.45086952,Tudor Investment Corp.,255926,34283847.0,0,3.35,,
772,WestEnd Advisors LLC,255660.0,35.4140232,WestEnd Advisors LLC,255660,34248214.0,0,3.35,,
773,Abner Herrman & Brock LLC,255109.0,35.33769868,"Abner, Herrman & Brock LLC",255109,34174402.0,0,3.35,,
774,New Jersey Division of Investment,255000.0,35.3226,New Jersey Division of Investment,8055000,1079047800.0,-187.73,-187.32,,
775,Cigna Investments Inc.,254759.0,35.28921668,"Cigna Investments, Inc.",254759,34127516.0,0,3.35,,
776,GW&K Investment Management LLC,254395.0,35.238795399999994,GW&K Investment Management LLC,254395,34078754.0,0,3.35,,
777,Ulysses Management LLC,254200.0,35.211784,Ulysses Management LLC,254200,34052632.0,0,3.35,,
778,Renaissance Group LLC,253933.0,35.17479916,The Renaissance Group LLC,253933,34016865.0,0,3.35,,
779,Prudential International Investments Advisers LLC,253362.0,35.09570424,"Capital International, Inc.",317179,42489299.0,-22.37,-19.06,,
780,Interval Partners LP,252877.0,35.02852204,Interval Partners LP,252877,33875403.0,0,3.35,,
781,First National Trust Co.,250719.0,34.72959588,First National Trust Co.,250719,33586317.0,0,3.35,,
782,Old National Bancorp,250131.0,34.64814612,"National Asset Management, Inc.",113719,15233797.0,74.98,77.84,,
783,Alpha Cubed Investments LLC,249997.0,34.62958444,Alpha Cubed Investments LLC,249997,33489598.0,0,3.35,,
784,The MassMutual Trust Co. F.S.B.  Trust Investments,249875.0,34.612685,"The MassMutual Trust Co., FSB",249875,33473255.0,0,3.35,,
785,Mission Wealth Management LP,249116.0,34.50754832,Mission Wealth Management LP,249116,33371579.0,0,3.35,,
786,Anchor Capital Advisors LLC,249043.0,34.49743636,Anchor Capital Advisors LLC,249043,33361800.0,0,3.35,,
787,Mercier Vanderlinden Asset Management,249000.0,34.491479999999996,Mercier Vanderlinden Asset Management NV,930000,109684200.0,-115.52,-104.31,,
788,Pareto Asset Management AS,248384.0,34.40615168,Pareto Asset Management AS,239184,32973906.0,3.77,4.25,,
789,Waters Parkerson & Co. LLC,247158.0,34.23632616,"Waters, Parkerson & Co. LLC",247158,33109286.0,0,3.35,,
790,GLG LLC,247017.0,34.21679484,GLG LLC,247017,33090397.0,0,3.35,,
791,"JS Capital Management, LLC",247000.0,34.21444,JS Capital Management LLC,247000,33088120.0,0,3.35,,
792,Omega Advisors Inc.,245705.0,34.0350566,"Omega Advisors, Inc.",245705,32914642.0,0,3.35,,
793,Metzler Investment GmbH,244450.0,33.861214000000004,Metzler Asset Management GmbH,108894,11023981.0,76.73,101.76,,
794,Taurus Asset Management LLC,244246.0,33.83295592,Taurus Asset Management LLC,244246,32719194.0,0,3.35,,
795,Nichols & Pratt Advisers LLP,244133.0,33.81730316,Nichols & Pratt Advisers LLP,244133,32704057.0,0,3.35,,
796,London & Capital Asset Management Ltd.,243416.0,33.71798432,London & Capital Asset Management Ltd.,243416,32608007.0,0,3.35,,
797,Ancora Advisors LLC,243348.0,33.70856496,Ancora Advisors LLC,104485,13996811.0,79.84,82.64,,
798,Suffolk Capital Management LLC,243138.0,33.67947576,Suffolk Capital Management LLC,243138,24695527.0,0,30.78,,
799,ML Capital Asset Management Ltd.,241999.0,33.52170148,Samlyn Capital LLC,525513,70397721.0,-73.88,-70.97,,
800,Willis Investment Counsel Inc.,241305.0,33.4255686,"Willis Investment Counsel, Inc.",241305,32325218.0,0,3.35,,
801,Campbell Newman Asset Management Inc.,241140.0,33.4027128,"Campbell Newman Asset Management, Inc.",241140,32303114.0,0,3.35,,
802,Pinnacle Financial Partners Inc.,241129.0,33.40118908,"Pinnacle Financial Partners, Inc. (Asset Management)",261613,35045678.0,-8.15,-4.81,,
803,Bristlecone Advisors LLC,240493.0,33.31309036,Bristlecone Advisors LLC,240493,32216442.0,0,3.35,,
804,MD Financial Management Inc,238920.0,33.0951984,"CI Investments, Inc.",2428947,325381740.0,-164.18,-163.07,,
805,Arca SGR Spa,237728.0,32.93008256,"AR Asset Management, Inc.",13800,1848648.0,178.05,178.74,,
806,CapWealth Advisors LLC,236288.0,32.73061376,CapWealth Advisors LLC,236288,31653140.0,0,3.35,,
807,Pacific Investment Management Co. LLC,233860.0,32.3942872,Pacific Investment Management Co. LLC,233860,31327886.0,0,3.35,,
808,Charles D. Hyman & Co.,233611.0,32.35979572,Charles D. Hyman & Co.,233611,31294530.0,0,3.35,,
809,Argent Trust Company,232198.0,32.16406696,Argent Capital Management LLC,210572,28208225.0,9.77,13.1,,
810,Polaris Greystone Financial Group LLC,230769.0,31.96612188,Polaris Greystone Financial Group LLC,230769,30913815.0,0,3.35,,
811,Kanawha Capital Management LLC,230685.0,31.954486199999998,Kanawha Capital Management LLC,230685,30902563.0,0,3.35,,
812,AE Wealth Management LLC,230670.0,31.952408399999996,AE Wealth Management LLC,230670,30900553.0,0,3.35,,
813,Salient Partners LP,230327.0,31.90489604,Salient Partners LP,230327,30854605.0,0,3.35,,
814,Asset Management Group of Bank of Hawaii,229185.0,31.7467062,Bank of Hawaii (Asset Management),229185,30701623.0,0,3.35,,
815,Yapı Kredi Portföy Yönetimi AŞ,228270.0,31.6199604,Port Capital LLC,51888,6950916.0,125.92,127.92,,
816,Jane Street Group LLC,228184.0,31.60804768,Jane Street Capital LLC,228184,30567529.0,0,3.35,,
817,Cavalry Management Group LLC,227906.0,31.56953912,Cavalry Management Group LLC,227906,30530288.0,0,3.35,,
818,Baron Capital Group Inc.,227447.0,31.50595844,Barton Investment Management LLC,28127,3767893.0,155.98,157.27,,
819,Danske Capital Denmark,227416.0,31.50166432,"AR Asset Management, Inc.",13800,1848648.0,177.12,177.83,,
820,Harel PIA Mutual Funds Ltd.,227362.0,31.49418424,Harel-Pia Mutual Funds Ltd.,227362,30457414.0,0,3.35,,
821,SMBC Capital Markets Inc.,227207.0,31.47271364,"AR Asset Management, Inc.",13800,1848648.0,177.1,177.81,,
822,Tiger Management Corp,226540.0,31.3803208,Tiger Management LLC,226540,30347298.0,0,3.35,,
823,Azimuth Capital Management LLC,226126.0,31.32297352,Azimuth Capital Management LLC,226126,30291839.0,0,3.35,,
824,Edmond de Rothschild Asset Management (France),225965.0,31.3006718,Edmond de Rothschild Asset Management (France) SA,106742,14299158.0,71.67,74.57,,
825,Prio Wealth L.P.,225646.0,31.25648392,Prio Wealth LP,225646,30227538.0,0,3.35,,
826,First American Bank Corp.,225576.0,31.24678752,First American Bank (Asset Management),225576,30218161.0,0,3.35,,
827,Sands Capital Management LLC,225274.0,31.20495448,Sands Capital Management LLC,225274,30177705.0,0,3.35,,
828,Trust Co. of Vermont,224982.0,31.16450664,Trust Company of Vermont,224982,30138589.0,0,3.35,,
829,Baldwin Brothers Inc,224978.0,31.16395256,"Baldwin Brothers, Inc.",198410,26579004.0,12.55,15.88,,
830,Beacon Investment Advisory Services Inc.,224614.0,31.11353128,"Beacon Investment Advisory Services, Inc.",224614,30089291.0,0,3.35,,
831,Woodstock Corp.,223778.0,30.99772856,Woodstock Corp.,223778,29977301.0,0,3.35,,
832,Klingenstein Fields & Co. L.L.C.,223377.0,30.94218204,"Klingenstein, Fields & Co. LLC",223377,29923583.0,0,3.35,,
833,Franklin Street Advisors Inc.,223366.0,30.94065832,"Franklin Street Advisors, Inc.",223366,29922109.0,0,3.35,,
834,TNB Financial Services Inc.,223031.0,30.89425412,"UBS Financial Services, Inc.",35120055,4704682568.0,-197.48,-197.39,,
835,Stewart & Patten Co. LLC,222201.0,30.77928252,Stewart & Patten Co. LLC,222201,29766046.0,0,3.35,,
836,Amica Mutual Insurance Co.,219996.0,30.47384592,Amica Mutual Insurance Co. (Investment Portfolio),256159,34315059.0,-15.19,-11.86,,
837,Violich Capital Management,219814.0,30.44863528,Violich Capital Management,219814,29446283.0,0,3.35,,
838,Wellington Shields Capital Management LLC,219307.0,30.37840564,Wellington Shields Capital Management LLC,137047,18358816.0,46.17,49.32,,
839,Lockwood Advisors Inc.,217413.0,30.11604876,"Lockwood Advisors, Inc.",217413,29124645.0,0,3.35,,
840,Richard Bernstein Advisors LLC,217191.0,30.08529732,Richard Bernstein Advisors LLC,217191,29094906.0,0,3.35,,
841,Aravt Global LLC,217000.0,30.058840000000004,Aravt Global LLC,217000,29069320.0,0,3.35,,
842,Clarkston Capital Partners LLC,216657.0,30.01132764,Clarkston Capital Partners LLC,216657,29023372.0,0,3.35,,
843,QCI Asset Management Inc.,216638.0,30.00869576,"QCI Asset Management, Inc.",216638,29020826.0,0,3.35,,
844,Advisor Partners LLC,216183.0,29.94566916,Investment Partners Ltd.,31491,4218534.0,149.14,150.61,,
845,Independent Advisor Alliance LLC,215729.0,29.88278108,Independent Advisor Alliance LLC,215729,28899057.0,0,3.35,,
846,TD Greystone Asset Management Inc.,213913.0,29.63122876,"TD Asset Management, Inc.",13827215,1852293722.0,-193.91,-193.7,,
847,Cornerstone Capital Inc.,213642.0,29.59368984,"Cornerstone Capital, Inc.",213642,28619482.0,0,3.35,,
848,Sanlam Investment Management (Pty.) Ltd.,212708.0,29.46431216,Sanlam Investment Management (Pty) Ltd.,212708,21808485.0,0,29.86,,
849,Holocene Advisors LP,212387.0,29.41984724,"Holocene Advisors, LP",212387,28451363.0,0,3.35,,
850,Wetherby Asset Management,212366.0,29.41693832,"Wetherby Asset Management, Inc.",212366,28448549.0,0,3.35,,
851,Fuhwa Securities Investment Trust Co. Ltd.,211399.0,29.28298948,"Fuh Hwa Securities Investment Trust Co., Ltd.",211082,28276545.0,0.15,3.5,,
852,Argent Capital Management LLC,210572.0,29.16843344,Argent Capital Management LLC,210572,28208225.0,0,3.35,,
853,Brio Consultants LLC,209969.0,29.08490588,Brio Consultants LLC,209969,28127447.0,0,3.35,,
854,Vontobel Asset Management AG,209754.0,29.05512408,Vontobel Asset Management AG,541640,63764084.0,-88.34,-74.79,,
855,Neville Rodie & Shaw Inc.,209118.0,28.96702536,"Neville, Rodie & Shaw, Inc.",209118,28013447.0,0,3.35,,
856,Matrix Asset Advisors Inc,207614.0,28.75869128,"Matrix Asset Advisors, Inc.",207614,27811971.0,0,3.35,,
857,Zeke Capital Advisors LLC,206660.0,28.626543199999997,Zeke Capital Advisors LLC,206660,27684174.0,0,3.35,,
858,International Fund Management SA,206548.0,28.61102896,"Capital International, Inc.",317179,42489299.0,-42.25,-39.04,,
