factset_entity_id,Name,Position,Style,Turnover,EquityAssets,QualityRating
05M9G5-E,"JPMorgan Chase Bank, NA (Investment Management)",753361,GARP,Low,107908.1299,86
05MBF8-E,Ellington Management Group LLC,0,Hedge Fund,High,706.205989,18
05MBW5-E,"Contravisory Investment Management, Inc.",0,GARP,Medium,343.800603,43
05MDCD-E,"Liberty Capital Management, Inc.",1045,GARP,Very Low,200.241665,57
05MDX6-E,Stonebridge Capital Advisors LLC,2000,GARP,Very Low,547.915369,63
05MMG1-E,"Boenning & Scattergood, Inc.",2687,Growth,Very Low,339.615174,58
05MNWG-E,ProVise Management Group LLC,2092,Yield,Very Low,759.38252,66
05MS7R-E,Main Street Research LLC,0,GARP,Very Low,546.936636,66
05MT87-E,"Laffer Investments, Inc.",0,GARP,Very Low,353.749341,59
05MV1R-E,Mariner Wealth Advisors /Old/,286,GARP,Medium,479.649629,51
05MWZ6-E,Bluefin Trading LLC,0,GARP,Very High,1210.44575,42
05MYM5-E,Clarfeld Financial Advisors LLC,29,Undefined,Medium,120.335279,39
05N6P3-E,Manchester Capital Management LLC,1366,Yield,Very Low,783.549133,63
05N70R-E,NMF Asset Management LLC,0,Undefined,Medium,0,0
05NCHY-E,"Hanson & Doremus Investment Management, Inc.",895,GARP,Very Low,306.523478,54
05NHGV-E,"New England Research & Management, Inc.",0,GARP,Medium,178.243936,42
05NHZ4-E,CLS Investments LLC,1127,GARP,Low,3153.50225,63
05NLNX-E,BC Investment Management Corp.,60230,GARP,Medium,11422.72211,68
05NP41-E,"Barclays Capital, Inc.",78,Broker Dealer,High,6098.43805,26
05NRRD-E,Covenant Asset Management LLC,2424,Undefined,Very Low,194.83472,45
05NSRR-E,"A.N. Culbertson & Co., Inc.",25137,GARP,Very Low,348.699276,61
05NVJ7-E,Pictet & Cie (Europe) SA,0,GARP,Low,609.804989,59
05P1LV-E,Reliance Trust Co.,0,GARP,Very Low,28.961172,35
05P5CR-E,Federated Investment Management Co.,15940,Yield,Low,5686.467324,74
05PCMH-E,Impax Asset Management Ltd.,0,GARP,Very Low,6208.358785,84
05PG7S-E,Aperio Group LLC,200377,GARP,Very Low,23526.49987,81
05PJCP-E,Capital Investment Advisors LLC,9199,Yield,Very Low,1734.266088,67
05PKND-E,"Clark Capital Management Group, Inc.",1612,GARP,Medium,5576.964119,58
05PN7C-E,Douglass Winthrop Advisors LLC,1200,GARP,Very Low,2309.153028,75
05PQ0Q-E,Fan Asset Management LLC,0,Undefined,Medium,0,0
05PQMJ-E,"Wilkins Investment Counsel, Inc.",2294,GARP,Very Low,332.876692,64
05PRB3-E,"Founders Capital Management, Inc.",0,Undefined,Very Low,107.064231,51
05PTV9-E,Progressive Investment Management Corp.,0,GARP,Very Low,178.793314,63
05PW13-E,Macquarie Investment Management Austria Kapitalanlage AG,482,GARP,Medium,363.954477,50
05PW4T-E,Grandfield & Dodd LLC,99547,GARP,Very Low,974.913081,69
05PYF3-E,"Harrington Investments, Inc.",13114,Undefined,Very Low,120.847648,53
05PZ29-E,SeaBridge Investment Advisors LLC,7440,GARP,Very Low,306.095289,58
05Q3VB-E,"Jones Collombin Investment Counsel, Inc.",29,Yield,Very Low,270.68183,58
05Q5JJ-E,GFO Advisory Services LLC,0,Yield,Medium,0,0
05QL3J-E,Corsair Capital Management LP,0,Hedge Fund,Low,365.4129,40
05QR9Z-E,Horizon Investments LLC,14335,Yield,High,3122.651389,53
05QVZQ-E,Geneva Advisors LLC,0,Growth,Medium,0,0
05RK9D-E,Utah Retirement Systems,41441,GARP,Very Low,5110.493005,72
05RPN9-E,"SII Investments, Inc.",0,Undefined,Medium,0,0
05S0MK-E,"Barnett & Co., Inc.",0,GARP,Very Low,180.152361,52
05S5L2-E,"Oarsman Capital, Inc.",0,GARP,Very Low,213.008904,57
05S8KZ-E,Coe Capital Management LLC,0,Growth,Low,100.897143,48
05SB4Q-E,Lucas Capital Management LLC,0,GARP,Very Low,88.074153,55
05SC8Y-E,"Asahi Life Asset Management Co., Ltd.",2020,Deep Value,Low,625.789057,59
05SG6R-E,Daiwa Asset Management Co. Ltd.,9952,Yield,Very Low,11176.51774,78
05SG74-E,"Asset Management One Co., Ltd.",54107,GARP,Very Low,19184.04248,83
05SJMM-E,"Nan Shan Life Insurance Co., Ltd.",0,GARP,Medium,5474.112078,70
05SJYC-E,"Tokio Marine Asset Management Co., Ltd.",0,GARP,Medium,1138.978486,58
05SR0J-E,Pershing LLC,0,Broker Dealer,Medium,0,0
05STRL-E,Meiji Yasuda Asset Management Co. Ltd.,10282,GARP,Low,1900.352713,62
05SV25-E,Herndon Capital Management LLC,0,Value,Medium,0,0
05SVMZ-E,Solaris Asset Management LLC,0,GARP,Medium,12.800527,50
05SVVK-E,Nomura Asset Management Singapore Ltd.,0,Agg Growth,Medium,5592.898161,52
05T3QX-E,Curian Capital LLC,0,GARP,Medium,0,0
05T6TV-E,"Ipswich Investment Management Co., Inc.",1267,GARP,Very Low,318.961249,54
05T76G-E,"Penobscot Investment Management Co., Inc.",35349,GARP,Very Low,478.034366,63
05TBQH-E,Wolverine Asset Management LLC,18000,Hedge Fund,High,5130.923409,29
05TGZ9-E,"Hartford Financial Management, Inc.",5000,GARP,Very Low,297.163506,54
05TMD0-E,First New York Securities LLC,0,GARP,Medium,0,0
05TP21-E,Invesco Capital Management LLC,1132000,Index,Very Low,149083.5229,93
05TYY6-E,PartnerRe Asset Management Corp.,0,GARP,Medium,0,0
05TZ2D-E,British Airways Pension Investment Management Ltd.,70275,GARP,Low,2849.75313,74
05VGC6-E,Handelsbanken Fonder AB,0,GARP,Very Low,5428.209135,81
05VHVJ-E,Lazard Asset Management LLC,35533,GARP,Low,62274.69593,86
05VJKZ-E,Longbow Capital Partners LP,0,Hedge Fund,Medium,0,0
05VRNL-E,BlueCrest Capital Management (UK) LLP,0,Hedge Fund,High,3524.156466,25
05W2KR-E,"Abbot Financial Management, Inc.",4252,Undefined,Very Low,131.035082,56
05W71H-E,Keel Point LLC,9781,GARP,Low,918.941705,61
05WHGC-E,"Brick & Kyle Associates, Inc.",0,GARP,Very Low,123.387611,44
05WQMH-E,NTV Asset Management LLC,0,Yield,Very Low,361.552423,59
05X3CL-E,Coho Partners Ltd.,3341,Value,Very Low,4472.360606,82
05X6XR-E,Veritable LP,12816,GARP,Very Low,5010.193388,72
05X8MP-E,Arlington Partners LLC,0,Undefined,Very Low,158.248985,40
05XB0H-E,Skylands Capital LLC,0,Hedge Fund,Low,762.918921,44
05XF3L-E,Irish Life Investment Managers Ltd.,0,GARP,Very Low,10946.025,68
05XG85-E,Black River Asset Management LLC,0,Hedge Fund,Medium,0,0
05YHNL-E,JFS Wealth Advisors LLC,52,Yield,Very Low,385.075514,55
05YW84-E,Coastline Trust Co.,10630,GARP,Very Low,681.296727,62
05ZKD2-E,"Signature Financial Management, Inc.",371,Value,Low,495.084538,55
05ZNRW-E,Landaas & Co.,0,Undefined,Very Low,138.113467,59
05ZYBJ-E,Barclays Capital Securities Ltd.,62165,GARP,Medium,5268.440661,60
0600Y2-E,"Roble Belko & Co., Inc",0,Yield,Very Low,296.164922,55
0603C7-E,Empyrean Capital Partners LP,600000,Hedge Fund,Medium,2248.493136,47
0605XC-E,Mondrian Investment Partners Ltd.,0,Value,Low,3276.451339,74
06069X-E,Sarasin & Partners LLP,225000,GARP,Very Low,5287.005271,82
0606CR-E,Vanguard Investments Australia Ltd.,112786,Index,Very Low,16170.11349,77
060CW2-E,Impala Asset Management LLC,0,Hedge Fund,High,2629.038608,41
060DTF-E,"Mirae Asset Global Investments Co., Ltd.",360511,GARP,Low,14460.0539,74
060FQ3-E,"Maple Capital Management, Inc.",2754,GARP,Very Low,444.140295,62
060K8R-E,Calamos Advisors LLC,300000,GARP,Low,15771.02845,77
060LWY-E,Force Capital Management LLC,0,Hedge Fund,Low,51.013311,30
060P4P-E,Trellus Management Co. LLC,0,Hedge Fund,Medium,73.10254,20
060SNS-E,GLG LLC,7805,Hedge Fund,Low,1124.792997,42
060YMK-E,Millennium Management LLC,50353,Hedge Fund,High,68337.39923,47
0611JK-E,"Addenda Capital, Inc.",0,GARP,Very Low,1396.376722,70
0612GZ-E,The Public Sector Pension Investment Board,18368,GARP,Medium,11767.07514,64
06149J-E,South Dakota Investment Council,0,GARP,Low,4906.854422,68
061863-E,Arizona State Retirement System,59196,GARP,Very Low,8569.521217,73
0618F5-E,Hudson Bay Capital Management LP,0,Hedge Fund,High,4408.258826,31
0618KM-E,Employees Retirement System of Texas,84899,GARP,Very Low,7057.070818,75
061VCS-E,First American Bank (Asset Management),17775,GARP,Very Low,1273.545768,65
0631M3-E,IFM Investors Pty Ltd.,14575,GARP,Very Low,1576.879208,67
063526-E,Morgan Stanley & Co. International Plc,0,GARP,High,5809.756353,52
0639C0-E,Pershing Square Capital Management LP,0,Hedge Fund,Very Low,7134.479164,67
0642S3-E,"Town & Country Bank & Trust Co. (Bardstown, Kentucky)",3545,Yield,Very Low,220.163599,57
0644CQ-E,London & Capital Asset Management Ltd.,105378,GARP,Low,689.231459,65
0645TX-E,"Envestnet Asset Management, Inc.",183114,GARP,Low,74684.61035,83
064B7H-E,"Woodbury Financial Services, Inc.",2045,GARP,Low,2031.614407,56
064NPL-E,"Hirtle, Callaghan & Co. LLC",0,GARP,Low,1299.719192,69
064VS0-E,Windward Capital Management Co.,1996,GARP,Very Low,783.360959,73
06516L-E,BRC Investment Management LLC,0,GARP,Medium,0,0
06535F-E,Barclays Bank (Suisse) SA,0,GARP,Very Low,291.831146,58
066NC4-E,"Haverford Financial Services, Inc.",26803,GARP,Very Low,295.578542,61
066XHG-E,Marshall Wace North America LP,65442,Hedge Fund,High,15477.13449,37
066XWF-E,Bank of Nova Scotia Trust Co.,6739,Yield,Very Low,824.556298,69
066ZJJ-E,Tributary Capital Management LLC,100000,GARP,Very Low,1431.790203,70
06778N-E,FSC Securities Corp.,5640,GARP,Low,1502.906002,54
067G8D-E,DWS Investments Hong Kong Ltd.,631,GARP,Very Low,385.206118,55
0684CV-E,"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",29539,Yield,Very Low,4913.665821,71
068CY7-E,"MU Investments Co., Ltd.",0,GARP,Very Low,198.25771,65
068GSY-E,Polaris Management A/S,0,Undefined,Medium,0,0
069316-E,DWS Investments (UK) Ltd.,170000,Hedge Fund,Very Low,29934.04639,62
069830-E,Wells Fargo Family Wealth,0,Undefined,Medium,0,0
0699FZ-E,"AssetMark, Inc.",54,GARP,Medium,11189.37352,64
069C5J-E,CR Intrinsic Investors LLC,0,Hedge Fund,Medium,0,0
069KMT-E,UBS Swiss Financial Advisers AG,0,Yield,Very Low,339.067815,58
069SKD-E,The Bollard Group LLC,2209,GARP,Very Low,2683.279602,75
069ZPJ-E,CapFinancial Partners LLC,2713,GARP,Low,2478.197691,60
06BJ1G-E,ClearBridge Investments LLC,1200000,GARP,Very Low,115199.6639,94
06BXQL-E,Beaumont Financial Partners LLC,1272,GARP,Low,977.395537,61
06C5QC-E,BlueMountain Capital Management LLC,0,Hedge Fund,High,4015.072495,28
06CCRX-E,Louisiana State Employees' Retirement System,11600,GARP,Very Low,2043.325143,65
06CMSX-E,Evercore Asset Management,0,Undefined,Medium,0,0
06D2PY-E,"Securities America Advisors, Inc.",7874,Growth,Very Low,6913.017174,66
06D6ZM-E,Legg Mason Asset Management (Japan) Co. Ltd.,2500,GARP,Low,96.523315,39
06DB7L-E,FIAM LLC,118300,GARP,Low,42403.79727,82
06DTG8-E,Dividend Assets Capital LLC,0,GARP,Very Low,714.78716,65
06F2CJ-E,One Capital Management LLC,0,GARP,Very Low,567.616063,64
06F9HC-E,Glaxis Capital Management LLC,0,Hedge Fund,Very High,58.011323,13
06FPSJ-E,Aston Asset Management LLC,0,Value,Medium,0,0
06FV4F-E,Ancora Family Wealth Advisors LLC,2345,Growth,Very Low,846.830935,60
06FW7F-E,Laurion Capital Management LP,0,Hedge Fund,Very High,4436.084679,23
06FZZY-E,Prelude Capital Management LLC,0,Hedge Fund,High,1678.976212,20
06G296-E,Corvid Peak Capital Management LLC,0,Hedge Fund,Medium,116.029943,35
06G452-E,Telemetry Investments LLC,0,Hedge Fund,Medium,105.321446,20
06G7M7-E,"Zions Capital Advisors, Inc.",0,Yield,Medium,0,0
06GBQC-E,Winton Capital Management Ltd.,0,Hedge Fund,High,5987.225185,40
06GF5Q-E,Dialectic Capital Management LP,0,Hedge Fund,Medium,0,0
06GL6L-E,Gotham Asset Management LLC,9892,Hedge Fund,Medium,7596.506132,41
06H7L5-E,River & Mercantile Asset Management LLP,0,Value,Medium,1507.473797,62
06HCFW-E,Schroder & Co. Ltd.,300,Yield,Very Low,1328.262093,70
06JLT9-E,"Belmont Global Advisors, Inc.",0,Hedge Fund,Medium,0,0
06K06H-E,"BlackRock Investments Canada, Inc.",0,Index,Medium,0,0
06KB46-E,Euclid Advisors LLC,0,GARP,Medium,0,0
06KDZ4-E,"Sullivan, Bruyette, Speros & Blayney LLC",1501,GARP,Very Low,1644.911442,72
06KH8Z-E,Ashfield Capital Partners LLC,10471,GARP,Very Low,921.116308,66
06L277-E,Royal Bank of Canada (Suisse) SA,0,GARP,Medium,0,0
06L8XD-E,BlackRock Investment Management LLC,711375,Value,Very Low,99790.44297,84
06LD0Q-E,Invesco Asset Management Deutschland GmbH,8572,GARP,High,3540.741669,59
06LW5H-E,Catalyst Capital Advisors LLC,0,GARP,Very Low,3152.468795,71
06MV32-E,Allianz Global Investors GmbH,84777,GARP,Low,27247.04454,80
06NKLK-E,Trust Company of the Ozarks,0,GARP,Medium,0,0
06NPXD-E,Capital Research & Management Co. (World Investors),2550000,Value,Very Low,428081.624,99
06NVX0-E,Barbara Oil Co. (Family Office),4000,GARP,Very Low,173.540735,57
06P0F6-E,SRB Corp.,0,Yield,Very Low,1142.776041,70
06P2J6-E,MAI Capital Management LLC,6629,GARP,Very Low,1840.953467,67
06P76W-E,Genesee Valley Trust Co.,0,GARP,Medium,0,0
06P818-E,John Hancock Life Insurance Co. (USA) (Investment Portfolio),0,Yield,Medium,284.029274,60
06PCW9-E,Samlyn Capital LLC,0,Hedge Fund,High,6393.009345,42
06PMGQ-E,BlackRock Investment Management (Australia) Ltd.,87707,GARP,Very Low,16139.51327,77
06PVN5-E,Yellowstone Partners LLC,0,Undefined,Medium,0,0
06Q1B4-E,BlackRock (Singapore) Ltd.,44951,Deep Value,Medium,1446.111168,52
06Q32R-E,Convergent Wealth Advisors LLC,0,Hedge Fund,Medium,0,0
06QBDB-E,Mn Services Vermogensbeheer BV,121037,GARP,Very Low,8781.12329,78
06QCRP-E,"Clearstead Advisors, LLC",2267,Yield,Very Low,783.153651,66
06QGFW-E,Morgan Stanley (Strategic Investments),165,Undefined,Medium,3300.320767,61
06QKPL-E,Verity & Verity LLC,0,Yield,Low,442.230308,62
06QMPQ-E,Catapult Capital Management LLC,0,Hedge Fund,Medium,0,0
06QT6J-E,"Synovus Securities, Inc.",0,Yield,Very Low,312.468917,53
06QYVQ-E,WealthTrust Arizona LLC,359,GARP,Very Low,173.427697,52
06QZ43-E,Aureus Asset Management LLC,0,GARP,Very Low,777.173557,66
06R8YW-E,Private Advisors LLC,0,Undefined,Medium,120.499446,41
06RKCC-E,Axel Capital Management LLC,0,Hedge Fund,Medium,283.851513,36
06RP12-E,The Glenview Trust Co.,8069,GARP,Very Low,1567.968625,70
06SNGL-E,Newland Capital Management LLC,0,Hedge Fund,Medium,0,0
06TMWC-E,Natixis Investment Managers International SA,212556,GARP,High,21407.58927,72
06TQVT-E,Smithfield Trust Co.,1790,GARP,Low,927.349498,55
06V997-E,"Mitsubishi UFJ Morgan Stanley Securities Co., Ltd.",0,Growth,High,29.668646,30
06VC24-E,Exane Asset Management SA,0,Hedge Fund,High,425.808736,19
06VDTG-E,Tower Trust Co.,0,GARP,Medium,0,0
06VHQF-E,Sterling Investment Advisors Ltd.,425,Growth,Very Low,210.052084,52
06VSK4-E,Stelliam Investment Management LP,0,Hedge Fund,Low,923.539106,53
06VXNW-E,Soundpost Partners LP,0,Hedge Fund,Medium,0,0
06VZ1N-E,RB&Co. Holdings LLC,0,GARP,Medium,3432.602377,77
06W61H-E,"Newman Dignan & Sheerar, Inc.",0,GARP,Very Low,199.140575,57
06WLGW-E,Parkwood LLC,0,GARP,Medium,613.358568,55
06WM8F-E,Highmount Capital LLC,0,GARP,Medium,0,0
06WRQY-E,National Pension Service of Korea,327354,GARP,Very Low,26333.1916,89
06X9JS-E,Merchants' Gate Capital LP,0,Hedge Fund,Medium,0,0
06Y5DT-E,Cadian Capital Management LP,0,Hedge Fund,Medium,2840.629683,50
06Y8CM-E,Old Mutual Customised Solutions (Pty) Ltd.,11300,GARP,Medium,1169.829182,55
06YBC9-E,O'Shaughnessy Asset Management LLC,11,GARP,Medium,4402.839588,56
06YP2X-E,Credit Suisse (Italy) SpA,0,Undefined,Medium,0,0
06YWDQ-E,Valinor Management LP,0,Hedge Fund,Medium,2443.262933,50
06Z4N0-E,Guggenheim Partners Investment Management LLC,31585,Index,Low,6447.48628,64
06ZD2V-E,Pentwater Capital Management LP,0,Hedge Fund,High,8685.955304,44
06ZPG1-E,GVO Asset Management AG,0,GARP,Low,263.841634,70
06ZS2R-E,Conatus Capital Management LP,0,GARP,Medium,107.933246,30
0704DR-E,Savant Capital LLC (Illinois),1551,GARP,Very Low,541.922429,60
070Q8W-E,Bank OZK (Investment Management),1561,Growth,Very Low,430.891341,62
070R70-E,NuWave Investment Management LLC,21,Hedge Fund,Very High,89.789646,10
070X2Y-E,"First Houston Capital, Inc.",0,GARP,Medium,0,0
0718CY-E,The Municipal Employees' Retirement System of Michigan,15500,GARP,Very Low,1525.352187,61
0728KV-E,Quantitative Investment Management LLC,0,Hedge Fund,Very High,3801.297624,23
0739W6-E,"The Caprock Group, Inc.",3670,GARP,Low,542.022228,60
073N5H-E,Busey Trust Co.,0,GARP,Very Low,1124.28174,70
073NKT-E,TradeLink Capital LLC,0,Hedge Fund,High,41.836696,12
073S3G-E,Capital Research & Management Co. (Global Investors),0,Value,Very Low,323791.5709,99
0745D9-E,Sageworth Trust Co.,393,Yield,Very Low,808.966155,66
074C8T-E,Lombard Odier Asset Management (Switzerland) SA,0,GARP,Low,1155.918616,62
074GR7-E,Three Zero Three Capital Partners LLC,0,Hedge Fund,Medium,0,0
074MNH-E,"World Asset Management, Inc.",14341,GARP,Very Low,2020.340601,65
074XSJ-E,Sonora Investment Management LLC,0,GARP,Very Low,624.130491,57
0758KZ-E,Allianz Global Investors Taiwan Ltd.,5600,GARP,Medium,721.981656,53
075NT7-E,OxFORD Asset Management LLP,0,Hedge Fund,High,6708.400413,29
0760MQ-E,Cantab Capital Partners LLP,689,Hedge Fund,Medium,525.272345,24
07618F-E,Certium Asset Management LLC,0,Deep Value,Medium,0,0
07618Q-E,IronOak Advisors LLC,0,Undefined,Medium,0,0
076191-E,Silvant Capital Management LLC,9965,Growth,Very Low,580.324084,61
0770NZ-E,HighVista Strategies LLC,0,Hedge Fund,High,269.530262,18
077M2T-E,"McKinley Carter Wealth Services, Inc.",2376,GARP,Low,363.866618,57
0788J8-E,Green Arrow Capital Management LLC,0,Hedge Fund,Medium,0,0
078SW1-E,BNY Mellon Capital Markets LLC,0,Yield,Medium,48.379479,35
078TQK-E,Sphera Funds Management Ltd.,0,Hedge Fund,High,877.288645,29
078XH2-E,Verition Fund Management LLC,0,Hedge Fund,High,2962.630127,25
079G80-E,EULAV Asset Management,7000,GARP,Very Low,2476.73925,73
079LVS-E,Senator Investment Group LP,0,Hedge Fund,High,6575.35669,45
079NNH-E,Alyeska Investment Group LP,0,Hedge Fund,High,10528.2255,41
07BK9B-E,"Reynders, McVeigh Capital Management LLC",1665,GARP,Very Low,912.30294,66
07C73R-E,PGIM Securities Investment Trust Co. Ltd.,0,GARP,Medium,413.252155,47
07CZ2V-E,Lightbox Capital Management LLC,0,Hedge Fund,Medium,0,0
07DLYV-E,The Bank of Texas Asset Management,0,Undefined,Medium,0,0
07G4SG-E,Ada Investment Management LP,0,Hedge Fund,Medium,0,0
07GBC6-E,"Mercer Global Advisors, Inc.",9466,Undefined,Medium,2780.497161,56
07GLYN-E,Capstone Investment Advisors LLC,0,Hedge Fund,High,2595.539827,31
07GPD8-E,Estabrook Capital Management LLC,0,Yield,Very Low,605.130813,61
07GTGN-E,"Bank of New York Mellon Trust Co., NA (Investment Mgmt)",0,Yield,Medium,0,0
07GTJF-E,CoreStates Capital Advisors LLC,0,Undefined,Medium,0,0
07HKTT-E,Federated Global Investment Management Corp.,38991,Growth,Low,11374.27085,73
07HQ1Z-E,HighTower Advisors LLC,201239,GARP,Very Low,15289.52818,77
07HQLY-E,Morgan Stanley Private Wealth Management Ltd.,0,Undefined,Medium,0,0
07HTQ0-E,Barclays Bank Plc (Investment Management),0,GARP,High,183.349202,32
07JF8F-E,Convergence Investment Partners LLC,0,GARP,High,607.098228,49
07JGRK-E,Cornerstone Capital Management Holdings LLC,30000,GARP,Medium,0,0
07JJ9W-E,Tradewinds Capital Management LLC,0,GARP,High,291.741228,33
07JVVP-E,Energy Opportunities Capital Management LLC,6455,GARP,Very Low,71.580115,55
07JZ1J-E,Plural Investments LLC,0,Hedge Fund,Medium,0,0
07KFWV-E,Schooner Investment Group LLC,0,GARP,Medium,0,0
07KHM0-E,Wagner Bowman Management Corp.,1500,Yield,Very Low,428.485855,59
07L0CH-E,Zeke Capital Advisors LLC,4097,Index,Very Low,1237.327498,64
07L816-E,"Cornerstone Advisors, Inc. (Washington)",1123,GARP,Very Low,1020.365738,60
07L84Q-E,Brighton Jones LLC,2949,GARP,Very Low,834.059294,66
07LDR5-E,LionEye Capital Management LLC,0,Hedge Fund,Medium,0,0
07NBKT-E,"Evercore Trust Company, NA (Invt Mgmt)",0,Yield,Medium,0,0
07NCT7-E,Tiger Eye Capital LLC,0,Hedge Fund,High,512.606188,38
07NHV8-E,"BB&T Investment Services, Inc.",0,Growth,Medium,0,0
07NLHX-E,Baystate Wealth Management LLC,485,Yield,Very Low,741.087725,59
07NXRP-E,Morgan Stanley Smith Barney LLC,0,GARP,Medium,0,0
07PLRH-E,Diversified Trust Co.,0,GARP,Very Low,1453.236338,67
07QM1L-E,Tower Research Capital LLC,4637,GARP,Very High,1737.584227,34
07QRSW-E,Deutsche Asset Management SA,1086,GARP,Medium,3480.341096,68
07SJYN-E,Group One Trading LP,0,Broker Dealer,High,1320.295597,20
07T989-E,Brasada Capital Management LP,0,Hedge Fund,Low,382.837297,31
07TCC6-E,Orbis Investment Management (US) LLC,0,GARP,Medium,112.802983,50
07VV1D-E,Goodman Financial Corp.,0,GARP,Low,229.88551,58
07Z9BJ-E,Vollero Beach Capital Partners LLC,0,Hedge Fund,Medium,0,0
07ZM4W-E,"Versant Capital Management, Inc.",702,Growth,Very Low,236.273399,52
07ZS2V-E,Proxima Capital Management LLC,0,Hedge Fund,Very Low,112.586384,39
08066Y-E,"Massey, Quick & Co. LLC",0,GARP,Low,246.653376,47
080LDM-E,Sigma Planning Corp.,3559,GARP,Low,1824.127563,59
081W53-E,AlphaOne Investment Services LLC,0,Hedge Fund,Medium,262.479428,26
081WDJ-E,Sensato Investors LLC,0,Hedge Fund,Medium,500.725851,31
081WGM-E,"BOKF, NA",25232,GARP,Very Low,4269.620967,71
08333P-E,Hutchin Hill Capital LP,0,Hedge Fund,Medium,0,0
083PBJ-E,Copeland Capital Management LLC,11560,GARP,Very Low,1543.68719,62
085TCH-E,ArrowMark Colorado Holdings LLC,0,GARP,Low,11373.26324,79
085YB9-E,"Honkamp Krueger Financial Services, Inc.",0,Growth,Medium,1480.903423,49
086TRK-E,PNC Capital Advisors LLC,175738,GARP,Low,9863.707179,70
08756C-E,Fidelity (Canada) Asset Management ULC,29067,GARP,Low,30474.48546,85
088GN2-E,Evercore Wealth Management LLC,3232,GARP,Very Low,3125.962534,73
089DR7-E,"BlackRock Financial Management, Inc.",561879,Yield,Very Low,89225.34339,90
08B245-E,Antipodean Advisors LLC,0,Hedge Fund,High,84.346068,21
08BS69-E,"Sawyer & Co., Inc.",378,Undefined,Very Low,157.058363,54
08BZBV-E,"BlackRock Japan Co., Ltd.",156505,GARP,Very Low,23200.23967,82
08CJHD-E,BlackRock Asset Management North Asia Ltd.,2177,Index,Very Low,762.838203,48
08CKLS-E,Gilman Hill Asset Management LLC,0,Yield,Very Low,298.78331,53
08D3XB-E,BlackRock Fund Advisors,10155000,Index,Very Low,1595009.222,90
08DLP8-E,BlackRock Asset Management Canada Ltd.,257704,Index,Very Low,37291.68776,84
08GP1D-E,BlackRock Advisors (UK) Ltd.,876883,Index,Very Low,117367.0945,92
08GR2Y-E,Blackrock Asset Management (Australia) Ltd.,0,Undefined,Medium,0,0
08GVYS-E,Evermay Wealth Management LLC,1472,Yield,Very Low,358.704514,62
094N3M-E,Amundi Alternative Investments SAS,0,Hedge Fund,Medium,0,0
09516Z-E,"Miles Capital, Inc.",2459,GARP,Low,131.907593,47
09H9M4-E,Point72 Asia (Hong Kong) Ltd.,0,Hedge Fund,Very High,429.997679,9
09J0V7-E,Hermes Fund Managers (North America) LP,0,Undefined,Medium,0,0
09JG5H-E,Private Capital Group LLC,1925,Agg Growth,Low,531.324772,33
09JKR1-E,"StanCorp Investment Advisers, Inc.",0,Index,Medium,0,0
09K27T-E,PineBridge Investments LLC,0,GARP,Medium,5054.541467,60
09K8DP-E,Stone Run Capital LLC,2950,GARP,Very Low,215.592816,60
09KLWX-E,Brookfield Public Securities Group LLC,21000,Yield,Medium,11988.19759,73
09KMB3-E,Index Management Solutions LLC,0,Index,Medium,0,0
09LCPH-E,"Quest Capital Management, Inc.",4726,GARP,Low,422.833881,57
09N7PK-E,Allianz Global Investors U.S. LLC,131075,Growth,Low,59143.12266,84
09NXFY-E,The TLP Group LLC,0,Hedge Fund,High,296.767774,22
09P2M3-E,Crestline Management LP,0,Hedge Fund,Very Low,1153.44598,52
09P678-E,Element Capital Management LLC,2268,Hedge Fund,Very High,4907.063012,23
09P8C5-E,BNP PARIBAS ASSET MANAGEMENT Netherlands NV,67500,Yield,Low,1430.914521,63
09Q5CD-E,Columbia Management Investment Advisers LLC,1401352,GARP,Low,198076.9029,90
09Q6NJ-E,JPMorgan Asset Management (Canada) Inc.,9109,GARP,Low,3597.701019,59
09QHGJ-E,BNP PARIBAS ASSET MANAGEMENT Asia Ltd.,0,Yield,Very Low,222.447773,68
09QWTV-E,BNP Paribas Asset Management Belgium SA,4693,GARP,Very Low,16808.54318,82
09RMZK-E,Bright Rock Capital Management LLC,0,GARP,Low,330.82339,61
09SCX6-E,LMR Partners LLP,12432,Hedge Fund,High,3483.591641,31
09SHL3-E,Donald L. Hagan LLC,0,Yield,Medium,154.277098,37
09X66N-E,Balentine LLC,0,Yield,Very Low,1467.637225,67
09XZCX-E,BNP PARIBAS ASSET MANAGEMENT Japan Ltd.,0,Yield,Medium,0,0
09Y6NM-E,Global Thematic Partners LLC,0,GARP,Very Low,2221.847558,76
09YLKZ-E,QS Investors LLC,7076,Quant,Very Low,9331.208029,58
09ZLBL-E,"First Personal Financial Services, Inc.",482,Yield,Very Low,329.792295,53
09ZT5F-E,BNP Paribas Asset Management UK Ltd.,0,GARP,Very Low,1426.221098,76
09ZTH9-E,Brown Advisory LLC,64733,GARP,Very Low,34932.7457,86
0B07QP-E,The Financial Network Group Ltd.,0,GARP,Medium,0,0
0B0W4N-E,Independence Advisors LLC,1200,Undefined,Very Low,357.792152,62
0B1RGL-E,Parameter Capital Management LLC,0,Hedge Fund,Medium,0,0
0B23CL-E,Edoma Partners LLP,0,Hedge Fund,Medium,0,0
0B23F7-E,Edmond De Rothschild Gestion Monaco SAM,0,Undefined,Medium,119.970176,44
