FactSet Fund ID,Fund_name,AI_Targeting vs. Profile Page
04DVB1-E,Counsel International Value,
04D47V-E,"Fidelity Invt. Funds - Emerging Europe, Middle East & Africa",
04CLH0-E,Magna Umbrella Fund Plc - Emerging Markets Fund,
04BL1G-E,Old Mutual Invt. Funds Series Ii - Asia Pacific Fund,
04BKC5-E,Delaware International Value Equity Fund,
04J7XB-E,Artisan Partners Global Funds Plc - Global Opportunities,
04DQHK-E,Jpmorgan Fund Icvc - Uk Equity Growth Fund,
04DFZY-E,Ubs (lux) Inst. Sicav - Emerging Markets Equity Passive,
04GXXS-E,River & Mercantile Funds Icvc - World Recovery Fund,
04C1P7-E,"Santander Small Caps Europa, Fi",
04CS6X-E,Anima Funds Plc - Europe Equity,
04BB17-E,Goldman Sachs International Equity Insights Fund,
04D2X5-E,Amundi Actions Europe Isr,
04D1FS-E,Bny Mellon Dynamic Total Return Fund,
04DJ5K-E,Nbi Smartdata International Equity Fund,
04BCWP-E,T Rowe Price New Asia Fund,
04CBG6-E,"Tweedy, Browne Value Funds - International Value Fund (euro)",
04GQC3-E,Celsius Investment Funds Sicav - Sustainable Em. Markets,
04FTT7-E,Desjardins Overseas Equity Growth Fund,
04DZPJ-E,Dnb Global Emerging Markets,
04D1KM-E,Goldman Sachs Emerging Markets Equity Insights Fund,
04BK9C-E,Wells Fargo Asia Pacific Fund,
04BGS1-E,American Century Emerging Markets Fund,
04BY0M-E,Bmo Emerging Markets Fund,
04CT57-E,Bnp Paribas Retraite Responsable - 2022-2024,
04B9T3-E,Clearbridge International Growth Fund,
04BGJ4-E,Mainstay Vp - Mackay International Equity Portfolio,
04DQ59-E,Multi Asset Fonds Weinheim,
04CRNB-E,Vy T Rowe Price International Stock Portfolio,
04BRNH-E,Columbia Variable Portfolio-emerging Markets Fund,
04D7XN-E,Masselia Investissements,
04G1CD-E,Merian Glb. Invs. Ser. Plc - Asian Equity Income Fd.,
04BPTM-E,Nationwide Vit - International Equity Fund,
04CWS8-E,Neuberger Berman International Select Fund,
04BL7R-E,Schroder Us Smaller Companies Fund,
04BQ3J-E,State Farm International Equity Fund,
04BVXF-E,Universe Cmi Global Network - Pacific Basin Enhanced Eq.,
04G9H4-E,Carmignac Portfolio - Emerging Patrimoine,
04D5SN-E,Goldman Sachs International Equity Dividend & Premium Fund,
04BWY7-E,Jpmorgan Fund Icvc - Asia Growth Fund,
04CHTQ-E,Norinchukin Zenkyoren Asset Ja Overseas Equity Mother Fund,
04HD0Z-E,Ifm Invest - Aktien Usa,
04BYGH-E,Cibc Emerging Markets Fund,
04H1SZ-E,Manulife Dividend Income Private Pool,
04J325-E,Calamos Hedged Equity Income Fund,
04H1S6-E,Natixis Fds. Tr. Ii - Asg Tactical Us Market Fund,
04FJ0Y-E,Amg Managers Lmcg Small Cap Growth Fund,
04CKZK-E,Nordea Invest Global Stars,
04JMF2-E,Convergence Market Neutral Fund,
04B9LT-E,Amg Fq Long Short Equity Fund,
04BRW4-E,Seb Nordamerikafond SmÌ´bolag,
04CWXR-E,Select Us Equity Managed Corporate Class,
04BK7S-E,Nuveen Small Cap Growth Opportunities Fund,
04CVF7-E,Pace Alternative Strategies Investments,
04F0NT-E,Aqr Small Cap Momentum Style Fund,
04HHD9-E,Goldman Sachs Small/mid Cap Value Fund,
04BYMY-E,Hsbc Us Equity Fund,
04BG0G-E,Hirtle Callaghan Value Equity Portfolio,
04CR9Q-E,Ab Pooling International Growth Portfolio,
04CR9W-E,Ab Pooling Us Value Portfolio,
04BHB2-E,Aberdeen Emerging Markets Smaller Co. Opportunities Fund Inc.,
04BQ05-E,Aberdeen Greater China Fund,
04CTMK-E,Advisorone Funds - Cls Global Growth Fund,
04F1Y4-E,Aeis Institutional Fund - Aktien Global,
04CD89-E,Allianz Global Investors Choice Fund - Balanced,
04CD8B-E,Allianz Global Investors Choice Fund - Capital Stable,
04CD8D-E,Allianz Global Investors Choice Fund - Stable Growth,
04BKQK-E,Allianz Vie,
04BZ6Q-E,Allianz Vip Trust - Azl Boston Company Research Growth Fund,
04CGKG-E,Allianz Vip Trust - Azl Jpmorgan International Opp. Fund,
04CJFQ-E,Alpine Dynamic Dividend Fund,
04GNSK-E,Amundi Funds Ii - Pioneer Us High Yield,
04DQ35-E,Amundi Oeko Sozial Stock,
04FB4B-E,Ast Boston Partners Large Cap Value Portfolio,
04GPLH-E,Ast Franklin Templeton Founding Funds Allocation,
04D0M3-E,Atp Group Portfolio,
04F0QC-E,Aviva AmÌ©rique (top 10 Holdings),
04GLJC-E,Bethmann Stiftungsfonds,
04CZZR-E,Black Creek Global Balanced Fund,
04CPVK-E,Blackrock (japan) Blackrock Gold Fund,
04HWP4-E,Bny Mellon Charities Funds - Newton Gr.&inc. Fd. For Charities,
04D7BP-E,Bt Wholesale Multi-manager International Share Fund (top 10),
04B8YQ-E,Columbia Funds Vit I - International Opportunities Portfolio,
04BH9L-E,Columbia Large Cap Growth Fund V,
04CKKX-E,Cronos Invest - Croissance Long Terme,
04DC8R-E,Db Platinum - Croci Branchen Stars,
04CSQC-E,Dimensional Funds Plc - Us Small Companies Fund,
04D2S9-E,Dynamic Global Asset Allocation Fund,
04BX24-E,Dynamic Small Business Fund,
04CHZJ-E,Edm International Sicav - American Growth,
04F3LF-E,Edmond De Rothschild Euro 80/20,
04CK9J-E,Empire Life Dividend Growth Fund,
04GM15-E,Exane Funds 1 - Mercury Fund,
04DG1S-E,Fdc Sicav - Actions Monde - Actif 1,
04BR7D-E,Fidelity Funds Sicav - European Aggressive Fund,
04BR85-E,Fidelity Funds Sicav - Fps Growth Fund,
04CRQY-E,Fidelity Japan Fidelity Us Reit Mother Fund,
04CK8K-E,Fidelity Japan Global Equity Open Mother Fund,
04GB5L-E,Fidelity Series Real Estate Equity Fund,
04D2Q1-E,Formuepleje Epikur (top 10 Holdings),
04D2Q4-E,Formuepleje Limittellus (top 10 Holdings),
04CH64-E,Fpspi Sicav - Conservatif EquilibrÌ©,
04BK69-E,Franklin Flex Cap Growth Fund,
04BNMR-E,Ft Interspezial,
04DXT6-E,FÌ©dÌ©ris Isr AmÌ©rique,
04CQT0-E,Ga Fund L - Equity World Passive,
04HMS1-E,Goldman Sachs Am Gs North America Energy Infra Mother Fund,
04CPG0-E,GÌ©nÌ©ration Vie,
04CFMG-E,Helios Sicav - Epiphania,
04CLM5-E,Ilmarinen Mutual Pension Insurance Co.,
04CF94-E,Ing Global Opportunities Basis Fonds,
04D0LQ-E,Investec Funds Series Iv - Diversified Growth Fund,
04GJ1H-E,Investec Glb. Strat. Fd. - Global Value Equity Fund,
04GL6C-E,Investors Core Canadian Equity Fund,
04BBH9-E,Janus Fund,
04BL56-E,Janus Henderson Gbl. Fds. - World Select Fund,
04BGG8-E,Jnl/capital Guardian Global Diversified Research Fund,
04CXJS-E,John Hancock Ii - Value Fund,
04D35S-E,Jpmorgan Fund Icvc - Global Consumer Trends Fund,
04BLKT-E,Jupiter Financial Opportunities Fund,
04C2NR-E,Kbc Select Immo - Belgium Plus,
04C8YV-E,Lmp Real Estate Income Fund Inc.,
04DC9T-E,Longview Partners Investments - Long Only Absolute Return Fund,
04CNH7-E,Luxtopic - Dje Cosmopolitan,
04J7ZJ-E,Lyxor Newcits Irl Plc - Tiedemann Arbitrage Strategy Fund,
04BFCR-E,Mainstay Icap Select Equity Fund,
04H2YS-E,Manning & Napier Focused Opportunities Series,
04C11T-E,Metzler Wachstum International,
04GTMM-E,Mfs Investment Mfs Foreign Equity Mother Fund,
04BDWJ-E,Morgan Stanley Pathway Small Cap Value Equity Fund,
04GX66-E,Mufj Kokusai Morgan Stanley Global Premium Eq. Open Mother Fd.,
04GJ35-E,Nn (l) - Us Enhanced Core Large Cap Equity,
04H408-E,Nordea Us Equity Market Fund,
04D1FW-E,Nuveen Symphony Low Volatility Equity Fund,
04BJ21-E,Oneamerica Asset Director Portfolio,
04BCKG-E,Oppenheimer Equity Fund,
04CYRR-E,Orbis Optimal Sa Fund,
04CJTF-E,Pensplan Plurifonds Linea Activitas,
04CJTH-E,Pensplan Plurifonds Linea Soliditas,
04CV5T-E,Pf Main Street Core Fund,
04GW08-E,Polar Capital Funds Plc - Global Alpha Fund,
04GQGM-E,Private Banking Vermoegensportfolio - Flex Select 70,
04F5W1-E,Privatportfolio I,
04D6QD-E,Psagot Platinum,
04BJP5-E,Pzena Focused Value Fund,
04GQFD-E,Ram (lux) Systematic Funds - Long/short European Equities,
04DC85-E,Rbc Regent Strategy Fund Ltd. - Global Unconstrained Eq. Class,
04C6VL-E,Ridgeworth Ceredex Mid-cap Value Equity Fund,
04BD5K-E,Rs Partners Fund,
04BD57-E,Rs Value Fund,
04GWR4-E,Ruffer Sicav - Total Return International,
04C9C7-E,Russell Investment Company Ii Plc - Us Quant Fund (the),
04GMMN-E,Russell Investment Company Iv Plc - Alpha Fund (the),
04BDXY-E,Scout International Fund,
04BDCN-E,Sentinel Common Stock Fund,
04BD6W-E,Sentinel Small Company Fund,
04CYQK-E,Ssga Europe Enhanced Equity Fund,
04CDCB-E,Synergy American Corporate Class,
04C2GJ-E,Td Canadian Blue Chip Equity Fund,
04CZMM-E,Telemaco - Comparto Bilanciato (yellow),
04CSQS-E,Threadneedle (lux) - Global Equity Walter Scott & Partner,
04CGCL-E,Thrivent Variable Product - Partner Small Cap Value Portfolio,
04CZVW-E,Top Stocks,
04BFMG-E,Transamerica Partners - Balanced Portfolio,
04J3QP-E,Trust For Advised Portfolios - V2 Hedged Equity Fund,
04BP4J-E,Ubi Pramerica Azioni Europa,
04G315-E,Ubs (lux) Key Selection Sicav 2 - Global Quantitative (usd),
04DG0M-E,United Financial-us Equity Small Cap Corporate Class,
04GR5D-E,Valueinvest Blue Chip Value,
04CXRW-E,Vanguard Structured Broad Market Fund,
04CDYW-E,Varma Sampo Pension Fund,
04CPX1-E,Veritas Funds Plc - Global Equity Income Fund,
04BH00-E,Virtus Strategic Allocation Fund,
04BPH5-E,Waddell & Reed Advisors Core Investment Fund,
04CKJ9-E,Waddell & Reed Advisors Dividend Opportunities Fund,
04BPH7-E,Waddell & Reed Advisors Value Fund,
04CGZV-E,World Markets Umbrella Fund Plc - Emerging World Fund,
04GCQ3-E,Legal & General Mixed Investment 0-35% Fund,
04DK6P-E,Fonditalia - Core 1,
04CVGX-E,Schroder Emerging Market Equity Fund,
04BWKV-E,Blackrock Gold & General Fund,
04CVMG-E,"Cartera Coso 29, Sicav",
04CVH2-E,Majedie Asset Mgmt. Invt. Fd. - Uk Focus Fund,
04HGRL-E,Parvest - Equity World Emerging,
04C95S-E,Fidelity Inv. Trust - International Small Cap Fund,
04F0WG-E,Johcm International Select Fund,
04BFZK-E,Jnl/causeway Intl. Value Select Fund,
04CDTH-E,Ecureuil Profil 30,
04C5F6-E,Bnp Paribas L1 - Sustainable Active Balanced,
04FWDF-E,Sei Global Assets Fund Plc - Growth Fund (the),
04C5F7-E,Bnp Paribas L1 - Sustainable Active Growth,
04D3HZ-E,East Capital (lux) - Russian Fund,
04CRCP-E,Hbos Specialised Invt. Funds Icvc - Cautious Managed Fund,
04CWYG-E,Invesco International Companies Class,
04CZL5-E,"Fidelity Funds Sicav - Emerging Europe, Middle East & Africa",
04CT7C-E,Nordea China Fund,
04BLGB-E,Jpmorgan Funds - Europe Strategic Growth Fund,
04BP43-E,Russell Investment Global Real Estate Securities Fund,
04BH95-E,Columbia Select International Equity Fund,
04BLG5-E,Jpmorgan Funds - Emer. Europe Middle East & Africa Eq.,
04H287-E,Standard Life Investment Co. - Global Em Eq. Income Fd.,
04BPGS-E,Jnl/american Funds Balanced Fund,
04FX8S-E,Invesco Core Plus Bond Fund,
04DCVX-E,Nationwide Vit - Multi Manager International Growth Fund,
04BKB3-E,Pioneer International Equity Fund,
04D2FV-E,Richelieu SpÌ©cial,
04BGCW-E,Aberdeen India Fund,
04HPVG-E,Cif - Capital Group World Dividend Growers (lux),
04D0HQ-E,Lgt Select Funds - Equity Emerging Markets,
04CW34-E,Pacific Select Fund - International Small Cap Portfolio,
04FW5N-E,Pictet Tr - Mandarin,
04BW61-E,Artemis European Growth Fund,
04BDCM-E,Dws Emerging Markets Equity Fund,
04BB0X-E,Van Eck Emerging Markets Fund,
04G2ZZ-E,Ist - Mixta Optima 25,
04BDT2-E,Morgan Stanley Pathway Emerging Markets Equity Fund,
04CPN0-E,Blackrock Armed Forces Cif,
04CFNX-E,Hector Sicav - Western Economies Fund,
04BXF9-E,Ig Fiera Canadian Small Cap Fund,
04D080-E,Nn (l) - Emerging Markets High Dividend,
04DX7D-E,Nomura Asset Emerging Country Equity Mother Fund,
04CK14-E,Blackrock (japan) Us Basic Value Open Mother Fund,
04GLWJ-E,Capital Group Emerging Markets Total Opportunities Fund (ca),
04BRBT-E,Cs Investment Funds 12 - Balanced (chf),
04BZX9-E,Nordea Far East Fund,
04CD96-E,Skandia Smart FÌ¦rsiktig,
04FTDQ-E,Wellington Mgmt. Funds (ie) Plc - Emerging Markets Equity,
04CL2L-E,First State Investments Icvc - Global Resources Fund,
04C1WV-E,Rbc Private Us Growth Equity Pool Fund,
04BCRP-E,Virtus Duff & Phelps International Series,
04DPV5-E,Baron International Growth Fund,
04GVRD-E,Dfa International Large Cap Growth Portfolio,
04GN7N-E,Investec Glb. Strat. Fd. - Emerging Mkts. Multi Asset Fd.,
04BJ3R-E,Pgim Qma International Equity Fund,
04BKVP-E,Russell Invt. Co. Plc - Uk Equity Fund (the),
04D39W-E,Bl - Emerging Markets,
04D4W1-E,Dws Invest Sicav - Emerging Markets Top Dividend,
04HGNR-E,Parvest - Equity China,
04BK5Z-E,Aberdeen Select International Equity Fund,
04GK4P-E,Anima Geo Asia,
04CKFX-E,Blackrock International V.i. Fund,
04HKDC-E,Fondo Bbva Bancomer Eurotop Sa De Cv Sirv,
04BZT0-E,Imperial Overseas Equity Pool,
04BLH8-E,Jpmorgan Chinese Investment Trust Plc,
04FCWM-E,Nbi Canadian All Cap Equity Fund,
04BS7D-E,Nordea Invest FjernÌüsten,
04CRMD-E,Rezco Value Trend Fund,
04BV97-E,Swedbank Robur Asienfond,
04HMJP-E,Aqr Emerging Multi Style Fund,
04CTW5-E,Essor Usa OpportunitÌ©s,
04CB1B-E,"Levante 2.013, Sicav",
04BLRF-E,Swisscanto (ch) Equity Fund - Europe (i),
04DGBN-E,Merrill Lynch Invt. Sol. - Marshall Wace Tops Ucits Fund,
04CH7J-E,Nef - Emerging Market Equity,
04D002-E,Rbc Oshaughnessy All Canadian Equity Fund,
04H3LX-E,Cmg Mauldin Solutions Core Fund,
04BR1P-E,Ubs (lux) Strategy Fund - Growth (eur),
04CPH6-E,Ubs (lux) Strategy Xtra Sicav - Balanced (eur),
04CSYC-E,Bmo Investment Funds (uk) Icvc Ii - Us Smaller Companies Fund,
04HMPN-E,American Century Sicav - Global Growth Equity,
04BPB3-E,Fidelity Vip Ii - Asset Manager Growth Portfolio,
04BJ4S-E,Sit Small Cap Growth Fund,
04C9HY-E,Laudus Small Cap Marketmasters Fund,
04C2FN-E,Peh Sicav - Empire,
04H1ZJ-E,Touchstone Arbitrage Fund,
04BHJ4-E,Blackrock Advantage Us Total Market V.i. Fund,
04J0QV-E,Adara Smaller Companies Fund,
04BNWJ-E,Allied Asset Advisors Funds - Iman Fund,
04BPHQ-E,Mml Small Cap Equity Fund,
04BH87-E,Pioneer Var. Contracts Tr. - Select Mid Cap Growth Vct Port.,
04D2WM-E,China Amc Global Selective Fund,
04CW4F-E,Clough Global Opportunities Fund,
04C1VM-E,Ab Fcp I - Global Growth Trends Portfolio,
04CR9P-E,Ab Pooling Multi Asset Real Return Portfolio,
04BLRL-E,Aberdeen Invt. Funds Icvc Iii - Global Emerging Markets Quant.,
04HY5F-E,Alliance Bernstein (japan) Kokusai Reit Mother Fund,
04G56F-E,Alliancebernstein/twm Global Equity & Covered Call Stgy. Fund,
04CZN6-E,Allianz Global Investors Fund - Global Ecotrends,
04BK99-E,Alpine International Real Estate Equity Fund,
04J61R-E,Anz Private Global Equities Trust,
04J61S-E,Anz Private Global Equity Fund,
04BZB8-E,Atlantas Sicav - American One,
04BZBB-E,Atlantas Sicav - Far East,
04BLFK-E,Axa Framlington Emerging Markets Fund,
04C68Z-E,Axa International Actions,
04CT8J-E,Baillie Gifford Overseas Growth Fund - Long Term Global Growth,
04BSLS-E,Bankinvest Globalt Forbrug,
04HJVK-E,Blackstone Alternative Multi Manager Fund,
04CLF0-E,Bmo Canadian Diversified Monthly Income Fund,
04C6JX-E,Bnp Paribas Quantamerica,
04BGRS-E,Boulder Total Return Fund,
04GS36-E,Catalyst/lyons Tactical Allocation Fund,
04B8WD-E,Century Shares Trust,
04H13V-E,China Southern Dragon Dynamic Fd.-china New Bal. Opp. Fd.,
04C5MB-E,Ci American Value Corporate Class,
04BQK0-E,Clariden Leu Investments Pcc Ltd. - Luxury Goods Equity,
04FY19-E,Close Discretionary Fds. - Conservative Portfolio Fund,
04BH9K-E,Columbia Large Cap Growth Fund Ii,
04BRCD-E,Cs Investment Funds 11 - Equity Fund (lux) - Usa,
04C3LJ-E,Cs Investment Funds 5 - (lux) Global Biotech Innovators Eq. Fd,
04CVBM-E,Danske Invest China Fund (fi),
04FBSW-E,Danske Invest Emerging Markets Equity Fund (fi),
04CZY5-E,Deka - Umweltinvest Cf/tf,
04BWZB-E,Dynamic Power American Growth Class,
04GVZ3-E,E.i. Sturdza Funds Plc - Strategic Europe Value Fund,
04D5B6-E,Edmond De Rothschild Bonds Portfolio +30,
04CLMF-E,Elo Mutual Pension Insurance Company,
04CWTG-E,Emerging Markets Fund Of The Genesis Group Trust For Employee,
04CK9R-E,Empire Life Balanced Fund,
04CK9G-E,Empire Life Elite Equity Fund,
04BY6D-E,Federated Unit Trust - Europa-aktien,
04BY6C-E,Federated Unit Trust - Profutur,
04B9MK-E,Fidelity Fifty Fund,
04GK58-E,Fidelity Inst. Exempt America,
04BLF2-E,Fidelity Invt. Funds - Uk Growth Fund,
04BV5Z-E,Folksams Framtidsfond,
04GJS5-E,Fondaco Roma Fund - Global Equity Satellite Ii,
04CDYT-E,Forsta Ap Fonden,
04BNX1-E,Franklin Large Cap Equity Fund,
04BK5J-E,Franklin Large Cap Value Fund,
04CRXM-E,Franklin Mid Cap Value Fund,
04D1S6-E,Geneva Advisors All Cap Growth Fund,
04CSLL-E,Golden Small Cap Core Fund,
04CLYG-E,Guggenheim Enhanced Equity Strategy Fund,
04CXC7-E,Hsbc Gif - Bric Markets Equity,
04BXF2-E,Ig Templeton International Equity Fund,
04J2DZ-E,Investec Funds Series Iv - Emerging Markets Equity Fund,
04D8Q5-E,Investec Glb. Strat. Fd. - Global Franchise Fund,
04BQ8C-E,Investec Glb. Strat. Fd. - Global Gold Fund,
04DXHZ-E,Ivy Funds - Tax-managed Equity Fund,
04DG2Z-E,Jnl/eastspring Investments Asia (ex-japan) Fund,
04F50C-E,Jnl/fpa + Doubleline Flexible Allocation Fund,
04BK0S-E,Jnl/mellon Capital 25 Fund,
04CVQY-E,John Hancock Ii - All Cap Core Fund,
04CVQZ-E,John Hancock Ii - Global Real Estate Fund,
04CXYX-E,John Hancock Invt. Tr. - Global Opportunities Fund,
04BGF4-E,John Hancock Vit - International Core Trust,
04CYN0-E,Jpm Asset Gim Brics5 Mother Fund (institutional Only),
04BWYK-E,Jpmorgan Fund Icvc - Us Fund,
04BLKN-E,Jupiter Global Managed Fund,
04CSJ8-E,Lbb-privatdepot 3,
04HDJ0-E,Mobifonds Select 50,
04FCWW-E,National Bank Global Diversified Equity Fund,
04BB89-E,Nationwide Highmark Value Fund,
04CJPW-E,Neptune Balanced Fund,
04CW0D-E,Northern Multi Manager Small Cap Fund,
04GH0M-E,Nykredit Invest Taktisk Allokering,
04GQG1-E,Oddo Bhf Trust Exklusiv: Polaris Balanced,
04CRHT-E,Parnassus Small Cap Fund,
04GKM5-E,Pimco Eqs Long/short Fund,
04CH75-E,Putm Opportunity Unit Trust,
04BHW6-E,Ridgeworth Silvant Large Cap Growth Stock Fund,
04D2H4-E,Robeco Institutional Global Equity Fund I,
04BB3N-E,Rs Large Cap Alpha Fund,
04CCWM-E,Rt Donau Anlagefonds 1,
04GS2M-E,Russell Investment Company Ii Plc - Emer. Markets Ext. Opp.,
04DZJG-E,Rwc Funds - Us Absolute Alpha Fund,
04CQJ6-E,Sanlam Universal Fds. Plc - Global Best Ideas Fund,
04CVHR-E,Scotia Private Us Equity Pool,
04CXWV-E,Scout Mid Cap Fund,
04D28R-E,Seb Fund 2 - Russia Fund,
04CJBY-E,"Segurfondo Usa, Fi",
04BDJV-E,Sentinel Mid Cap Fund,
04CG4V-E,Sentinel Multi - Asset Income Fund,
04D2X7-E,Sentinel Sustainable Core Opportunities Fund,
04GCPC-E,Sporo Aktivne PortfÌ_lio - Sap,
04BLJP-E,Standard Life Investments Ignis American Growth,
04BDQ2-E,Stratton Small Cap Value Fund,
04CHL6-E,Swiss Life Funds (ch) - Portfolio Global Balanced (chf),
04GQXJ-E,Teachers Retirement System Of Georgia (top 20 Holdings),
04G735-E,Threadneedle Invt. Funds Ii Icvc - Us Equity Income Fund,
04H1ZH-E,Transamerica Partners - Mid Value Portfolio,
04BR3W-E,Ubs (lux) Equity Fund - Mid Caps Europe (eur),
04CZ9P-E,Univest- Europe (ex-uk) Equity,
04CQKL-E,Vanguard Investment Series Plc - Us Discoveries Fund,
04BJNX-E,Virtus Dynamic Trend Fund,
04BW5Y-E,Artemis Income Fund,
04BJ7Z-E,Vanguard International Value Fund,
04F33S-E,Jpmorgan Funds - Emerging Markets Opportunities Fund,
04B9NV-E,Fidelity Inv. Trust - Europe Fund,
04C8NS-E,Bnp Paribas B Strategy - Global Neutral,
04DK6Q-E,Fonditalia - Core 2,
04BGJZ-E,Templeton Foreign Vip Fund,
04DK35-E,American Funds Insurance Series - Intl. Growth & Income Fund,
04BJLP-E,Vanguard International Explorer Fund,
04D7L6-E,Federated International Strategic Value Dividend Fund,
04FYTP-E,Alken Fund - Absolute Return Europe,
04BLDW-E,Fidelity Invt. Funds - Moneybuilder Growth Fund,
04BY44-E,Nbi Small Cap Fund,
04BCXM-E,T Rowe Price International Discovery Fund,
04F1ZH-E,Vv Strategie - Bw Bank Ausgewogen,
04F1ZF-E,Vv Strategie - Bw Bank Ertrag,
04FHQ3-E,Asahi Life Alamco Harris Global Value Equity Mother Fund,
04C1WY-E,Rbc Private World Equity Pool,
04CTGT-E,Dimensional Funds Plc - Emerging Markets Value Fund,
04HPW6-E,Cif - Capital Group Global Allocation Fund,
04F785-E,Entrust Global-alternative Core Fund,
04CBM8-E,Mfs Meridian Funds - European Smaller Companies Fund,
04CDGK-E,Eika Balansert,
04BZGR-E,Jpmorgan Fund Icvc - Institutional Asia Fund,
04DH2X-E,Starcapital Huber - Strategy 1,
04BRB4-E,Kbc Equity Fund - Europe,
04FW0B-E,Prusik Asia Fund,
04CT56-E,Bnp Paribas Retraite Responsable - 2019-2021,
04BQS7-E,Dpam Dbi-rdt B Equities Emu,
04BLPQ-E,Invesco Funds Series 4 - Continental European Small Cap Equity,
04BRVT-E,Seb Emerging Marketsfond,
04CSQ9-E,Dimensional Funds Plc - European Small Companies Fund,
04CKLD-E,Lcl Actions Europe,
04CQ9Q-E,Purpose Canadian Preferred Share Fund,
04C26S-E,"Fondonorte, Fi",
04BCXL-E,Principal Investors - International Emerging Markets Fund,
04BTZS-E,Skandia Asia,
04BB6B-E,Harbor International Growth Fund,
04BGRZ-E,American Century International Growth Fund,
04BZBK-E,Nei Global Equity Fund,
04CHLZ-E,Amc Professional Fund - Bcv Enhanced Europe Equity,
04D5SQ-E,Goldman Sachs International Tax Managed Equity Fund,
04CF3P-E,Ig Mackenzie Emerging Markets Class,
04CBHB-E,Merian Glb. Invs. Ser. Plc - Pacific Equity Fund,
04CP0D-E,Sg Actions Europe Large Cap,
04CVS6-E,American Century Nt International Growth Fund,
04JMVL-E,Value Partners Classic Fund,
04CMWX-E,Robeco Capital Gr. Fds.  - Chinese Equities,
04DG62-E,Pramerica Sicav - Asia Pacific Equity,
04BR1V-E,Ubs (lux) Equity Fund - Asian Consumption (usd),
04D3V5-E,William Blair Emerging Markets Leaders Fund,
04CW3Q-E,Aberdeen Islamic Sicav - Global Equity Fund,
04CKGV-E,Russell Investment Group (japan) Russell Inv. For. Eq. Mother,
04BDF6-E,Dws Global Small Cap Fund,
04C14P-E,Merian Investment Funds Series Ii - Merian Global Equity Fund,
04BS7Z-E,Eurizon Azioni Paesi Emergenti,
04DYRV-E,International Managed Volatility Fund,
04CV5L-E,Counsel Global Small Cap Fund,
04FBQT-E,Pimco Global Multi Asset Fund,
04FHT3-E,"Special Opportunities Fund, Inc.",
04CC0T-E,Argenta Fund - Actions Monde,
04BRCV-E,Kbc Equity Fund - Technology,
04GP8Y-E,Barclays Mm Fd. Plc - Globalaccess Us Equity Fund,
04BPHR-E,Mml Small Cap Growth Equity Fund,
04BNVB-E,Dws Telemedia Typ O,
04BF9X-E,Victory Rs Small Cap Growth Equity Vip Series,
04F2M6-E,Amc Professional Fund - Bcv Systematic Premia Us Equity,
04B8CY-E,American Century Strategic Allocation Conservative Fund,
04JQCF-E,Intech Institutional Enhanced Plus Equity Fund,
04BJQT-E,Profunds - Ultrabull,
04G2WV-E,"Gamco Natural Resources, Gold & Income Trust",
04H0L8-E,Barometer Equity Pool,
04CR9R-E,Ab Pooling International Value Portfolio,
04G6DJ-E,Advisor Vaerlden,
04CW6Y-E,Allianz Vip Trust - Azl Mfs Mid Cap Value Fund,
04G8L7-E,Allra Strategi Modig,
04BKB0-E,Alpine Realty Income & Growth Fund,
04BNV1-E,Artisan Small Cap Value Fund,
04CM5N-E,Azimut Trend (top 50 Holdings),
04GR67-E,Blackrock Cdn Us Alpha Tilts Non Taxable Fund,
04J42P-E,Blackrock Global Small Cap Fund,
04BSSZ-E,Calvert Large Cap Core Portfolio,
04G703-E,Cambridge Canadian Growth Companies Fund,
04HPZP-E,Capitalatwork Foyer Umbrella - Equities At Work,
04BJ70-E,Carillon Eagle Mid Cap Stock Fund,
04DYVX-E,Cavendish Investments Funds - North American Fund,
04C51W-E,Ci International Value Fund,
04BH94-E,Columbia International Value Fund,
04BDXW-E,Columbia Value & Restructuring Fund,
04BQK4-E,Columbia Var. Port. - Loomis Sayles Growth Fund Ii,
04DZ4K-E,Degroof Equities - Europe Behavioral Flexible,
04B9W4-E,Dreyfus Mid Cap Growth Fund,
04C1L1-E,Dynamic Global Discovery Fund,
04GVYZ-E,E.i. Sturdza Funds Plc - Strategic China Panda Fund,
04BL37-E,F&c Global Smaller Companies Plc,
04C6WY-E,Fidelity Institutional Funds - Pan European Fund,
04DWZR-E,Flossbach Von Storch - Equity Opportunities,
04CXFP-E,Flossbach Von Storch Fundament,
04BV5Y-E,Folksams Aktiefond Usa,
04BV61-E,Folksams Globala Aktiefond,
04CJV6-E,Fonds GÌ©nÌ©ral StratÌ©gique - Spica,
04F2YC-E,Global Select Portfolio I,
04CGY0-E,Gmf Assurances,
04CWST-E,Goldman Sachs Bric Fund,
04BB30-E,Goldman Sachs International Small Cap Fund,
04C959-E,Grassroots,
04GS81-E,Gs Funds Ii - Gms Emer. Markets Equity Portfolio,
04BGLH-E,Hancock Horizon Value Fund,
04FVJZ-E,Hsbc Isf Multialpha Europe Equity,
04BXF8-E,Ig Agf Canadian Growth Fund,
04DWMH-E,Ing Global Real Estate Basis Fonds,
04CQNT-E,Inka Rf 1,
04D5TQ-E,Investec Glb. Strat. Fd. - Global Natural Resources Fund,
04FFSH-E,Investec Glb. Strat. Fd. - Latin American Equity Fund,
04BFCT-E,Ivy Funds - European Opportunities Fund,
04DQKW-E,Ivy Funds - Micro Cap Growth Fund,
