contact_id,factset_person_id,discrepancy
57d38ce591aea376a7b96f88,0FM6GT-E,
57d38cc591aea376a7b8ce05,0CK4NT-E,
57d38c7491aea376a7b75c96,069LJG-E,
,05G6X3-E,
,0GJPHP-E,
57d38c6d91aea376a7b73f61,060F7V-E, --- [0] value 
5a5215c95890ddad1f6ffcef,078H50-E,
,,
57d38cae91aea376a7b87e57,0BJ1FC-E,
5ac54b75228eb41542a631dc,07HPB4-E,
,,
57e35e914ba56897e42c0892,0GJT2D-E,
57d38cc691aea376a7b8d671,0CN2MJ-E,
57d38c7b91aea376a7b7779a,06J2B0-E,
,07C5XP-E,
,07DLT9-E,
,05X96S-E,
,,
,05G70P-E,
,,
57d38cb791aea376a7b8a5db,0C476T-E, --- [0] value  --- [0] value  --- [0] value 
,,
,05KKW3-E,
,05HLC4-E,
57d38c6d91aea376a7b73f60,060F7Q-E, --- [0] value 
,07G6CW-E,
5b1a9bd75a83dcea4309c6f7,0JLPB0-E,
57d38c7b91aea376a7b778e6,06J531-E,
57d38c9691aea376a7b8091b,07J3CC-E,
57d38c8591aea376a7b7b894,06XWP3-E,
57d38cee91aea376a7b9aa2d,0G9LGY-E,
,,
,07K7P9-E,
,,
57d38c9691aea376a7b8091a,07J3C8-E,
,06J1LC-E,
,,
57d38c6c91aea376a7b73091,05WS7J-E,
,,
57d38ce091aea376a7b96307,0FF5N4-E,
57d38cef91aea376a7b9b52d,05MZB8-E,
,,
,06J037-E,
,,
,0603RJ-E,
57d38c8b91aea376a7b7c18d,06ZFQT-E,
57d38c7b91aea376a7b7807a,06KBYV-E,
57d38c6b91aea376a7b72420,05RB5R-E, --- [0] value 
57d38c8b91aea376a7b7c1e7,06ZGGM-E,
,,
57d38c7391aea376a7b74dfc,063LMH-E,
57d38c8b91aea376a7b7c19b,06ZFT2-E,
57d38cb591aea376a7b89550,0BX5B7-E,
591b7a46e7402ac1b9bea021,0H1LK5-E,
,0GJNQC-E,
57d38cae91aea376a7b87ea0,0BJ5C7-E,
57d38c8b91aea376a7b7c18b,06ZFQ3-E,
5b364a815a83dcea43ac5edc,061CTZ-E,
,07J3D1-E,
5b17f85b5a83dcea4369abf6,0JLGQR-E,
57d38cef91aea376a7b9b64e,05H17F-E,
57d38cee91aea376a7b9ae7c,08CL98-E, --- [0] value 
,,
,0GJPFP-E,
57d38c9d91aea376a7b81f81,07R8CQ-E,
,,
57d38c7b91aea376a7b7780d,06J17C-E,
,,
,05L04B-E,
,088ZVW-E,
,0CP7PZ-E,
57d38c6b91aea376a7b7230d,05QZJ1-E,
,05LYPZ-E,
57d38c6291aea376a7b6fa2e,05HNK2-E, --- Profile Region Code: ['U.S.']  --- Profile Sector: [] | DB Sector: Electronics  --- Profile Sector: [] | DB Sector: Technology Services 
57d38cfd91aea376a7b9f3db,05L9J2-E,
57d38c6391aea376a7b70afc,06HZY3-E,
57d38cfb91aea376a7b9dea5,05GF31-E, --- Profile Sector: [] | DB Sector: Financial Services  --- Profile Sector: [] | DB Sector: Health Services  --- [0] value  --- [0] value 
57d38c8491aea376a7b7acb0,06VF91-E,
57d4ddf391aea376a7c464ae,06VF94-E,
57d38c6291aea376a7b700d3,05LDL4-E,
57d38cf491aea376a7b9bff6,0721L1-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38c7491aea376a7b75a9b,068XNZ-E,
,,
57d38c8491aea376a7b7aca6,06VFCQ-E,
57d38c6b91aea376a7b72b59,05V08G-E,
,05GF35-E,
57d38c5a91aea376a7b6e96e,05G7BQ-E,05G7BQ-E --- DB Region Code U.S.  --- Profile Region Code: ['Global']  --- Profile Sector: [] | DB Sector: Commercial Services  --- Profile Sector: [] | DB Sector: Consumer Durables  --- Profile Sector: [] | DB Sector: Health Services 
57d38cf591aea376a7b9cc5f,06J04V-E,
57d38cfd91aea376a7b9f3e6,05PLTD-E,
57d38cfd91aea376a7b9f40c,06HZXY-E,
57d38c6591aea376a7b71baa,05PDG0-E, --- [0] value  --- [0] value 
,0GJCPW-E,
57d38cfb91aea376a7b9debc,05KDBF-E,
,05PV6H-E,
,06J0BJ-E,
57d38cf491aea376a7b9c210,05LKK1-E, --- Profile Sector: [] | DB Sector: Consumer Durables  --- Profile Sector: [] | DB Sector: Consumer Non-Durables 
57d38c9591aea376a7b7fd43,07FDYP-E,
57d38cfd91aea376a7b9f3e4,05PV6Y-E,
57d38c8491aea376a7b7acaa,06VFK1-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
,05TS28-E,
57d38c9591aea376a7b7fd42,07FDW9-E,
57d38c5a91aea376a7b6ef75,05GPKJ-E,
57d38cee91aea376a7b9a8c3,0609DM-E, --- [0] value  --- [0] value 
,,
57d38c7b91aea376a7b77799,06HZ8M-E,
57d38cf491aea376a7b9c203,05LG9X-E,
57d38c9b91aea376a7b80bb7,07JPG8-E,
57d38cef91aea376a7b9b51e,05TS1N-E,
57d38c6c91aea376a7b73179,05X2JK-E,
,,
,05HNK1-E,
57d38c8491aea376a7b7acab,06VFKD-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
,,
57d38cce91aea376a7b8feb1,0D3VKW-E,
,,
57d38cfb91aea376a7b9df30,0716XW-E,
57d38c6391aea376a7b704cc,0716Y2-E,
,05L9HT-E,
,00FH00-E,
57d38c6291aea376a7b70238,05KB98-E,
57d38ca691aea376a7b856ba,09XTH8-E,
57d38cef91aea376a7b9b5a0,07K3ZM-E,
57d38cee91aea376a7b9a909,0716Y3-E,
5811d1f8acfb499f20b7821d,0GLT32-E,
,,
57d38cfd91aea376a7b9f44c,08H4DG-E,
57d38cee91aea376a7b9a8a3,05PDDN-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38c5a91aea376a7b6e943,05G722-E,05G722-E --- DB Region Code U.S.  --- Profile Region Code: ['Global']  --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38c8c91aea376a7b7ca3d,0716YC-E,
57d38c5a91aea376a7b6ef77,05GPKP-E,
57d38ca691aea376a7b856c3,09XTM1-E,
,05LHNG-E,
,0716YF-E,
57d38ccf91aea376a7b90c80,07K59G-E,
57d38c7391aea376a7b74ff8,064H1R-E,
,06VFKJ-E,
,,
57d38cf491aea376a7b9c218,05TRZS-E, --- [0] value  --- [0] value  --- [0] value 
,06J07G-E,
57d38c6591aea376a7b71dc7,0GJ2WP-E,
,06J02S-E,
57d38cee91aea376a7b9a896,05KD8F-E,
,06N3M5-E,
,05TS0Q-E,
57d38c6391aea376a7b70689,05KJ07-E,
57d38ca391aea376a7b83279,089RX2-E, --- [0] value  --- [0] value 
57d38c7b91aea376a7b777d7,06J04B-E,
,05G6R4-E,
,06R6S5-E,
57d38c6291aea376a7b6fe0d,05JZ34-E,
57d38cef91aea376a7b9b3c0,05TS1X-E,
57d38c7b91aea376a7b777a5,06HZF7-E,
57d38c7b91aea376a7b777d8,06J06C-E,
5bbcc3e98bf1f4fd52c9d0e6,0K5Y5S-E,
5931e05be7402ac1b9b630ee,0D6QT1-E,
,05KBM1-E,
57d38c8291aea376a7b79807,06Q18Q-E,
57d38c7391aea376a7b74dc2,063KGF-E, --- [0] value  --- [0] value  --- [0] value 
,05KSMF-E,
57d38cfd91aea376a7b9f0a9,0GGG47-E,
57d38cac91aea376a7b86874,0B5F92-E,
,0B4TXZ-E,
57d38c6591aea376a7b71eb7,05Q4FQ-E,
,,
57d38c6b91aea376a7b72b55,05V07V-E,
57d38cf491aea376a7b9c212,05QL4R-E,05QL4R-E --- DB Region Code U.S.  --- Profile Region Code: ['Global'] 
57d38cfd91aea376a7b9f3ef,061LHP-E, --- [0] value 
,,
57d38cfc91aea376a7b9ef01,05KCKK-E,
58ca63ac3b7d672fe078bc2a,0DXTJF-E,
57d38cfc91aea376a7b9eef6,05GW32-E,
57d38c6c91aea376a7b7333a,05XQCK-E,
57d38cfc91aea376a7b9ef03,05KCKL-E,
57d38c6391aea376a7b7078d,05KK9P-E,
57d38cfc91aea376a7b9eef5,05GVWK-E,
57d38cfc91aea376a7b9ef38,06QF68-E,
57d38cfd91aea376a7b9f080,0FPGXB-E,
57d38c5a91aea376a7b6ee47,05GMN9-E,
5cb9e2ebeec132e66f935e27,0KTQ5D-E, --- [0] value  --- [0] value  --- [0] value 
57d38c6b91aea376a7b7291f,05T2ZT-E,
57d38cfc91aea376a7b9ef96,0DCM6Z-E,
57d38cfc91aea376a7b9ead8,05NTYF-E,
,0GGGF6-E,
57d38cfc91aea376a7b9ef9c,0DCMF0-E,
,076G3T-E,
57d38c5b91aea376a7b6f1b9,05GVWJ-E,
57d38cfc91aea376a7b9ead5,05F70D-E,
57d38cfd91aea376a7b9f076,0DS6SH-E,
57d38cf591aea376a7b9c4de,0GCPG8-E,
57d38cf491aea376a7b9bc3c,07MQH7-E, --- [0] value 
57d38cf491aea376a7b9c121,0FB5NP-E,
57d38cfc91aea376a7b9e9e2,06594L-E," --- Profile Region Code: ['U.S.', 'Global', 'Western Europe'] "
,,
,0DMFP4-E,
57d38cf591aea376a7b9c76d,0GCSGN-E,
596e884a5f20d4a8bbd17924,0BHDFS-E,
,,
,0DLMTR-E,
57d38cbf91aea376a7b8ba08,0CBQKP-E,
,0J670K-E,
57d38cfc91aea376a7b9ebb4,0BH2RC-E,
,0JF976-E,
,05X0W2-E,
57d38cf691aea376a7b9d2fd,0GD8X8-E,
,06K5B8-E,
,,
57d38cf491aea376a7b9bf50,05PN7X-E,
,0CW5Q7-E,
,0JC3RD-E,
57d38ccd91aea376a7b8fae6,0D2FWL-E,
,,
57d38cfc91aea376a7b9eb23,05HK3C-E, --- [0] value  --- [0] value 
,,
57d38cf491aea376a7b9bb9a,05K8GM-E, --- Profile Region Code: ['Global'] 
,05KK6Y-E,
,0CR5RK-E,
57d38cd491aea376a7b91ca9,0DFD19-E,
,,
57d38c5991aea376a7b6df7d,00D1PB-E,
57d38cf591aea376a7b9c3ed,0DFDHL-E,
,05WZVZ-E,
57d38cc591aea376a7b8d4d7,0FMFMH-E,
57d38c8291aea376a7b795af,06PL68-E,
57d38cfc91aea376a7b9eb2f,05PNFX-E, --- Profile Region Code: ['Global'] 
57d38c8391aea376a7b7990f,06Q6S1-E,
57d38cf491aea376a7b9bc58,09Q1GJ-E,
57d38c6e91aea376a7b74307,06159S-E,
57d38cf491aea376a7b9bfb6,06Q4FQ-E,
57d38cf591aea376a7b9c6b4,0DMFP8-E, --- [0] value 
57d38cfc91aea376a7b9e9a3,05KLQK-E,
,05WTGB-E,
57d38c9c91aea376a7b81ba2,07NFXQ-E,
5c7fefbde011768f718d2916,0KPLQC-E,
58a2eae873b82f592e2b6b18,0GVB72-E,
57d38c8491aea376a7b7a687,06T7YD-E,
5945ad5ae7402ac1b9bd5446,06P6M1-E,
,06HYGM-E,
57d38cf491aea376a7b9c054,08BZBK-E,
5aa84b049fca31fae252817c,0J63W9-E,
5c279a56d2af433972ba1581,06JZR0-E, --- Profile Region Code: ['Emerging Markets'] 
57d38c5991aea376a7b6de30,00B9MS-E,
5a9f1f9a9fca31fae2d51f92,0J521D-E,
,0CN9R9-E,
57d38cf491aea376a7b9bba3,05KTL4-E,
57d38cf491aea376a7b9bf1d,05GFK8-E,
57d38cfc91aea376a7b9ed1b,05PK0T-E,
,,
57d38cf491aea376a7b9bb13,06P6M2-E,
57d38cbe91aea376a7b8b108,0C82W7-E,
57d38cdd91aea376a7b947e1,0DWBWB-E,
57d38c6c91aea376a7b7311a,05WZV2-E,
,063JGB-E,
,0GJ705-E,
,,
57d38cf591aea376a7b9c4d7,0GCPC1-E, --- [0] value 
57d38c6c91aea376a7b73112,05WZP9-E,
57d38cf491aea376a7b9bf03,004ZHL-E,
57d38cf491aea376a7b9c1c2,0GCPDX-E, --- [0] value 
57d38c6b91aea376a7b72ce5,05VCJW-E,
57d38c8491aea376a7b7a534,06SYNX-E,
57d38c9491aea376a7b7f471,07C5V6-E,
,,
57d38cf491aea376a7b9be36,0C1CSX-E,
,,
57d38cbd91aea376a7b8a64e,0C48KG-E,
,0GCPCM-E,
,07SST9-E,
57d38cf491aea376a7b9c020,07GP64-E,
57d38cf491aea376a7b9c0bf,0D4SSW-E,
57d38c6491aea376a7b70f5e,05LDMN-E, --- [0] value  --- [0] value 
5c94f9f112a63129cd190969,0KR3BL-E,
57d38cf491aea376a7b9c1ce,00D0NW-E,
,,
57d38cd691aea376a7b93064,0DMV3B-E,
57d38cb591aea376a7b88db3,0BSYCF-E,
,0GCSHQ-E,
58cbb5db3b7d672fe0e70e57,05M33K-E,
57d38cf591aea376a7b9c773,0GCSPW-E,
,,
57d38cc891aea376a7b8f021,0CYP3M-E,
57d38c9691aea376a7b802ce,07GS0T-E,
,0DLMX8-E,
57d38c6c91aea376a7b730ba,05WTLF-E,
,,
57d38cf591aea376a7b9c77c,0GCSPB-E,
,00710X-E,
,0021FM-E,
57d38cfc91aea376a7b9ee00,05QFVN-E,
57d38c6e91aea376a7b743f3,061CWV-E,
57d38cb691aea376a7b8a049,0C1VF8-E,
,,
57d38c6c91aea376a7b73106,05WYY7-E,
57d38c6c91aea376a7b72dea,05VRG9-E,
,0GVX4P-E,
,,
57d38c6491aea376a7b70c68,05L1T2-E,
57d38c9b91aea376a7b81168,07KY9W-E,
57d38cd591aea376a7b921b3,0DHBQN-E,
5b0ebd4659f0a16f5b3c23f1,0C3WVW-E,
,0C434L-E,
,,
,0JKJJ5-E,
57d38cdd91aea376a7b94aaa,0DXDWG-E,
57d38cb691aea376a7b8a080,0C1XX1-E, --- [0] value  --- [0] value 
57d38c6a91aea376a7b72262,05QVB0-E,
,0C3PRV-E,
,,
57d38c6391aea376a7b703ff,05KD07-E,
57d38c6291aea376a7b701e1,05K9X3-E,
57d38c6e91aea376a7b744fa,061PD9-E, --- [0] value  --- [0] value  --- [0] value 
57d38cb791aea376a7b8a561,0C3WW1-E,
57d38c6491aea376a7b7171d,05MFVJ-E,
,07J6NM-E,
,,
57d38ca391aea376a7b8389f,094RPP-E, --- [0] value  --- [0] value 
,,
57d38c5a91aea376a7b6ee5c,05GMS6-E,
,,
57d38c6c91aea376a7b72e7d,05W1KL-E,
57d38c6391aea376a7b70a77,05KT6F-E,
57d38cb691aea376a7b899d9,0BZ1TL-E, --- [0] value  --- [0] value 
57d38cb791aea376a7b8a268,0C2PFR-E,
,,
,05KD08-E,
57d38c6491aea376a7b71120,05LN29-E,
57d38c6391aea376a7b70881,05KLW2-E, --- [0] value  --- [0] value 
57d38c7691aea376a7b76d73,06G7N7-E,
5be45de57d6aa8cc08b71d6f,09V90T-E,
,0C3PY5-E,
5cb9e3b7eec132e66f97ac9e,0C910S-E,
57d38cb791aea376a7b8a5ee,0C43JR-E,
57d38c9c91aea376a7b81b6a,07NCN0-E,
,075WVQ-E,
57d38c6c91aea376a7b7381f,05YV4P-E,
,,
57d38cb791aea376a7b8a5ea,0C43H3-E,
57d38cad91aea376a7b8735b,0BBQYZ-E,
57d38c6e91aea376a7b743e6,061CM8-E,
,05QFWV-E,
,07NSGF-E,
58ca627a3b7d672fe077cf2d,0C20FM-E,
,0B344N-E,
57d38c6b91aea376a7b7280e,05SS21-E,
,0C476H-E,
,0GQD47-E,
59e7cf9b16e708d65f4afa36,0HJ5DJ-E,
57d38c7491aea376a7b75a83,068WQB-E,
,,
,,
5aaaee319fca31fae2cdd650,0HVT3M-E,
,0C4760-E,
,0796YW-E,
,,
,004QYZ-E,
,,
,0610SC-E,
57d38ca591aea376a7b84a14,09R5H3-E,
,,
,,
57d38cae91aea376a7b87bc1,0BGS6B-E, --- [0] value  --- [0] value 
57d38c5a91aea376a7b6ede2,05GKL1-E, --- [0] value  --- [0] value 
,,
,,
57d38cad91aea376a7b8716b,0B9VQT-E,
57d38cbd91aea376a7b8a632,0C474R-E,
,,
57d38c5a91aea376a7b6e8ff,05G6V9-E,
,,
,,
,,
57d38c6c91aea376a7b72fcb,05WKRJ-E,
,,
,05L1F0-E,
57d38c9c91aea376a7b81380,07LG4P-E,
,,
57d38c5a91aea376a7b6ee5d,05GMS7-E,
57d38c7391aea376a7b74f4d,0642JK-E,
57d38cce91aea376a7b906c7,0D6BV9-E,
57d38c9d91aea376a7b821b9,07YXR5-E, --- [0] value 
57d38c6491aea376a7b71103,05LM0D-E,
57d38cb791aea376a7b8a563,0C3WWR-E,
,,
57d38c6491aea376a7b70c69,05L1TN-E,
57d38c6291aea376a7b701d7,05K9WN-E,
57d38cb791aea376a7b8a5e2,0C4341-E,
,,
57d38cb491aea376a7b8843d,0BM52S-E,
57d38c6391aea376a7b70682,05KJ06-E,
,,
5bf430777d6aa8cc08c696f0,05Q4MH-E,
,0046JW-E,
,,
,,
57d38cfc91aea376a7b9f018,061NT0-E,
,06V798-E,
57d38cc891aea376a7b8f17f,0CZ51F-E,
,,
,,
5b5c8607a9277392a635038c,0JTH6D-E, --- [0] value 
,,
,05K9V7-E,
,,
,,
57d38c9c91aea376a7b81a4f,07N15V-E, --- [0] value 
,,
,,
,,
,,
57d38c6291aea376a7b701df,05K9WX-E,
,,
,,
,05LDG2-E,
5b115fce59f0a16f5b9a4dcf,0JL7QX-E,
,0FP48R-E,
,06J47R-E,
,,
,,
,079NKB-E,
,,
,066GW5-E,
,,
,0KZ20S-E,
,0C9SM0-E,
,06L7G6-E,
,,
,,
57d38c6491aea376a7b711bc,05LQGC-E,
57d38cfc91aea376a7b9ea67,0DMJR1-E,
,06PJPR-E,
,,
57d38cd791aea376a7b939c2,0DQM5Q-E,
57d38c6d91aea376a7b740c6,060PY4-E,
59e13a7216e708d65f062543,0HHR9Y-E,
57d38cc791aea376a7b8e287,0CSC1M-E,
5cf688311d62b5cdc7349236,0L3D8V-E,
57d38cfc91aea376a7b9ece7,0GG4HT-E,
5abc111b228eb41542550847,0J99B3-E,
5cf688771d62b5cdc73619ba,0L3D3R-E,
,,
,0D3XFF-E,
57d38cfc91aea376a7b9eb59,06J6N6-E,
,,
57d38cd891aea376a7b93ee2,0DSP6C-E,
57d38cce91aea376a7b8fe49,0D3PW3-E,
5cf687ed1d62b5cdc732e942,0L3CQ5-E,
57d38c7291aea376a7b74a4f,062J7P-E,
,0HJG8D-E,
57d38cfc91aea376a7b9ebb2,0B9Y37-E,
59e13ab616e708d65f06405a,0HHRBV-E,
57d38c6c91aea376a7b73030,05WNGF-E,
57d38c7d91aea376a7b7940f,06P9C0-E,
,,
,,
57d38cd591aea376a7b920a1,0DGQCK-E,
57d38cfc91aea376a7b9ebe5,0DKN4S-E,
59ea73ef16e708d65f1f160d,0HJG56-E,
5a5212d85890ddad1f6d44d5,0HJ1S0-E,
57d38cfc91aea376a7b9ebbd,0BS962-E,
57d38cfc91aea376a7b9eb47,066RG6-E,
,,
57d38cce91aea376a7b8ff0b,0D3XGW-E,
5a5214d45890ddad1f6ef214,0HJ1RK-E,
,,
57d38cb691aea376a7b89d9f,0C0MQQ-E,
57d38cfc91aea376a7b9eb95,07NXMP-E,
,0DQM6Q-E,
57d38cfc91aea376a7b9ebe1,0D3XM4-E,
5a52134e5890ddad1f6e0060,0HJ1RN-E,
57d38cb691aea376a7b89d65,0C0J7W-E,
,0CJTKJ-E,
57d38cfc91aea376a7b9eb57,06HBDT-E,
,09Q307-E,
,0CC5CT-E,
,0G6F3Q-E,
57d38c9491aea376a7b7f0d7,07BB4K-E,
,,
57d38ca691aea376a7b8561f,09XMJ1-E,
,,
57d38cfc91aea376a7b9eb83,07D6G9-E,
5cb7406ceec132e66fe160d2,0KTKKV-E,
5cf7d9d81d62b5cdc7961ef3,0L3J6Q-E,
57d38cd791aea376a7b93983,0DQK4J-E,
57d38c8491aea376a7b7acbf,06VG69-E,
57d38c6d91aea376a7b73fe5,060HSJ-E,
,05R3W7-E,
5828495c26fee671a02688cc,0GN1Z5-E,
,,
57d38cb591aea376a7b89164,0BVQFR-E,
59e1383e16e708d65f04b922,0HHRBT-E,
57d38c6491aea376a7b71535,09SGF8-E,
57d38ca491aea376a7b83f5f,09KJ27-E,
,05W2YZ-E,
57d38c9691aea376a7b804ec,07HBQ2-E,
,0GDGNZ-E,
57d38ca491aea376a7b84328,09MHS0-E,
57d38cac91aea376a7b861a3,0B1W0J-E,
,,
57d38c9b91aea376a7b80d15,07K0PT-E,
59e138aa16e708d65f050b37,0HHRB4-E,
57d38cfc91aea376a7b9eb6e,0708M7-E,
57d38cad91aea376a7b87351,0BBQKZ-E,
57d38cad91aea376a7b87355,0BBQPL-E,
57d38cfc91aea376a7b9e76e,0BBQSD-E,
57d38cfc91aea376a7b9e703,062H8D-E,
57d38cfc91aea376a7b9e6c0,05GFBG-E,
57d38cde91aea376a7b950c5,0DZ4TX-E,
5b92931f4c0e1a2fa69fab60,0JYH88-E,
57d38cfc91aea376a7b9e7e1,0D7SPZ-E,
57d38cd791aea376a7b937c9,0DPTXP-E,
57d38c7391aea376a7b755bd,066VSN-E,
5b9293da4c0e1a2fa6a04cdf,0JYHK1-E,
,0LD7V2-E,
57d38cd091aea376a7b91808,0DD2K6-E,
57d38cfc91aea376a7b9e7aa,0BBV3R-E,
57d38cfc91aea376a7b9e7eb,0DLHJJ-E, --- [0] value 
,,
57d38cfc91aea376a7b9e77a,084TR6-E,
57d38cfc91aea376a7b9e75a,0BBQR4-E,
57d38c6c91aea376a7b72eb7,05W3C4-E,
,,
57d38cad91aea376a7b86d21,0B82S3-E,
599dfdda6b5ed7193d55046a,0HBHR5-E,
57d38ca591aea376a7b84816,09Q7VK-E,
57d38cfc91aea376a7b9e79c,0BBQ25-E,
5b97d9a94c0e1a2fa62c1285,0DLQS7-E,
583eb2fa26fee671a087a46a,0GP0CB-E,
57d38cae91aea376a7b877e2,0BDYQ2-E,
57d38cfc91aea376a7b9e7c9,0CNZBT-E,
57d38c8b91aea376a7b7c701,070L2Y-E,
57d38c9b91aea376a7b80d3e,07K27D-E, --- [0] value 
57d38cad91aea376a7b87349,0BBQL2-E, --- [0] value 
57d38cde91aea376a7b950db,0DZ67F-E,
57e75383a69f4cfb5c480121,0GK5BG-E,
,,
,0BHHV7-E,
,0DZ3YK-E,
57d38cbf91aea376a7b8bc10,0CC5NJ-E,
,0LD748-E,
57d38c9491aea376a7b7f3d5,07C2H9-E,
57d38c8391aea376a7b79f69,06RMHP-E,
57d38c5b91aea376a7b6f396,05H01H-E,
57d38c6c91aea376a7b72ef5,05W444-E,
57d38c7c91aea376a7b7889f,06LTL0-E,
57d38c6291aea376a7b6f877,05HGPG-E,
57d38c8491aea376a7b7af09,06VTR1-E,
57d38c7491aea376a7b7619c,06C6ZZ-E,
57d38cde91aea376a7b950ac,0DZ44M-E,
57d38c6c91aea376a7b72e93,05W2YW-E,
57d38cfc91aea376a7b9e77c,0BBQSS-E, --- [0] value 
57d38c8591aea376a7b7b879,06XWB4-E,
57d38c8391aea376a7b79f45,06RLCV-E, --- [0] value 
,07HCFY-E,
,,
,,
,,
57d38cfc91aea376a7b9e6d8,0BBQDC-E,
,0CNL8B-E,
589c4f1bf8044ce096cb65f5,0GTZNV-E,
57d38cae91aea376a7b87d7c,0BHMQM-E,
,0LD7Z2-E,
,,
,,
57d38cc691aea376a7b8d68c,0CN3C2-E,
,05H8SB-E,
57d38c8591aea376a7b7b58b,06X762-E,
57d38cfc91aea376a7b9e7a7,0BBTQY-E,
57d38ccf91aea376a7b90b9d,0D7SRF-E,
5b92931f4c0e1a2fa69fab66,0JYHF3-E,
,,
,,
,,
599dfeef6b5ed7193d55bbc9,0HBGPN-E,
599f51786b5ed7193d1f6892,05XDB1-E,
57d38cad91aea376a7b8734d,0BBQQF-E,
57d38cad91aea376a7b873a2,0BBTMT-E,
,,
57d38cad91aea376a7b8738e,0BBTDM-E,
,,
57d38cfc91aea376a7b9e7a9,0BBV2S-E, --- [0] value 
57d38c5991aea376a7b6e864,05G4DX-E,
57d38cde91aea376a7b950c3,0DZ4HR-E,
5b9294014c0e1a2fa6a066ff,0JYH60-E,
,,
57d38c9591aea376a7b7f827,07D2S5-E,
,0HBGNQ-E,
,0L9K2R-E,
57d38c5b91aea376a7b6f63e,05H7JP-E,
,,
57d38cfc91aea376a7b9e73e,06ZFYS-E,
57d38cad91aea376a7b87356,0BBQQV-E,
57d38cad91aea376a7b87353,0BBQJC-E,
57d38c5a91aea376a7b6eb13,05GC1L-E,
,,
57d38cc891aea376a7b8f154,0CZ25V-E,
57d38c9591aea376a7b7f831,07D2ZL-E,
57d38cfc91aea376a7b9e769,07FPC4-E,
57d38cfc91aea376a7b9e7b0,0BHJF2-E, --- [0] value 
57d38c8391aea376a7b79a06,06QDC9-E, --- [0] value  --- [0] value  --- [0] value 
57d38cfc91aea376a7b9e7c1,0CHNZZ-E,
57d38cfc91aea376a7b9e774,07NT12-E,
,05G5S7-E,
,05LXBG-E,
,05LWXV-E,
,0674FD-E,
,0JTNCV-E,
,0DKCSP-E,
57d38ca591aea376a7b84659,09P8MF-E,09P8MF-E --- DB Region Code Global  --- Profile Region Code: ['U.S.']  --- [0] value 
5bfebced7d6aa8cc0836c1ff,05LXYW-E, --- Profile Region Code: ['U.S.'] 
,,
57d38c5a91aea376a7b6ed2b,05GHNS-E, --- [0] value  --- [0] value 
,05GMS4-E,
,,
,,
,05LXY2-E,
,05SRQ5-E,
,05LXTD-E,
,0D2CTH-E,
,064GZM-E,
,05LWYN-E,
,0BVBDB-E,
,,
,05LXTX-E,
,05SRML-E,
59a09e456b5ed7193ddfde5e,081XXH-E,081XXH-E --- DB Region Code U.S.  --- Profile Region Code: ['Global']  --- Profile Sector: [] | DB Sector: Communications  --- Profile Sector: [] | DB Sector: Consumer Services  --- Profile Sector: [] | DB Sector: Technology Services  --- [0] value  --- [0] value 
,,
,05LXV9-E,
57d38cfc91aea376a7b9e673,0FPBVL-E,
57d38c6d91aea376a7b74176,060VWZ-E,
,,
57d38c7a91aea376a7b77468,06H84K-E,
,0B1PTD-E,
57d38cfb91aea376a7b9e60b,0B1NPW-E,
57d38c6391aea376a7b708ae,05KM38-E,
,05HJ2F-E,
,,
,0JBSFH-E,
,,
,0B1NRJ-E,
,060NG9-E,
,,
,081C3N-E,
,0FNVBF-E,
57d38cfb91aea376a7b9e567,05M6CG-E,
58e8b9479a6563a6a1b5fed3,0GYNH7-E, --- [0] value 
,,
57d38c6b91aea376a7b72970,05T7LB-E,
,0C6DPY-E,
5ce9817b61062e1571bb140c,0L1008-E,
,0FQ1X1-E,
,0FNVDK-E,
57d38cfc91aea376a7b9e655,0GFLNX-E,
,0GFK7K-E,
57d38cee91aea376a7b9ac44,05KDPJ-E,
,05GGRT-E,
,0CSK70-E,
,0CR874-E,
,,
,0CR8GM-E,
57d38cfb91aea376a7b9e642,0CR8Q0-E,
5889d871c6f2f2bd340b2a7e,0B1PVW-E,
5c9a3eaf12a63129cd84360b,06YSKD-E,
57d38cb491aea376a7b88959,0FD33D-E,
,0F1QFJ-E,
57d38cfb91aea376a7b9e61b,0BC8FZ-E,
57d38cf791aea376a7b9de12,09J376-E,
,0D4M45-E,
5b61cb9fa9277392a64e7d7c,0JTT83-E,
57d38c7491aea376a7b7593e,06H4NY-E,
57d38c7b91aea376a7b77bc9,06SX22-E,
57d38cfd91aea376a7b9f5df,0GGST9-E,
57d38cab91aea376a7b85dd4,0DD38G-E,
57d38c9691aea376a7b80818,07HXQK-E,
,06H4NS-E,
57d38c6591aea376a7b7197a,05NG4N-E,
,0DWG6N-E,
57d38cac91aea376a7b866f9,0DM6C2-E,
57d38cf391aea376a7b9b81e,072BDR-E,
,,
57d38c9e91aea376a7b82e98,0CTB9Q-E,
57d38c9c91aea376a7b81da5,07NWMZ-E, --- [0] value  --- [0] value 
57d38ca391aea376a7b83525,08C00W-E,
57d38c6391aea376a7b708e1,05KMK9-E,
