factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,,,,
07NP59-E,A2A Administracao e Gestao de Ativos Ltda.,,,,,,,
0FV31Y-E,A2b SGPS SA,,,,,,,
06826T-E,A2e Industries Ltd,,,,,,,
0B2H6S-E,A3 Performance Gestao de Recursos Ltda.,,,,,,,
0GZW69-E,A3 Ventures,,,,,,,
07KTGB-E,A5 Capital SA,,,,,,,
0HBMDX-E,"A5 Capital, Inc.",,,,,,,
0D208K-E,A5 Gestao de Investimentos Ltda,,,,,,,
0B2H8N-E,A7 Gestao de Recursos Ltda.,,,,,,,
07LXRB-E,AA ASSET CONSULT GmbH,,Yield,,,,,
0FFLX4-E,AA Capital Analysts Ltd.,,,,,,,
0630M2-E,"AA Capital Partners, Inc.",,,,,,,
0DWLPS-E,AA Fineval SARL,,,,,,,
07MPTR-E,AA Investment Group A/S,,,,,,,
0D4P81-E,AAA Capital Management Advisors Ltd.,,,,,,,
0FZVKM-E,AAA Life Insurance Co. (Investment Portfolio),,,,,,,
0CPC5K-E,AAA Private Investments Vermogensverwaltung GmbH,,,,,,,
07MVFL-E,Aabar Investments PJSC (Private Equity),,,,,,,
06XLH5-E,AAC Capital Partners Management BV,,,,,,,
0DF2YJ-E,AAC Capital UK LLP,,,,,,,
0DF2VL-E,AAC Nordic Advisory AB,,,,,,,
0CTH05-E,Aachener Grundvermogen Kapitalverwaltungsgesellschaft mbH,,,,,,,
06F9BN-E,aAd Capital Management LP,,,,,,,
083QR9-E,AAE Asset Management AG,,GARP,,,,,
05JVZ3-E,Aalberts Beheer BV,,,,,,,
0C6CB7-E,Aalto Invest UK Ltd.,,,,,,,
0CYHM5-E,Aalto Pankkiiriliike Oy,,,,,,,
0J8801-E,"AAM 15 Management, LLC",,,,,,,
05VPSJ-E,AAM Privatbank AG,,,,,,,
09Q51G-E,AAM Privatkunden GmbH,,,,,,,
0CSN3G-E,Aargauische Kantonalbank (Investment Management),,,Growth,,,,
0CRQ5Q-E,Aarin Capital Partners,,,,,,,
0F96FP-E,Aarohan Ventures,,,,,,,
0CFMP4-E,Aaron Brask Capital LLC,,,,,,,
00307Y-E,Aaron Fleck & Associates LLC,,,,,,,
0B1GXK-E,Aarya Equity (India) Pvt Ltd.,,,,,,,
0DWFYT-E,AAT Invest AS,,,Yield,,,,
0628NH-E,AAVIN Venture Capital,,,,,,,
05ZNX1-E,Aavishkaar Venture Management Services Pvt Ltd.,,,,,,,
0H38WY-E,AAVOF Management Pty Ltd.,,,,,,,
0GRND6-E,Aavya Ventures LLC,,,,,,,
0C8GJC-E,AB Analytical Services,,,,,,,
0H75HG-E,AB Arya Partners (Delaware) Management LLC,,,,,,,
07DJBV-E,"AB Capital Securities, Inc.",,,,,,,
0B35HR-E,AB Custom Alternative Solutions LLC,,GARP,,,,,
0DRCF6-E,AB Fund Managers (Guernsey) Ltd.,,,,,,,
0JD0D9-E,Ab Initio Capital Management LLC,,,,,,,
0FZ60R-E,AB Max Sievert,,,,,,,
0FJ53Y-E,Ab Private Credit Investors LLC,,,,,,,
0D3Y24-E,AB SEB Bankas (Broker),,,,,,,
0B3D4F-E,AB Securities Ltd.,,,,,,,
0H5TVK-E,AB Value Asset Management Co. Ltd.,,,,,,,
0CBVCV-E,AB Value Management LLC,,Value,,,,,
074KG3-E,AB.LV Asset Management IPAS,,GARP,,,,,
07LK7J-E,AB2 SAS (Private Equity),,,,,,,
06TXW9-E,"ab3 Resources, Inc.",,,,,,,
0DKT8S-E,Aba Ali Habib Securities Pvt Ltd.,,,,,,,
0FPLQW-E,Abac Solutions Manager SARL,,,,,,,
07NVNW-E,Abaci Investment Management LLP,,,,,,,
0CTL73-E,Abaco Asset Management LLP,,GARP,,,,,
0DV8SJ-E,Abaco Capital SGIIC SA,,Value,,,,,
094RH7-E,Abaco Gestao de Recursos Ltda.,,GARP,,,,,
0KJSJD-E,Abaco Partners VC /MX/,,,,,,,
0BVT4J-E,Abacoa Capital Management LLC,,,,,,,
0FDWMK-E,Abacus alpha GmbH,,,,,,,
06L2B5-E,Abacus Capital & Investment Corp.,,,,,,,
0C2LBT-E,Abacus Capital Group LLC,,,,,,,
05K605-E,Abacus Capital Management LLC,,,,,,,
0720NT-E,Abacus Capital Pte Ltd.,,,,,,,
0CF2CB-E,Abacus Finance Group LLC,,,,,,,
0BQ4CN-E,Abacus Financial LLC,,,,,,,
0CXWYW-E,Abacus Partners II Ltd.,,,,,,,
0GJ23S-E,Abacus Partners LLC,,,,,,,
07FX65-E,Abacus Partners SA,,,,,,,
06PDGR-E,Abacus Partners SA (Lugano),,,,,,,
07R1LC-E,"Abacus Planning Group, Inc.",,Aggressive Growth,,,,,
06NWG7-E,Abacus Private Equity Group Ltd.,,,,,,,
06XXXM-E,Abacus Securities Corp. (Philippines),,,,,,,
008SDY-E,Abacus Ten Ltd.,,,,,,,
07MRK7-E,Abacus Ventures LLC,,,,,,,
05WJ03-E,"Abacus Wealth Partners, LLC",,,,,,,
0JLYHW-E,Abakkus Asset Manager LLP,,,,,,,
0FYXQ8-E,Abalone Asset Management Ltd.,,,,,,,
0HPV5D-E,Abalone Asset Management Ltd. /Private Equity/,,,,,,,
0JVBXB-E,Abanca Invest,,,,,,,
0035HP-E,ABANCO Investments Ltd.,,,,,,,
05V6Y1-E,Abanka Skladi doo,,,,,,,
06DZV3-E,Abante Asesores Gestion SGIIC SA,,Yield,,,,,
060KHR-E,Abante Asesores Gestion SGIIC SA /Private Equity/,,,,,,,
0G3DP0-E,Abaris Investment Management AG,,,Aggressive Growth,,,,
06X9BW-E,Abax Global Capital (Hong Kong) Ltd.,,GARP,,,,,
05TR4S-E,Abax Investments (Pty) Ltd.,,GARP,,,,,
05HJB8-E,Abaxbank SpA,,,,,,,
0B0ZSB-E,ABB Technology Ventures (Venture Capital),,,,,,,
07NDZ5-E,Abbacus Sim SpA,,,,,,,
0G83ZL-E,ABBALab KK (Venture Capital),,,,,,,
0F248R-E,Abberton Capital LLP,,,,,,,
0F10HR-E,Abbeville Partners LLP,,,,,,,
078DQZ-E,Abbey Asset Management LLC (Private Equity),,,,,,,
06CK7H-E,Abbey Capital Ltd.,,,,,,,
05QP28-E,Abbey Stockbrokers Ltd.,,GARP,,,,,
0CYHV3-E,Abbot Downing Investment Advisors,,,,,,,
05W2KR-E,"Abbot Financial Management, Inc.",,,Yield,,,,
09S0MH-E,"Abbott Biotech Ventures, Inc.",,,,,,,
05M6K6-E,Abbott Capital Management LLC,,,,,,,
0B5SJR-E,"Abbott Ventures, Inc.",,,,,,,
0G4YLL-E,Abbrea Capital LLC,,Growth,,,,,
0D5FJN-E,"Abbvie Biotech Ventures, Inc.",,,,,,,
00B9L2-E,ABC Arbitrage Asset Management SA,,GARP,,,,,
0891T9-E,ABC Capital Gestao de Investimentos Ltda.,,,,,,,
0FM6QG-E,ABC Dream Ventures KK,,,,,,,
0BK0SH-E,ABC Investments,,,,,,,
07G4BP-E,ABC Islamic Bank EC (Investment Management),,GARP,,,,,
0KQBL9-E,Abc Life Insurance Co. Ltd. (Investment Portfolio),,,,,,,
078MT6-E,"ABC-CA Fund Management Co., Ltd.",,GARP,,,,,
0DKMK7-E,ABCI Asset Management Ltd.,,,,,,,
0BSJLG-E,ABCI Capital Ltd.,,,,,,,
06M6SV-E,"ABCI Securities Co., Ltd.",,,,,,,
0D0MFP-E,ABD Investment Management LLP,,,,,,,
00FJYM-E,Abdiel Capital Advisors LP,,Growth,,,,,
087KYM-E,ABDS dd,,GARP,,,,,
0B67YT-E,Abegg Holding AG,,GARP,,,,,
05FW6R-E,Abeille Vie,,,,,,,
063H74-E,"Abel Equities, Inc.",,,,,,,
0JLB15-E,Abelco Investment Group (Private Equity),,,,,,,
07CPZF-E,ABELE Depotverwaltung GmbH,,Yield,,,,,
05SHYV-E,Abenex Capital SAS,,,,,,,
0H3KQV-E,Abercross Holdings Ltd.,,,,,,,
05R734-E,Aberdare Ventures,,,,,,,
002HJ0-E,"Aberdeen America, Inc.",,,,,,,
05FWLZ-E,Aberdeen Asset Investments Ltd.,,GARP,,,,,
0G878F-E,"Aberdeen Asset Management (Shanghai) Co., Ltd.",,,,,,,
05TBBK-E,"Aberdeen Asset Management (Thailand) Co., Ltd.",,GARP,,,,,
084SNN-E,Aberdeen Asset Management France SA,,,,,,,
084SSJ-E,Aberdeen Asset Management Gestion SNC,,GARP,,,,,
0BB241-E,Aberdeen Asset Management Hungary Alapkezelo Zrt,,,,,,,
05K2L2-E,Aberdeen Asset Management Ltd.,,GARP,,,,,
08D030-E,Aberdeen Asset Management Ltda.,,,,,,,
0F03FX-E,Aberdeen Asset Management Plc (Infrastructure),,,,,,,
0H3B56-E,Aberdeen Asset Management Plc /Real Assets/,,,,,,,
06F2PZ-E,Aberdeen Asset Management Sdn. Bhd.,,GARP,,,,,
001ZF3-E,Aberdeen Asset Managers Ltd.,Growth,GARP,,,,,
05MXQ1-E,Aberdeen Asset Managers Private Equity,,,,,,,
06NGK2-E,Aberdeen Asset Managers Private Equity Growth Capital,,,,,,,
05QW0M-E,Aberdeen Capital Management LLC,,,,,,,
0CQ7CR-E,Aberdeen do Brasil Gestao de Recursos Ltda.,,GARP,,,,,
089MRK-E,Aberdeen Emerging Capital Ltd.,,GARP,,,,,
05QY02-E,Aberdeen Immobilien Kapitalanlage GmbH,,,,,,,
0C9WG0-E,Aberdeen Investment Management LLC,,,,,,,
07KDBS-E,Aberdeen Investment Management Ltd.,,,,,,,
0H2G9Y-E,Aberdeen Investment Solutions Ltd.,,Growth,,,,,
09M9TL-E,Aberdeen Islamic Asset Management Sdn. Bhd.,,GARP,,,,,
002H05-E,Aberdeen Murray Johnstone International Ltd.,,,,,,,
07QRB0-E,Aberdeen Murray Johnstone Private Equity Ltd.,,,,,,,
00GFHN-E,Aberdeen Standard Capital Ltd.,,,Aggressive Growth,,,,
06L32T-E,Aberdeen Standard Fund Managers Ltd.,,,,,,,
05FWLG-E,Aberdeen Standard Investments (Asia) Ltd.,,Yield,,,,,
06L32Q-E,Aberdeen Standard Investments (Hong Kong) Ltd.,,Yield,,,,,
081XP2-E,Aberdeen Standard Investments (Japan) Ltd.,,GARP,,,,,
070VZL-E,Aberdeen Standard Investments Deutschland AG,,,,,,,
0J0BCL-E,Aberdeen Standard Investments Ltd.,,,,,,,
05FWLH-E,"Aberdeen Standard Investments, Inc.",,GARP,,,,,
0BQ0NT-E,"Aberdeen Standard Securities Investment Trust Co., Ltd.",,GARP,,,,,
0CLS4K-E,Aberdeen SVG Private Equity Managers Ltd.,,,,,,,
0DTK01-E,Aberfeld Asset Management BV,,,,,,,
05FWDY-E,Aberforth Partners LLP,,GARP,,,,,
06P9R0-E,Aberration! Ventures LLC,,,,,,,
05G3LF-E,ABF AT Gestion de Fondos SGIIC SA,,,,,,,
07DR3M-E,"ABG Capital, Inc.",,,,,,,
05SM75-E,ABG Securities ASA,,,,,,,
06FPG7-E,ABG Sundal Collier AB,,,,,,,
05K91P-E,ABG Sundal Collier ASA,,,,,,,
06FPH0-E,ABG Sundal Collier ASA (Denmark),,,,,,,
07KQKY-E,ABG Sundal Collier Asset Management AS,,,,,,,
06FPH2-E,ABG Sundal Collier Partners LLP,,,,,,,
0BGXBH-E,Ability Asset Management Scandinavia AB,,,,,,,
0DHMH8-E,Ability I Venture Capital Corp.,,,,,,,
0FC088-E,Ability Insurance Co. (Investment Portfolio),,,,,,,
00491P-E,Abingdon Capital Management LLC,,GARP,,,,,
0GB3XF-E,Abinger Capital LLC,,,,,,,
05KPVQ-E,Abingworth LLP,,,,,,,
068THW-E,"Abingworth Management, Inc.",,,,,,,
0H6TNB-E,AbiTech Ventures,,,,,,,
08115Q-E,"ABL Asset Management Co., Ltd.",,GARP,,,,,
06F4XL-E,"ABL GLOBAL ASSET MANAGEMENT Co., Ltd.",,GARP,,,,,
0C3NDN-E,ABLE Alpha Trading Ltd.,,,,,,,
0CK9P1-E,ABLV Private Equity Management,,,,,,,
0B9DTK-E,Abn Amro (Argentina),,,,,,,
0611HY-E,ABN AMRO (Channel Islands) Ltd.,,,Deep Value,,,,
06GKHZ-E,ABN AMRO (New Zealand) Ltd.,,,,,,,
06GCCN-E,ABN AMRO Asia Equities (India) Ltd.,,,,,,,
06F3HF-E,ABN AMRO Asia Ltd.,,,,,,,
06GCCW-E,ABN AMRO Asia Ltd. (Seoul Branch),,,,,,,
06GSDN-E,ABN AMRO Asia Ltd. (Shanghai Branch),,,,,,,
06GSFV-E,"ABN AMRO Asia Securities (Philippines), Inc.",,,,,,,
05ZH5G-E,ABN AMRO Asia Securities (Singapore) Pte Ltd.,,,,,,,
0624N7-E,ABN AMRO Asset Management (Asia) Ltd.,,,,,,,
05PKTD-E,ABN AMRO Asset Management (Australia) Ltd.,,,,,,,
05GBGC-E,ABN AMRO Asset Management (Deutschland) GmbH,,,,,,,
06DTFW-E,ABN AMRO Asset Management (Guernsey) Ltd.,,GARP,,,,,
06DVB0-E,ABN AMRO Asset Management (India) Pvt Ltd.,,,,,,,
05G7DN-E,ABN AMRO Asset Management (Netherlands) BV,,,,,,,
05ZQ08-E,ABN AMRO Asset Management (Singapore) Ltd.,,,,,,,
05TM96-E,ABN AMRO Asset Management Italy SGR SpA,,,,,,,
05LCFS-E,ABN AMRO Asset Management Ltd.,,,,,,,
05M7SY-E,ABN AMRO Asset Management Ltda. (Brasil),,,,,,,
002HQ0-E,ABN AMRO Asset Management USA LLC,,,,,,,
06GKK2-E,ABN AMRO Bank (France) NV,,,,,,,
05HGFD-E,ABN AMRO Bank (Luxembourg) SA,,GARP,,,,,
060ZRS-E,ABN AMRO Bank (Switzerland) AG,,,,,,,
06DGH2-E,ABN AMRO Bank NV (Belgium),,,,,,,
06GCC9-E,ABN AMRO Bank NV (Broker Old),,,,,,,
09Y8Q7-E,ABN AMRO Bank NV (Broker),,,,,,,
06PW3V-E,ABN AMRO Bank NV (Chicago Branch),,,,,,,
06GKJG-E,ABN AMRO Bank NV (Deutschland),,,,,,,
060VMG-E,ABN AMRO Bank NV (London Branch) (Broker) (Old),,,,,,,
06GR07-E,ABN AMRO Bank NV (Milan Branch),,,,,,,
06GTF2-E,ABN AMRO Bank NV (Norway),,,,,,,
06L33T-E,ABN AMRO Bank NV (Private Banking Hong Kong),,,,,,,
06LDNH-E,ABN AMRO Bank NV (Private Banking),,,,,,,
0CJX1H-E,ABN AMRO Bank NV (Private Equity),,,,,,,
0CK654-E,ABN AMRO Bank NV (Singapore),,,,,,,
06M2XR-E,ABN AMRO Bank NV (UK Branch) (Old),,,,,,,
0B9Q0T-E,ABN AMRO Bank NV (UK),,GARP,,,,,
06L33Q-E,ABN AMRO Bank Polska SA,,,,,,,
065MT4-E,ABN AMRO Capital,,,,,,,
06NYGN-E,ABN AMRO Capital Management (Australia) Pty Ltd.,,,,,,,
06NYFC-E,ABN AMRO Capital SpA,,,,,,,
0KT1BG-E,ABN AMRO Digital Impact Management BV,,,,,,,
0KT1H1-E,ABN AMRO Energy Transition Fund BV,,,,,,,
06GKHS-E,ABN AMRO Equities (Australia) Ltd.,,,,,,,
05ND46-E,ABN AMRO Hoare Govett,,,,,,,
0C8YBC-E,ABN AMRO International Research & Strategy Center SA,,,,,,,
09SJS1-E,ABN AMRO Investment Solutions SA,,GARP,,,,,
06LD9R-E,ABN AMRO Investment Solutions SA,,,,,,,
0C9847-E,ABN AMRO Investment Solutions SA (Multi-Management),,,,,,,
09J99S-E,ABN AMRO Participaties Management BV,,,,,,,
06GCD2-E,ABN AMRO Private Banking NV,,,,,,,
06SW36-E,ABN AMRO Private Banking NV (Uruguay),,,,,,,
05M4CP-E,ABN AMRO Private Equity,,,,,,,
05X5W8-E,ABN AMRO Rothschild Australia,,,,,,,
003R39-E,ABN AMRO Rothschild LLC,,,,,,,
06LTVT-E,ABN AMRO Rothschild LLC (London),,,,,,,
06GCD6-E,ABN AMRO SE,,,,,,,
06GCDK-E,ABN AMRO SE (Copenhagen Branch),,,,,,,
06GCDB-E,ABN AMRO SE (Helsinki Branch),,,,,,,
05FW70-E,ABN AMRO Securities (France) SA,,,,,,,
06L6TW-E,ABN AMRO Securities (India) Pvt Ltd.,,,,,,,
05ZTXT-E,ABN AMRO Securities (Japan) Ltd.,,,,,,,
00D2W0-E,ABN AMRO Securities (USA) LLC,,,,,,,
002SLT-E,"ABN AMRO Securities (USA), Inc.",,,,,,,
0FMBDF-E,Abn Amro Social Impact Investments BV,,,,,,,
05ZFL5-E,ABN AMRO TEDA Fund Management Co. Ltd.,,,,,,,
05LCG7-E,"ABN AMRO, Inc.",,,,,,,
002H51-E,"Abner, Herrman & Brock LLC",,GARP,,,,,
0GP003-E,ABO Capital Partners,,,,,,,
0JM0K6-E,Aboa Advest Oy,,,,,,,
06038C-E,Aboa Venture Management Oy,,,,,,,
06XDY5-E,About Change Ventures GmbH,,,,,,,
06NQX2-E,Above the Index Asset Management Pty Ltd.,,GARP,,,,,
0GBXHJ-E,ABP Capital LLC,,,,,,,
05HPWW-E,ABP Investments Ltd.,,,,,,,
0GJ88N-E,ABQid Accelerator,,,,,,,
0FKCVC-E,ABR Capital Management LLC,,,,,,,
0DPBC2-E,ABR Dynamic Fund LLC,,,GARP,,,,
09GYXN-E,ABR Investment Strategy LLC,,,,,,,
0653LX-E,Abraaj Capital Ltd.,,,,,,,
0DNJRS-E,Abradinvest Gestao de Recursos Financeiros Ltda.,,,,,,,
06S6Z1-E,Abraham Trading Co.,,,,,,,
0GK598-E,Abraham Trading Co. (Investment Management),,,,,,,
006WRP-E,Abrams Bison Investments LLC,,GARP,,,,,
003LFX-E,Abrams Capital Management LP,,GARP,,,,,
079DBQ-E,Abraxa Integrated Financial Solutions SL,,,,,,,
0BTCV6-E,Abraxas Capital Management Ltd.,,Growth,,,,,
06HQ1L-E,Abrias Investment Management AG,,,,,,,
06HQWP-E,Abrias Investment Management AG (Old),,,,,,,
078CX8-E,Abris Capital Partners Sp zoo,,,,,,,
0JYT6S-E,Abris Capital Partners SRL,,,,,,,
0KBH4H-E,Abris-CEE Holdings Ltd.,,,,,,,
072LGK-E,ABRT Venture Fund Management,,,,,,,
05KPW5-E,ABRY Partners LLC,,,,,,,
05RL8X-E,"ABS Capital Partners, Inc.",,,,,,,
074QRB-E,ABS Investment Management LLC,,,,,,,
0CCQM0-E,ABSA Alternative Asset Management Pty Ltd.,,,Yield,,,,
05VMQ4-E,Absa Asset Management Pty Ltd. (Investment Management),,GARP,,,,,
05X34F-E,ABSA Bank Ltd.,,,,,,,
07L3KH-E,Absa Capital Private Equity (Pty) Ltd.,,,,,,,
0BTWW3-E,Absa Capital Pty Ltd. (Investment Management),,Index,,,,,
0BHVMQ-E,Absa Capital Securities (Pty) Ltd.,,GARP,,,,,
05K6T2-E,ABSA Fund Managers Ltd.,,,,,,,
06DNN7-E,ABSA Investment Management Services Pty Ltd.,,,,,,,
09SM6X-E,ABSA Investment Management Services Pty Ltd. (Invt Mgmt),,GARP,,,,,
0B6RGT-E,Absa Stockbrokers & Portfolio Management (Pty) Ltd.,,,,,,,
0DDK2G-E,Absalon Capital Fondsmaeglerselskab A/S,,,,,,,
075B3Q-E,Absolut Asset Managers AG,,,,,,,
0DBKMN-E,Absolute Capital Group AG,,,,,,,
0666G4-E,Absolute Capital Management (Spain) SL,,,,,,,
078X8L-E,Absolute Capital Management Holdings Ltd. (Zug Branch),,,,,,,
05WCPQ-E,Absolute Capital Management LLC,,GARP,,,,,
0BXR9T-E,Absolute Creative Investment Management GmbH,,,,,,,
06H2BJ-E,Absolute Fund Managers LLP,,,,,,,
0GMYFC-E,Absolute Gestao de Investimentos Ltda.,,,,,,,
006V6K-E,Absolute Investment Advisers LLC,,GARP,,,,,
09SBZJ-E,Absolute Investment Services AG,,,,,,,
0090P7-E,Absolute Return Capital LLC,,GARP,,,,,
0CPC7Y-E,Absolute Return Consulting GmbH,,,GARP,,,,
0C2YPG-E,Absolute Return Investment Advisers (ARIA) Ltd.,,GARP,,,,,
07L5WN-E,Absolute Return Investment Services SA,,,,,,,
06C593-E,Absolute Return Partners LLP,,GARP,,,,,
0CB6MC-E,Absolute Strategy Research Ltd.,,,,,,,
0CB8RS-E,"Absolute Strategy Research Services, Inc.",,,,,,,
06DL3M-E,"Absolute Value Capital Management, Inc.",,,,,,,
05V2F0-E,Absolute Ventures SA,,,,,,,
0GQJCF-E,Abstract Ventures LLC,,,,,,,
0BKNLS-E,Abstraction Ventures LLC,,,,,,,
0BMXP2-E,Abu Dhabi Capital Management Ltd. (Private Equity),,,,,,,
0771S4-E,Abu Dhabi Commercial Bank (Broker),,,,,,,
07GRY7-E,Abu Dhabi Commercial Bank PJSC (Investment Management),,GARP,,,,,
05ZZV2-E,Abu Dhabi Fund for Development (Investment Management),,GARP,,,,,
06WZ4S-E,Abu Dhabi Group (Private Equity),,,,,,,
09S6CB-E,Abu Dhabi Investment Authority (Investment Management UK),,,,,,,
07K679-E,Abu Dhabi Investment Authority (Investment Management),Value,Yield,,,,,
0KP634-E,Abu Dhabi Investment Authority (Invt Mgmt US),,,,,,,
0G8GPH-E,Abu Dhabi Investment Authority (Private Equity),,,,,,,
0D4GMC-E,Abu Dhabi Investment Council (Investment Management),,GARP,,,,,
0KX9QJ-E,Abu Dhabi Investment Office,,,,,,,
06YPBP-E,Abu Dhabi Retirement Pensions & Benefits Fund,,GARP,,,,,
07F45Y-E,Abu Dhabi United Group Investment & Development Ltd.,,,,,,,
0KJXZ6-E,Abundance Venture Capital Sdn. Bhd.,,,,,,,
0DK47V-E,Abundance Ventures LLC,,,,,,,
0C2NSS-E,Abundance Wealth Counselors LLC,,,Yield,,,,
0DLSSV-E,Abundant Venture Partners LLC,,,,,,,
0CYNKL-E,Abundant Ventures LLC,,,,,,,
06H01M-E,ABV LLC,,,,,,,
0CM888-E,Abydos Capital Management LLP,,,,,,,
0GDNKN-E,AC & Friends GmbH,,,,,,,
05W5D5-E,"AC Capital, Inc.",,,,,,,
060W9B-E,AC Capitales SAFI SA,,,,,,,
0CH7F8-E,AC One Asset Management LLC,,Aggressive Growth,,,,,
07MRM2-E,AC Partners AG,,,,,,,
06KM8X-E,AC Partners KK,,,,,,,
0627N1-E,"AC Ventures Co., Ltd.",,,,,,,
0DDP1R-E,AC2 Investimentos Ltda.,,,,,,,
0CGPL6-E,ACA Asset Management Company & Associes SASU,,GARP,,,,,
09Q11K-E,ACA II Advisors LLC,,,,,,,
0CFTML-E,ACA Investments Pte Ltd.,,,,,,,
0755B2-E,"ACA, Inc.",,,,,,,
0FWQSM-E,Acacia Asset Management AB,,,,,,,
0B906T-E,Acacia Capital Asia Pte Ltd.,,,,,,,
09Z4VS-E,"Acacia Capital Management, Inc.",,,,,,,
0CNPMB-E,"Acacia Capital Management, Inc. (United States)",,,,,,,
06LGGW-E,Acacia Capital Partners Ltd.,,,,,,,
05HW0Z-E,Acacia Inversion SGIIC SA,,GARP,,,,,
0DJK6J-E,Acacia Partners LLC,,,,,,,
0KKF7N-E,Acacia Research Corp ( Private Equity),,,,,,,
070SDZ-E,Acacia Venture Partners LLC,,,,,,,
0C38PD-E,Acacia Wealth Advisors LLC,,,,,,,
07FFZ4-E,Academia Co. Ltd.,,,,,,,
0FPR74-E,Academic Health Professionals Insurance Assn (Invt Port),,,,,,,
09LG47-E,ACADEMIX Consult AG,,,,,,,
009P1X-E,Academy Asset Management LLC,,,,,,,
076N39-E,"Academy Capital Investments, Inc.",,,,,,,
001TRV-E,"Academy Capital Management, Inc.",,GARP,,,,,
0CFFNR-E,Academy Investment Management LLC,,,,,,,
00CNF4-E,"Academy Securities, Inc.",,,,,,,
06BGYV-E,Academy Ventures LLC,,,,,,,
0DC9MW-E,"Acadia Asset Advisors, Inc.",,,,,,,
07MB2R-E,Acadia Asset Management LLC,,,,,,,
0011WG-E,"Acadia Trust, N.A.",,Yield,,,,,
06MKG7-E,Acadia Woods Partners LLC,,,,,,,
0FL4MK-E,Acadian Asset Management (Australia) Ltd.,,,Yield,,,,
0FQZGS-E,Acadian Asset Management (Japan),,,,,,,
05SW7X-E,Acadian Asset Management (Singapore) Pte Ltd.,,GARP,,,,,
075JTG-E,Acadian Asset Management (UK) Ltd.,,GARP,,,,,
002LLQ-E,Acadian Asset Management LLC,Value,GARP,,,,,
06G7RN-E,"Acadian Securities, Inc.",,,,,,,
0JW0SQ-E,"Acadian Software, Inc.",,,,,,,
0KT5XQ-E,Acadian Ventures,,,,,,,
007148-E,"ACAP Financial, Inc.",,,,,,,
06L4XW-E,Acap Partners (Afghanistan),,,,,,,
06KXN6-E,Acap Partners LLP,,,,,,,
070W2F-E,Acapital Finanzas SGIIC SA,,,,,,,
0946CB-E,Acar Yatirim Menkul Degerler AS,,,,,,,
006J8L-E,Acartha Group LLC,,,,,,,
0KFZPK-E,aCAT Penang (Private Equity),,,,,,,
09ZPR7-E,ACATIS Fair Value Investment AG,,GARP,,,,,
05RQXG-E,ACATIS Investment Kapitalverwaltungsgesellschaft mbH,,GARP,,,,,
0B46FZ-E,ACB Securities Co.,,,,,,,
0FPVS8-E,Accc Insurance Co. (Investment Portfolio),,,,,,,
072Z4L-E,Accede Capital Pty Ltd.,,,,,,,
06Z97W-E,Accel India Management Co. Pvt Ltd.,,,,,,,
0JXHJC-E,Accel KKR /UK/,,,,,,,
05FF40-E,Accel Partners LLC,Private Equity,,,,,,
062KYV-E,Accel Partners Management LLP,,,,,,,
05X5WB-E,Accel-KKR LLC,,,,,,,
0FYZBJ-E,Accel-X Pte Ltd.,,,,,,,
00F34Q-E,"Accele Biopharma, Inc.",,,,,,,
0CPT7D-E,Accele Venture Management LLC,,,,,,,
0CPMTG-E,Acceleprise Ventures,,,,,,,
0GZJBD-E,Accelerace Management (Latvia),,,,,,,
0D00Q6-E,Accelerace Management A/S,,,,,,,
0CQZ7B-E,Accelerant Digital Equity LLC,,,,,,,
0H1HLT-E,Accelerasia Ventures Pte Ltd.,,,,,,,
0KGSBB-E,"Accelerate Financial Technologies, Inc.",,,,,,,
0JM9T7-E,Accelerate NY,,,,,,,
0KJYDQ-E,Accelerate Partners LLC,,,,,,,
0H3Z8K-E,Accelerated Digital Ventures Ltd.,,,,,,,
0G7WF7-E,"Accelerated Growth Partners, Inc.",,,,,,,
0GHRZ9-E,"Accelerated Innovation, Europe (CN)",,,,,,,
0GHRZH-E,"Accelerated Innovation, Europe (HK)",,,,,,,
0GHRZN-E,"Accelerated Innovation, Europe (ID)",,,,,,,
0GHN1K-E,"Accelerated Innovation, Europe AB",,,,,,,
00CF92-E,Accelerated Venture Partners LLC,,,,,,,
0DCMHY-E,Acceleration Resources LLC,,,,,,,
0D2J8Z-E,Acceleration Venture SAS,,,,,,,
0KS110-E,Accelerator Centre/Venture/,,,,,,,
0HD9QG-E,Accelerator Group LLC /Private Equity/,,,,,,,
07FBDJ-E,Accelerator Management Co. BSC (Jordan),,,,,,,
06T0MQ-E,accelerator services,,,,,,,
07DJP3-E,Accelerator Venture Partners LLC,,,,,,,
0G28Y6-E,Accelero Capital Investments Holdings SARL,,,,,,,
0CCV84-E,Accelero Capital Services Europe SASU,,,,,,,
0DKD3Y-E,AccelFoods LLC,,,,,,,
00CT2B-E,Accelon Capital LLC,,,,,,,
07BQ34-E,Accendo Capital Partners Oy,,GARP,,,,,
0FMHQW-E,Accendo Insurance Co. (Investment Portfolio),,,,,,,
06C5QX-E,Accent Capital LLC,,,,,,,
05LQ2B-E,Accent Equity Partners AB,,,,,,,
05SRXJ-E,Accent Financial Advisors Holdings SA,,,,,,,
05MKJZ-E,Accenture Technology Ventures,,,,,,,
0GP2FZ-E,Accenture Ventures,,,,,,,
06VQGY-E,Accera Venture Partners AG,,,,,,,
