factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,,,,
05MDW9-E,"Great Northern Asset Management, Inc.",,,,,,,
006VPG-E,Great Oaks Capital Management LLC,,,,,,,
0BW9HF-E,Great Oaks Venture Capital LLC,,,,,,,
06MPH6-E,"Great Pacific Securities, Inc.",,,,,,,
0G0P6G-E,"Great Plains Casualty, Inc. (Investment Portfolio)",,,,,,,
0DVVQK-E,Great Point Holdings LLC,,,,,,,
0C23XH-E,Great Point Investors LLC,,,,,,,
005JP0-E,Great Point Partners LLC,,Value,,,,,
06TV32-E,Great Point Partners Private Equity,,,,,,,
0C2S54-E,Great Point Wealth Advisors LLC,,GARP,,,,,
0C2G9M-E,Great Range Capital LLC,,,,,,,
0DRNR9-E,Great Road Holdings LLC,,,,,,,
0CVXT1-E,Great Roc Capital Securities Ltd.,,,,,,,
07DYXK-E,Great South Bay Trading LLC,,,,,,,
0677CX-E,Great Spirit Ventures LLC,,,,,,,
0CY2Z1-E,"Great Valley Advisor Group, Inc.",,Aggressive Growth,,,,,
060D34-E,"Great Wall Fund Management Co., Ltd.",,GARP,,,,,
05ZGHZ-E,"Great Wall Securities Co., Ltd.",,,,,,,
0CM8N3-E,"Great Wall Securities Co., Ltd. (Investment Management)",,GARP,,,,,
0CQ4QM-E,Great Wall Securities Ltd,,,,,,,
0FMC8D-E,Great West Casualty Co. (Investment Portfolio),,,,,,,
0FM8BS-E,Great Western Insurance Co. (Investment Portfolio),,,,,,,
0H1KQS-E,Great White Shark /Private Equity/,,,,,,,
002HTG-E,Great-West Capital Management LLC,,GARP,,,,,
0DYG4V-E,Great-West Life & Annuity Insurance Co. (Investment Portfolio),,,GARP,,,,
05M5TD-E,GreatBanc Trust Co.,,Aggressive Growth,,,,,
0JVCDH-E,Greater Colorado Venture Fund,,,,,,,
0GC4XB-E,Greater Manchester Combined Authority/Private Equity/,,,,,,,
0FMDR9-E,Greater New York Mutual Insurance Co. (Investment Portfolio),,,,,,,
06MYWK-E,Greater Pacific Capital LLP,,,,,,,
0JBJ2D-E,Greater Sum Ventures LLC,,,,,,,
0C22SM-E,"Greatmark Investment Partners, Inc.",,Yield,,,,,
06TVYZ-E,"GreatPoint Ventures, Inc.",,,,,,,
0G9670-E,GREE Ventures Asia Pte. Ltd.,,,,,,,
0CR0SW-E,"GREE Ventures, Inc.",,,,,,,
0G5SXD-E,GREE VR Capital LLC,,,,,,,
0GRRC6-E,Green Acre Capital,,,,,,,
00BBFT-E,Green Alpha Advisors LLC,,Growth,,,,,
0GB6PJ-E,Green Angel Syndicate Ltd.,,,,,,,
0788J8-E,Green Arrow Capital Management LLC,,GARP,,,,,
07D03W-E,Green Arrow Capital SGR SpA,,,,,,,
0KN831-E,Green Arrow Capital SpA,,,,,,,
0814KF-E,Green Ash Partners LLP,,,,,,,
0B7KMZ-E,Green Atlantic Growth,,,,,,,
0GV83F-E,Green Bay Advisors LLC,,,,,,,
09X8LK-E,Green Brook Capital Management LLC,,,,,,,
0G3B6W-E,Green Campus Innovations Oy,,,,,,,
06N2G6-E,Green Capital KK,,,,,,,
0DWCFC-E,Green Capital Partners Pty Ltd.,,,,,,,
05PWRC-E,Green Cay Asset Management Ltd.,,,,,,,
05ZRS8-E,Green Cay Asset Management Ltd. (Bahamas),,,,,,,
05FVRW-E,"Green Century Capital Management, Inc.",,,,,,,
0GBGXL-E,Green Century Investment Ltd.,,,,,,,
0CHMFS-E,Green Coast Capital LLC,,,,,,,
0CJS6P-E,"Green Court Capital Management Consulting (Shanghai) Co, Ltd.",,,,,,,
0H29NP-E,Green Court Capital Management Ltd.,,,Aggressive Growth,,,,
005RVH-E,Green Courte Partners LLC,,,,,,,
082Y9V-E,Green Delta Capital Ltd.,,,,,,,
0CK3HD-E,Green Delta Securities Ltd.,,,,,,,
05VSW7-E,Green Dot Capital Pte Ltd.,,,,,,,
0688PQ-E,Green Drake Partners LLC,,,,,,,
09NGYH-E,Green Eagle Capital LLC,,,,,,,
0H7W4Z-E,Green Egg Ventures LLC,,,,,,,
0K7MB9-E,Green Fund Management Co. Ltd.,,,,,,,
0KVYFT-E,Green Harbor Investment Management (Shenzhen) Ltd.,,,,,,,
0FM7L2-E,Green Investment Group Management Ltd.,,,,,,,
05LVJ3-E,"Green Investment Management, Inc.",,,,,,,
08C2K6-E,Green Lane Investments LLC,,,,,,,
0GZ0LN-E,Green Lion Partners LLC,,,,,,,
06PG2Y-E,"Green Mountain Advisors, Inc.",,,,,,,
0B4M7F-E,Green Oak Capital (Pty) Ltd.,,,,,,,
0D9RSW-E,Green Owl Capital Management LLC,,Growth,,,,,
0607YX-E,Green Pairs Advisors LLC,,,,,,,
0DB229-E,Green Park & Golf Ventures LLC,,,,,,,
0HJYK4-E,Green Park Investment Partners BVBA,,,,,,,
09ZMW2-E,Green Park Partners Ltd.,,,,,,,
07NGV9-E,Green Partners LLC,,,,,,,
088Z1K-E,"Green Pine Capital Partners Co., Ltd.",,,,,,,
05ZJYX-E,Green Recovery Partners SAS,,,,,,,
0CWD3S-E,Green River Asset Management LLC,,,,,,,
0KPN3C-E,Green Shores Capital Ltd.,,,,,,,
06W28M-E,Green Social Solutions Holdings Pte. Ltd.,,,,,,,
07437T-E,Green Spark Ventures,,,,,,,
0GQ9MC-E,Green Square Asset Management LLC,,,Yield,,,,
0GNDGS-E,Green Square Boston LLC,,,,,,,
003KYP-E,Green Square Capital LLC,,Yield,,,,,
0C9DDW-E,Green Street Advisors (UK) Ltd.,,,,,,,
05KHC1-E,Green Street Advisors LLC,,,,,,,
0092M8-E,Green Street Investors LLC,,Yield,,,,,
0JX6TS-E,Green Swan SGPS SA,,,,,,,
0630N4-E,"Green Technology Investment Co., Ltd.",,,,,,,
0FWD3Y-E,Green Tree Perpetual Assurance Co. (Investment Portfolio),,,,,,,
0H50BQ-E,Green Truck Financial (Private Equity),,,,,,,
00FC5V-E,Green Valley Investors LLC,GARP,GARP,,,,,
0DNMT2-E,Green Visor Capital Management Co. LLC,,,,,,,
05MG95-E,"Greenbaum & Orecchio, Inc.",,,,,,,
075LH5-E,Greenbay Investments (Netherlands) LLP,,,,,,,
05TV6B-E,Greenberg Healthcare Partners,,,,,,,
09H3FF-E,Greenberg Ventures,,,,,,,
0022K8-E,Greenberg-Summit Partners LLC,,,,,,,
0KCV2P-E,Greenbox Venture Partners,,,,,,,
006KVV-E,Greenbriar Equity Group LLC,,,,,,,
06JR1T-E,Greenbridge Capital Management LLC,,,,,,,
0CY2VP-E,Greenbrier Partners Capital Management LLC,,GARP,,,,,
0JWXNP-E,Greenbrix Asset Management SA,,,,,,,
07MMJ7-E,Greencape Capital Pty Ltd.,,GARP,,,,,
0GNHZM-E,Greenchip Financial Corp.,,,Value,,,,
0H16X9-E,Greencoat Capital (Ireland) Ltd.,,,,,,,
09WS70-E,Greencoat Capital LLP,,,,,,,
000L8P-E,Greene David J & Co. LLC.,,,,,,,
0C8GVR-E,Greene Wealth Management LLC,,,,,,,
0D6YSR-E,"Greenfield Capital Group, Inc.",,,,,,,
05N7J5-E,Greenfield Capital Partners BV,,,,,,,
0FT3F2-E,Greenfield Capital Partners LP,,,,,,,
05WTMR-E,Greenfield Partners LLC,,,,,,,
0C3PMB-E,Greenfield Seitz Capital Management LLC,,,,,,,
001XC9-E,"Greenhaven Associates, Inc.",Growth,GARP,,,,,
0C8TCH-E,GreenHaven LLC,,GARP,,,,,
0CPHSV-E,Greenheart Capital Partners LLC,,,,,,,
06XT4G-E,"GreenHills Ventures, LLC",,,,,,,
008H19-E,Greenhouse Capital Partners,,,,,,,
0DMR4C-E,Greenhouse Funds LLLP,,,,,,,
0FRT1Q-E,Greenhouse Ventures Pvt Ltd.,,,,,,,
0H1VQR-E,GreenLake Investment Management LLC,,,,,,,
08CHV5-E,Greenland Venture A/S,,,,,,,
0CXP5V-E,Greenlaw International Management Co. LLC,,GARP,,,,,
0H1BR4-E,Greenlaw Ltd.,,,,,,,
0GCW46-E,Greenlea Lane Capital Management LLC,,Aggressive Growth,,,,,
009N4W-E,Greenlea Lane Capital Partners LP,,GARP,,,,,
002P47-E,"Greenleaf Asset Management, Inc.",,GARP,,,,,
002HB3-E,"Greenleaf Capital Management, Inc.",,,,,,,
001PJY-E,"Greenlight Capital, Inc.",,Value,,,,,
07DPJ7-E,"Greenlight Energy Resources, Inc.",,,,,,,
06FS9J-E,Greenlight Private Equity Partners,,,,,,,
0DQ0D0-E,Greenline Partners LLC,,,Value,,,,
0BQ16Q-E,Greenline Ventures LLC,,,,,,,
06F73D-E,Greenmont Capital Partners LLC,,,,,,,
0CQR9J-E,GreenOak Real Estate Advisors LP,,,,,,,
0D9FVL-E,GreenOak Real Estate LP,,,,,,,
0CQ06B-E,Greenoaks Capital Management LLC,,,,,,,
0D9Y8L-E,Greenoaks Capital Partners LLC,,,,,,,
06XLYP-E,Greenock Capital LLC,,,,,,,
0FZJB1-E,Greenpath Insurance Co. (Investment Portfolio),,,,,,,
0KVKCL-E,Greenpoint Partners LLC /Ny/,,,,,,,
0FSR5G-E,Greenpro Venture Capital Ltd.,,,,,,,
0DNMY0-E,Greenridge Global LLC,,,,,,,
0DSDKT-E,Greenridge Investment Partners,,,,,,,
0FMZDT-E,Greensky Accelerator,,,,,,,
00D2YN-E,Greensledge Capital Markets LLC,,,,,,,
0CZM0C-E,Greensoil Investments Management Ltd.,,,,,,,
0BL1M4-E,GreenSome Consulting SAS,,,,,,,
0BLLSK-E,Greensphere Capital Partners LLP,,,,,,,
062B5P-E,"Greenspring Associates, Inc.",,,,,,,
0BM8W5-E,Greenstone Capital Management Partners LP,,,,,,,
0082X3-E,Greenstone Partners LLC,,,,,,,
07CZW6-E,Greenstone Partners Private Capital Pty Ltd.,,,,,,,
0DT3TW-E,Greenstone Resources LLP,,,,,,,
060YC2-E,Greenstone Venture Partners,,,,,,,
06Z1QS-E,"Greenstreet Management, Inc.",,,,,,,
05MYZX-E,"Greentree Financial Advisors, Inc.",,GARP,,,,,
09Z63S-E,Greentree Investment Partners LLC,,,,,,,
09YQ7N-E,Greentree Ventures LLC,,,,,,,
0FMDZJ-E,Greenvale Capital LLP,,,,,,,
001NY9-E,"Greenville Capital Management, Inc. (Delware)",,,,,,,
001BMP-E,Greenway Partners LP,,GARP,,,,,
005HSZ-E,Greenway Trading LLC,,,,,,,
077CV8-E,Greenwich Advisors LLC,,,,,,,
0CM5HC-E,Greenwich Asset Management Ltd.,,,,,,,
06XJLT-E,Greenwich Beteiligungen AG (Venture Capital),,,,,,,
0H6B85-E,Greenwich Capital Partners Pty Ltd.,,,,,,,
06YR6J-E,Greenwich Consultants LLC,,,,,,,
0GM685-E,Greenwich Gestao de Recursos Ltda.,,,,,,,
003SVY-E,Greenwich Global LLC,,,,,,,
06FSCX-E,Greenwich Harbour Capital LLC,,,,,,,
00BR45-E,"Greenwich Investment Management, Inc.",,Yield,,,,,
06ZFVR-E,Greenwich Trust Ltd.,,,,,,,
00BCGS-E,Greenwich Wealth Management LLC,,GARP,,,,,
00302P-E,Greenwood Capital Associates LLC,,GARP,,,,,
07SPKR-E,"Greenwood Emergency Vehicles, Inc.",,,,,,,
002J28-E,"Greenwood Gearhart, Inc.",,GARP,,,,,
05YWS9-E,Greenwood Group LLC,,,,,,,
06F705-E,Greenwood Gulch Ventures LLC,,,,,,,
05LXLP-E,"Greenwood Investment Management, Inc.",,,,,,,
072GB4-E,"Greenwood Investments, Inc.",,Value,,,,,
00719G-E,GreenWood Investors LLC,,Deep Value,,,,,
05H4DK-E,Greenwood Partners LP,,,,,,,
076FZ5-E,Greenwood Research LLC,,,,,,,
0GSQ70-E,Greenwood Way Capital Ltd.,,,,,,,
06NXCR-E,Greenwoods Asset Management Hong Kong Ltd.,,Aggressive Growth,,,,,
0DFYL4-E,Greenwoods Capital Management Co. Ltd.,,,,,,,
06RV45-E,Greenwoods Capital Partners,,,,,,,
05YLM0-E,Greer Capital Advisors LLC,,,,,,,
004C91-E,"Gregory, Zent & Swanson, Inc.",,,,,,,
06PWK7-E,Greiff Capital Management AG,,GARP,,,,,
0DDCSP-E,Gremz Ventures KK,,,,,,,
05NC31-E,Grenadier Capital Ltd.,,,,,,,
07DY6B-E,Grenfell PAI Ltd.,,,,,,,
08HC2J-E,Grepalife Asset Management Corp.,,GARP,,,,,
09Z4BH-E,Gresham CEA Management Ltd.,,,,,,,
0HKBV9-E,Gresham House Asset Management Ltd.,,,,,,,
0DKP8Z-E,Gresham House Plc (Investment Management),,GARP,,,,,
0KT33N-E,Gresham House Ventures,,,,,,,
0C6T7M-E,Gresham Investment Management LLC,,,,,,,
05ZB07-E,Gresham LLP,,,,,,,
0C23JG-E,Gresham Partners LLC,,GARP,,,,,
05ZCFY-E,Gresham Private Equity Ltd.,,,,,,,
09Z3N8-E,Gresham Property Funds Management Ltd.,,,,,,,
0G0DB5-E,Gretex Share Broking Ltd,,,,,,,
0BS1SF-E,Grey Capital Ltd.,,,,,,,
06D8JS-E,Grey Mountain Partners LLC,,,,,,,
0C32NT-E,Grey Owl Capital Management LLC,,,,,,,
0DKB68-E,Grey Rock Energy Management LLC,,,,,,,
0G5QB5-E,Grey Sky Venture Partners LLC,,,,,,,
070QTS-E,"Grey Ventures, Inc.",,,,,,,
0G1LC1-E,GreyBird Ventures LLC,,,,,,,
06S8XQ-E,"Greybrook Health, Inc.",,,,,,,
0HDKJM-E,"Greybrook Realty Partners, Inc.",,,,,,,
0DM7MQ-E,Greybull Capital LLP,,,,,,,
0DKT8M-E,Greybull Stewardship LLC,,,,,,,
0HKQCL-E,Greycroft /China/,,,,,,,
06DRWV-E,Greycroft LLC,,,,,,,
0077GV-E,Greyfire Capital LLC,,,,,,,
075LDH-E,Greyfriars Asset Management LLP,,,,,,,
06GTTD-E,Greyhawk Capital Management LLC,,,,,,,
0JRXYK-E,Greyhound Capital Europe LLP,,,,,,,
003DK9-E,"Greylin Investment Management, Inc.",,Yield,,,,,
06G8BQ-E,Greylock Capital Management LLC,,,,,,,
063GPC-E,Greylock Management Corp.,Private Equity,,,,,,
05PSZ9-E,GreyRoad Capital LLC,,,,,,,
0BY2Y4-E,Greyroad Ventures BV,,,,,,,
05NC36-E,Greyrock Capital Group LLC,,,,,,,
075GVV-E,Greyshrike Capital LLP,,,,,,,
0CK4ZG-E,Greyson Capital Management LLC,,,,,,,
07JCMR-E,Greystar Real Estate Partners LLC,,,,,,,
0769JK-E,Greystone Capital A/S,,,,,,,
003KDZ-E,Greystone Investment Management LLC,,GARP,,,,,
05HF0J-E,"Greystone Managed Investments, Inc.",,GARP,,,,,
0DFF0Y-E,"Greytown Advisors, Inc.",,Yield,,,,,
0D1XLM-E,Greywall Asset Management LP,,,,,,,
0605CZ-E,Greywolf Capital Management LP,,Value,,,,,
0DY9DG-E,Grichemonde Integras AG,,GARP,,,,,
0KD06P-E,Grid Exponential SA,,,,,,,
0FBWTX-E,Grid Investments SA,,,,,,,
0DK90B-E,"Grid Ventures, Inc.",,,NO DATA,,,,
06FBV1-E,Gridiron Capital LLC,,,,,,,
0B5JDD-E,"GridLex, Inc.",,,,,,,
0JXP2F-E,GRIDS Capital Consultoria e Participacoes Ltda.,,,,,,,
003B0J-E,Gries Financial LLC,,Yield,,,,,
078LV6-E,Gries Management LLC,,,,,,,
06G3H0-E,Griffen-Rose LLC,,,,,,,
002PKK-E,Griffin Asset Management LLC,,,,,,,
002GCJ-E,"Griffin Asset Management, Inc.",,Yield,,,,,
0DQ0H0-E,Griffin Capital Advisor LLC,,,Yield,,,,
05HV6N-E,Griffin Capital Management (UK) Ltd.,,,,,,,
05SL2P-E,Griffin Capital Management Ltd.,,GARP,,,,,
0DHTSR-E,Griffin Holdings LLC,,,,,,,
0BCB71-E,Griffin Partners LLC,,,,,,,
0C23BW-E,Griffin Portfolio Management Corp.,,,,,,,
0714HD-E,Griffin Private Equity Group,,,,,,,
05N059-E,"Griffin Securities, Inc.",,,,,,,
0DLHC1-E,Griffis Residential Investment Advisor LLC,,,,,,,
005QKV-E,Griffiths McBurney Corp.,,,,,,,
0GJGXB-E,Griffon Capital (Iran),,,,,,,
0C8D7T-E,"Griffon May, Inc.",,,,,,,
05G255-E,Grifogest SGR SpA,,,,,,,
071TDM-E,"Grimaldi Portfolio Solutions, Inc.",,GARP,,,,,
007XP6-E,"Grimes & Co., Inc.",,Yield,,,,,
0CJL50-E,Grindrod Asset Management (Pty) Ltd. (Old),,,,,,,
0B06JZ-E,Grindstone Partners LLC,,,,,,,
0F1JZ2-E,Grinnell Mutual Reinsurance Co. (Investment Portfolio),,,,,,,
0G598C-E,Gripman Investment Advisors LLC,,,,,,,
002TPF-E,Grisanti Capital Management LLC,,GARP,,,,,
0CMRL7-E,Grishin Robotics,,,,,,,
0J04GB-E,Grit Capital Partners,,,,,,,
0GC5NQ-E,Grit Labs LLC,,,,,,,
0FYWPM-E,Grivner Capital Group LLC,,,,,,,
0F914C-E,GrizzlyRock Capital LLC,,Growth,,,,,
0CHK4F-E,GRK Partners LP,,,,,,,
05FZ29-E,Gro Capital A/S,,,,,,,
07MDTZ-E,GRO Capital LLC,,,,,,,
005N97-E,"Grodsky Associates, Inc.",,,,,,,
002HG1-E,Groesbeck Investment Management Corp.,,GARP,,,,,
074R7H-E,GroFin Capital (Pty) Ltd.,,,,,,,
05MVTP-E,"Groh Asset Management, Inc.",,,,,,,
0CS7V5-E,GROHMANN & WEINRAUTER Institutional Asset Management GmbH,,Yield,,,,,
061BCW-E,Grohmann & Weinrauter VermogensManagement GmbH,,,,,,,
0HCWFM-E,GrokVentures Pty Ltd.,,,,,,,
05RCNM-E,"Grossbotzl, Schmitz & Partner Corporate Finance GmbH & Co. KG",,,,,,,
065FK1-E,"Grossbotzl, Schmitz & Partner Vermogensverwaltersozietat GmbH",,Yield,,,,,
009C7F-E,Grosvenor Capital Management LP,,,,,,,
05M29W-E,"Grosvenor Capital Management, Inc.",,,,,,,
076PB3-E,Grosvenor Financial Asset Management Ltd.,,,,,,,
05W536-E,Grosvenor Hill Ventures Ltd.,,,,,,,
097WC6-E,Grosvenor Investment Management Ltd.,,,,,,,
06JMLF-E,Grosvenor Street Capital LLP,,,,,,,
05W6XK-E,Grotech Ventures,,,,,,,
07NSDV-E,Grotevant Research Partners LLC,,,,,,,
0CTYYV-E,Ground Swell Capital LLC,,,,,,,
0J9DRR-E,"Ground Up Ventures, LLC",,,,,,,
05YR62-E,"Groundlayer Capital, Inc.",,,,,,,
066S0Y-E,GroundSwell Capital LLC,,,,,,,
0JV237-E,Groundswell Ventures Management LLC,,,,,,,
06F221-E,Group G Capital Partners LLC,,,,,,,
0FW8MF-E,Group Health Cooperative of Eau Claire (Investment Portfolio),,,,,,,
0G0NNM-E,Group Health Cooperative of South Central Wisconsin (Invt),,,,,,,
0FM46D-E,"Group Health Cooperative, Inc. (Investment Portfolio)",,,,,,,
0GNGGR-E,Group MC NV,,,,,,,
07SJYN-E,Group One Trading LP,Broker/Dealer,GARP,,,,,
05FW5J-E,Groupama Asset Management SA,,GARP,,,,,
07VF89-E,Groupama Asset Management SGR SpA,,,,,,,
05FWBD-E,Groupama Assurances Mutuelles SA,,GARP,,,,,
061KQW-E,Groupama Centre Manche,,,,,,,
05FW99-E,Groupama Centre-Atlantique,,GARP,,,,,
05JXKX-E,Groupama de Gestion Nord Est,,,,,,,
07L138-E,Groupama Fund Pickers SA,,,,,,,
0FSYB9-E,Groupama Gan REIM,,,,,,,
0B0KW7-E,Groupama Gan Vie SA,,,,,,,
05G2MN-E,Groupama Ocean Indien,,,,,,,
061K55-E,Groupama Paris Val de Loire,,GARP,,,,,
0H0S79-E,Groupe Arnault SE /Venture Capital/,,,,,,,
06N2RP-E,Groupe des Assurances du Credit Mutuel SA,,Yield,,,,,
075TZJ-E,Groupe Financiere Hottinger & Co. Ltd.,,GARP,,,,,
0D4CBQ-E,Grouse Ridge Capital LLC,,,,,,,
007S5X-E,Grove Creek Asset Management LLC,,,,,,,
0K6X61-E,"Grove Group Management, Inc.",,,,,,,
07FHG6-E,Grove International Partners (UK) Ltd.,,,,,,,
061KH7-E,Grove International Partners LLP,,,,,,,
062D70-E,Grove Street Advisors LLC (United States),,,,,,,
0G8G59-E,Grove Ventures Capital (GP) Ltd.,,,,,,,
0B45WG-E,Grovepoint Capital LLP,,,,,,,
003LJB-E,Grover Capital Advisors LLC,,,,,,,
0GC4YK-E,Grovest Venture Capital Co. Ltd.,,,,,,,
0D07SG-E,Grow Michigan,,,,,,,
0CLKXD-E,GROW Partners LLC,,GARP,,,,,
07B7G8-E,Grow Utah Ventures,,,,,,,
09TGG1-E,GrowCorp Ltd.,,,,,,,
0J4QHW-E,Growin' Capital Inc.,,,,,,,
0GZMW9-E,Growing Capital,,,,,,,
0C2G7H-E,"GrowLab Ventures, Inc.",,,,,,,
0GLZBG-E,GrowPlus Ventures,,,,,,,
0GLV56-E,Growth Calculus MC LLC,,,,,,,
0KJYCW-E,Growth Capital Partners,,,,,,,
081BLF-E,Growth Capital Partners LLP,,,,,,,
002LMF-E,Growth Capital Partners LP,,,,,,,
0H9PHV-E,Growth Catalyst Partners,,,,,,,
05LDL8-E,Growth Equity Group,,,,,,,
0K0MS2-E,Growth Interface Management LLC,,Aggressive Growth,,,,,
0GDG7X-E,Growth Partners Capital SCR SA,,,,,,,
06XYZP-E,Growth Services LLC,,,,,,,
05LRDM-E,"Growth Stock Outlook, Inc.",,,,,,,
0GXVT1-E,Growth Street Partners,,,,,,,
0KBMDS-E,Growth4Good Ltd.,,,,,,,
00D1FT-E,GrowthFire LLC,,,,,,,
06Z5MF-E,GrowthPath Capital LLC,,,,,,,
0DK4YH-E,GrowthPoint Capital Corp.,,,,,,,
0FRSZQ-E,Growthstory,,,,,,,
0C73WW-E,Growthup Incubator,,,,,,,
05P8BJ-E,GrowthWorks Capital Ltd.,,,,,,,
0FML18-E,"GrowthX, Inc.",,,,,,,
0DQYC8-E,Growx Venture Management Pvt Ltd.,,,,,,,
08DGXX-E,GRP Investimentos Ltda.,,GARP,,,,,
0FS15K-E,GRR Real Estate Management GmbH,,,,,,,
00DY13-E,GRS Advisors LLC,,GARP,,,,,
06LGYM-E,Grubb & Ellis Alesco Global Advisors LLC,,,,,,,
000ZFK-E,Gruber & McBaine Capital Management LLC,,Value,,,,,
05G6FZ-E,Grumman Hill Group LLC,,,,,,,
06TZPM-E,Gruner Fisher Investments GmbH,,Yield,,,,,
05ZDR5-E,Gruntal & Co. LLC,,,,,,,
05HMB0-E,Grunwald Equity Partners GmbH,,,,,,,
0D0RC7-E,"Grupara, Inc.",,,,,,,
05HNT0-E,Grupo Catalana Occidente Gestion de Activos SA SGIIC,,Yield,,,,,
05VH87-E,Grupo Corporativo Empresarial Caja Ahorros y Monte Piedad,,,,,,,
078P0H-E,Grupo de Negocios Duero SA,,,,,,,
0H55SW-E,Grupo Disal,,,,,,,
0HNRR1-E,Grupo Empresarial Zriser,,,,,,,
064F2N-E,"Grupo Guayacan, Inc.",,,,,,,
05VVQ0-E,Grupo INTERCOM de Capital,,,,,,,
0GRG3P-E,Grupo Level Capital /Private Equity/,,,,,,,
06TNL2-E,Gruppo Banca Leonardo SpA (Broker),,,,,,,
0BZMG8-E,Gruppo Banca Leonardo SpA (Private Banking),,GARP,,,,,
05V7FF-E,Gruppo ITAS Assicurazioni SpA,,Yield,,,,,
075GLS-E,Gruss Capital Management LLP,,,,,,,
0035G1-E,Gruss Capital Management LP,,Value,,,,,
0BL1VC-E,Gruss Capital Management Ltd.,,,,,,,
06D2Z8-E,Gryffindor Capital Partners LLC,,,,,,,
07LXWY-E,Gryphon Asset Management (Pty) Ltd.,,GARP,,,,,
002TCM-E,Gryphon Capital Management LLC,,,,,,,
0GJH65-E,Gryphon Financial Partners LLC,,Growth,,,,,
003SW2-E,Gryphon Financial Securities Corp.,,,,,,,
0651CS-E,Gryphon International Investment Corp.,,GARP,,,,,
05PPTN-E,"Gryphon Investment Counsel, Inc.",,Yield,,,,,
05L02N-E,"Gryphon Investors, Inc.",,,,,,,
0614K9-E,"Gryphon Management Co., Inc.",,,,,,,
0D6VLC-E,GS Allocation Investimentos Ltda.,,,,,,,
073ZVK-E,GS Banque SA,,GARP,,,,,
05Z0N1-E,GS Capital LP,,,,,,,
00BSMS-E,GS Gamma Advisors LLC,,,,,,,
009VJ4-E,GS Investment Strategies LLC,,GARP,,,,,
0C23CS-E,"GS Investments, Inc.",,Growth,,,,,
09J6ZY-E,GS&P Kapitalanlagegesellschaft SA,,GARP,,,,,
0080QY-E,GSA Capital Partners LLP,,GARP,,,,,
078NV7-E,GSA Management LLC,,,,,,,
067N7Y-E,GSA Venture Partners LLC,,,,,,,
09T09X-E,GSAM + Spee Asset Management AG,,GARP,,,,,
05PB63-E,GSAM Stable Value LLC,,,GARP,,,,
0HF942-E,Gsb Impact Fund (Venture Capital),,,,,,,
00DR49-E,GSB Podium Advisors LLC,,,,,,,
0BZMHB-E,GSB Wealth Management LLC,,,Yield,,,,
003JDT-E,GSC Group (New Jersey),,,,,,,
089Y30-E,GSC Research GmbH,,,,,,,
088WHP-E,GSCP (NJ) LP,,,,,,,
0HC6Z0-E,GSD Capital LLC,,,,,,,
05FW9P-E,GSD Gestion SA,,,,,,,
0JL0L5-E,GSF Accelerator,,,,,,,
0C2K43-E,GSG Capital Advisors,,,,,,,
0CQC0M-E,GSharp LLC,,,,,,,
05ZHZV-E,GSLP International SARL Luxembourg,,Value,,,,,
05W0VS-E,"GSN North America, Inc.",,,,,,,
00C2JB-E,GSO / Blackstone Debt Funds Management LLC,,,,,,,
0J93W6-E,GSO Capital Partners (Germany),,,,,,,
0J935K-E,GSO Capital Partners (Ireland),,,,,,,
0B8W61-E,GSO Capital Partners (Private Equity),,,,,,,
0DRQX7-E,GSO Capital Partners (UK) Ltd.,,,,,,,
075GLG-E,GSO Capital Partners International LLP,,,,,,,
069RMS-E,GSO Capital Partners LP,,GARP,,,,,
0J938H-E,Gso Capital Partners(Singapore),,,,,,,
07H8ZD-E,GSP asset management GmbH,,Deep Value,,,,,
0DVGB4-E,GSP Finance Co. Bangladesh Ltd. (Broker),,,,,,,
06HTGM-E,GSR Ventures (United States),,,,,,,
0KJYCX-E,GSV AcceleraTE,,,,,,,
0BX4JM-E,GSV Asset Management LLC,,GARP,,,,,
0CC4CK-E,GSV Capital,,,,,,,
0JBZVK-E,GT Capital Investment Ltd.,,,,,,,
06MS1B-E,GT Capital Ltd.,,,,,,,
072S97-E,GT Finance SA,,GARP,,,,,
0B4ZQX-E,GTB Asset Management Ltd.,,,,,,,
0H9NPF-E,Gtc (Pty) Ltd.,,,Deep Value,,,,
0BPNFX-E,GTC Sekular Administradora de Investimentos Ltda.,,,,,,,
05L030-E,GTCR LLC,,,,,,,
05HSLV-E,GTD Investments LLC,,,,,,,
09PQQK-E,"GTF Capital, Inc.",,,,,,,
081J8J-E,GTG Actions Bourse SA,,,,,,,
08DFJ7-E,GTI Administracao de Recursos Ltda.,,GARP,,,,,
0G3DDW-E,GTI Asset Management SA,,,,,,,
060XYL-E,GTI Capital Investment Corp.,,,,,,,
0F98K5-E,GTI Securities Ltd.,,,,,,,
0H5RGQ-E,GTIS Debt Capital Management LP,,,,,,,
072NY2-E,GTIS Partners LP,,,,,,,
0DKDH8-E,GTJA Innovation Investment Co. Ltd.,,,,,,,
005X6P-E,GTK Capital Partners LP,,,,,,,
0J6DC5-E,GTR Ventures Capital Pte Ltd.,,,,,,,
070RGY-E,GU Ventures AB,,,,,,,
0CQLJ3-E,Guadalajara Angel Investment Network SAPI de CV,,,,,,,
0JJZDL-E,Guangda Zhongxing Investment Fund Management (Beijing) Co. Ltd,,,,,,,
