factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,Discrepancy Source
07LQTQ-E,Pacific Epoch Capital LLC,,,N/A,N/A
07LS1Y-E,Sociedad Gestora de Inversiones Innovadoras SA,,,N/A,N/A
07LS78-E,Pharos Holding SAE (Broker),,,N/A,N/A
07LT9D-E,BG Investment Luxembourg SA,,,N/A,N/A
0BC4TV-E,Bixby LLC,,,N/A,N/A
0BCB6J-E,Antin Epargne Pension SA,,,N/A,N/A
0BCB9S-E,Espalier Global Management LLC,,Growth,N/A,N/A
0BCHJ9-E,Flowering Tree Investment Management Pte Ltd.,,Growth,N/A,N/A
0CSHCX-E,Shenzhen Munsun Asset Management Ltd.,,GARP,N/A,N/A
0CSQYR-E,JAM Capital Partners Management LLC,,,N/A,N/A
0CSRPM-E,Altus Capital Ltd. (Broker),,,N/A,N/A
0CSXYL-E,Chrysalis Investment Management LLC,,,N/A,N/A
0CT3YD-E,Carlyle Global Credit Investment Management LLC,,,N/A,N/A
0CT54R-E,"Evalueserve Business Consulting (Shanghai) Co., Ltd.",,,N/A,N/A
0CT7B4-E,Generali Insurance Asset Management SpA SGR,,GARP,N/A,N/A
0CT9T8-E,Waterland Private Equity Sp zoo,,,N/A,N/A
0CTKG1-E,EnergoInvestCapital Management Co. LLC,,,N/A,N/A
0CTNWB-E,AEW UK Investment Management LLP,,,N/A,N/A
0F0MZ6-E,Clarke Capital Partners LLC,,,N/A,N/A
0F0R05-E,Stenat & Partners AB,,,N/A,N/A
0F0VLR-E,Dynasty AM SA,,GARP,N/A,N/A
0F11XY-E,Eleva Capital LLP,,Yield,N/A,N/A
0F19HY-E,Federal Home Loan Mortgage Corp. (Research),,,N/A,N/A
0F1BSV-E,IND-X Advisors Ltd. (Research Firm),,,N/A,N/A
0F1DY7-E,JFDI.Asia Pte. Ltd.,,,N/A,N/A
0F1FMH-E,Westcott Investment Group LLC,,,N/A,N/A
0F1FMR-E,Utica First Insurance Co. (Investment Portfolio),,,N/A,N/A
0G16PM-E,Falcon Affiliates LLC,,,N/A,N/A
0G174R-E,Lean Company Ventures SCR SA,,,N/A,N/A
0DVVQK-E,Great Point Holdings LLC,,,N/A,N/A
0DW24G-E,Spirit of America Management Corp.,,Yield,N/A,N/A
0FWGZJ-E,Exsight Capital Management LLC,,,N/A,N/A
0FWR3N-E,Tech Square Ventures,,,N/A,N/A
0FWS6M-E,Dot Capital LLC,,,N/A,N/A
0FWWVC-E,Crescent Credit Europe LLP,,,N/A,N/A
0FWZJN-E,Sapporo Genki Challenge LLP,,,N/A,N/A
0GZFS7-E,Regent Square Capital LLC,,,N/A,N/A
0GZWHY-E,Magnasci Ventures,,,N/A,N/A
0GZZ18-E,3i Infrastructure (France),,,N/A,N/A
0H05BF-E,BITKRAFT Esports Ventures Management GmbH,,,N/A,N/A
0HYZCW-E,Canson Capital Partners (Private Equity),,,N/A,N/A
0K01C8-E,Cresco Lake Partners Co. Ltd.,,,N/A,N/A
0K099Z-E,Twin Ventures,,,N/A,N/A
0K0WC0-E,Excedea Sweden AB,,,N/A,N/A
05J24T-E,General Atlantic Partners LLC,,,N/A,N/A
05J862-E,Neuberger Berman BD LLC,GARP,GARP,N/A,N/A
05JRJD-E,Ferd Invest AS,,,N/A,N/A
05JRVG-E,Keskinainen Tyoelakevakuutusyhtio Varma,,Yield,N/A,N/A
05JW7K-E,Eyrir Invest hf,,,N/A,N/A
05JXJR-E,Mutavie SE,,GARP,N/A,N/A
05JXQH-E,Deutsche Bank SpA,,GARP,N/A,N/A
06R39D-E,Stowe Partners LLC,,,N/A,N/A
06R6L0-E,Healthcare Royalty Management LLC,,,N/A,N/A
06R971-E,Valedo Partners AB,,,N/A,N/A
06RFXN-E,NBK Capital Partners Ltd.,,,N/A,N/A
06RK9H-E,Avanti Advisory Group LLC,,,N/A,N/A
06RNX6-E,Jolmo Capital Ltd.,,,N/A,N/A
06RQZH-E,Dalton Strategic Partnership LLP,,Growth,N/A,N/A
06RW3C-E,Lehman Brothers MLP Associates LP,,,N/A,N/A
06RZP2-E,Utilico Ltd.,,,N/A,N/A
06S0J2-E,iNova Capital Management SGECR SA,,,N/A,N/A
06S7YZ-E,Atlas Partners Japan Ltd.,,,N/A,N/A
06SBCH-E,BNP Paribas Asset Management France SAS (Old),,,N/A,N/A
06SGQZ-E,NCB Stockbrokers Ltd. (Wealth Management),,,N/A,N/A
080VWC-E,Deutsche Bank Securities Ltd.,,,N/A,N/A
080WVG-E,BRL Trust Servicos Fiduciarios e Participacoes Ltda.,,,N/A,N/A
0814Y4-E,New York Securities Pty Ltd.,,,N/A,N/A
081L53-E,Prim' Finance SA,,,N/A,N/A
09SJP6-E,Aton Capital Partners,,,N/A,N/A
09SK23-E,Sterling Asset Management Group,,,N/A,N/A
09SPGT-E,Think Alternative Advisors LLP,,,N/A,N/A
09SRT1-E,East Ventures Pte Ltd,,,N/A,N/A
09SYW9-E,StormHarbour Securities LLP,,,N/A,N/A
0C6SVF-E,Sundaram Asset Management Co. Ltd.,,GARP,N/A,N/A
0C6VWP-E,Bivouac Capital LLP,,,N/A,N/A
0C6W2D-E,RSV Venture Partners,,,N/A,N/A
0C77BR-E,OIM Capital LLC,,,N/A,N/A
0C7855-E,Brean Murray Investment Consultancy Co Ltd.,,,N/A,N/A
0C791M-E,Wakefield Asset Management LLLP,,,N/A,N/A
0C796Y-E,Denny Ellison Enterprises Ltd.,,,N/A,N/A
0C79T6-E,MPS Fixed Income LLC,,,N/A,N/A
0C7HRY-E,Olivetree Financial Ltd.,,,N/A,N/A
0C7L0F-E,Perigon Wealth Management LLC,,GARP,N/A,N/A
0C7RM3-E,Sylebra HK Co. Ltd.,,Aggressive Growth,N/A,N/A
0C7T03-E,PAC Asset Management Pty Ltd.,,,N/A,N/A
0C7WFW-E,Shanghai Everbest Investment Managers Ltd.,,,N/A,N/A
0C7WFY-E,Willingdon Wealth Management LLC,,GARP,N/A,N/A
0DD82T-E,Spirox Ventures,,,N/A,N/A
0DDQ9K-E,Enfuro Ventures BV,,,N/A,N/A
0DDQPS-E,Brooks Macdonald Funds Ltd.,,GARP,N/A,N/A
0FKX58-E,Aditya Birla Money (Broker),,,N/A,N/A
0FL23Q-E,Charleston Capital Reinsurance LLC (Invt Port),,,N/A,N/A
0FL4Z9-E,Redstone Digital GmbH,,,N/A,N/A
0FL5G8-E,Hudson Executive Capital LP,,,N/A,N/A
0FLHJ5-E,General Casualty Co. of Wisconsin (Investment Portfolio),,,N/A,N/A
0FLJT3-E,Beijing Huaxia Junyue Investment Management Ltd.,,,N/A,N/A
0FLS9Z-E,Wuxi Chengding Investment Co.,,,N/A,N/A
0GFVWX-E,"BCA Research, Inc. (United Kingdom)",,,N/A,N/A
0GGG4G-E,PT Pinnacle Persada Investama,,GARP,N/A,N/A
0GGRC2-E,University of Connecticut /Venture Capital/,,,N/A,N/A
0GGTK2-E,Victor Capital Group LLC,,,N/A,N/A
0HG959-E,CAM Alternatives /US/,,,N/A,N/A
0HGMMF-E,Yellow&Blue Clean Energy Investments BV /MANAGEMENT/,,,N/A,N/A
0HGN1P-E,Centrum Analiz Spoleczno-Ekonomicznych (Research Firm),,,N/A,N/A
0L3KK1-E,Shadow Foundr,,,N/A,N/A
06DW8D-E,Beacon Technology Ventures LP,,,N/A,N/A
06DYHC-E,Promethean Investments LLP,,,N/A,N/A
06DZYB-E,Proximity Capital LLC,,,N/A,N/A
06F5Q6-E,MullinTBG,,,N/A,N/A
06F6CG-E,Pinewood Capital Partners LLC,,,N/A,N/A
06FBM3-E,Act II Capital LLC,,Growth,N/A,N/A
06FDBN-E,Tail Wind Advisory & Management Ltd.,,GARP,N/A,N/A
06FH29-E,M.A.G. Capital LLC,,GARP,N/A,N/A
06FJHM-E,Adara Ventures Partners SARL,,,N/A,N/A
06FJZY-E,Americus Capital Advisors LLC,,,N/A,N/A
06FN6L-E,Merck Finck & Co. oHG (Broker),,,N/A,N/A
06FQF7-E,Theodoor Gilissen Bankiers NV (Broker),,,N/A,N/A
06FQLH-E,Sushil Financial Services Pvt Ltd.,,,N/A,N/A
06FTL6-E,Quantal Asset Management LLC,,,N/A,N/A
06FVF4-E,Trinity Funds LLC,,,N/A,N/A
06FW9L-E,Hull Capital Management LLC,,,N/A,N/A
06FWS2-E,Deloitte Consulting Ventures,,,N/A,N/A
06FXCR-E,Anand Rathi Financial Services Ltd.,,,N/A,N/A
06FY2N-E,Standard & Poors Nordic Equity Research,,,N/A,N/A
06FYKH-E,Alto Invest SA,,GARP,N/A,N/A
06G00J-E,Cap Decisif Management SAS,,,N/A,N/A
06G15F-E,Asia Plus Securities Public Co. Ltd. (Broker),,,N/A,N/A
06G1GY-E,Zhongrong PT Financial Services Ltd.,,,N/A,N/A
06G41N-E,Foxhill Capital Partners LLC,,Deep Value,N/A,N/A
06G550-E,Brookville Capital Management LP,,,N/A,N/A
06G6MV-E,Mohican Financial Management LLC,,GARP,N/A,N/A
06G6PY-E,NuVerse Offshore Advisors LLC,,,N/A,N/A
06GFTL-E,"Dunrath Capital, Inc.",,,N/A,N/A
06GGCF-E,Kim Eng Securities (Hong Kong) Ltd.,,,N/A,N/A
06GK53-E,H Partners Capital LLC,,,N/A,N/A
06GK6C-E,Fortis Bank Sweden,,,N/A,N/A
06GKLG-E,UBS AG (Santiago),,,N/A,N/A
06GKY1-E,UBS Securities Pte Ltd. (South Korea),,,N/A,N/A
06GNLR-E,New England Partners,,,N/A,N/A
0B8XF3-E,Olympiad Investment Managers,,GARP,N/A,N/A
0BB6Z3-E,H2O AM LLP,,GARP,N/A,N/A
0CV2GP-E,Ascent Wealth Partners LLC,,Aggressive Growth,N/A,N/A
0CV60G-E,Obligo Investment Management AS,,,N/A,N/A
0CVCN8-E,Arbor Wealth Management LLC,,,N/A,N/A
0CVF8X-E,Adventure Capital Venture Management LP,,,N/A,N/A
0CVTH2-E,Crossroads Capital Management LLC,,,N/A,N/A
0CVZVK-E,Blue Kayak Partners LLC,,,N/A,N/A
0CW9TT-E,Luxin Venture Capital Group Co. Ltd. (Private Equity),,,N/A,N/A
0F1LS3-E,SCOR Reinsurance Co. (Invt Port),,,N/A,N/A
088M2C-E,Artis Gestora de Recursos SA,,,N/A,N/A
088NSD-E,Deutsche Bank (Suisse) SA (Broker),,,N/A,N/A
088P2H-E,Mingxin China Growth Fund,,,N/A,N/A
088S5M-E,"Shenyin & Wanguo Securities Co., Ltd. (Investment Management)",,,N/A,N/A
088W0W-E,Unibank Brokerage,,,N/A,N/A
0BJG7G-E,NMP Developpement SASU,,,N/A,N/A
0BJL2M-E,PC Capital Partners SAPI de CV,,,N/A,N/A
0BJPWQ-E,"Guoyuan Securities Co., Ltd. (Broker)",,,N/A,N/A
0BJQFP-E,Penta Administradora General de Fondos SA,,GARP,N/A,N/A
0CWHY4-E,Head Asset Management Oy,,,N/A,N/A
0CWN32-E,TigerShark Management LLC,,GARP,N/A,N/A
0CWSGV-E,Emfore Capital Partners Pte Ltd.,,,N/A,N/A
0CWX66-E,Casablanca Capital LP,,Yield,N/A,N/A
0CX4WV-E,Oxbow Advisors LLC,,GARP,N/A,N/A
0CX5SQ-E,"Tonus Capital, Inc.",,,N/A,N/A
0CXD4H-E,Eurostep (Cyprus) Ltd. (Russia),,,N/A,N/A
0CXMQ7-E,Carden Capital LLC,,,N/A,N/A
0DVTG4-E,China Capital Impetus Asset Management Pte Ltd.,,,N/A,N/A
0DVZ4W-E,"Tug Hill, Inc.",,,N/A,N/A
0DW5F1-E,Broadsword Partners LLC (Private Equity),,,N/A,N/A
0DW769-E,Wisconsin Super Angel Fund,,,N/A,N/A
0FWH45-E,G5 Gestora De Recursos Ltda. /Private Equity/,,,N/A,N/A
0GZDDX-E,Nutmeg Saving & Investment Ltd. (Investment Management),,,N/A,N/A
0GZLQC-E,Beijing Jun Yuan Capital Management Co. Ltd.,,,N/A,N/A
0HYS9L-E,DTR Advisors LLC,,,N/A,N/A
0HZ5QL-E,Dow Schofield Watts Angels,,,N/A,N/A
0K0NWS-E,Elliptic Curve Ventures,,,N/A,N/A
0KVY87-E,Shanghai Jianyuan Equity Investment Fund Management Co. Ltd.,,,N/A,N/A
05J5GB-E,Volksbank Esslingen eG,,,N/A,N/A
05J8DP-E,Susquehanna Trust & Investment Co.,,Yield,N/A,N/A
05J8NW-E,"Foyston, Gordon & Payne, Inc.",,Yield,N/A,N/A
05J96W-E,"Gestion d'Actifs MGP Media, Inc.",,,N/A,N/A
05JXJ9-E,3 D NV,,,N/A,N/A
06QZN6-E,EVA Dimensions LLC,,,N/A,N/A
06R093-E,Keystone Group LP,,,N/A,N/A
06R1TJ-E,Beverley Holdings Pte Ltd.,,,N/A,N/A
06R6KS-E,Felix Holding Ltd.,,,N/A,N/A
06R7F8-E,C3 Capital LLC,,,N/A,N/A
06RCHZ-E,Black Diamond Capital Partners LLC,,,N/A,N/A
06RGLF-E,FIG LLC (Castles),,,N/A,N/A
06RLXN-E,Search Fund Capital LLC,,,N/A,N/A
06RM6F-E,Evolve Finance Ltd.,,,N/A,N/A
06RNG5-E,Banyan Equity Management LLC,,,N/A,N/A
06RSNY-E,Bellator Capital Partners LLC,,,N/A,N/A
06RSPV-E,ING Vysya Bank Ltd. (Broker),,,N/A,N/A
06RTHZ-E,Encubate Holdings LLC,,,N/A,N/A
06RVB6-E,Asterian NV,,,N/A,N/A
06RVVY-E,TRG Investors LLC,,,N/A,N/A
06RYC9-E,Northgate Capital Ltd.,,,N/A,N/A
06S4Z8-E,Quantitative BioEquities Management LLC,,,N/A,N/A
06S8XQ-E,"Greybrook Health, Inc.",,,N/A,N/A
06S97F-E,"BTS Asset Management, Inc.",,GARP,N/A,N/A
06SD19-E,Basel Asset Management LLC,,,N/A,N/A
06SKZK-E,Azimuth Technology Management BV,,,N/A,N/A
06SN47-E,eQ Varainhoito Oy,,GARP,N/A,N/A
080PQK-E,Credos d.o.o.,,,N/A,N/A
080XGK-E,Elite CCVM Ltda.,,,N/A,N/A
080XY8-E,Moriah Partners LLC,,,N/A,N/A
0816F4-E,Mudrick Capital Management LP,,GARP,N/A,N/A
081BLF-E,Growth Capital Partners LLP,,,N/A,N/A
081H7J-E,Addison Capital Partners LLC,,,N/A,N/A
09SD1Z-E,Tristar Health Partners LLC,,,N/A,N/A
09SWY3-E,Haitong International Capital (HK) Ltd.,,,N/A,N/A
09T309-E,IndiaVenture Advisors Pvt Ltd.,,,N/A,N/A
0C742L-E,Thaddeus Investment Advisors & Research Ltd.,,,N/A,N/A
0C76YX-E,Wilhelm von Finck Deutsche Family Office AG,,,N/A,N/A
0C792C-E,Old North State Trust LLC,,,N/A,N/A
0C7CSQ-E,PCA Investments (Hong Kong) Ltd.,,,N/A,N/A
0C7D32-E,Ironwood Financial LLC,,Growth,N/A,N/A
0C7NNF-E,Titus Wealth Management,,Aggressive Growth,N/A,N/A
0C7S5D-E,Investment Advisors Asset Management LLC,,,N/A,N/A
0C7SWV-E,"TFC Financial Management, Inc.",,,N/A,N/A
0C7VPN-E,MergerTech Capital Management LLC,,,N/A,N/A
0DCQZL-E,GMF Capital GmbH,,,N/A,N/A
0DDCDK-E,PNB-SBI Asean Gateway Investment Management Ltd.,,,N/A,N/A
0DDPP2-E,Sustainable Insight Capital Management (UK) Ltd.,,,N/A,N/A
0FLC6V-E,"Madison National Life Insurance Co., Inc. (Invt Port)",,,N/A,N/A
0FLCDY-E,Banque Marocaine Du Commerce Exterieur SA (Broker),,,N/A,N/A
0FLCKD-E,VALORIS SECURITIES SA,,,N/A,N/A
0FLGSB-E,American Security Insurance Co. (Invt Port),,,N/A,N/A
0FLGXY-E,Surety Life Insurance Co. (Investment Portfolio),,,N/A,N/A
0FLJDV-E,Shanghai Hengying Yisheng Asset Management Ltd.,,,N/A,N/A
0FLJX0-E,Motors Insurance Corp. (Investment Portfolio),,,N/A,N/A
0FLST1-E,Nexthera Capital LP,,,N/A,N/A
0FLVRK-E,Shenzhen Decent Investment Co. Ltd.,,,N/A,N/A
0GGDSC-E,Devi Asset Management LLC,,,N/A,N/A
0GGM0Y-E,True Wealth Ventures,,,N/A,N/A
0GGMGC-E,"La Financiere Constance, Inc.",,,N/A,N/A
0GGW65-E,Bryant Stibel & Co. LLC,,,N/A,N/A
0GH1Y7-E,Quintessa Investment Co. Ltd.,,,N/A,N/A
0HG635-E,V-Fund Fund Management Co. Ltd.,,,N/A,N/A
0HGHVM-E,SparkLabs Ventures,,,N/A,N/A
0HGM03-E,Angelo 2 Srl,,,N/A,N/A
0HGS73-E,Pool Global Partners,,,N/A,N/A
0KD3KL-E,TeraSigma Consulting SAPI de CV,,,N/A,N/A
0L3H29-E,CTC Innovation Partners,,,N/A,N/A
06DWNZ-E,Quantum Advisors Pvt. Ltd.,,,N/A,N/A
06DWQF-E,"VIG Partners Co., Ltd.",,,N/A,N/A
06F12M-E,Fisco Investment Management LP,,,N/A,N/A
06F34Q-E,Triton Capital Management LLC,,,N/A,N/A
06F5NK-E,RBC Capital Markets LLC (Investment Management),,Yield,N/A,N/A
06F61S-E,Corriente Advisors LLC,,GARP,N/A,N/A
06F73D-E,Greenmont Capital Partners LLC,,,N/A,N/A
06FBZM-E,RMJ SGRpA,,,N/A,N/A
06FC9W-E,INCA Investments LLC,,Value,N/A,N/A
06FSCX-E,Greenwich Harbour Capital LLC,,,N/A,N/A
06FSN8-E,"Globlex Securities Co., Ltd.",,,N/A,N/A
06FV9Y-E,Boldwater Capital Management LP,,,N/A,N/A
06FW7W-E,DA Capital LLC,,,N/A,N/A
06FWGZ-E,Prabhudas Lilladher Pvt Ltd.,,,N/A,N/A
06FYP6-E,Addiko Bank dd (Broker),,,N/A,N/A
06G164-E,"Finansia Syrus Securities Public Co., Ltd. (Broker)",,,N/A,N/A
06G28B-E,Nomura Singapore Ltd.,,,N/A,N/A
06G2HG-E,Merit Securities SA,,,N/A,N/A
06G6V8-E,MH Equity Investors,,,N/A,N/A
06G7GM-E,Raymond James Yatirim Menkul Degerler AS,,,N/A,N/A
06G7PP-E,Alopex Capital Management LLC,,,N/A,N/A
06G8BQ-E,Greylock Capital Management LLC,,,N/A,N/A
06GCDK-E,ABN AMRO SE (Copenhagen Branch),,,N/A,N/A
06GF5Q-E,Dialectic Capital Management LP,,Growth,N/A,N/A
06CMXJ-E,Valmiki Capital Management,,,N/A,N/A
06CVKR-E,PacRim Venture Partners,,,N/A,N/A
06D2ZQ-E,Concentric Investment Management LLC,,,N/A,N/A
06DBZW-E,Belle Haven Investments Securities,,,N/A,N/A
06DCGS-E,SnowMark Corp.,,,N/A,N/A
06DJNP-E,Institutional Equities Corp.,,,N/A,N/A
06DRX7-E,Polaris International Securities Investment Trust Co. Ltd.,,Index,N/A,N/A
07T5M9-E,HV Capital Investors LLC,,,N/A,N/A
07TDFL-E,Starling International Management Ltd.,,,N/A,N/A
08P4QF-E,Zhejiang Harmony Investment Group Co. Ltd.,,,N/A,N/A
0CQGBP-E,Old Mutual Investment Group Zimbabwe (Pvt) Ltd.,,GARP,N/A,N/A
0CQHG9-E,China Construction Bank (London) Ltd.,,,N/A,N/A
0CQNTB-E,Sync Partners Co. Ltd.,,,N/A,N/A
0CQRGN-E,Cantor Fitzgerald Canada Corp.,,,N/A,N/A
0CQRVN-E,Finesa Real Estate Group,,,N/A,N/A
0CR18X-E,Cielo Capital Pty Ltd.,,,N/A,N/A
0DTR73-E,Shinhan Investment Corp. (Private Banking),,,N/A,N/A
0DTSQV-E,Winton Capital US LLC,,GARP,N/A,N/A
0DTT62-E,CCP Ventures Ltd. /Croatia/,,,N/A,N/A
0DV036-E,Turnspire Capital Partners LLC,,,N/A,N/A
0DV4LV-E,Bright Station Ltd.,,,N/A,N/A
0DV9YK-E,Unipolsai Investimenti Sgr SpA (Investment Management),,,N/A,N/A
0DVFBG-E,Zhongtai International Securities Ltd.,,,N/A,N/A
0DVFYB-E,Emirates NBD Capital Ltd. (UAE),,,N/A,N/A
0FVNC1-E,Hemisphere Ventures LLC,,,N/A,N/A
0FVPWV-E,Saxo Capital Markets (Australia) Pty Ltd.,,,N/A,N/A
0FVY0Z-E,"First Security Fund Advisers, Inc.",,,N/A,N/A
0FVYCL-E,MediaTek Ventures,,,N/A,N/A
0FVYY9-E,Guangzhou Yuexiu Industry Investment Fund Management Co. Ltd.,,,N/A,N/A
0FW43G-E,Nielsen Innovate Ltd.,,,N/A,N/A
0FW5J4-E,Oberbanscheidt & Cie Vermougensverwaltungsgesellschaft mbH,,,N/A,N/A
0FW811-E,First Commonwealth Bank (Investment Management),,GARP,N/A,N/A
0FWBXK-E,Capital One Growth Ventures,,,N/A,N/A
0GY73S-E,Roc Partners JP,,,N/A,N/A
0GY9GL-E,Dr. Bost & Compagnon Vermogensverwaltungs GbmH,,,N/A,N/A
0GYCFN-E,Leawood Venture Capital LLC,,,N/A,N/A
0GYPZY-E,Dasym Managed Accounts BV,,,N/A,N/A
0GYXRY-E,Caption Management LLC,,Aggressive Growth,N/A,N/A
0GZ6FN-E,Permira Advisers (China) Ltd.,,,N/A,N/A
0GZ96H-E,EBI Portfolios Ltd.,,,N/A,N/A
0JZ2NM-E,EduImpact Venture Capital Oy,,,N/A,N/A
0JZR5D-E,Darwin Financial Corp.,,,N/A,N/A
0KT1R1-E,Walden Woods Holdings LLC,,,N/A,N/A
0KT5WL-E,Polhem Infra AB,,,N/A,N/A
0KTW36-E,EMV Capital Ltd.,,,N/A,N/A
00CNRW-E,"Exotix USA, Inc.",,,N/A,N/A
00CQW8-E,"Counsel Portfolio Services, Inc.",,GARP,N/A,N/A
00CXX2-E,"Windhaven Investment Management, Inc.",,GARP,N/A,N/A
00D0J4-E,New Asia Partners LLC,,,N/A,N/A
00D12N-E,Thomas Story & Son LLC,,GARP,N/A,N/A
00D17J-E,Rocky Mountain Advisers LLC,,GARP,N/A,N/A
00D17K-E,Salient Capital Advisors LLC,,Yield,N/A,N/A
00D18N-E,"Riversville Capital, Inc.",,,N/A,N/A
00D1CH-E,BSW Wealth Partners LLC,,GARP,N/A,N/A
00D2V7-E,MSD Partners LP,,Growth,N/A,N/A
00D6WQ-E,"Sandgrain Advisors, Inc.",,,N/A,N/A
067MHZ-E,Social Security & National Insurance Trust,,GARP,N/A,N/A
067MMS-E,Chatsworth Securities LLC,,,N/A,N/A
067TMC-E,1to1 Venture Partners LLC,,,N/A,N/A
067XKG-E,DragonTech Ventures Management Ltd.,,,N/A,N/A
067XZT-E,"Kempen & Co. USA, Inc.",,,N/A,N/A
0684PH-E,Credelity Capital AB,,,N/A,N/A
06877W-E,Geologic Resource Partners LLC,,Deep Value,N/A,N/A
0689WK-E,"China Life Insurance (Overseas) Co., Ltd.",,GARP,N/A,N/A
0690QG-E,"GlobeInvest Capital Management, Inc.",,,N/A,N/A
069N3S-E,Ascenion GmbH,,,N/A,N/A
069VHZ-E,Oresund-Healthcare Management A/S (Sweden),,,N/A,N/A
069XPV-E,CNF Ventures LLC,,,N/A,N/A
069ZKZ-E,Credem Private Equity SGR SpA,,,N/A,N/A
06B1WD-E,Draper Fisher Jurvetson ePlanet Ventures,,,N/A,N/A
06B2M9-E,"Granite Hall Partners, Inc.",,,N/A,N/A
0BKY82-E,SIP Capital Equities Investimentos Ltda.,,GARP,N/A,N/A
0BL1VM-E,Centaurus Capital (Hong Kong) Ltd.,,,N/A,N/A
0BL344-E,Harith Fund Managers Pty Ltd.,,,N/A,N/A
0BL4JP-E,TRG Management LP (Private Equity),,,N/A,N/A
0BLBRK-E,Collaborative Fund,,,N/A,N/A
0BLFWL-E,Guodu Securities (Hong Kong) Ltd.,,,N/A,N/A
0BLGYP-E,The Monocle Group LLC,,,N/A,N/A
0D1RFP-E,Indianivesh Fund Managers Pvt Ltd.,,,N/A,N/A
0D1ZTH-E,New Richmond Ventures LLC,,,N/A,N/A
0D224P-E,Robert Evans Investment Counsel Ltd.,,GARP,N/A,N/A
0D24V0-E,Pine Forest Capital Pte Ltd.,,,N/A,N/A
0D250C-E,Aesa Ratings SA Calificadora de Riesgo,,,N/A,N/A
0DWW72-E,Thayer Bancroft Equity Partners LLC,,,N/A,N/A
0DX2L5-E,Jive Asset Gestao de Recursos Ltda.,,,N/A,N/A
0DX2NL-E,Global Retirement Partners LLC,,,N/A,N/A
0FY88M-E,Hambro Perks Ltd.,,,N/A,N/A
0FYFLQ-E,Family Liberty Life Insurance Co. (Investment Portfolio),,,N/A,N/A
0FYSTG-E,American Federated Insurance Co. (Investment Portfolio),,,N/A,N/A
0FYTKH-E,Sonae Investment Management Software & Technology SGPS SA,,,N/A,N/A
0FYZJ5-E,Pkj Ventures LLC,,,N/A,N/A
0H2QFG-E,Shanghai Fuli Investment Management Co. Ltd.,,,N/A,N/A
0H35T7-E,"The TCW Group, Inc. /Private Equity/",,,N/A,N/A
0H36XR-E,Blum Capital Partners LP (Private Equity),,,N/A,N/A
0H3BW2-E,Brightfolk A/S,,,N/A,N/A
0H3H7M-E,Open CNP SASU,,,N/A,N/A
0J5W1W-E,CF Secured LLC,,,N/A,N/A
0J5YHR-E,10100 LLC,,,N/A,N/A
0KXB18-E,Shanghai Yinghao Asset Management Co. Ltd.,,,N/A,N/A
0KXP56-E,QRI Manager Pty Ltd.,,,N/A,N/A
06KJN1-E,Kestrel Capital (East Africa) Ltd.,,,N/A,N/A
06KSWY-E,BH Securities as,,,N/A,N/A
06KVVP-E,"Advent Financial, Inc.",,,N/A,N/A
06KXZ8-E,Avondale Conquest LLC,,,N/A,N/A
06KZ4C-E,Bank of America Merrill Lynch International Ltd. (Germany),,,N/A,N/A
06KZ4T-E,Merrill Lynch Equities (Australia) Ltd.,,,N/A,N/A
06L0XW-E,Omni Partners LLP,,GARP,N/A,N/A
06L1MS-E,DAG Private Equity,,,N/A,N/A
06LD0Q-E,Invesco Asset Management Deutschland GmbH,,GARP,N/A,N/A
06LKK0-E,Aurum Ventures MKI Ltd.,,,N/A,N/A
06LKLN-E,Challenger Managed Investments Ltd.,,,N/A,N/A
06LL0Q-E,Wilsons Corporate Finance Ltd.,,,N/A,N/A
07YMZT-E,"Retirement Capital Strategies, Inc.",,Yield,N/A,N/A
0BF4WD-E,Beach Point Capital Europe LLP,,,N/A,N/A
0BFM96-E,Watheeqa Capital Co. KSC (Saudi Arabia),,,N/A,N/A
0BFSRP-E,Yun Feng Capital,,,N/A,N/A
0BK5PN-E,Verus Investment Partners LLC,,,N/A,N/A
0BKNLS-E,Abstraction Ventures LLC,,,N/A,N/A
0BKSLV-E,My IB Partner,,,N/A,N/A
0D25CK-E,Quadria Capital Investment Management Pte Ltd.,,,N/A,N/A
0D293M-E,Digital Prophets Ltd.,,,N/A,N/A
0DX2KG-E,MONECO Advisors LLC,,Growth,N/A,N/A
0DX2P4-E,Silicon Hills Wealth Management LLC,,,N/A,N/A
0DXB1M-E,EII Capital Management Ltd.,,,N/A,N/A
0DXBN6-E,Main Incubator GmbH,,,N/A,N/A
0DXDBC-E,Riyad Capital Co. (Venture Capital),,,N/A,N/A
0FYWBF-E,Performance Life of America (Investment Portfolio),,,N/A,N/A
0H2X53-E,R2C Gestora de Investimentos Ltda.,,,N/A,N/A
0H2YCC-E,"Wedbush Securities, Inc. (Investment Management)",,Growth,N/A,N/A
0H30J7-E,Arges Private Equity Co. Ltd.,,,N/A,N/A
0H323B-E,Kaete Investimentos Ltda.,,,N/A,N/A
0H39HM-E,Bluebay Asset Management LLP (Private Debt),,,N/A,N/A
0H3DZW-E,Glade Brook Capital Partners LLC/Private Equity/,,,N/A,N/A
0H3FN9-E,Cisco Investments /Japan/,,,N/A,N/A
0J5Y76-E,Avocado Management Services Pvt Ltd.,,,N/A,N/A
06KKMH-E,"Loewen, Ondaatje, McCutcheon USA Ltd.",,,N/A,N/A
