factset_fund_id,style,turnover_label,Discrepancy Column,Discrepancy Source
04FX6P-E,,Low,,
04FX6Q-E,Index,Very Low,,
04FX6R-E,,Low,,
04FX6T-E,,Low,,
04FX6V-E,Index,Very Low,,
04FX6X-E,,Low,,
04FX6Z-E,,Very Low,,
04FX71-E,,Very Low,,
04FX73-E,,Low,,
04FX74-E,Index,Very Low,,
04FX75-E,,High,,
04FX79-E,Index,Very Low,,
04FX7B-E,Index,Low,,
04FX7C-E,,Very Low,,
04FX7D-E,,Very High,,
04FX7F-E,Index,Very Low,,
04FX7J-E,Growth,Very Low,,
04FX7K-E,GARP,Medium,,
04FX7L-E,,Very High,,
04FX7M-E,Index,Very Low,,
04FX7N-E,Index,Very Low,,
04FX7P-E,Index,Very Low,,
04FX7Q-E,Index,Very Low,,
04FX7R-E,Index,Very Low,,
04FX7S-E,Index,Very Low,,
04FX7T-E,Index,Very Low,,
04FX7V-E,Index,Very Low,,
04FX7W-E,Index,Very Low,,
04FX7X-E,Index,Very Low,,
04FX7Y-E,,Very Low,,
04FX7Z-E,Index,Very Low,,
04FX80-E,Index,Very Low,,
04FX81-E,Growth,Medium,,
04FX82-E,Index,Very Low,,
04FX83-E,Growth,Medium,,
04FX85-E,Index,Very Low,,
04FX86-E,Aggressive Growth,Very Low,,
04FX87-E,Index,Very Low,,
04FX88-E,Index,Very Low,,
04FX89-E,Index,Very Low,,
04FX8B-E,Growth,Very Low,,
04FX8C-E,,Very Low,,
04FX8D-E,,Very Low,,
04FX8F-E,,Very Low,,
04FX8G-E,Index,Very Low,,
04FX8H-E,,Very Low,,
04FX8J-E,,Very Low,,
04FX8K-E,Index,Very Low,,
04FX8L-E,,Very Low,,
04FX8M-E,Index,Very Low,,
04FX8R-E,Index,Very Low,,
04FX8S-E,,,,
04FX8T-E,,,,
04FX8V-E,,,,
04FX8W-E,,,,
04FX8X-E,,Very Low,,
04FX8Y-E,,,,
04FX8Z-E,,,,
04FX90-E,,Very High,,
04FX91-E,,,,
04FX92-E,,,,
04FX93-E,,Very Low,,
04FX95-E,,,,
04FX96-E,,,,
04FX97-E,,,,
04FX98-E,Yield,Very High,,
04FX99-E,,Low,,
04FX9B-E,,Very Low,,
04FX9C-E,,Very Low,,
04FX9D-E,,High,,
04FX9F-E,,Low,,
04FX9G-E,,,,
04FX9H-E,Value,Very Low,,
04FX9L-E,GARP,Very Low,,
04FX9M-E,Index,Very Low,,
04FX9N-E,Index,Very Low,,
04FX9P-E,Index,Very Low,,
04FX9Q-E,Index,,,
04FX9R-E,,,,
04FX9S-E,,,,
04FX9T-E,,,,
04FX9V-E,,,,
04FX9W-E,Growth,Very Low,,
04FX9X-E,,High,,
04FX9Y-E,,Medium,,
04FX9Z-E,,,,
04FXB0-E,,,,
04FXB1-E,Index,,,
04FXB3-E,,Medium,,
04FXB8-E,Index,,,
04FXB9-E,,Very High,,
04FXBB-E,Yield,Low,,
04FXBF-E,,,,
04FXBM-E,,Low,,
04FXBP-E,,,,
04FXBQ-E,Index,Very Low,,
04FXBR-E,Index,Very Low,,
04FXBT-E,Index,Very Low,,
04FXBV-E,Index,Very Low,,
04FXBW-E,Index,Very Low,,
04FXBX-E,Index,Very Low,,
04FXBY-E,Index,Very Low,,
04FXBZ-E,Index,Very Low,,
04FXC0-E,Index,Very Low,,
04FXC2-E,,Very Low,,
04FXC3-E,Index,Very Low,,
04FXC5-E,,Very Low,,
04FXC6-E,Index,Very Low,,
04FXC7-E,Index,Very Low,,
04FXC8-E,,Very Low,,
04FXC9-E,Index,Low,,
04FXCB-E,,Very Low,,
04FXCD-E,Aggressive Growth,Low,,
04FXCG-E,Index,,,
04FXCP-E,,Very Low,,
04FXCR-E,Index,Very Low,,
04FXCS-E,Index,Medium,,
04FXCT-E,Index,Very Low,,
04FXCV-E,Index,Very Low,,
04FXCW-E,Index,Very Low,,
04FXCY-E,Index,Very Low,,
04FXCZ-E,,Low,,
04FXD0-E,Index,,,
04FXD2-E,Index,Very Low,,
04FXD3-E,Index,Very Low,,
04FXD4-E,Index,,,
04FXD5-E,Index,Very Low,,
04FXD6-E,Value,Very Low,,
04FXD7-E,Index,Very Low,,
04FXD8-E,Index,,,
04FXD9-E,Index,,,
04FXDB-E,Index,Very Low,,
04FXDC-E,Index,,,
04FXDD-E,Index,,,
04FXDF-E,Value,Very Low,,
04FXDG-E,,Very Low,,
04FXDH-E,Index,,,
04FXDJ-E,Index,Very Low,,
04FXDK-E,Index,,,
04FXDL-E,Index,,,
04FXDM-E,Index,,,
04FXDN-E,Index,Very Low,,
04FXDP-E,Index,,,
04FXF1-E,,Very Low,,
04FXF2-E,,Very Low,,
04FXF3-E,,Very Low,,
04FXF4-E,,Very Low,,
04FXF5-E,,,,
04FXF6-E,,Very Low,,
04FXF7-E,,,,
04FXF9-E,,Very Low,,
04FXFB-E,,,,
04FXFC-E,,Very Low,,
04FXFD-E,,,,
04FXFF-E,,Very Low,,
04FXFG-E,,Very Low,,
04FXFH-E,,,,
04FXFJ-E,,,,
04FXFK-E,,Very Low,,
04FXFM-E,,Very Low,,
04FXFN-E,,,,
04FXFP-E,,Very Low,,
04FXFQ-E,,Very Low,,
04FXFR-E,,Very Low,,
04FXFS-E,,Very Low,,
04FXFT-E,,Very Low,,
04FXFV-E,,,,
04FXFW-E,,Very Low,,
04FXFX-E,,Very Low,,
04FXFY-E,,Very Low,,
04FXFZ-E,,Very Low,,
04FXG0-E,,,,
04FXG1-E,,,,
04FXG2-E,,,,
04FXG3-E,,,,
04FXG4-E,,,,
04FXG5-E,,,,
04FXG6-E,Index,Very Low,,
04FXG8-E,Index,Very Low,,
04FXG9-E,,Medium,,
04FXGH-E,,Very Low,,
04FXGJ-E,Index,,,
04FXGK-E,Index,Very Low,,
04FXGL-E,Index,Very Low,,
04FXGM-E,Deep Value,Very Low,,
04FXGR-E,,Very Low,,
04FXGS-E,Growth,Very Low,,
04FXGT-E,Growth,Low,,
04FXGV-E,Index,Very Low,,
04FXGW-E,Value,Medium,,
04FXGX-E,Growth,Very Low,,
04FXGY-E,Growth,Medium,,
04FXGZ-E,Growth,Medium,,
04FXH0-E,GARP,Very Low,,
04FXH1-E,,Very High,,
04FXH2-E,Yield,Medium,,
04FXH3-E,Yield,Very Low,,
04FXH4-E,Growth,Medium,,
04FXH5-E,,Very High,,
04FXH6-E,,High,,
04FXH7-E,GARP,Low,,
04FXH9-E,,,,
04FXHB-E,Index,Very Low,,
04FXHC-E,Index,Very Low,,
04FXHD-E,Index,Very Low,,
04FXHG-E,,Low,,
04FXHL-E,Growth,Very Low,,
04FXHM-E,,,,
04FXHN-E,,,,
04FXHQ-E,,,,
04FXHS-E,,,,
04FXHV-E,Growth,Very Low,,
04FXHW-E,Index,Very Low,,
04FXHX-E,Index,Very Low,,
04FXHY-E,,High,,
04FXJ0-E,,Very Low,,
04FXJ2-E,Index,Very Low,,
04FXJ3-E,Index,Very Low,,
04FXJ4-E,Index,Very Low,,
04FXJ5-E,Index,Very Low,,
04FXJ7-E,Index,Very Low,,
04FXJ8-E,Index,Very Low,,
04FXJ9-E,Index,Very Low,,
04FXJC-E,,Very High,,
04FXK8-E,,,,
04FXKD-E,,Low,,
04FXLB-E,,,,
04FXM8-E,,High,,
04FXML-E,,Very Low,,
04FXN6-E,Value,Very Low,,
04FXN7-E,,High,,
04FXNG-E,,High,,
04FXNP-E,,Very High,,
04FXNR-E,,High,,
04FXNW-E,,,,
04FXP1-E,,,,
04FXP3-E,,Low,,
04FXP8-E,,High,,
04FXPN-E,,Very Low,,
04FXQ9-E,,Low,,
04FXQB-E,,Medium,,
04FXQN-E,Index,Low,,
04FXQP-E,Index,Very Low,,
04FXQQ-E,Index,Very Low,,
04FXQS-E,Index,Very Low,,
04FXQY-E,,Medium,,
04FXRB-E,Index,Very Low,,
04FXRH-E,Index,Very Low,,
04FXS0-E,Index,Very Low,,
04FXS2-E,Index,Very Low,,
04FXS6-E,,,,
04FXS7-E,Index,Very Low,,
04FXSG-E,Index,Very Low,,
04FXSH-E,Index,Very Low,,
04FXSJ-E,Index,Very Low,,
04FXSK-E,Index,Very Low,,
04FXSL-E,Index,Very Low,,
04FXSM-E,Growth,Very Low,,
04FXSN-E,,Medium,,
04FXSP-E,,High,,
04FXSQ-E,,Medium,,
04FXSZ-E,Growth,High,,
04FXT1-E,,,,
04FXT3-E,,Very Low,,
04FXT4-E,Yield,Very High,,
04FXT5-E,Yield,Very High,,
04FXT6-E,GARP,Very Low,,
04FXT8-E,,Very Low,,
04FXT9-E,Value,Very High,,
04FXTB-E,,Medium,,
04FXTC-E,,Very Low,,
04FXTD-E,,,,
04FXTF-E,Index,Very Low,,
04FXTK-E,Yield,Low,,
04FXTL-E,,,,
04FXTN-E,,Very Low,,
04FXTQ-E,,,,
04FXTY-E,,Medium,,
04FXV0-E,Growth,Low,,
04FXV4-E,,Very Low,,
04FXV5-E,Yield,Very High,,
04FXV7-E,,Very Low,,
04FXV9-E,,Low,,
04FXVB-E,Yield,Very High,,
04FXVC-E,,Very Low,,
04FXVD-E,,Very Low,,
04FXVG-E,,Very Low,,
04FXVH-E,,Very Low,,
04FXVQ-E,Aggressive Growth,Medium,,
04FXVR-E,Aggressive Growth,Very Low,,
04FXVS-E,Aggressive Growth,Low,,
04FXVT-E,Yield,High,,
04FXVV-E,Growth,Low,,
04FXVW-E,Aggressive Growth,Low,,
04FXVX-E,Aggressive Growth,Very Low,,
04FXVY-E,Aggressive Growth,Low,,
04FXVZ-E,,High,,
04FXW0-E,,,,
04FXW1-E,,,,
04FXW2-E,,Very Low,,
04FXW5-E,,Very High,,
04FXW6-E,,,,
04FXW8-E,Growth,Medium,,
04FXWB-E,,Medium,,
04FXWC-E,,Medium,,
04FXWD-E,,Medium,,
04FXWN-E,,Very Low,,
04FXWQ-E,,Very Low,,
04FXWR-E,,,,
04FXWT-E,,Very Low,,
04FXWV-E,GARP,Very Low,,
04FXWW-E,,Very Low,,
04FXWX-E,,Very Low,,
04FXWZ-E,,Very Low,,
04FXX0-E,,Very Low,,
04FXX1-E,,Low,,
04FXX2-E,,Very Low,,
04FXX7-E,,,,
04FXX9-E,,Low,,
04FXXB-E,,Low,,
04FXXC-E,GARP,Medium,,
04FXXD-E,Value,Very High,,
04FXXG-E,,High,,
04FXXH-E,,Low,,
04FXXJ-E,Index,Very Low,,
04FXXK-E,Index,Very Low,,
04FXXL-E,,,,
04FXXM-E,Index,Very High,,
04FXXN-E,,,,
04FXXP-E,,,,
04FXXR-E,,,,
04FXXT-E,,,,
04FXXV-E,,,,
04FXXW-E,,,,
04FXXX-E,,,,
04FXXY-E,,,,
04FXY3-E,,,,
04FXY8-E,,Very High,,
04FXYB-E,,,,
04FXYV-E,,Very Low,,
04FXYX-E,,Very High,,
04FXYY-E,,,,
04FXZ0-E,,,,
04FXZ2-E,,,,
04FXZ4-E,,,,
04FXZ5-E,,,,
04FXZ6-E,,,,
04FXZ7-E,,,,
04FXZD-E,,,,
04FXZG-E,,,,
04FXZH-E,,,,
04FXZJ-E,,,,
04FXZL-E,,,,
04FXZP-E,,,,
04FXZR-E,,,,
04FXZX-E,GARP,Very Low,,
04FY00-E,Index,Very Low,,
04FY04-E,,,,
04FY07-E,Yield,High,,
04FY0F-E,Yield,Low,,
04FY0G-E,Yield,Low,,
04FY0H-E,,Medium,,
04FY0J-E,Yield,Low,,
04FY0M-E,,Very High,,
04FY0R-E,Growth,Very Low,,
04FY0S-E,,,,
04FY0T-E,,High,,
04FY0W-E,,,,
04FY0Y-E,,Medium,,
04FY10-E,,,,
04FY11-E,,Very Low,,
04FY15-E,,,,
04FY16-E,Value,Very High,,
04FY17-E,Growth,Very High,,
04FY18-E,,,,
04FY19-E,GARP,Very Low,,
04FY1B-E,,,,
04FY1C-E,Yield,Very Low,,
04FY1D-E,GARP,Low,,
04FY1F-E,,,,
04FY1G-E,Growth,Low,,
04FY1H-E,,,,
04FY1K-E,,,,
04FY1L-E,,,,
04FY1M-E,Growth,Very Low,,
04FY1N-E,Yield,High,,
04FY1P-E,Growth,Low,,
04FY1Q-E,,Very Low,,
04FY1R-E,GARP,Very Low,,
04FY1S-E,,,,
04FY1T-E,,,,
04FY1V-E,,Low,,
04FY1W-E,Yield,Very High,,
04FY1Y-E,,Low,,
04FY1Z-E,,Medium,,
04FY21-E,,Low,,
04FY22-E,,Very Low,,
04FY23-E,,Very Low,,
04FY24-E,,Very Low,,
04FY25-E,Yield,Very High,,
04FY27-E,,Low,,
04FY28-E,Deep Value,Very High,,
04FY29-E,,Low,,
04FY2B-E,Yield,Very High,,
04FY2D-E,,Low,,
04FY2F-E,,High,,
04FY2J-E,,Medium,,
04FY2L-E,,Low,,
04FY2M-E,,Low,,
04FY2N-E,Value,Very Low,,
04FY2P-E,GARP,Very Low,,
04FY2Q-E,,Very Low,,
04FY2R-E,,Low,,
04FY2S-E,,Medium,,
04FY2V-E,,Very Low,,
04FY2W-E,,Very Low,,
04FY2X-E,,Medium,,
04FY2Y-E,,Medium,,
04FY31-E,Value,Low,,
04FY32-E,Value,Low,,
04FY34-E,,,,
04FY35-E,,,,
04FY36-E,,Very Low,,
04FY37-E,Value,Very Low,,
04FY38-E,,High,,
04FY39-E,,High,,
04FY3B-E,Yield,Very Low,,
04FY3D-E,,Very Low,,
04FY3G-E,,Medium,,
04FY3H-E,,Very Low,,
04FY3J-E,Value,Very High,,
04FY3L-E,,Low,,
04FY3M-E,,Medium,,
04FY3N-E,,Medium,,
04FY3P-E,,High,,
04FY3Q-E,,Medium,,
04FY3S-E,GARP,Very Low,,
04FY3T-E,Value,Very Low,,
04FY3V-E,,Very Low,,
04FY3W-E,,Very Low,,
04FY3X-E,,Very Low,,
04FY3Y-E,,Very Low,,
04FY3Z-E,Value,Very Low,,
04FY41-E,Aggressive Growth,Very Low,,
04FY42-E,Aggressive Growth,Very Low,,
04FY43-E,Aggressive Growth,Very Low,,
04FY45-E,,Low,,
04FY46-E,,,,
04FY47-E,,Low,,
04FY48-E,,Low,,
04FY4D-E,,Very Low,,
04FY4F-E,,Low,,
04FY4H-E,Index,Low,,
04FY4J-E,,High,,
04FY4K-E,,Low,,
04FY4M-E,,Very Low,,
04FY4N-E,Index,Very Low,,
04FY4P-E,,Very Low,,
04FY4R-E,,Very Low,,
04FY4Y-E,,Very Low,,
04FY4Z-E,,Very Low,,
04FY50-E,Value,Very Low,,
04FY51-E,,Low,,
04FY52-E,,Very Low,,
04FY53-E,,Very High,,
04FY54-E,,Very Low,,
04FY55-E,,Very Low,,
04FY58-E,Value,Medium,,
04FY59-E,Value,Very Low,,
04FY5B-E,,,,
04FY5C-E,,Medium,,
04FY5D-E,,Very High,,
04FY5F-E,Index,Very High,,
04FY5M-E,,High,,
04FY5P-E,,High,,
04FY5Q-E,,Very Low,,
04FY5R-E,,Very Low,,
04FY5V-E,Index,Very Low,,
04FY5W-E,Value,Medium,,
04FY5X-E,Value,Medium,,
04FY5Y-E,Growth,Medium,,
04FY62-E,Deep Value,Low,,
04FY63-E,Value,Very Low,,
04FY66-E,,Low,,
04FY67-E,,Low,,
04FY69-E,,Low,,
04FY6C-E,,,,
04FY6F-E,,,,
04FY6G-E,,,,
04FY6H-E,,Low,,
04FY6N-E,,Low,,
04FY6V-E,Value,Very Low,,
04FY6X-E,,,,
04FY72-E,,Very High,,
04FY74-E,,,,
04FY75-E,Value,Very Low,,
04FY79-E,,Medium,,
04FY7B-E,Yield,Very Low,,
04FY7C-E,Aggressive Growth,Very Low,,
04FY7D-E,,Low,,
04FY7F-E,Growth,Low,,
04FY7N-E,,Very High,,
04FY7P-E,Growth,Low,,
04FY7R-E,,High,,
04FY7T-E,,,,
04FY7X-E,,,,
04FY86-E,,,,
04FY88-E,,,,
04FY8D-E,,Very Low,,
04FY8F-E,,Medium,,
04FY8G-E,,Very Low,,
04FY8L-E,,,,
04FY8Y-E,,Medium,,
04FY97-E,Growth,High,,
04FY98-E,,,,
04FY99-E,,Very Low,,
04FY9B-E,,,,
04FY9C-E,,,,
04FY9F-E,,Very Low,,
04FY9G-E,,Very Low,,
04FY9H-E,,,,
04FY9J-E,Growth,Very Low,,
04FY9K-E,Growth,Medium,,
04FY9T-E,,Very Low,,
04FYB2-E,,Very High,,
04FYB8-E,,Very Low,,
04FYB9-E,,,,
04FYBD-E,,,,
04FYBH-E,,,,
04FYBJ-E,GARP,Very Low,,
04FYBN-E,,,,
04FYBP-E,,Medium,,
04FYBQ-E,,Very Low,,
04FYBR-E,,Medium,,
04FYBS-E,,Low,,
04FYBT-E,,,,
04FYBV-E,,Medium,,
04FYBX-E,,,,
04FYBY-E,,,,
04FYBZ-E,,,,
04FYC0-E,Index,High,,
04FYC1-E,,,,
04FYC3-E,Growth,Very Low,,
04FYC4-E,,,,
04FYC5-E,,,,
04FYC7-E,,Very Low,,
04FYC8-E,,,,
04FYCB-E,,Very Low,,
04FYCC-E,,,,
04FYCD-E,,Very Low,,
04FYCH-E,Index,Medium,,
04FYCJ-E,Index,Very Low,,
04FYCK-E,Index,Very Low,,
04FYCL-E,Index,Very Low,,
04FYCM-E,Index,Very Low,,
04FYCN-E,Value,Low,,
04FYCP-E,,,,
04FYCR-E,,High,,
04FYCV-E,Index,High,,
04FYCW-E,,High,,
04FYCX-E,Index,Very Low,,
04FYCY-E,Index,High,,
04FYCZ-E,,Medium,,
04FYD0-E,,Very Low,,
04FYD1-E,,Low,,
04FYD3-E,,High,,
04FYD4-E,Index,High,,
04FYD5-E,Growth,Very Low,,
04FYD6-E,Index,High,,
04FYD7-E,Index,Very High,,
04FYD8-E,Index,High,,
04FYDC-E,Index,High,,
04FYDG-E,Index,High,,
04FYDJ-E,Index,High,,
04FYDL-E,Index,High,,
04FYDM-E,Index,High,,
04FYDN-E,Index,High,,
04FYDP-E,Index,High,,
04FYDQ-E,Index,Very High,,
04FYDR-E,Index,High,,
04FYDS-E,Index,Very High,,
04FYDY-E,,Medium,,
04FYF0-E,,Very Low,,
04FYF3-E,Yield,Low,,
04FYF5-E,,,,
04FYF6-E,,,,
04FYF8-E,,Very Low,,
04FYF9-E,,Very Low,,
04FYFB-E,,Very Low,,
04FYFC-E,,,,
04FYFD-E,Aggressive Growth,Very Low,,
04FYFF-E,,Very Low,,
04FYFH-E,,Very Low,,
04FYFJ-E,,,,
04FYFK-E,,,,
04FYFL-E,,High,,
04FYFM-E,,,,
04FYFN-E,,,,
04FYFQ-E,,Very Low,,
04FYFS-E,,Very High,,
04FYFW-E,,,,
04FYFX-E,,,,
04FYFY-E,,High,,
04FYFZ-E,,Very Low,,
04FYG0-E,,Very Low,,
04FYG1-E,,,,
04FYG2-E,GARP,Medium,,
04FYG3-E,Growth,Very High,,
04FYG4-E,,,,
04FYG5-E,Growth,Very Low,,
04FYG7-E,,Medium,,
04FYG8-E,,Low,,
04FYG9-E,,,,
04FYGB-E,,,,
04FYGF-E,,,,
04FYGG-E,,High,,
04FYGH-E,,Medium,,
04FYGJ-E,,Very Low,,
04FYGY-E,Value,Low,,
04FYGZ-E,,Very Low,,
04FYH0-E,,Very Low,,
04FYHF-E,Yield,Low,,
04FYHG-E,Index,Very Low,,
04FYHL-E,,,,
04FYHN-E,,Very Low,,
04FYJ3-E,,Low,,
04FYJ5-E,,Medium,,
04FYJ6-E,,,,
04FYJ8-E,,Very High,,
04FYJD-E,,Very Low,,
04FYJF-E,,,,
04FYJG-E,,Very Low,,
04FYJL-E,Growth,Very Low,,
04FYJM-E,Growth,Very Low,,
04FYJN-E,Value,Medium,,
04FYJQ-E,Index,Very Low,,
04FYJR-E,Index,Very Low,,
04FYJS-E,GARP,Very Low,,
04FYJT-E,Index,,,
04FYJV-E,Index,Very Low,,
04FYJW-E,Index,Very Low,,
04FYJX-E,Index,Very Low,,
04FYJY-E,Index,Very Low,,
04FYJZ-E,Index,Medium,,
04FYK0-E,Index,Very Low,,
04FYK1-E,Yield,Low,,
04FYK5-E,,,,
04FYKB-E,,Very Low,,
04FYKD-E,Growth,Low,,
04FYKF-E,,Very High,,
04FYKG-E,,Medium,,
04FYKH-E,,,,
04FYKL-E,,,,
04FYKM-E,Aggressive Growth,Very Low,,
04FYKY-E,,,,
04FYKZ-E,,,,
04FYL3-E,Growth,Very Low,,
04FYL6-E,,Very High,,
04FYLB-E,Growth,Very Low,,
04FYLF-E,,Very High,,
04FYLG-E,,,,
04FYLH-E,,Very Low,,
04FYLJ-E,,,,
04FYLK-E,,,,
04FYLL-E,,High,,
04FYLQ-E,,Medium,,
04FYLS-E,Aggressive Growth,Very Low,,
04FYLT-E,Growth,Medium,,
04FYLW-E,,,,
04FYLY-E,,,,
04FYM0-E,Growth,Medium,,
04FYM2-E,Aggressive Growth,High,,
04FYM4-E,,Low,,
04FYM5-E,,Medium,,
04FYM6-E,,Low,,
04FYM9-E,Growth,Low,,
04FYMB-E,,Medium,,
04FYMD-E,Growth,Very Low,,
04FYMF-E,,Very Low,,
04FYMH-E,,Low,,
04FYMJ-E,,Medium,,
04FYMK-E,,Very Low,,
04FYMM-E,,Very Low,,
04FYMP-E,,Very Low,,
04FYMQ-E,,Very Low,,
04FYMR-E,,Medium,,
04FYMS-E,Index,,,
04FYMV-E,Index,Very Low,,
04FYMW-E,Index,Very Low,,
04FYMX-E,,Medium,,
04FYMY-E,,,,
04FYN0-E,,Very High,,
04FYN1-E,,High,,
04FYN2-E,,,,
04FYN6-E,,Very Low,,
04FYN8-E,,Very High,,
04FYNB-E,,Medium,,
04FYNC-E,,Very Low,,
04FYNF-E,,High,,
04FYNJ-E,Index,Very Low,,
04FYNK-E,Index,High,,
04FYNL-E,Index,High,,
04FYNN-E,Index,High,,
04FYNP-E,Growth,Medium,,
04FYNQ-E,Index,Very Low,,
04FYNR-E,Index,Very High,,
04FYNS-E,Index,Very Low,,
04FYNT-E,Index,Very Low,,
04FYNV-E,Index,Very Low,,
04FYNW-E,Index,Very Low,,
04FYNY-E,Index,Very Low,,
04FYNZ-E,Index,Very High,,
04FYP0-E,,High,,
04FYP1-E,,High,,
04FYP2-E,,,,
04FYP3-E,,Very High,,
04FYP4-E,,High,,
04FYP5-E,,High,,
04FYP6-E,,,,
04FYP7-E,,,,
04FYP8-E,,Low,,
04FYPC-E,GARP,Low,,
04FYPF-E,,Low,,
04FYPS-E,,,,
04FYPT-E,,Medium,,
04FYQ0-E,,Low,,
04FYQ1-E,,Very Low,,
04FYQ3-E,,Very High,,
04FYQ4-E,,Very High,,
04FYQ5-E,,Medium,,
04FYQ9-E,,Medium,,
04FYQB-E,,Medium,,
04FYQC-E,,High,,
04FYQD-E,,Low,,
04FYQF-E,,Low,,
04FYQJ-E,,Very Low,,
04FYQK-E,,High,,
04FYQP-E,,Very Low,,
04FYQV-E,,Low,,
04FYQW-E,Index,Very Low,,
04FYQX-E,Index,Very Low,,
04FYQZ-E,,Medium,,
04FYR3-E,,,,
04FYR6-E,,,,
04FYR8-E,,,,
04FYR9-E,,Medium,,
04FYRB-E,,,,
04FYRC-E,,,,
04FYRD-E,,,,
04FYRG-E,,,,
04FYRH-E,,,,
04FYRJ-E,,,,
04FYRK-E,,,,
04FYRL-E,,,,
04FYRM-E,,,,
04FYRQ-E,,High,,
04FYRS-E,,,,
04FYRV-E,,,,
04FYRZ-E,,Medium,,
04FYS0-E,,Very Low,,
04FYS1-E,,Medium,,
04FYS2-E,Value,Low,,
04FYS3-E,,,,
04FYS4-E,,,,
04FYS6-E,Growth,Very Low,,
04FYSN-E,,Very Low,,
04FYSP-E,,,,
04FYSR-E,Deep Value,Very Low,,
04FYSS-E,Value,Very Low,,
04FYT9-E,,Very Low,,
04FYTC-E,,Low,,
04FYTF-E,,,,
04FYTH-E,,Very High,,
04FYTJ-E,,Very High,,
04FYTP-E,Growth,Medium,,
04FYTR-E,,,,
04FYV5-E,,,,
04FYWJ-E,Index,,,
04FYWK-E,Index,,,
04FYWN-E,,,,
04FYWS-E,Index,,,
04FYWV-E,Index,,,
04FYWW-E,Index,,,
04FYWY-E,,,,
04FYX1-E,,,,
04FYX5-E,,Very High,,
04FYX8-E,,Very Low,,
04FYX9-E,,Medium,,
04FYXB-E,,Very Low,,
04FYXD-E,,,,
04FYXJ-E,Yield,Very Low,,
04FYXK-E,,Very Low,,
04FYXL-E,,Very Low,,
04FYXP-E,Yield,Very Low,,
04FYXQ-E,,,,
04FYXS-E,,,,
04FYXV-E,,Very Low,,
04FYXW-E,,,,
04FYXX-E,,Very Low,,
04FYXZ-E,Aggressive Growth,,,
04FYY1-E,,,,
04FYY2-E,,,,
04FYY4-E,Growth,Very Low,,
04FYY5-E,,,,
04FYY6-E,Growth,Very Low,,
04FYY7-E,Growth,Very Low,,
04FYY8-E,,Medium,,
04FYYG-E,,,,
04FYYH-E,Growth,Very Low,,
04FYYJ-E,,Very High,,
04FYYK-E,,Very Low,,
04FYYL-E,Value,Very High,,
04FYYN-E,Deep Value,High,,
04FYYP-E,,Medium,,
04FYYQ-E,,High,,
04FYYR-E,,Low,,
04FYYS-E,Value,,,
04FYYT-E,,,,
04FYYV-E,,Medium,,
04FYYW-E,,Medium,,
04FYYX-E,,Very Low,,
04FYYY-E,Value,Low,,
04FYZ0-E,Index,Very Low,,
04FYZ2-E,Index,Very Low,,
04FYZ3-E,Yield,Very Low,,
04FYZ5-E,Growth,Low,,
04FYZ6-E,Growth,Low,,
04FYZ7-E,Growth,Very Low,,
04FYZ8-E,Aggressive Growth,Very Low,,
04FYZD-E,Index,Very Low,,
04FYZF-E,Growth,Very Low,,
04FYZH-E,,Very Low,,
04FYZJ-E,,Very Low,,
04FYZK-E,,Very Low,,
04FYZM-E,,Medium,,
04FYZN-E,,,,
04FYZP-E,,,,
04FYZQ-E,Growth,,,
04FYZR-E,,,,
04FYZT-E,,Medium,,
04FYZV-E,,Medium,,
04FYZW-E,,,,
04FYZX-E,,,,
04FYZY-E,GARP,Medium,,
04FZ03-E,Growth,High,,
04FZ07-E,,,,
04FZ09-E,,Very Low,,
04FZ0B-E,Index,Very Low,,
04FZ0G-E,,,,
04FZ0V-E,,Low,,
04FZ0W-E,,,,
04FZ0X-E,,Very High,,
04FZ0Y-E,,Very High,,
04FZ0Z-E,,Low,,
04FZ14-E,Yield,,,
04FZ15-E,,Medium,,
04FZ16-E,,Medium,,
04FZ18-E,Growth,Very Low,,
04FZ1B-E,,Low,,
04FZ1C-E,,,,
04FZ1D-E,Aggressive Growth,Low,,
04FZ1G-E,Aggressive Growth,Low,,
04FZ1H-E,,Very Low,,
04FZ1L-E,,,,
04FZ1M-E,,,,
04FZ1Q-E,,,,
04FZ1S-E,,Low,,
04FZ1T-E,,,,
04FZ1V-E,,,,
04FZ1W-E,,Medium,,
04FZ1X-E,,,,
04FZ1Y-E,,High,,
04FZ1Z-E,,Very Low,,
04FZ22-E,,Medium,,
04FZ24-E,,,,
04FZ25-E,,,,
04FZ26-E,,,,
04FZ28-E,,,,
04FZ2B-E,,,,
04FZ2C-E,,Medium,,
04FZ2F-E,,Medium,,
04FZ2G-E,,Low,,
04FZ2H-E,,,,
04FZ2J-E,,Low,,
04FZ3S-E,,Very High,,
04FZ3W-E,Aggressive Growth,Very Low,,
04FZ3Y-E,,High,,
04FZ40-E,,Low,,
04FZ44-E,,High,,
04FZ45-E,,Very High,,
04FZ46-E,,Medium,,
04FZ47-E,,Low,,
04FZ48-E,,Medium,,
04FZ4D-E,,Low,,
04FZ4G-E,,Very Low,,
04FZ4Q-E,Aggressive Growth,Low,,
04FZ4R-E,,Very Low,,
04FZ4S-E,,Very Low,,
04FZ4T-E,,Very Low,,
04FZ4V-E,,Very Low,,
04FZ4W-E,,Low,,
04FZ4Z-E,,Very Low,,
04FZ50-E,GARP,Very Low,,
04FZ51-E,,Very Low,,
04FZ52-E,,,,
